model,scenario,node,variable,unit,sensitivity,output_2020,output_2025,output_2030,output_2035,output_2040,output_2045,output_2050,output_2055,output_2060,output_2065,output_2070,output_2075,output_2080,output_2085,output_2090,output_2095,output_2100,output_2110
GLOMIS,CircEUlar-S,AFR,Material Demand|Infrastructure|Bridges|Aluminum,Mt/yr,high,.000071800001,.000073900002,.000093499999,.00012424101,.000150793,.00018453599,.00029165301,.00036109399,.00045655901,.00045655901,.00045655901,.00045655901,.00045655901,.00045655901,.00045655901,.00045655901,.00045655901,.00045655901
GLOMIS,CircEUlar-S,AFR,Material Demand|Infrastructure|Bridges|Asphalt,Mt/yr,high,.78422034,.861633,1.0759884,1.3939761,1.7058644,2.0958455,3.0896914,3.8838561,4.9396515,4.9396515,4.9396515,4.9396515,4.9396515,4.9396515,4.9396515,4.9396515,4.9396515,4.9396515
GLOMIS,CircEUlar-S,AFR,Material Demand|Infrastructure|Bridges|Concrete,Mt/yr,high,2.3585916,2.4295325,3.0734384,4.0819182,4.9542732,6.0628953,9.5821953,11.863679,15.000168,15.000168,15.000168,15.000168,15.000168,15.000168,15.000168,15.000168,15.000168,15.000168
GLOMIS,CircEUlar-S,AFR,Material Demand|Infrastructure|Bridges|Iron_steel,Mt/yr,high,.62085551,.63952941,.8090257,1.0744894,1.3041207,1.5959448,2.5223353,3.1228936,3.9485161,3.9485161,3.9485161,3.9485161,3.9485161,3.9485161,3.9485161,3.9485161,3.9485161,3.9485161
GLOMIS,CircEUlar-S,AFR,Material Demand|Infrastructure|Buildings|Aluminum,Mt/yr,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLOMIS,CircEUlar-S,AFR,Material Demand|Infrastructure|Buildings|Concrete,Mt/yr,high,.75053781,.77692139,.98183984,1.3015264,1.5806676,1.9349593,3.0423746,3.7708938,4.7698846,4.7698846,4.7698846,4.7698846,4.7698846,4.7698846,4.7698846,4.7698846,4.7698846,4.7698846
GLOMIS,CircEUlar-S,AFR,Material Demand|Infrastructure|Buildings|Iron_steel,Mt/yr,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLOMIS,CircEUlar-S,AFR,Material Demand|Infrastructure|Charging stations|Aluminum,Mt/yr,high,9.0599997e-08,1.0300000e-07,1.2800000e-07,1.6300000e-07,2.0100001e-07,2.4700000e-07,3.5100001e-07,4.4500001e-07,5.6699997e-07,5.6699997e-07,5.6699997e-07,5.6699997e-07,5.6699997e-07,5.6699997e-07,5.6699997e-07,5.6699997e-07,5.6699997e-07,5.6699997e-07
GLOMIS,CircEUlar-S,AFR,Material Demand|Infrastructure|Charging stations|Concrete,Mt/yr,high,.000014,.000015899999,.0000198,.0000253,.0000311,.000038300001,.000054299999,.0000688,.000087799999,.000087799999,.000087799999,.000087799999,.000087799999,.000087799999,.000087799999,.000087799999,.000087799999,.000087799999
GLOMIS,CircEUlar-S,AFR,Material Demand|Infrastructure|Charging stations|Iron_steel,Mt/yr,high,2.3400000e-06,2.6499999e-06,3.2900000e-06,4.2100000e-06,5.1799998e-06,6.3699999e-06,9.0499998e-06,.0000115,.0000146,.0000146,.0000146,.0000146,.0000146,.0000146,.0000146,.0000146,.0000146,.0000146
GLOMIS,CircEUlar-S,AFR,Material Demand|Infrastructure|Fuel stations|Aluminum,Mt/yr,high,.00012559,.000136373,.00017069301,.00022213699,.00027143001,.00033324299,.00049769098,.00062380597,.00079249998,.00079249998,.00079249998,.00079249998,.00079249998,.00079249998,.00079249998,.00079249998,.00079249998,.00079249998
GLOMIS,CircEUlar-S,AFR,Material Demand|Infrastructure|Fuel stations|Concrete,Mt/yr,high,.46901637,.50928497,.63745481,.82957363,1.0136579,1.244499,1.8586348,2.3296125,2.9596009,2.9596009,2.9596009,2.9596009,2.9596009,2.9596009,2.9596009,2.9596009,2.9596009,2.9596009
GLOMIS,CircEUlar-S,AFR,Material Demand|Infrastructure|Fuel stations|Iron_steel,Mt/yr,high,.018737329,.020346072,.025466491,.033141691,.04049591,.049718071,.074252956,.093068652,.11823685,.11823685,.11823685,.11823685,.11823685,.11823685,.11823685,.11823685,.11823685,.11823685
GLOMIS,CircEUlar-S,AFR,Material Demand|Infrastructure|Parking|Aluminum,Mt/yr,high,.00032754001,.00034139099,.00043083,.00056959101,.00069235801,.00084790098,.0013235291,.001643004,.002079532,.002079532,.002079532,.002079532,.002079532,.002079532,.002079532,.002079532,.002079532,.002079532
GLOMIS,CircEUlar-S,AFR,Material Demand|Infrastructure|Parking|Asphalt,Mt/yr,high,.63196844,.69134694,.86407202,1.1212915,1.3714095,1.684485,2.495224,3.1332195,3.9833164,3.9833164,3.9833164,3.9833164,3.9833164,3.9833164,3.9833164,3.9833164,3.9833164,3.9833164
GLOMIS,CircEUlar-S,AFR,Material Demand|Infrastructure|Parking|Concrete,Mt/yr,high,1.1001513,1.1466749,1.4470859,1.9131609,2.3255153,2.8479588,4.4455147,5.51858,6.9848032,6.9848032,6.9848032,6.9848032,6.9848032,6.9848032,6.9848032,6.9848032,6.9848032,6.9848032
GLOMIS,CircEUlar-S,AFR,Material Demand|Infrastructure|Parking|Iron_steel,Mt/yr,high,.013134216,.01368964,.017276112,.022840373,.027763288,.034000508,.053073011,.06588386,.083388448,.083388448,.083388448,.083388448,.083388448,.083388448,.083388448,.083388448,.083388448,.083388448
GLOMIS,CircEUlar-S,AFR,Material Demand|Infrastructure|Rail|Aluminum,Mt/yr,high,.0080142962,.008501335,.010690461,.014038003,.017101979,.020966645,.032119196,.040034104,.05075071,.05075071,.05075071,.05075071,.05075071,.05075071,.05075071,.05075071,.05075071,.05075071
GLOMIS,CircEUlar-S,AFR,Material Demand|Infrastructure|Rail|Concrete,Mt/yr,high,1.4238551,1.5103059,1.8992351,2.4939995,3.038327,3.7249093,5.7065783,7.1127229,9.0166636,9.0166636,9.0166636,9.0166636,9.0166636,9.0166636,9.0166636,9.0166636,9.0166636,9.0166636
GLOMIS,CircEUlar-S,AFR,Material Demand|Infrastructure|Rail|Iron_steel,Mt/yr,high,1.2725012,1.3817321,1.7294731,2.2507234,2.7501583,3.3764503,5.0427542,6.3205614,8.0297947,8.0297947,8.0297947,8.0297947,8.0297947,8.0297947,8.0297947,8.0297947,8.0297947,8.0297947
GLOMIS,CircEUlar-S,AFR,Material Demand|Infrastructure|Roads|Aluminum,Mt/yr,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLOMIS,CircEUlar-S,AFR,Material Demand|Infrastructure|Roads|Asphalt,Mt/yr,high,459.24686,503.0499,628.57111,815.2804,997.30426,1225.0732,1812.0922,2276.1506,2894.0669,2894.0669,2894.0669,2894.0669,2894.0669,2894.0669,2894.0669,2894.0669,2894.0669,2894.0669
GLOMIS,CircEUlar-S,AFR,Material Demand|Infrastructure|Roads|Concrete,Mt/yr,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLOMIS,CircEUlar-S,AFR,Material Demand|Infrastructure|Roads|Iron_steel,Mt/yr,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLOMIS,CircEUlar-S,AFR,Material Demand|Infrastructure|Runways|Aluminum,Mt/yr,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLOMIS,CircEUlar-S,AFR,Material Demand|Infrastructure|Runways|Concrete,Mt/yr,high,.0026334999,.0027127101,.0034316671,.004557691,.0055317241,.0067695631,.010699059,.013246464,.016748531,.016748531,.016748531,.016748531,.016748531,.016748531,.016748531,.016748531,.016748531,.016748531
GLOMIS,CircEUlar-S,AFR,Material Demand|Infrastructure|Runways|Iron_steel,Mt/yr,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLOMIS,CircEUlar-S,AFR,Material Demand|Infrastructure|Tunnels|Aluminum,Mt/yr,high,.000038099999,.0000392,.000049599999,.0000659,.000079999998,.000097900003,.000154736,.000191577,.000242226,.000242226,.000242226,.000242226,.000242226,.000242226,.000242226,.000242226,.000242226,.000242226
