model,scenario,node,variable,unit,sensitivity,output_2020,output_2025,output_2030,output_2035,output_2040,output_2045,output_2050,output_2055,output_2060,output_2065,output_2070,output_2075,output_2080,output_2085,output_2090,output_2095,output_2100,output_2110
GLOMIS,Circular-N 2e17,AFR,Material Demand|Infrastructure|Bridges|Aluminum,Mt/yr,high,.000071800001,.000073900002,.000091100002,.00015788,.000194231,.000227364,.00027324,.00032648401,.00038533,.00038533,.00038533,.00038533,.00038533,.00038533,.00038533,.00038533,.00038533,.00038533
GLOMIS,Circular-N 2e17,AFR,Material Demand|Infrastructure|Bridges|Asphalt,Mt/yr,high,.88893276,.98989111,1.2128339,1.8599774,2.3426876,2.840297,3.4772499,4.2251859,5.0775924,5.0775924,5.0775924,5.0775924,5.0775924,5.0775924,5.0775924,5.0775924,5.0775924,5.0775924
GLOMIS,Circular-N 2e17,AFR,Material Demand|Infrastructure|Bridges|Concrete,Mt/yr,high,2.3585916,2.4295325,2.9923904,5.1871324,6.3814192,7.4699998,8.9772348,10.726573,12.659927,12.659927,12.659927,12.659927,12.659927,12.659927,12.659927,12.659927,12.659927,12.659927
GLOMIS,Circular-N 2e17,AFR,Material Demand|Infrastructure|Bridges|Iron_steel,Mt/yr,high,.62085551,.63952941,.78769135,1.3654164,1.6797904,1.9663389,2.3630908,2.8235714,3.3324914,3.3324914,3.3324914,3.3324914,3.3324914,3.3324914,3.3324914,3.3324914,3.3324914,3.3324914
GLOMIS,Circular-N 2e17,AFR,Material Demand|Infrastructure|Buildings|Aluminum,Mt/yr,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLOMIS,Circular-N 2e17,AFR,Material Demand|Infrastructure|Buildings|Concrete,Mt/yr,high,.75053781,.77692139,.95658541,1.6457443,2.0274563,2.3783402,2.8614998,3.4227126,4.0442843,4.0442843,4.0442843,4.0442843,4.0442843,4.0442843,4.0442843,4.0442843,4.0442843,4.0442843
GLOMIS,Circular-N 2e17,AFR,Material Demand|Infrastructure|Buildings|Iron_steel,Mt/yr,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLOMIS,Circular-N 2e17,AFR,Material Demand|Infrastructure|Charging stations|Aluminum,Mt/yr,high,9.0599997e-08,1.0300000e-07,1.2600000e-07,1.8700000e-07,2.3699999e-07,2.9000000e-07,3.5700000e-07,4.3599999e-07,5.2600001e-07,5.2600001e-07,5.2600001e-07,5.2600001e-07,5.2600001e-07,5.2600001e-07,5.2600001e-07,5.2600001e-07,5.2600001e-07,5.2600001e-07
GLOMIS,Circular-N 2e17,AFR,Material Demand|Infrastructure|Charging stations|Concrete,Mt/yr,high,.000014,.000015899999,.000019499999,.0000289,.000036699999,.0000449,.000055199998,.000067399997,.000081400001,.000081400001,.000081400001,.000081400001,.000081400001,.000081400001,.000081400001,.000081400001,.000081400001,.000081400001
GLOMIS,Circular-N 2e17,AFR,Material Demand|Infrastructure|Charging stations|Iron_steel,Mt/yr,high,2.3400000e-06,2.6499999e-06,3.2500000e-06,4.8200000e-06,6.1100000e-06,7.4800000e-06,9.2099999e-06,.0000112,.0000136,.0000136,.0000136,.0000136,.0000136,.0000136,.0000136,.0000136,.0000136,.0000136
GLOMIS,Circular-N 2e17,AFR,Material Demand|Infrastructure|Fuel stations|Aluminum,Mt/yr,high,.00012559,.000136373,.000167363,.000267236,.00033390499,.000400113,.00048687201,.00058838498,.000703011,.000703011,.000703011,.000703011,.000703011,.000703011,.000703011,.000703011,.000703011,.000703011
GLOMIS,Circular-N 2e17,AFR,Material Demand|Infrastructure|Fuel stations|Concrete,Mt/yr,high,.46901637,.50928497,.62502086,.99799562,1.2469736,1.4942259,1.8182284,2.197331,2.6254036,2.6254036,2.6254036,2.6254036,2.6254036,2.6254036,2.6254036,2.6254036,2.6254036,2.6254036
GLOMIS,Circular-N 2e17,AFR,Material Demand|Infrastructure|Fuel stations|Iron_steel,Mt/yr,high,.018737329,.020346072,.024969751,.039870191,.049816929,.059694722,.072638713,.087783962,.10488559,.10488559,.10488559,.10488559,.10488559,.10488559,.10488559,.10488559,.10488559,.10488559
GLOMIS,Circular-N 2e17,AFR,Material Demand|Infrastructure|Parking|Aluminum,Mt/yr,high,.00032754001,.00034139099,.00042013801,.00071522198,.00088283001,.001038708,.001251731,.001499439,.001774593,.001774593,.001774593,.001774593,.001774593,.001774593,.001774593,.001774593,.001774593,.001774593
GLOMIS,Circular-N 2e17,AFR,Material Demand|Infrastructure|Parking|Asphalt,Mt/yr,high,.76047641,.84875131,1.0397549,1.5887594,2.002552,2.430496,2.9771738,3.6193042,4.3517094,4.3517094,4.3517094,4.3517094,4.3517094,4.3517094,4.3517094,4.3517094,4.3517094,4.3517094
GLOMIS,Circular-N 2e17,AFR,Material Demand|Infrastructure|Parking|Concrete,Mt/yr,high,1.1001513,1.1466749,1.4111725,2.402312,2.9652796,3.488848,4.2043576,5.0363669,5.9605651,5.9605651,5.9605651,5.9605651,5.9605651,5.9605651,5.9605651,5.9605651,5.9605651,5.9605651
