model,scenario,node,variable,unit,sensitivity,output_2020,output_2025,output_2030,output_2035,output_2040,output_2045,output_2050,output_2055,output_2060,output_2065,output_2070,output_2075,output_2080,output_2085,output_2090,output_2095,output_2100,output_2110
GLOMIS,SSP2-R 2e17,AFR,Material Demand|Infrastructure|Bridges|Aluminum,Mt/yr,high,.000071800001,.000073900002,.0001114,.000161027,.00020532,.00024123699,.000295267,.00035886199,.00043061801,.00043061801,.00043061801,.00043061801,.00043061801,.00043061801,.00043061801,.00043061801,.00043061801,.00043061801
GLOMIS,SSP2-R 2e17,AFR,Material Demand|Infrastructure|Bridges|Asphalt,Mt/yr,high,.88893276,.98989111,1.3783938,1.9121226,2.4627512,2.996496,3.7165267,4.575501,5.5724053,5.5724053,5.5724053,5.5724053,5.5724053,5.5724053,5.5724053,5.5724053,5.5724053,5.5724053
GLOMIS,SSP2-R 2e17,AFR,Material Demand|Infrastructure|Bridges|Concrete,Mt/yr,high,2.3585916,2.4295325,3.6600301,5.2905259,6.7457595,7.9257784,9.7009468,11.790342,14.147882,14.147882,14.147882,14.147882,14.147882,14.147882,14.147882,14.147882,14.147882,14.147882
GLOMIS,SSP2-R 2e17,AFR,Material Demand|Infrastructure|Bridges|Iron_steel,Mt/yr,high,.62085551,.63952941,.96343511,1.3926328,1.7756962,2.0863142,2.5535946,3.1035891,3.7241676,3.7241676,3.7241676,3.7241676,3.7241676,3.7241676,3.7241676,3.7241676,3.7241676,3.7241676
GLOMIS,SSP2-R 2e17,AFR,Material Demand|Infrastructure|Buildings|Aluminum,Mt/yr,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLOMIS,SSP2-R 2e17,AFR,Material Demand|Infrastructure|Buildings|Concrete,Mt/yr,high,.75053781,.77692139,1.1646209,1.679322,2.1425092,2.5225761,3.0900769,3.7586219,4.5143862,4.5143862,4.5143862,4.5143862,4.5143862,4.5143862,4.5143862,4.5143862,4.5143862,4.5143862
GLOMIS,SSP2-R 2e17,AFR,Material Demand|Infrastructure|Buildings|Iron_steel,Mt/yr,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLOMIS,SSP2-R 2e17,AFR,Material Demand|Infrastructure|Charging stations|Aluminum,Mt/yr,high,9.0599997e-08,1.0300000e-07,1.4000000e-07,1.9200000e-07,2.4900001e-07,3.0600000e-07,3.7999999e-07,4.7000000e-07,5.7400001e-07,5.7400001e-07,5.7400001e-07,5.7400001e-07,5.7400001e-07,5.7400001e-07,5.7400001e-07,5.7400001e-07,5.7400001e-07,5.7400001e-07
GLOMIS,SSP2-R 2e17,AFR,Material Demand|Infrastructure|Charging stations|Concrete,Mt/yr,high,.000014,.000015899999,.0000217,.0000298,.000038499998,.0000473,.000058900001,.000072700001,.0000889,.0000889,.0000889,.0000889,.0000889,.0000889,.0000889,.0000889,.0000889,.0000889
GLOMIS,SSP2-R 2e17,AFR,Material Demand|Infrastructure|Charging stations|Iron_steel,Mt/yr,high,2.3400000e-06,2.6499999e-06,3.6199999e-06,4.9700002e-06,6.4100000e-06,7.8800003e-06,9.8099999e-06,.0000121,.0000148,.0000148,.0000148,.0000148,.0000148,.0000148,.0000148,.0000148,.0000148,.0000148
GLOMIS,SSP2-R 2e17,AFR,Material Demand|Infrastructure|Fuel stations|Aluminum,Mt/yr,high,.00012559,.000136373,.00019479,.000273985,.00035167701,.00042291099,.00052224699,.00064025098,.00077601301,.00077601301,.00077601301,.00077601301,.00077601301,.00077601301,.00077601301,.00077601301,.00077601301,.00077601301
GLOMIS,SSP2-R 2e17,AFR,Material Demand|Infrastructure|Fuel stations|Concrete,Mt/yr,high,.46901637,.50928497,.72744662,1.0232006,1.3133428,1.5793678,1.9503392,2.391027,2.8980317,2.8980317,2.8980317,2.8980317,2.8980317,2.8980317,2.8980317,2.8980317,2.8980317,2.8980317
GLOMIS,SSP2-R 2e17,AFR,Material Demand|Infrastructure|Fuel stations|Iron_steel,Mt/yr,high,.018737329,.020346072,.029061688,.040877137,.0524684,.063096166,.077916577,.095522173,.11577715,.11577715,.11577715,.11577715,.11577715,.11577715,.11577715,.11577715,.11577715,.11577715
GLOMIS,SSP2-R 2e17,AFR,Material Demand|Infrastructure|Parking|Aluminum,Mt/yr,high,.00032754001,.00034139099,.00050821499,.00073029002,.00093249598,.001101163,.001350429,.001644438,.0019776709,.0019776709,.0019776709,.0019776709,.0019776709,.0019776709,.0019776709,.0019776709,.0019776709,.0019776709
GLOMIS,SSP2-R 2e17,AFR,Material Demand|Infrastructure|Parking|Asphalt,Mt/yr,high,.76047641,.84875131,1.1791805,1.6337078,2.1048226,2.5637233,3.1810141,3.917697,4.7733245,4.7733245,4.7733245,4.7733245,4.7733245,4.7733245,4.7733245,4.7733245,4.7733245,4.7733245
GLOMIS,SSP2-R 2e17,AFR,Material Demand|Infrastructure|Parking|Concrete,Mt/yr,high,1.1001513,1.1466749,1.7070116,2.4529243,3.1321011,3.6986234,4.5358686,5.5233955,6.6426697,6.6426697,6.6426697,6.6426697,6.6426697,6.6426697,6.6426697,6.6426697,6.6426697,6.6426697
GLOMIS,SSP2-R 2e17,AFR,Material Demand|Infrastructure|Parking|Iron_steel,Mt/yr,high,.013134216,.01368964,.020379251,.029284367,.037392758,.044156216,.05415171,.065941356,.079303868,.079303868,.079303868,.079303868,.079303868,.079303868,.079303868,.079303868,.079303868,.079303868
GLOMIS,SSP2-R 2e17,AFR,Material Demand|Infrastructure|Rail|Aluminum,Mt/yr,high,.0080142962,.008501335,.012433028,.017705554,.022657488,.026962079,.033162929,.040499486,.048869364,.048869364,.048869364,.048869364,.048869364,.048869364,.048869364,.048869364,.048869364,.048869364
GLOMIS,SSP2-R 2e17,AFR,Material Demand|Infrastructure|Rail|Concrete,Mt/yr,high,1.4238551,1.5103059,2.2089074,3.1457334,4.0255132,4.7901912,5.891808,7.1951766,8.6820908,8.6820908,8.6820908,8.6820908,8.6820908,8.6820908,8.6820908,8.6820908,8.6820908,8.6820908
GLOMIS,SSP2-R 2e17,AFR,Material Demand|Infrastructure|Rail|Iron_steel,Mt/yr,high,1.2725012,1.3817321,1.9736557,2.7760987,3.5632911,4.2850232,5.2915001,6.4871202,7.8626552,7.8626552,7.8626552,7.8626552,7.8626552,7.8626552,7.8626552,7.8626552,7.8626552,7.8626552
GLOMIS,SSP2-R 2e17,AFR,Material Demand|Infrastructure|Roads|Aluminum,Mt/yr,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLOMIS,SSP2-R 2e17,AFR,Material Demand|Infrastructure|Roads|Asphalt,Mt/yr,high,512.1618,567.86334,794.20105,1104.3951,1421.5698,1726.1317,2139.2859,2631.8115,3202.5811,3202.5811,3202.5811,3202.5811,3202.5811,3202.5811,3202.5811,3202.5811,3202.5811,3202.5811
GLOMIS,SSP2-R 2e17,AFR,Material Demand|Infrastructure|Roads|Concrete,Mt/yr,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLOMIS,SSP2-R 2e17,AFR,Material Demand|Infrastructure|Roads|Iron_steel,Mt/yr,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLOMIS,SSP2-R 2e17,AFR,Material Demand|Infrastructure|Runways|Aluminum,Mt/yr,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLOMIS,SSP2-R 2e17,AFR,Material Demand|Infrastructure|Runways|Concrete,Mt/yr,high,.0026334999,.0027127101,.004086629,.0059071691,.0075320192,.0088495761,.010831652,.013164579,.015796904,.015796904,.015796904,.015796904,.015796904,.015796904,.015796904,.015796904,.015796904,.015796904
GLOMIS,SSP2-R 2e17,AFR,Material Demand|Infrastructure|Runways|Iron_steel,Mt/yr,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLOMIS,SSP2-R 2e17,AFR,Material Demand|Infrastructure|Tunnels|Aluminum,Mt/yr,high,.000038099999,.0000392,.000059099999,.000085400003,.000108932,.000127987,.000156653,.000190393,.000228463,.000228463,.000228463,.000228463,.000228463,.000228463,.000228463,.000228463,.000228463,.000228463
GLOMIS,SSP2-R 2e17,AFR,Material Demand|Infrastructure|Tunnels|Asphalt,Mt/yr,high,.037490875,.041705608,.058134571,.080691695,.10391328,.12637225,.15670997,.19289573,.23487723,.23487723,.23487723,.23487723,.23487723,.23487723,.23487723,.23487723,.23487723,.23487723
GLOMIS,SSP2-R 2e17,AFR,Material Demand|Infrastructure|Tunnels|Concrete,Mt/yr,high,.86317027,.88913244,1.3394558,1.9361659,2.4687355,2.9005852,3.550241,4.3148942,5.1776791,5.1776791,5.1776791,5.1776791,5.1776791,5.1776791,5.1776791,5.1776791,5.1776791,5.1776791
GLOMIS,SSP2-R 2e17,AFR,Material Demand|Infrastructure|Tunnels|Iron_steel,Mt/yr,high,.032962982,.03395443,.051151503,.073938832,.094276741,.11076834,.13557757,.16477835,.19772661,.19772661,.19772661,.19772661,.19772661,.19772661,.19772661,.19772661,.19772661,.19772661
GLOMIS,SSP2-R 2e17,AFR,Material Release|Infrastructure|Bridges|Aluminum,Mt/yr,high,9.6000003e-06,.0000118,.0000149,.000019499999,.0000255,.0000325,.000040999999,.000051300001,.000063699998,.000063699998,.000063699998,.000063699998,.000063699998,.000063699998,.000063699998,.000063699998,.000063699998,.000063699998
GLOMIS,SSP2-R 2e17,AFR,Material Release|Infrastructure|Bridges|Asphalt,Mt/yr,high,.44898191,.54994023,.69549859,.91068524,1.190253,1.5197562,1.9177526,2.3997371,2.9762073,2.9762073,2.9762073,2.9762073,2.9762073,2.9762073,2.9762073,2.9762073,2.9762073,2.9762073
GLOMIS,SSP2-R 2e17,AFR,Material Release|Infrastructure|Bridges|Concrete,Mt/yr,high,.31548905,.38643014,.48871055,.63991719,.83636296,1.0678972,1.3475598,1.686239,2.0913112,2.0913112,2.0913112,2.0913112,2.0913112,2.0913112,2.0913112,2.0913112,2.0913112,2.0913112
GLOMIS,SSP2-R 2e17,AFR,Material Release|Infrastructure|Bridges|Iron_steel,Mt/yr,high,.083046652,.10172057,.12864399,.16844633,.22015704,.28110412,.35472015,.44387117,.5504989,.5504989,.5504989,.5504989,.5504989,.5504989,.5504989,.5504989,.5504989,.5504989
GLOMIS,SSP2-R 2e17,AFR,Material Release|Infrastructure|Buildings|Aluminum,Mt/yr,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLOMIS,SSP2-R 2e17,AFR,Material Release|Infrastructure|Buildings|Concrete,Mt/yr,high,.11733287,.14371641,.1817553,.23799026,.31105,.39715937,.50116813,.62712556,.77777511,.77777511,.77777511,.77777511,.77777511,.77777511,.77777511,.77777511,.77777511,.77777511
GLOMIS,SSP2-R 2e17,AFR,Material Release|Infrastructure|Buildings|Iron_steel,Mt/yr,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLOMIS,SSP2-R 2e17,AFR,Material Release|Infrastructure|Charging stations|Aluminum,Mt/yr,high,5.5000001e-08,6.7300000e-08,8.5099998e-08,1.1100000e-07,1.4600000e-07,1.8599999e-07,2.3500000e-07,2.9399999e-07,3.6399999e-07,3.6399999e-07,3.6399999e-07,3.6399999e-07,3.6399999e-07,3.6399999e-07,3.6399999e-07,3.6399999e-07,3.6399999e-07,3.6399999e-07
GLOMIS,SSP2-R 2e17,AFR,Material Release|Infrastructure|Charging stations|Concrete,Mt/yr,high,8.5100000e-06,.0000104,.0000132,.000017300001,.000022599999,.000028799999,.0000363,.000045500001,.0000564,.0000564,.0000564,.0000564,.0000564,.0000564,.0000564,.0000564,.0000564,.0000564
GLOMIS,SSP2-R 2e17,AFR,Material Release|Infrastructure|Charging stations|Iron_steel,Mt/yr,high,1.4200000e-06,1.7400000e-06,2.1999999e-06,2.8800000e-06,3.7600000e-06,4.8000002e-06,6.0600000e-06,7.5799999e-06,9.3999997e-06,9.3999997e-06,9.3999997e-06,9.3999997e-06,9.3999997e-06,9.3999997e-06,9.3999997e-06,9.3999997e-06,9.3999997e-06,9.3999997e-06
GLOMIS,SSP2-R 2e17,AFR,Material Release|Infrastructure|Fuel stations|Aluminum,Mt/yr,high,.000048000002,.000058699999,.000074299998,.000097299999,.00012712499,.000162317,.000204825,.000256303,.000317873,.000317873,.000317873,.000317873,.000317873,.000317873,.000317873,.000317873,.000317873,.000317873
GLOMIS,SSP2-R 2e17,AFR,Material Release|Infrastructure|Fuel stations|Concrete,Mt/yr,high,.17908248,.21935108,.27740899,.36323908,.47474849,.6061753,.76492149,.95716751,1.1871004,1.1871004,1.1871004,1.1871004,1.1871004,1.1871004,1.1871004,1.1871004,1.1871004,1.1871004
GLOMIS,SSP2-R 2e17,AFR,Material Release|Infrastructure|Fuel stations|Iron_steel,Mt/yr,high,.0071543939,.0087631354,.011082563,.014511499,.01896633,.024216866,.030558821,.038239099,.04742498,.04742498,.04742498,.04742498,.04742498,.04742498,.04742498,.04742498,.04742498,.04742498
GLOMIS,SSP2-R 2e17,AFR,Material Release|Infrastructure|Parking|Aluminum,Mt/yr,high,.000061600003,.000075399999,.000095399999,.000124942,.000163298,.00020850499,.000263108,.00032923499,.00040832401,.00040832401,.00040832401,.00040832401,.00040832401,.00040832401,.00040832401,.00040832401,.00040832401,.00040832401
GLOMIS,SSP2-R 2e17,AFR,Material Release|Infrastructure|Parking|Asphalt,Mt/yr,high,.39257616,.48085108,.60812289,.79627556,1.0407212,1.3288288,1.6768248,2.0982573,2.6023054,2.6023054,2.6023054,2.6023054,2.6023054,2.6023054,2.6023054,2.6023054,2.6023054,2.6023054
GLOMIS,SSP2-R 2e17,AFR,Material Release|Infrastructure|Parking|Concrete,Mt/yr,high,.20689945,.25342301,.32049906,.41966119,.54849142,.70033282,.88373715,1.1058447,1.3714933,1.3714933,1.3714933,1.3714933,1.3714933,1.3714933,1.3714933,1.3714933,1.3714933,1.3714933
GLOMIS,SSP2-R 2e17,AFR,Material Release|Infrastructure|Parking|Iron_steel,Mt/yr,high,.00247008,.0030255041,.003826295,.005010148,.0065481942,.0083609615,.010550543,.013202187,.016373646,.016373646,.016373646,.016373646,.016373646,.016373646,.016373646,.016373646,.016373646,.016373646
GLOMIS,SSP2-R 2e17,AFR,Material Release|Infrastructure|Rail|Aluminum,Mt/yr,high,.0021659611,.0026529999,.0033551969,.0043932921,.005741972,.0073315492,.009251547,.011576717,.014357702,.014357702,.014357702,.014357702,.014357702,.014357702,.014357702,.014357702,.014357702,.014357702
GLOMIS,SSP2-R 2e17,AFR,Material Release|Infrastructure|Rail|Concrete,Mt/yr,high,.38446444,.47091535,.59555733,.77982223,1.019217,1.3013715,1.6421767,2.0549014,2.5485344,2.5485344,2.5485344,2.5485344,2.5485344,2.5485344,2.5485344,2.5485344,2.5485344,2.5485344
GLOMIS,SSP2-R 2e17,AFR,Material Release|Infrastructure|Rail|Iron_steel,Mt/yr,high,.48577178,.59500271,.7524882,.9853074,1.2877833,1.6442862,2.0748947,2.5963731,3.2200797,3.2200797,3.2200797,3.2200797,3.2200797,3.2200797,3.2200797,3.2200797,3.2200797,3.2200797
GLOMIS,SSP2-R 2e17,AFR,Material Release|Infrastructure|Roads|Aluminum,Mt/yr,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLOMIS,SSP2-R 2e17,AFR,Material Release|Infrastructure|Roads|Asphalt,Mt/yr,high,247.71582,303.41736,383.72595,502.45041,656.6958,838.49188,1058.0775,1324.0018,1642.0564,1642.0564,1642.0564,1642.0564,1642.0564,1642.0564,1642.0564,1642.0564,1642.0564,1642.0564
GLOMIS,SSP2-R 2e17,AFR,Material Release|Infrastructure|Roads|Concrete,Mt/yr,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLOMIS,SSP2-R 2e17,AFR,Material Release|Infrastructure|Roads|Iron_steel,Mt/yr,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLOMIS,SSP2-R 2e17,AFR,Material Release|Infrastructure|Runways|Aluminum,Mt/yr,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLOMIS,SSP2-R 2e17,AFR,Material Release|Infrastructure|Runways|Concrete,Mt/yr,high,.00035226101,.00043147101,.00054567301,.000714503,.00093384599,.0011923671,.001504626,.00188278,.002335066,.002335066,.002335066,.002335066,.002335066,.002335066,.002335066,.002335066,.002335066,.002335066
GLOMIS,SSP2-R 2e17,AFR,Material Release|Infrastructure|Runways|Iron_steel,Mt/yr,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLOMIS,SSP2-R 2e17,AFR,Material Release|Infrastructure|Tunnels|Aluminum,Mt/yr,high,5.0899998e-06,6.2399999e-06,7.8900002e-06,.0000103,.0000135,.0000172,.0000218,.0000272,.000033799999,.000033799999,.000033799999,.000033799999,.000033799999,.000033799999,.000033799999,.000033799999,.000033799999,.000033799999
GLOMIS,SSP2-R 2e17,AFR,Material Release|Infrastructure|Tunnels|Asphalt,Mt/yr,high,.018743755,.022958487,.029035145,.038018595,.049689777,.063445628,.080060877,.1001824,.12424844,.12424844,.12424844,.12424844,.12424844,.12424844,.12424844,.12424844,.12424844,.12424844
GLOMIS,SSP2-R 2e17,AFR,Material Release|Infrastructure|Tunnels|Concrete,Mt/yr,high,.11545906,.14142126,.17885268,.23418954,.30608252,.39081672,.49316445,.61711037,.76535398,.76535398,.76535398,.76535398,.76535398,.76535398,.76535398,.76535398,.76535398,.76535398
GLOMIS,SSP2-R 2e17,AFR,Material Release|Infrastructure|Tunnels|Iron_steel,Mt/yr,high,.0044091819,.005400633,.0068300748,.0089432942,.011688762,.014924615,.018833099,.023566378,.029227547,.029227547,.029227547,.029227547,.029227547,.029227547,.029227547,.029227547,.029227547,.029227547
GLOMIS,SSP2-R 2e17,CHN,Material Demand|Infrastructure|Bridges|Aluminum,Mt/yr,high,.016269583,.016761607,.021393325,.019752042,.015478907,.013104542,.011523089,.009503277,.0083275363,.0083275363,.0083275363,.0083275363,.0083275363,.0083275363,.0083275363,.0083275363,.0083275363,.0083275363
GLOMIS,SSP2-R 2e17,CHN,Material Demand|Infrastructure|Bridges|Asphalt,Mt/yr,high,50.202591,56.139103,70.495644,73.496033,70.372902,69.475533,69.25341,67.502541,66.704346,66.704346,66.704346,66.704346,66.704346,66.704346,66.704346,66.704346,66.704346,66.704346
GLOMIS,SSP2-R 2e17,CHN,Material Demand|Infrastructure|Bridges|Concrete,Mt/yr,high,129.18428,133.09106,169.86797,156.83582,122.90612,104.05311,91.49601,75.458229,66.122574,66.122574,66.122574,66.122574,66.122574,66.122574,66.122574,66.122574,66.122574,66.122574
GLOMIS,SSP2-R 2e17,CHN,Material Demand|Infrastructure|Bridges|Iron_steel,Mt/yr,high,50.034752,51.547897,65.792068,60.744553,47.603138,40.301121,35.437595,29.22595,25.610132,25.610132,25.610132,25.610132,25.610132,25.610132,25.610132,25.610132,25.610132,25.610132
GLOMIS,SSP2-R 2e17,CHN,Material Demand|Infrastructure|Buildings|Aluminum,Mt/yr,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
