model,scenario,node,variable,unit,sensitivity,output_2020,output_2025,output_2030,output_2035,output_2040,output_2045,output_2050,output_2055,output_2060,output_2065,output_2070,output_2075,output_2080,output_2085,output_2090,output_2095,output_2100,output_2110
GLOMIS,CircEular-A,AFR,Material Demand|Infrastructure|Bridges|Aluminum,Mt/yr,high,.000071800001,.000073900002,.000065499997,.000102657,.00012012,.000128856,.00019318701,.000284006,.00034275799,.00034275799,.00034275799,.00034275799,.00034275799,.00034275799,.00034275799,.00034275799,.00034275799,.00034275799
GLOMIS,CircEular-A,AFR,Material Demand|Infrastructure|Bridges|Asphalt,Mt/yr,high,.78422034,.861633,.85575426,1.1979586,1.4189552,1.5851079,2.1927941,3.0658612,3.7676315,3.7676315,3.7676315,3.7676315,3.7676315,3.7676315,3.7676315,3.7676315,3.7676315,3.7676315
GLOMIS,CircEular-A,AFR,Material Demand|Infrastructure|Bridges|Concrete,Mt/yr,high,2.3585916,2.4295325,2.1519847,3.372786,3.9465261,4.233542,6.3471351,9.3309612,11.261254,11.261254,11.261254,11.261254,11.261254,11.261254,11.261254,11.261254,11.261254,11.261254
GLOMIS,CircEular-A,AFR,Material Demand|Infrastructure|Bridges|Iron_steel,Mt/yr,high,.62085551,.63952941,.56647009,.8878234,1.0388498,1.1144015,1.6707658,2.4562027,2.9643164,2.9643164,2.9643164,2.9643164,2.9643164,2.9643164,2.9643164,2.9643164,2.9643164,2.9643164
GLOMIS,CircEular-A,AFR,Material Demand|Infrastructure|Buildings|Aluminum,Mt/yr,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLOMIS,CircEular-A,AFR,Material Demand|Infrastructure|Buildings|Concrete,Mt/yr,high,.75053781,.77692139,.69471627,1.0786844,1.2633961,1.3597336,2.0255814,2.9666536,3.5851436,3.5851436,3.5851436,3.5851436,3.5851436,3.5851436,3.5851436,3.5851436,3.5851436,3.5851436
GLOMIS,CircEular-A,AFR,Material Demand|Infrastructure|Buildings|Iron_steel,Mt/yr,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLOMIS,CircEular-A,AFR,Material Demand|Infrastructure|Charging stations|Aluminum,Mt/yr,high,9.0599997e-08,1.0300000e-07,1.0800000e-07,1.4299999e-07,1.7100000e-07,1.9399999e-07,2.5800000e-07,3.5200000e-07,4.3700001e-07,4.3700001e-07,4.3700001e-07,4.3700001e-07,4.3700001e-07,4.3700001e-07,4.3700001e-07,4.3700001e-07,4.3700001e-07,4.3700001e-07
GLOMIS,CircEular-A,AFR,Material Demand|Infrastructure|Charging stations|Concrete,Mt/yr,high,.000014,.000015899999,.0000167,.0000222,.000026399999,.0000301,.000039999999,.000054399999,.000067599998,.000067599998,.000067599998,.000067599998,.000067599998,.000067599998,.000067599998,.000067599998,.000067599998,.000067599998
GLOMIS,CircEular-A,AFR,Material Demand|Infrastructure|Charging stations|Iron_steel,Mt/yr,high,2.3400000e-06,2.6499999e-06,2.7799999e-06,3.6900001e-06,4.3999999e-06,5.0100002e-06,6.6699999e-06,9.0699996e-06,.0000113,.0000113,.0000113,.0000113,.0000113,.0000113,.0000113,.0000113,.0000113,.0000113
