model,scenario,node,variable,unit,sensitivity,output_2020,output_2025,output_2030,output_2035,output_2040,output_2045,output_2050,output_2055,output_2060,output_2065,output_2070,output_2075,output_2080,output_2085,output_2090,output_2095,output_2100,output_2110
GLOMIS,Circular-N,AFR,Material Demand|Infrastructure|Bridges|Aluminum,Mt/yr,high,.000071800001,.000073900002,.000044500001,.0000946,.000113363,.000125495,.000142296,.00031822201,.00035729099,.00035729099,.00035729099,.00035729099,.00035729099,.00035729099,.00035729099,.00035729099,.00035729099,.00035729099
GLOMIS,Circular-N,AFR,Material Demand|Infrastructure|Bridges|Asphalt,Mt/yr,high,.88893276,.98989111,.83344114,1.2838247,1.542629,1.7684227,2.0437975,3.6328402,4.3310843,4.3310843,4.3310843,4.3310843,4.3310843,4.3310843,4.3310843,4.3310843,4.3310843,4.3310843
GLOMIS,Circular-N,AFR,Material Demand|Infrastructure|Bridges|Concrete,Mt/yr,high,2.3585916,2.4295325,1.4624439,3.1086714,3.7245166,4.1230989,4.6751056,10.455127,11.738734,11.738734,11.738734,11.738734,11.738734,11.738734,11.738734,11.738734,11.738734,11.738734
GLOMIS,Circular-N,AFR,Material Demand|Infrastructure|Bridges|Iron_steel,Mt/yr,high,.62085551,.63952941,.38496128,.81830019,.98040998,1.0853294,1.2306349,2.7521183,3.0900042,3.0900042,3.0900042,3.0900042,3.0900042,3.0900042,3.0900042,3.0900042,3.0900042,3.0900042
GLOMIS,Circular-N,AFR,Material Demand|Infrastructure|Buildings|Aluminum,Mt/yr,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLOMIS,Circular-N,AFR,Material Demand|Infrastructure|Buildings|Concrete,Mt/yr,high,.75053781,.77692139,.4798564,.99498188,1.1923229,1.3230358,1.5021476,3.3111854,3.7306542,3.7306542,3.7306542,3.7306542,3.7306542,3.7306542,3.7306542,3.7306542,3.7306542,3.7306542
GLOMIS,Circular-N,AFR,Material Demand|Infrastructure|Buildings|Iron_steel,Mt/yr,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLOMIS,Circular-N,AFR,Material Demand|Infrastructure|Charging stations|Aluminum,Mt/yr,high,9.0599997e-08,1.0300000e-07,9.2800001e-08,1.3400000e-07,1.6100000e-07,1.8599999e-07,2.1600000e-07,3.6099999e-07,4.3899999e-07,4.3899999e-07,4.3899999e-07,4.3899999e-07,4.3899999e-07,4.3899999e-07,4.3899999e-07,4.3899999e-07,4.3899999e-07,4.3899999e-07
GLOMIS,Circular-N,AFR,Material Demand|Infrastructure|Charging stations|Concrete,Mt/yr,high,.000014,.000015899999,.0000144,.000020699999,.0000249,.000028799999,.0000335,.000056000001,.0000679,.0000679,.0000679,.0000679,.0000679,.0000679,.0000679,.0000679,.0000679,.0000679
GLOMIS,Circular-N,AFR,Material Demand|Infrastructure|Charging stations|Iron_steel,Mt/yr,high,2.3400000e-06,2.6499999e-06,2.3900000e-06,3.4499999e-06,4.1500002e-06,4.8000002e-06,5.5700002e-06,9.3199997e-06,.0000113,.0000113,.0000113,.0000113,.0000113,.0000113,.0000113,.0000113,.0000113,.0000113
GLOMIS,Circular-N,AFR,Material Demand|Infrastructure|Fuel stations|Aluminum,Mt/yr,high,.00012559,.000136373,.000104513,.00017611901,.000211431,.000239788,.000275536,.000527678,.00061627,.00061627,.00061627,.00061627,.00061627,.00061627,.00061627,.00061627,.00061627,.00061627
GLOMIS,Circular-N,AFR,Material Demand|Infrastructure|Fuel stations|Concrete,Mt/yr,high,.46901637,.50928497,.39030451,.65771914,.78959316,.89549059,1.0289915,1.9706224,2.3014679,2.3014679,2.3014679,2.3014679,2.3014679,2.3014679,2.3014679,2.3014679,2.3014679,2.3014679
GLOMIS,Circular-N,AFR,Material Demand|Infrastructure|Fuel stations|Iron_steel,Mt/yr,high,.018737329,.020346072,.01559277,.026276058,.031544458,.035775091,.041108485,.078726895,.091944262,.091944262,.091944262,.091944262,.091944262,.091944262,.091944262,.091944262,.091944262,.091944262
GLOMIS,Circular-N,AFR,Material Demand|Infrastructure|Parking|Aluminum,Mt/yr,high,.00032754001,.00034139099,.0002183,.000437749,.00052471098,.00058413501,.00066442002,.001435337,.001625149,.001625149,.001625149,.001625149,.001625149,.001625149,.001625149,.001625149,.001625149,.001625149
GLOMIS,Circular-N,AFR,Material Demand|Infrastructure|Parking|Asphalt,Mt/yr,high,.76047641,.84875131,.72025084,1.1011845,1.3232756,1.518381,1.7556911,3.0999739,3.7028239,3.7028239,3.7028239,3.7028239,3.7028239,3.7028239,3.7028239,3.7028239,3.7028239,3.7028239
GLOMIS,Circular-N,AFR,Material Demand|Infrastructure|Parking|Concrete,Mt/yr,high,1.1001513,1.1466749,.73323518,1.470328,1.7624174,1.9620117,2.2316778,4.8210588,5.4586062,5.4586062,5.4586062,5.4586062,5.4586062,5.4586062,5.4586062,5.4586062,5.4586062,5.4586062
GLOMIS,Circular-N,AFR,Material Demand|Infrastructure|Parking|Iron_steel,Mt/yr,high,.013134216,.01368964,.0087537682,.017553588,.021040715,.023423582,.026643004,.057556465,.065167859,.065167859,.065167859,.065167859,.065167859,.065167859,.065167859,.065167859,.065167859,.065167859
GLOMIS,Circular-N,AFR,Material Demand|Infrastructure|Rail|Aluminum,Mt/yr,high,.0080142962,.008501335,.005904736,.01093484,.013115913,.014720725,.016819539,.034506157,.039578535,.039578535,.039578535,.039578535,.039578535,.039578535,.039578535,.039578535,.039578535,.039578535
GLOMIS,Circular-N,AFR,Material Demand|Infrastructure|Rail|Concrete,Mt/yr,high,1.4238551,1.5103059,1.0487623,1.9426129,2.3300836,2.6151214,2.9879346,6.1308413,7.0317945,7.0317945,7.0317945,7.0317945,7.0317945,7.0317945,7.0317945,7.0317945,7.0317945,7.0317945
GLOMIS,Circular-N,AFR,Material Demand|Infrastructure|Rail|Iron_steel,Mt/yr,high,1.2725012,1.3817321,1.0588588,1.7844412,2.1422241,2.4295139,2.791698,5.3466444,6.2442045,6.2442045,6.2442045,6.2442045,6.2442045,6.2442045,6.2442045,6.2442045,6.2442045,6.2442045
GLOMIS,Circular-N,AFR,Material Demand|Infrastructure|Roads|Aluminum,Mt/yr,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLOMIS,Circular-N,AFR,Material Demand|Infrastructure|Roads|Asphalt,Mt/yr,high,512.1618,567.86334,470.81213,735.95258,884.17664,1011.7577,1168.1788,2103.2942,2498.4644,2498.4644,2498.4644,2498.4644,2498.4644,2498.4644,2498.4644,2498.4644,2498.4644,2498.4644
GLOMIS,Circular-N,AFR,Material Demand|Infrastructure|Roads|Concrete,Mt/yr,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLOMIS,Circular-N,AFR,Material Demand|Infrastructure|Roads|Iron_steel,Mt/yr,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLOMIS,Circular-N,AFR,Material Demand|Infrastructure|Runways|Aluminum,Mt/yr,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLOMIS,Circular-N,AFR,Material Demand|Infrastructure|Runways|Concrete,Mt/yr,high,.0026334999,.0027127101,.001632901,.0034710059,.0041586319,.0046036718,.0052200179,.011673736,.013106956,.013106956,.013106956,.013106956,.013106956,.013106956,.013106956,.013106956,.013106956,.013106956
GLOMIS,Circular-N,AFR,Material Demand|Infrastructure|Runways|Iron_steel,Mt/yr,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLOMIS,Circular-N,AFR,Material Demand|Infrastructure|Tunnels|Aluminum,Mt/yr,high,.000038099999,.0000392,.0000236,.0000502,.000060099999,.000066599998,.0000755,.000168832,.00018956,.00018956,.00018956,.00018956,.00018956,.00018956,.00018956,.00018956,.00018956,.00018956
GLOMIS,Circular-N,AFR,Material Demand|Infrastructure|Tunnels|Asphalt,Mt/yr,high,.037490875,.041705608,.034986217,.054080196,.064979777,.074458674,.086033449,.15339464,.18271835,.18271835,.18271835,.18271835,.18271835,.18271835,.18271835,.18271835,.18271835,.18271835
GLOMIS,Circular-N,AFR,Material Demand|Infrastructure|Tunnels|Concrete,Mt/yr,high,.86317027,.88913244,.53520846,1.1376759,1.3630558,1.5089245,1.7109414,3.8262472,4.2960072,4.2960072,4.2960072,4.2960072,4.2960072,4.2960072,4.2960072,4.2960072,4.2960072,4.2960072
GLOMIS,Circular-N,AFR,Material Demand|Infrastructure|Tunnels|Iron_steel,Mt/yr,high,.032962982,.03395443,.020438686,.043445878,.052052747,.057623219,.065337896,.14611776,.16405709,.16405709,.16405709,.16405709,.16405709,.16405709,.16405709,.16405709,.16405709,.16405709
