model,scenario,node,variable,unit,sensitivity,output_2020,output_2025,output_2030,output_2035,output_2040,output_2045,output_2050,output_2055,output_2060,output_2065,output_2070,output_2075,output_2080,output_2085,output_2090,output_2095,output_2100,output_2110
GLOMIS,SSP2-R,AFR,Material Demand|Infrastructure|Bridges|Aluminum,Mt/yr,high,.000071800001,.000073900002,.000094100003,.000124522,.000151019,.000182818,.00029346201,.00036023901,.00045718599,.00045718599,.00045718599,.00045718599,.00045718599,.00045718599,.00045718599,.00045718599,.00045718599,.00045718599
GLOMIS,SSP2-R,AFR,Material Demand|Infrastructure|Bridges|Asphalt,Mt/yr,high,.88893276,.98989111,1.2378131,1.5921948,1.9509841,2.3826954,3.4924309,4.382051,5.5928974,5.5928974,5.5928974,5.5928974,5.5928974,5.5928974,5.5928974,5.5928974,5.5928974,5.5928974
GLOMIS,SSP2-R,AFR,Material Demand|Infrastructure|Bridges|Concrete,Mt/yr,high,2.3585916,2.4295325,3.0931222,4.0911403,4.9617143,6.0064449,9.6416483,11.835592,15.020752,15.020752,15.020752,15.020752,15.020752,15.020752,15.020752,15.020752,15.020752,15.020752
GLOMIS,SSP2-R,AFR,Material Demand|Infrastructure|Bridges|Iron_steel,Mt/yr,high,.62085551,.63952941,.81420714,1.0769168,1.3060793,1.5810853,2.5379853,3.1155002,3.9539344,3.9539344,3.9539344,3.9539344,3.9539344,3.9539344,3.9539344,3.9539344,3.9539344,3.9539344
GLOMIS,SSP2-R,AFR,Material Demand|Infrastructure|Buildings|Aluminum,Mt/yr,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLOMIS,SSP2-R,AFR,Material Demand|Infrastructure|Buildings|Concrete,Mt/yr,high,.75053781,.77692139,.98797333,1.3044401,1.5830437,1.9174402,3.0608535,3.762218,4.7763147,4.7763147,4.7763147,4.7763147,4.7763147,4.7763147,4.7763147,4.7763147,4.7763147,4.7763147
GLOMIS,SSP2-R,AFR,Material Demand|Infrastructure|Buildings|Iron_steel,Mt/yr,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLOMIS,SSP2-R,AFR,Material Demand|Infrastructure|Charging stations|Aluminum,Mt/yr,high,9.0599997e-08,1.0300000e-07,1.2800000e-07,1.6400000e-07,2.0100001e-07,2.4600001e-07,3.5200000e-07,4.4399999e-07,5.6800002e-07,5.6800002e-07,5.6800002e-07,5.6800002e-07,5.6800002e-07,5.6800002e-07,5.6800002e-07,5.6800002e-07,5.6800002e-07,5.6800002e-07
GLOMIS,SSP2-R,AFR,Material Demand|Infrastructure|Charging stations|Concrete,Mt/yr,high,.000014,.000015899999,.0000198,.0000253,.0000311,.000038099999,.0000545,.0000688,.0000879,.0000879,.0000879,.0000879,.0000879,.0000879,.0000879,.0000879,.0000879,.0000879
GLOMIS,SSP2-R,AFR,Material Demand|Infrastructure|Charging stations|Iron_steel,Mt/yr,high,2.3400000e-06,2.6499999e-06,3.2999999e-06,4.2199999e-06,5.1900001e-06,6.3500001e-06,9.0800004e-06,.0000115,.0000146,.0000146,.0000146,.0000146,.0000146,.0000146,.0000146,.0000146,.0000146,.0000146
