model,scenario,node,variable,unit,sensitivity,output_2020,output_2025,output_2030,output_2035,output_2040,output_2045,output_2050,output_2055,output_2060,output_2065,output_2070,output_2075,output_2080,output_2085,output_2090,output_2095,output_2100,output_2110
GLOMIS,CircEular-A 2e17,AFR,Material Demand|Infrastructure|Bridges|Aluminum,Mt/yr,high,.000071800001,.000073900002,.00010319,.000154603,.00019454,.000225093,.00027163801,.00032537599,.00038456,.00038456,.00038456,.00038456,.00038456,.00038456,.00038456,.00038456,.00038456,.00038456
GLOMIS,CircEular-A 2e17,AFR,Material Demand|Infrastructure|Bridges|Asphalt,Mt/yr,high,.78422034,.861633,1.1517172,1.6415172,2.0869277,2.4919701,3.0459132,3.6939995,4.4280481,4.4280481,4.4280481,4.4280481,4.4280481,4.4280481,4.4280481,4.4280481,4.4280481,4.4280481
GLOMIS,CircEular-A 2e17,AFR,Material Demand|Infrastructure|Bridges|Concrete,Mt/yr,high,2.3585916,2.4295325,3.3902853,5.0794549,6.3915873,7.3953905,8.924612,10.69015,12.634633,12.634633,12.634633,12.634633,12.634633,12.634633,12.634633,12.634633,12.634633,12.634633
GLOMIS,CircEular-A 2e17,AFR,Material Demand|Infrastructure|Bridges|Iron_steel,Mt/yr,high,.62085551,.63952941,.89242977,1.3370723,1.682467,1.9466995,2.3492386,2.8139839,3.3258331,3.3258331,3.3258331,3.3258331,3.3258331,3.3258331,3.3258331,3.3258331,3.3258331,3.3258331
GLOMIS,CircEular-A 2e17,AFR,Material Demand|Infrastructure|Buildings|Aluminum,Mt/yr,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLOMIS,CircEular-A 2e17,AFR,Material Demand|Infrastructure|Buildings|Concrete,Mt/yr,high,.75053781,.77692139,1.0805689,1.6130029,2.0311887,2.3556578,2.8454969,3.4116373,4.0365934,4.0365934,4.0365934,4.0365934,4.0365934,4.0365934,4.0365934,4.0365934,4.0365934,4.0365934
GLOMIS,CircEular-A 2e17,AFR,Material Demand|Infrastructure|Buildings|Iron_steel,Mt/yr,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLOMIS,CircEular-A 2e17,AFR,Material Demand|Infrastructure|Charging stations|Aluminum,Mt/yr,high,9.0599997e-08,1.0300000e-07,1.3499999e-07,1.8700000e-07,2.3900000e-07,2.9000000e-07,3.5700000e-07,4.3500000e-07,5.2600001e-07,5.2600001e-07,5.2600001e-07,5.2600001e-07,5.2600001e-07,5.2600001e-07,5.2600001e-07,5.2600001e-07,5.2600001e-07,5.2600001e-07
GLOMIS,CircEular-A 2e17,AFR,Material Demand|Infrastructure|Charging stations|Concrete,Mt/yr,high,.000014,.000015899999,.0000208,.0000289,.000036900001,.0000449,.000055199998,.000067399997,.000081400001,.000081400001,.000081400001,.000081400001,.000081400001,.000081400001,.000081400001,.000081400001,.000081400001,.000081400001
GLOMIS,CircEular-A 2e17,AFR,Material Demand|Infrastructure|Charging stations|Iron_steel,Mt/yr,high,2.3400000e-06,2.6499999e-06,3.4699999e-06,4.8100001e-06,6.1500000e-06,7.4800000e-06,9.2000000e-06,.0000112,.0000136,.0000136,.0000136,.0000136,.0000136,.0000136,.0000136,.0000136,.0000136,.0000136
