model,scenario,node,variable,unit,sensitivity,output_2020,output_2025,output_2030,output_2035,output_2040,output_2045,output_2050,output_2055,output_2060,output_2065,output_2070,output_2075,output_2080,output_2085,output_2090,output_2095,output_2100,output_2110
GLOMIS,LED-SSP2,AFR,Material Demand|Infrastructure|Bridges|Aluminum,Mt/yr,high,.000071800001,.000073900002,.000040800001,.000094100003,.00010934,.00018232199,.000249365,.00030647399,.00032627201,.00032627201,.00032627201,.00032627201,.00032627201,.00032627201,.00032627201,.00032627201,.00032627201,.00032627201
GLOMIS,LED-SSP2,AFR,Material Demand|Infrastructure|Bridges|Asphalt,Mt/yr,high,.88893276,.98989111,.80309123,1.2743371,1.5044187,2.2209098,2.980098,3.7385998,4.2577033,4.2577033,4.2577033,4.2577033,4.2577033,4.2577033,4.2577033,4.2577033,4.2577033,4.2577033
GLOMIS,LED-SSP2,AFR,Material Demand|Infrastructure|Bridges|Concrete,Mt/yr,high,2.3585916,2.4295325,1.3400545,3.0900061,3.5923498,5.9901471,8.1928453,10.069139,10.719587,10.719587,10.719587,10.719587,10.719587,10.719587,10.719587,10.719587,10.719587,10.719587
GLOMIS,LED-SSP2,AFR,Material Demand|Infrastructure|Bridges|Iron_steel,Mt/yr,high,.62085551,.63952941,.35274452,.81338686,.94561946,1.5767951,2.1566145,2.6505144,2.8217328,2.8217328,2.8217328,2.8217328,2.8217328,2.8217328,2.8217328,2.8217328,2.8217328,2.8217328
GLOMIS,LED-SSP2,AFR,Material Demand|Infrastructure|Buildings|Aluminum,Mt/yr,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLOMIS,LED-SSP2,AFR,Material Demand|Infrastructure|Buildings|Concrete,Mt/yr,high,.75053781,.77692139,.44172001,.9889164,1.1508608,1.9042664,2.6015534,3.2012522,3.4222937,3.4222937,3.4222937,3.4222937,3.4222937,3.4222937,3.4222937,3.4222937,3.4222937,3.4222937
GLOMIS,LED-SSP2,AFR,Material Demand|Infrastructure|Buildings|Iron_steel,Mt/yr,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLOMIS,LED-SSP2,AFR,Material Demand|Infrastructure|Charging stations|Aluminum,Mt/yr,high,9.0599997e-08,1.0300000e-07,9.0100002e-08,1.3300000e-07,1.5700000e-07,2.2499999e-07,3.0100000e-07,3.7900000e-07,4.4000001e-07,4.4000001e-07,4.4000001e-07,4.4000001e-07,4.4000001e-07,4.4000001e-07,4.4000001e-07,4.4000001e-07,4.4000001e-07,4.4000001e-07
GLOMIS,LED-SSP2,AFR,Material Demand|Infrastructure|Charging stations|Concrete,Mt/yr,high,.000014,.000015899999,.000014,.0000206,.0000244,.0000349,.000046500001,.000058699999,.000068100002,.000068100002,.000068100002,.000068100002,.000068100002,.000068100002,.000068100002,.000068100002,.000068100002,.000068100002
GLOMIS,LED-SSP2,AFR,Material Demand|Infrastructure|Charging stations|Iron_steel,Mt/yr,high,2.3400000e-06,2.6499999e-06,2.3299999e-06,3.4300001e-06,4.0599998e-06,5.8099999e-06,7.7499999e-06,9.7800003e-06,.0000113,.0000113,.0000113,.0000113,.0000113,.0000113,.0000113,.0000113,.0000113,.0000113
