node_loc,technology,year_vtg,year_act,mode,node_origin,commodity,level,time,time_origin,value,unit
R12_AFR,loil_piped_exp_mea,broadcast,broadcast,M1,R12_AFR,lightoil,secondary,year,year,1.0,GWa
R12_AFR,loil_piped_exp_weu,broadcast,broadcast,M1,R12_AFR,lightoil,secondary,year,year,1.0,GWa
R12_CHN,loil_piped_exp_fsu,broadcast,broadcast,M1,R12_CHN,lightoil,secondary,year,year,1.0,GWa
R12_EEU,loil_piped_exp_fsu,broadcast,broadcast,M1,R12_EEU,lightoil,secondary,year,year,1.0,GWa
R12_EEU,loil_piped_exp_weu,broadcast,broadcast,M1,R12_EEU,lightoil,secondary,year,year,1.0,GWa
R12_FSU,loil_piped_exp_rcpa,broadcast,broadcast,M1,R12_FSU,lightoil,secondary,year,year,1.0,GWa
R12_FSU,loil_piped_exp_chn,broadcast,broadcast,M1,R12_FSU,lightoil,secondary,year,year,1.0,GWa
R12_FSU,loil_piped_exp_eeu,broadcast,broadcast,M1,R12_FSU,lightoil,secondary,year,year,1.0,GWa
R12_FSU,loil_piped_exp_mea,broadcast,broadcast,M1,R12_FSU,lightoil,secondary,year,year,1.0,GWa
R12_FSU,loil_piped_exp_pao,broadcast,broadcast,M1,R12_FSU,lightoil,secondary,year,year,1.0,GWa
R12_FSU,loil_piped_exp_pas,broadcast,broadcast,M1,R12_FSU,lightoil,secondary,year,year,1.0,GWa
R12_FSU,loil_piped_exp_sas,broadcast,broadcast,M1,R12_FSU,lightoil,secondary,year,year,1.0,GWa
R12_FSU,loil_piped_exp_weu,broadcast,broadcast,M1,R12_FSU,lightoil,secondary,year,year,1.0,GWa
R12_LAM,loil_piped_exp_nam,broadcast,broadcast,M1,R12_LAM,lightoil,secondary,year,year,1.0,GWa
R12_MEA,loil_piped_exp_afr,broadcast,broadcast,M1,R12_MEA,lightoil,secondary,year,year,1.0,GWa
R12_MEA,loil_piped_exp_eeu,broadcast,broadcast,M1,R12_MEA,lightoil,secondary,year,year,1.0,GWa
R12_MEA,loil_piped_exp_fsu,broadcast,broadcast,M1,R12_MEA,lightoil,secondary,year,year,1.0,GWa
R12_MEA,loil_piped_exp_sas,broadcast,broadcast,M1,R12_MEA,lightoil,secondary,year,year,1.0,GWa
R12_MEA,loil_piped_exp_weu,broadcast,broadcast,M1,R12_MEA,lightoil,secondary,year,year,1.0,GWa
R12_NAM,loil_piped_exp_lam,broadcast,broadcast,M1,R12_NAM,lightoil,secondary,year,year,1.0,GWa
