,node_loc,technology,year_act,mode,time,value,unit
8737,R12_EEU,coal_shipped_exp_mea,2011,M1,year,0.3488037604769054,GWa
8738,R12_EEU,eth_shipped_exp_mea,2011,M1,year,3.846813293354666e-06,GWa
8739,R12_EEU,foil_shipped_exp_mea,2011,M1,year,0.0006274387101143075,GWa
8740,R12_EEU,gas_piped_exp_mea,2011,M1,year,0.0,GWa
8741,R12_EEU,loil_shipped_exp_mea,2011,M1,year,1.7095620775900247,GWa
8742,R12_EEU,steel_shipped_exp_mea,2011,M1,year,0.0,GWa
8743,R12_EEU,biomass_shipped_exp_nam,2011,M1,year,0.008232175707342831,GWa
8744,R12_EEU,coal_shipped_exp_nam,2011,M1,year,0.08873506371571534,GWa
8745,R12_EEU,crudeoil_shipped_exp_nam,2011,M1,year,1.327718016e-08,GWa
8746,R12_EEU,eth_shipped_exp_nam,2011,M1,year,0.00038696411599134175,GWa
8747,R12_EEU,foil_shipped_exp_nam,2011,M1,year,0.00135230608015525,GWa
8748,R12_EEU,loil_shipped_exp_nam,2011,M1,year,3.1548507695621297,GWa
8749,R12_EEU,steel_shipped_exp_nam,2011,M1,year,0.0,GWa
8750,R12_EEU,biomass_shipped_exp_pao,2011,M1,year,0.013371393686932244,GWa
8751,R12_EEU,coal_shipped_exp_pao,2011,M1,year,0.00011154405056426766,GWa
8752,R12_EEU,eth_shipped_exp_pao,2011,M1,year,8.810902409207467e-05,GWa
8753,R12_EEU,foil_shipped_exp_pao,2011,M1,year,5.5048086752093816e-05,GWa
8754,R12_EEU,loil_shipped_exp_pao,2011,M1,year,0.000758473789568,GWa
8755,R12_EEU,steel_shipped_exp_pao,2011,M1,year,0.0,GWa
8756,R12_EEU,biomass_shipped_exp_pas,2011,M1,year,0.015150595297545056,GWa
8757,R12_EEU,coal_shipped_exp_pas,2011,M1,year,0.00042887354919288103,GWa
8758,R12_EEU,eth_shipped_exp_pas,2011,M1,year,9.394806751413434e-06,GWa
8759,R12_EEU,foil_shipped_exp_pas,2011,M1,year,0.0054304731531634315,GWa
8760,R12_EEU,loil_shipped_exp_pas,2011,M1,year,0.8603559108200699,GWa
8761,R12_EEU,steel_shipped_exp_pas,2011,M1,year,0.0,GWa
8762,R12_EEU,biomass_shipped_exp_rcpa,2011,M1,year,3.115502318121499e-05,GWa
8763,R12_EEU,eth_shipped_exp_rcpa,2011,M1,year,8.778008448000001e-06,GWa
8764,R12_EEU,foil_shipped_exp_rcpa,2011,M1,year,1.0528384e-07,GWa
8765,R12_EEU,loil_shipped_exp_rcpa,2011,M1,year,0.02266510106432,GWa
8766,R12_EEU,steel_shipped_exp_rcpa,2011,M1,year,0.0,GWa
8767,R12_EEU,biomass_shipped_exp_sas,2011,M1,year,0.00036290942593013504,GWa
8768,R12_EEU,coal_shipped_exp_sas,2011,M1,year,0.1811759588247778,GWa
8769,R12_EEU,crudeoil_shipped_exp_sas,2011,M1,year,0.12899975471654399,GWa
8770,R12_EEU,eth_shipped_exp_sas,2011,M1,year,2.5974755565714283e-09,GWa
8771,R12_EEU,foil_shipped_exp_sas,2011,M1,year,0.0003138225772695169,GWa
8772,R12_EEU,loil_shipped_exp_sas,2011,M1,year,0.35429866226085815,GWa
8773,R12_EEU,steel_shipped_exp_sas,2011,M1,year,0.0,GWa
8774,R12_EEU,biomass_shipped_exp_weu,2011,M1,year,0.7113685270400483,GWa
8775,R12_EEU,coal_shipped_exp_weu,2011,M1,year,9.32757019938555,GWa
8776,R12_EEU,crudeoil_shipped_exp_weu,2011,M1,year,1.38108421000956,GWa
8777,R12_EEU,eth_shipped_exp_weu,2011,M1,year,0.14452203098471336,GWa
8778,R12_EEU,foil_shipped_exp_weu,2011,M1,year,0.8679584802942273,GWa
8779,R12_EEU,gas_piped_exp_weu,2011,M1,year,0.316549184,GWa
8780,R12_EEU,lh2_shipped_exp_weu,2011,M1,year,0.0,GWa
8781,R12_EEU,loil_shipped_exp_weu,2011,M1,year,19.73495382734528,GWa
8782,R12_EEU,steel_shipped_exp_weu,2011,M1,year,0.0,GWa
8788,R12_FSU,coal_shipped_exp_afr,2011,M1,year,0.029481769043424196,GWa
8789,R12_FSU,eth_shipped_exp_afr,2011,M1,year,0.00013319511965432075,GWa
8790,R12_FSU,foil_shipped_exp_afr,2011,M1,year,0.01352327090150696,GWa
8791,R12_FSU,loil_shipped_exp_afr,2011,M1,year,0.6978555239855273,GWa
8792,R12_FSU,steel_shipped_exp_afr,2011,M1,year,0.0,GWa
8793,R12_FSU,LNG_shipped_exp_chn,2011,M1,year,0.493819264,GWa
8794,R12_FSU,biomass_shipped_exp_chn,2011,M1,year,7.5545369724799984e-06,GWa
8795,R12_FSU,coal_shipped_exp_chn,2011,M1,year,6.595542972104579,GWa
8796,R12_FSU,crudeoil_shipped_exp_chn,2011,M1,year,43.38610549980073,GWa
8797,R12_FSU,foil_shipped_exp_chn,2011,M1,year,0.010850352929029718,GWa
8798,R12_FSU,gas_piped_exp_chn,2011,M1,year,15.678729919999999,GWa
8799,R12_FSU,loil_shipped_exp_chn,2011,M1,year,12.326931931946985,GWa
8800,R12_FSU,steel_shipped_exp_chn,2011,M1,year,0.0,GWa
8801,R12_FSU,LNG_shipped_exp_eeu,2011,M1,year,0.0033297599999999998,GWa
8802,R12_FSU,biomass_shipped_exp_eeu,2011,M1,year,0.08375455044248141,GWa
8803,R12_FSU,coal_shipped_exp_eeu,2011,M1,year,13.608626499558559,GWa
8804,R12_FSU,crudeoil_shipped_exp_eeu,2011,M1,year,84.34804494980287,GWa
8805,R12_FSU,eth_shipped_exp_eeu,2011,M1,year,0.011719490667713633,GWa
8806,R12_FSU,foil_shipped_exp_eeu,2011,M1,year,0.41242367435518773,GWa
8807,R12_FSU,gas_piped_exp_eeu,2011,M1,year,56.06919439999999,GWa
8808,R12_FSU,loil_shipped_exp_eeu,2011,M1,year,17.353578091076468,GWa
8809,R12_FSU,steel_shipped_exp_eeu,2011,M1,year,0.0,GWa
8819,R12_FSU,LNG_shipped_exp_lam,2011,M1,year,0.0,GWa
8820,R12_FSU,biomass_shipped_exp_lam,2011,M1,year,2.7788303969999997e-09,GWa
8821,R12_FSU,coal_shipped_exp_lam,2011,M1,year,1.0961785220010838,GWa
8822,R12_FSU,crudeoil_shipped_exp_lam,2011,M1,year,1.7688103152913537,GWa
8823,R12_FSU,eth_shipped_exp_lam,2011,M1,year,9.475102403084952e-09,GWa
8824,R12_FSU,foil_shipped_exp_lam,2011,M1,year,0.003893150318079999,GWa
8825,R12_FSU,gas_piped_exp_lam,2011,M1,year,0.0,GWa
8826,R12_FSU,lh2_shipped_exp_lam,2011,M1,year,0.0,GWa
8827,R12_FSU,loil_shipped_exp_lam,2011,M1,year,2.9064482957168645,GWa
8828,R12_FSU,steel_shipped_exp_lam,2011,M1,year,0.0,GWa
8829,R12_FSU,LNG_shipped_exp_mea,2011,M1,year,0.0,GWa
8830,R12_FSU,biomass_shipped_exp_mea,2011,M1,year,0.0007968465340405634,GWa
8831,R12_FSU,coal_shipped_exp_mea,2011,M1,year,4.45795630769648,GWa
8832,R12_FSU,crudeoil_shipped_exp_mea,2011,M1,year,4.593333385369182,GWa
8833,R12_FSU,eth_shipped_exp_mea,2011,M1,year,2.584118837204987e-08,GWa
8834,R12_FSU,foil_shipped_exp_mea,2011,M1,year,0.04611027406660239,GWa
8835,R12_FSU,gas_piped_exp_mea,2011,M1,year,14.77014497510703,GWa
8836,R12_FSU,loil_shipped_exp_mea,2011,M1,year,6.639014661837486,GWa
8837,R12_FSU,steel_shipped_exp_mea,2011,M1,year,0.0,GWa
8838,R12_FSU,biomass_shipped_exp_nam,2011,M1,year,2.5280806399999998e-09,GWa
8839,R12_FSU,coal_shipped_exp_nam,2011,M1,year,0.4663238888104786,GWa
8840,R12_FSU,crudeoil_shipped_exp_nam,2011,M1,year,21.01945104112871,GWa
8841,R12_FSU,eth_shipped_exp_nam,2011,M1,year,2.584118837204987e-09,GWa
8842,R12_FSU,foil_shipped_exp_nam,2011,M1,year,7.12949184e-05,GWa
8843,R12_FSU,loil_shipped_exp_nam,2011,M1,year,12.691581907644172,GWa
8844,R12_FSU,steel_shipped_exp_nam,2011,M1,year,0.0,GWa
8845,R12_FSU,LNG_shipped_exp_pao,2011,M1,year,13.42670224,GWa
8846,R12_FSU,biomass_shipped_exp_pao,2011,M1,year,0.003035563132731674,GWa
8847,R12_FSU,coal_shipped_exp_pao,2011,M1,year,9.01536912685748,GWa
8848,R12_FSU,crudeoil_shipped_exp_pao,2011,M1,year,12.453850147463603,GWa
8849,R12_FSU,foil_shipped_exp_pao,2011,M1,year,1.29131264e-06,GWa
8850,R12_FSU,loil_shipped_exp_pao,2011,M1,year,3.0966768868013257,GWa
8851,R12_FSU,steel_shipped_exp_pao,2011,M1,year,0.0,GWa
8852,R12_FSU,LNG_shipped_exp_pas,2011,M1,year,5.069416896,GWa
8853,R12_FSU,biomass_shipped_exp_pas,2011,M1,year,4.010420723263999e-05,GWa
8854,R12_FSU,coal_shipped_exp_pas,2011,M1,year,9.437205772620137,GWa
8855,R12_FSU,crudeoil_shipped_exp_pas,2011,M1,year,19.834674646265334,GWa
8856,R12_FSU,eth_shipped_exp_pas,2011,M1,year,1.187869237632e-05,GWa
8857,R12_FSU,foil_shipped_exp_pas,2011,M1,year,0.00018639679359999997,GWa
8858,R12_FSU,loil_shipped_exp_pas,2011,M1,year,4.849659291706799,GWa
8859,R12_FSU,steel_shipped_exp_pas,2011,M1,year,0.0,GWa
8860,R12_FSU,biomass_shipped_exp_rcpa,2011,M1,year,2.2461996486399996e-06,GWa
8861,R12_FSU,coal_shipped_exp_rcpa,2011,M1,year,0.07902419178357711,GWa
8862,R12_FSU,crudeoil_shipped_exp_rcpa,2011,M1,year,0.0008980988033389119,GWa
8863,R12_FSU,foil_shipped_exp_rcpa,2011,M1,year,0.04116119706884725,GWa
8864,R12_FSU,loil_shipped_exp_rcpa,2011,M1,year,1.4047506223630346,GWa
8865,R12_FSU,steel_shipped_exp_rcpa,2011,M1,year,0.0,GWa
8866,R12_FSU,coal_shipped_exp_sas,2011,M1,year,2.055176348579991,GWa
8867,R12_FSU,crudeoil_shipped_exp_sas,2011,M1,year,0.7771433291555802,GWa
8868,R12_FSU,eth_shipped_exp_sas,2011,M1,year,6.822073730221165e-07,GWa
8869,R12_FSU,foil_shipped_exp_sas,2011,M1,year,0.00024815356543210666,GWa
8870,R12_FSU,loil_shipped_exp_sas,2011,M1,year,3.272906999195425,GWa
8871,R12_FSU,steel_shipped_exp_sas,2011,M1,year,0.0,GWa
8872,R12_FSU,biomass_shipped_exp_weu,2011,M1,year,0.07485738459689552,GWa
8873,R12_FSU,coal_shipped_exp_weu,2011,M1,year,44.70484154980106,GWa
8874,R12_FSU,crudeoil_shipped_exp_weu,2011,M1,year,231.70562955782844,GWa
8875,R12_FSU,eth_shipped_exp_weu,2011,M1,year,0.041585056103134975,GWa
8876,R12_FSU,foil_shipped_exp_weu,2011,M1,year,0.16023922781632144,GWa
8877,R12_FSU,gas_piped_exp_weu,2011,M1,year,120.04198210930817,GWa
8878,R12_FSU,loil_shipped_exp_weu,2011,M1,year,116.06695189626767,GWa
8879,R12_FSU,steel_shipped_exp_weu,2011,M1,year,0.0,GWa
8887,R12_LAM,coal_shipped_exp_afr,2011,M1,year,0.010903358500011841,GWa
8888,R12_LAM,crudeoil_shipped_exp_afr,2011,M1,year,0.5581753994373578,GWa
8889,R12_LAM,eth_shipped_exp_afr,2011,M1,year,0.08913773414787426,GWa
8890,R12_LAM,foil_shipped_exp_afr,2011,M1,year,0.19597983547976816,GWa
8891,R12_LAM,loil_shipped_exp_afr,2011,M1,year,1.1983389436788001,GWa
8892,R12_LAM,steel_shipped_exp_afr,2011,M1,year,0.0,GWa
8893,R12_LAM,LNG_shipped_exp_chn,2011,M1,year,0.654313696,GWa
8894,R12_LAM,coal_shipped_exp_chn,2011,M1,year,1.6499144563157806,GWa
8895,R12_LAM,crudeoil_shipped_exp_chn,2011,M1,year,32.08176362512773,GWa
8896,R12_LAM,eth_shipped_exp_chn,2011,M1,year,2.51888547439049e-08,GWa
8897,R12_LAM,foil_shipped_exp_chn,2011,M1,year,0.05931437414669663,GWa
8898,R12_LAM,loil_shipped_exp_chn,2011,M1,year,7.728334396050492,GWa
8899,R12_LAM,steel_shipped_exp_chn,2011,M1,year,0.0,GWa
8900,R12_LAM,coal_shipped_exp_eeu,2011,M1,year,1.0807317654665514,GWa
8901,R12_LAM,crudeoil_shipped_exp_eeu,2011,M1,year,0.31763602603723645,GWa
8902,R12_LAM,eth_shipped_exp_eeu,2011,M1,year,0.001466857396928,GWa
8903,R12_LAM,foil_shipped_exp_eeu,2011,M1,year,0.17132665896821436,GWa
8904,R12_LAM,loil_shipped_exp_eeu,2011,M1,year,0.10834831892564609,GWa
8905,R12_LAM,steel_shipped_exp_eeu,2011,M1,year,0.0,GWa
8906,R12_LAM,coal_shipped_exp_fsu,2011,M1,year,0.057043376071570395,GWa
8907,R12_LAM,crudeoil_shipped_exp_fsu,2011,M1,year,1.8512676068856109,GWa
8908,R12_LAM,foil_shipped_exp_fsu,2011,M1,year,4.566527999999999e-08,GWa
8909,R12_LAM,loil_shipped_exp_fsu,2011,M1,year,0.001391420761756727,GWa
8910,R12_LAM,steel_shipped_exp_fsu,2011,M1,year,0.0,GWa
8921,R12_LAM,LNG_shipped_exp_mea,2011,M1,year,0.49169456,GWa
8922,R12_LAM,coal_shipped_exp_mea,2011,M1,year,5.645596393033361,GWa
8923,R12_LAM,crudeoil_shipped_exp_mea,2011,M1,year,0.1932589186337954,GWa
8924,R12_LAM,eth_shipped_exp_mea,2011,M1,year,0.0023473310745509442,GWa
8925,R12_LAM,foil_shipped_exp_mea,2011,M1,year,0.33887462854184347,GWa
8926,R12_LAM,gas_piped_exp_mea,2011,M1,year,0.0,GWa
8927,R12_LAM,loil_shipped_exp_mea,2011,M1,year,0.12661909969163931,GWa
8928,R12_LAM,steel_shipped_exp_mea,2011,M1,year,0.0,GWa
8929,R12_LAM,LNG_shipped_exp_nam,2011,M1,year,6.520811711999999,GWa
8930,R12_LAM,biomass_shipped_exp_nam,2011,M1,year,9.356024372875783e-06,GWa
8931,R12_LAM,coal_shipped_exp_nam,2011,M1,year,11.21441509127364,GWa
8932,R12_LAM,crudeoil_shipped_exp_nam,2011,M1,year,212.5952985840442,GWa
8933,R12_LAM,eth_shipped_exp_nam,2011,M1,year,0.6945337983690425,GWa
8934,R12_LAM,foil_shipped_exp_nam,2011,M1,year,0.731189998128723,GWa
8935,R12_LAM,gas_piped_exp_nam,2011,M1,year,0.092186784,GWa
8936,R12_LAM,lh2_shipped_exp_nam,2011,M1,year,0.0,GWa
8937,R12_LAM,loil_shipped_exp_nam,2011,M1,year,34.715668369854995,GWa
8938,R12_LAM,steel_shipped_exp_nam,2011,M1,year,0.0,GWa
8939,R12_LAM,LNG_shipped_exp_pao,2011,M1,year,1.752595392,GWa
8940,R12_LAM,biomass_shipped_exp_pao,2011,M1,year,1.0865020506674155e-05,GWa
8941,R12_LAM,coal_shipped_exp_pao,2011,M1,year,0.4017903971848205,GWa
8942,R12_LAM,crudeoil_shipped_exp_pao,2011,M1,year,0.6431696149339549,GWa
8943,R12_LAM,eth_shipped_exp_pao,2011,M1,year,0.25047634303394867,GWa
8944,R12_LAM,foil_shipped_exp_pao,2011,M1,year,0.05422750783585122,GWa
8945,R12_LAM,loil_shipped_exp_pao,2011,M1,year,0.03966803576149787,GWa
8946,R12_LAM,steel_shipped_exp_pao,2011,M1,year,0.0,GWa
8947,R12_LAM,LNG_shipped_exp_pas,2011,M1,year,4.117422656,GWa
8948,R12_LAM,biomass_shipped_exp_pas,2011,M1,year,2.5781451945708436e-05,GWa
8949,R12_LAM,coal_shipped_exp_pas,2011,M1,year,0.17634664086489873,GWa
8950,R12_LAM,crudeoil_shipped_exp_pas,2011,M1,year,1.655690583382221,GWa
8951,R12_LAM,eth_shipped_exp_pas,2011,M1,year,0.21531639445820888,GWa
8952,R12_LAM,foil_shipped_exp_pas,2011,M1,year,0.015127370327732996,GWa
8953,R12_LAM,loil_shipped_exp_pas,2011,M1,year,14.793072661211315,GWa
8954,R12_LAM,steel_shipped_exp_pas,2011,M1,year,0.0,GWa
8955,R12_LAM,coal_shipped_exp_rcpa,2011,M1,year,0.05856907233017253,GWa
8956,R12_LAM,foil_shipped_exp_rcpa,2011,M1,year,2.53696e-08,GWa
8957,R12_LAM,loil_shipped_exp_rcpa,2011,M1,year,0.0001166522524653818,GWa
8958,R12_LAM,steel_shipped_exp_rcpa,2011,M1,year,0.0,GWa
8959,R12_LAM,LNG_shipped_exp_sas,2011,M1,year,0.6615123199999999,GWa
8960,R12_LAM,coal_shipped_exp_sas,2011,M1,year,0.22910639165370167,GWa
8961,R12_LAM,crudeoil_shipped_exp_sas,2011,M1,year,20.753707178574796,GWa
8962,R12_LAM,eth_shipped_exp_sas,2011,M1,year,0.04339395091155146,GWa
8963,R12_LAM,foil_shipped_exp_sas,2011,M1,year,3.1067008115984677e-05,GWa
8964,R12_LAM,loil_shipped_exp_sas,2011,M1,year,0.111648902565552,GWa
8965,R12_LAM,steel_shipped_exp_sas,2011,M1,year,0.0,GWa
8966,R12_LAM,LNG_shipped_exp_weu,2011,M1,year,5.351621983999999,GWa
8967,R12_LAM,biomass_shipped_exp_weu,2011,M1,year,2.458598926081695e-06,GWa
8968,R12_LAM,coal_shipped_exp_weu,2011,M1,year,62.18251294829398,GWa
8969,R12_LAM,crudeoil_shipped_exp_weu,2011,M1,year,24.71933739183239,GWa
8970,R12_LAM,eth_shipped_exp_weu,2011,M1,year,0.31018840387747915,GWa
8971,R12_LAM,foil_shipped_exp_weu,2011,M1,year,1.9431420606499274,GWa
8972,R12_LAM,loil_shipped_exp_weu,2011,M1,year,5.796897068140364,GWa
8973,R12_LAM,steel_shipped_exp_weu,2011,M1,year,0.0,GWa
8979,R12_MEA,biomass_shipped_exp_afr,2011,M1,year,4.689963708995232e-06,GWa
8980,R12_MEA,coal_shipped_exp_afr,2011,M1,year,0.0006061537626630267,GWa
8981,R12_MEA,crudeoil_shipped_exp_afr,2011,M1,year,16.279726053193546,GWa
8982,R12_MEA,eth_shipped_exp_afr,2011,M1,year,0.0038779328724979426,GWa
8983,R12_MEA,foil_shipped_exp_afr,2011,M1,year,0.5625207489823658,GWa
8984,R12_MEA,lh2_shipped_exp_afr,2011,M1,year,0.0,GWa
8985,R12_MEA,loil_shipped_exp_afr,2011,M1,year,11.25961789113663,GWa
8986,R12_MEA,steel_shipped_exp_afr,2011,M1,year,0.0,GWa
8987,R12_MEA,LNG_shipped_exp_chn,2011,M1,year,5.414855712,GWa
8988,R12_MEA,coal_shipped_exp_chn,2011,M1,year,0.15821195743142547,GWa
8989,R12_MEA,crudeoil_shipped_exp_chn,2011,M1,year,194.8317803465737,GWa
8990,R12_MEA,eth_shipped_exp_chn,2011,M1,year,1.2334860582925139e-06,GWa
8991,R12_MEA,foil_shipped_exp_chn,2011,M1,year,0.12152277123774363,GWa
8992,R12_MEA,loil_shipped_exp_chn,2011,M1,year,4.579591603612528,GWa
8993,R12_MEA,steel_shipped_exp_chn,2011,M1,year,0.0,GWa
8994,R12_MEA,biomass_shipped_exp_eeu,2011,M1,year,1.6452745338678005e-06,GWa
8995,R12_MEA,coal_shipped_exp_eeu,2011,M1,year,0.010175884580079663,GWa
8996,R12_MEA,crudeoil_shipped_exp_eeu,2011,M1,year,0.7717712866679929,GWa
8997,R12_MEA,eth_shipped_exp_eeu,2011,M1,year,0.00023181785539387647,GWa
8998,R12_MEA,foil_shipped_exp_eeu,2011,M1,year,0.05521899174209277,GWa
8999,R12_MEA,gas_piped_exp_eeu,2011,M1,year,0.24970028799999996,GWa
9000,R12_MEA,loil_shipped_exp_eeu,2011,M1,year,0.5497223282092524,GWa
9001,R12_MEA,steel_shipped_exp_eeu,2011,M1,year,0.0,GWa
9002,R12_MEA,coal_shipped_exp_fsu,2011,M1,year,0.002643782855086447,GWa
9003,R12_MEA,crudeoil_shipped_exp_fsu,2011,M1,year,0.00039091388564812797,GWa
9004,R12_MEA,eth_shipped_exp_fsu,2011,M1,year,1.6032734638965473e-05,GWa
9005,R12_MEA,foil_shipped_exp_fsu,2011,M1,year,0.16769386212736345,GWa
9006,R12_MEA,gas_piped_exp_fsu,2011,M1,year,0.5415775359999999,GWa
9007,R12_MEA,lh2_shipped_exp_fsu,2011,M1,year,0.0,GWa
9008,R12_MEA,loil_shipped_exp_fsu,2011,M1,year,0.10362871190516054,GWa
9009,R12_MEA,steel_shipped_exp_fsu,2011,M1,year,0.0,GWa
9010,R12_MEA,LNG_shipped_exp_lam,2011,M1,year,4.771926623999999,GWa
9011,R12_MEA,biomass_shipped_exp_lam,2011,M1,year,2.7938624160019252e-09,GWa
9012,R12_MEA,coal_shipped_exp_lam,2011,M1,year,0.024150912703589388,GWa
9013,R12_MEA,crudeoil_shipped_exp_lam,2011,M1,year,6.873307180004212,GWa
9014,R12_MEA,foil_shipped_exp_lam,2011,M1,year,0.013550140894108581,GWa
9015,R12_MEA,gas_piped_exp_lam,2011,M1,year,0.0,GWa
9016,R12_MEA,loil_shipped_exp_lam,2011,M1,year,9.07012627239459,GWa
9017,R12_MEA,steel_shipped_exp_lam,2011,M1,year,0.0,GWa
9028,R12_MEA,LNG_shipped_exp_nam,2011,M1,year,9.505323167999999,GWa
9029,R12_MEA,coal_shipped_exp_nam,2011,M1,year,0.0032619860293147895,GWa
9030,R12_MEA,crudeoil_shipped_exp_nam,2011,M1,year,168.12822933828485,GWa
9031,R12_MEA,eth_shipped_exp_nam,2011,M1,year,2.32303669735271e-05,GWa
9032,R12_MEA,foil_shipped_exp_nam,2011,M1,year,0.13787045658028513,GWa
9033,R12_MEA,loil_shipped_exp_nam,2011,M1,year,10.831971392644087,GWa
9034,R12_MEA,steel_shipped_exp_nam,2011,M1,year,0.0,GWa
9035,R12_MEA,LNG_shipped_exp_pao,2011,M1,year,44.036551679999995,GWa
9036,R12_MEA,biomass_shipped_exp_pao,2011,M1,year,6.276877561284326e-06,GWa
9037,R12_MEA,coal_shipped_exp_pao,2011,M1,year,9.875048677609829e-05,GWa
9038,R12_MEA,crudeoil_shipped_exp_pao,2011,M1,year,220.80177943968903,GWa
9039,R12_MEA,foil_shipped_exp_pao,2011,M1,year,0.0010586008613053875,GWa
9040,R12_MEA,loil_shipped_exp_pao,2011,M1,year,27.199779021011672,GWa
9041,R12_MEA,steel_shipped_exp_pao,2011,M1,year,0.0,GWa
9042,R12_MEA,LNG_shipped_exp_pas,2011,M1,year,27.247204095999997,GWa
9043,R12_MEA,biomass_shipped_exp_pas,2011,M1,year,3.586388054674472e-06,GWa
9044,R12_MEA,coal_shipped_exp_pas,2011,M1,year,0.0009894805092583604,GWa
9045,R12_MEA,crudeoil_shipped_exp_pas,2011,M1,year,264.81432561803746,GWa
9046,R12_MEA,eth_shipped_exp_pas,2011,M1,year,0.0025133682475611515,GWa
9047,R12_MEA,foil_shipped_exp_pas,2011,M1,year,0.24990625034768435,GWa
9048,R12_MEA,loil_shipped_exp_pas,2011,M1,year,47.95499713899968,GWa
9049,R12_MEA,steel_shipped_exp_pas,2011,M1,year,0.0,GWa
9050,R12_MEA,foil_shipped_exp_rcpa,2011,M1,year,0.03546302075861828,GWa
9051,R12_MEA,loil_shipped_exp_rcpa,2011,M1,year,1.4135259283134547,GWa
9052,R12_MEA,steel_shipped_exp_rcpa,2011,M1,year,0.0,GWa
9053,R12_MEA,LNG_shipped_exp_sas,2011,M1,year,21.687170847999997,GWa
9054,R12_MEA,biomass_shipped_exp_sas,2011,M1,year,6.343309400953705e-06,GWa
9055,R12_MEA,coal_shipped_exp_sas,2011,M1,year,0.23725564325834184,GWa
9056,R12_MEA,crudeoil_shipped_exp_sas,2011,M1,year,163.69377738194157,GWa
9057,R12_MEA,eth_shipped_exp_sas,2011,M1,year,0.0006829464310095573,GWa
9058,R12_MEA,foil_shipped_exp_sas,2011,M1,year,0.8592034097515883,GWa
9059,R12_MEA,lh2_shipped_exp_sas,2011,M1,year,0.0,GWa
9060,R12_MEA,loil_shipped_exp_sas,2011,M1,year,25.159104944324767,GWa
9061,R12_MEA,steel_shipped_exp_sas,2011,M1,year,0.0,GWa
9062,R12_MEA,LNG_shipped_exp_weu,2011,M1,year,76.986397888,GWa
9063,R12_MEA,biomass_shipped_exp_weu,2011,M1,year,0.0012202454862380572,GWa
9064,R12_MEA,coal_shipped_exp_weu,2011,M1,year,0.14074492782897705,GWa
9065,R12_MEA,crudeoil_shipped_exp_weu,2011,M1,year,178.59506520838272,GWa
9066,R12_MEA,eth_shipped_exp_weu,2011,M1,year,0.06489116392207102,GWa
9067,R12_MEA,foil_shipped_exp_weu,2011,M1,year,0.563047056813835,GWa
9068,R12_MEA,gas_piped_exp_weu,2011,M1,year,53.390862303999995,GWa
9069,R12_MEA,loil_shipped_exp_weu,2011,M1,year,36.59692477917316,GWa
9070,R12_MEA,steel_shipped_exp_weu,2011,M1,year,0.0,GWa
9078,R12_NAM,biomass_shipped_exp_afr,2011,M1,year,0.0006686913412820914,GWa
9079,R12_NAM,coal_shipped_exp_afr,2011,M1,year,0.4988928043546335,GWa
9080,R12_NAM,crudeoil_shipped_exp_afr,2011,M1,year,0.39797504333783296,GWa
9081,R12_NAM,eth_shipped_exp_afr,2011,M1,year,0.07854306561733473,GWa
9082,R12_NAM,foil_shipped_exp_afr,2011,M1,year,0.6635358492960518,GWa
9083,R12_NAM,lh2_shipped_exp_afr,2011,M1,year,0.0,GWa
9084,R12_NAM,loil_shipped_exp_afr,2011,M1,year,2.3083109378383058,GWa
9085,R12_NAM,steel_shipped_exp_afr,2011,M1,year,0.0,GWa
9086,R12_NAM,LNG_shipped_exp_chn,2011,M1,year,0.160494432,GWa
9087,R12_NAM,biomass_shipped_exp_chn,2011,M1,year,0.0005521783245724608,GWa
9088,R12_NAM,coal_shipped_exp_chn,2011,M1,year,8.348313187354245,GWa
9089,R12_NAM,crudeoil_shipped_exp_chn,2011,M1,year,0.9483506715436758,GWa
9090,R12_NAM,eth_shipped_exp_chn,2011,M1,year,0.0008426211958315466,GWa
9091,R12_NAM,foil_shipped_exp_chn,2011,M1,year,5.698223771075394,GWa
9092,R12_NAM,lh2_shipped_exp_chn,2011,M1,year,0.0,GWa
9093,R12_NAM,loil_shipped_exp_chn,2011,M1,year,0.5339811969140946,GWa
9094,R12_NAM,steel_shipped_exp_chn,2011,M1,year,0.0,GWa
9095,R12_NAM,biomass_shipped_exp_eeu,2011,M1,year,4.674224950718422e-05,GWa
9096,R12_NAM,coal_shipped_exp_eeu,2011,M1,year,5.138253152937579,GWa
9097,R12_NAM,crudeoil_shipped_exp_eeu,2011,M1,year,3.887279946395151e-06,GWa
9098,R12_NAM,eth_shipped_exp_eeu,2011,M1,year,0.00013740716295304982,GWa
9099,R12_NAM,foil_shipped_exp_eeu,2011,M1,year,0.5073473071317458,GWa
9100,R12_NAM,lh2_shipped_exp_eeu,2011,M1,year,0.0,GWa
9101,R12_NAM,loil_shipped_exp_eeu,2011,M1,year,1.0405430537375906,GWa
9102,R12_NAM,steel_shipped_exp_eeu,2011,M1,year,0.0,GWa
9103,R12_NAM,biomass_shipped_exp_fsu,2011,M1,year,2.2929695451450432e-05,GWa
9104,R12_NAM,coal_shipped_exp_fsu,2011,M1,year,3.7847479574806484,GWa
9105,R12_NAM,crudeoil_shipped_exp_fsu,2011,M1,year,1.6339866140484847e-06,GWa
9106,R12_NAM,eth_shipped_exp_fsu,2011,M1,year,0.010102429471222469,GWa
9107,R12_NAM,foil_shipped_exp_fsu,2011,M1,year,0.011073413055340847,GWa
