node_loc,technology,year_vtg,year_act,time,value,unit
R12_AFR,crudeoil_piped_exp_mea,broadcast,broadcast,year,1,%
R12_AFR,crudeoil_piped_exp_weu,broadcast,broadcast,year,1,%
R12_CHN,crudeoil_piped_exp_fsu,broadcast,broadcast,year,1,%
R12_EEU,crudeoil_piped_exp_fsu,broadcast,broadcast,year,1,%
R12_EEU,crudeoil_piped_exp_weu,broadcast,broadcast,year,1,%
R12_FSU,crudeoil_piped_exp_rcpa,broadcast,broadcast,year,1,%
R12_FSU,crudeoil_piped_exp_chn,broadcast,broadcast,year,1,%
R12_FSU,crudeoil_piped_exp_eeu,broadcast,broadcast,year,1,%
R12_FSU,crudeoil_piped_exp_mea,broadcast,broadcast,year,1,%
R12_FSU,crudeoil_piped_exp_pao,broadcast,broadcast,year,1,%
R12_FSU,crudeoil_piped_exp_pas,broadcast,broadcast,year,1,%
R12_FSU,crudeoil_piped_exp_sas,broadcast,broadcast,year,1,%
R12_FSU,crudeoil_piped_exp_weu,broadcast,broadcast,year,1,%
R12_LAM,crudeoil_piped_exp_nam,broadcast,broadcast,year,1,%
R12_MEA,crudeoil_piped_exp_afr,broadcast,broadcast,year,1,%
R12_MEA,crudeoil_piped_exp_eeu,broadcast,broadcast,year,1,%
R12_MEA,crudeoil_piped_exp_fsu,broadcast,broadcast,year,1,%
R12_MEA,crudeoil_piped_exp_sas,broadcast,broadcast,year,1,%
R12_MEA,crudeoil_piped_exp_weu,broadcast,broadcast,year,1,%
R12_NAM,crudeoil_piped_exp_lam,broadcast,broadcast,year,1,%
R12_PAO,crudeoil_piped_exp_fsu,broadcast,broadcast,year,1,%
R12_PAS,crudeoil_piped_exp_rcpa,broadcast,broadcast,year,1,%
R12_PAS,crudeoil_piped_exp_chn,broadcast,broadcast,year,1,%
R12_PAS,crudeoil_piped_exp_fsu,broadcast,broadcast,year,1,%
R12_PAS,crudeoil_piped_exp_pao,broadcast,broadcast,year,1,%
R12_SAS,crudeoil_piped_exp_fsu,broadcast,broadcast,year,1,%
R12_SAS,crudeoil_piped_exp_mea,broadcast,broadcast,year,1,%
R12_SAS,crudeoil_piped_exp_pas,broadcast,broadcast,year,1,%
R12_WEU,crudeoil_piped_exp_afr,broadcast,broadcast,year,1,%
R12_WEU,crudeoil_piped_exp_eeu,broadcast,broadcast,year,1,%
R12_WEU,crudeoil_piped_exp_fsu,broadcast,broadcast,year,1,%
R12_WEU,crudeoil_piped_exp_mea,broadcast,broadcast,year,1,%
R12_MEA,crudeoil_piped_imp,broadcast,broadcast,year,1,%
R12_WEU,crudeoil_piped_imp,broadcast,broadcast,year,1,%
R12_FSU,crudeoil_piped_imp,broadcast,broadcast,year,1,%
R12_RCPA,crudeoil_piped_imp,broadcast,broadcast,year,1,%
R12_CHN,crudeoil_piped_imp,broadcast,broadcast,year,1,%
R12_EEU,crudeoil_piped_imp,broadcast,broadcast,year,1,%
R12_PAO,crudeoil_piped_imp,broadcast,broadcast,year,1,%
R12_PAS,crudeoil_piped_imp,broadcast,broadcast,year,1,%
R12_SAS,crudeoil_piped_imp,broadcast,broadcast,year,1,%
R12_NAM,crudeoil_piped_imp,broadcast,broadcast,year,1,%
R12_AFR,crudeoil_piped_imp,broadcast,broadcast,year,1,%
R12_LAM,crudeoil_piped_imp,broadcast,broadcast,year,1,%
