node_origin,node_loc,technology,year_vtg,year_act,mode,commodity,level,value,time,time_origin,unit
R12_AFR,R12_AFR,crudeoil_tanker_loil,broadcast,broadcast,AFR-RCPA,lightoil,,1.231533204983716e-07,year,year,GWa
R12_AFR,R12_AFR,crudeoil_tanker_loil,broadcast,broadcast,AFR-CHN,lightoil,,1.231533204983716e-07,year,year,GWa
R12_AFR,R12_AFR,crudeoil_tanker_loil,broadcast,broadcast,AFR-EEU,lightoil,,1.231533204983716e-07,year,year,GWa
R12_AFR,R12_AFR,crudeoil_tanker_loil,broadcast,broadcast,AFR-FSU,lightoil,,1.231533204983716e-07,year,year,GWa
R12_AFR,R12_AFR,crudeoil_tanker_loil,broadcast,broadcast,AFR-LAM,lightoil,,1.231533204983716e-07,year,year,GWa
R12_AFR,R12_AFR,crudeoil_tanker_loil,broadcast,broadcast,AFR-MEA,lightoil,,1.231533204983716e-07,year,year,GWa
R12_AFR,R12_AFR,crudeoil_tanker_loil,broadcast,broadcast,AFR-NAM,lightoil,,1.231533204983716e-07,year,year,GWa
R12_AFR,R12_AFR,crudeoil_tanker_loil,broadcast,broadcast,AFR-PAO,lightoil,,1.231533204983716e-07,year,year,GWa
R12_AFR,R12_AFR,crudeoil_tanker_loil,broadcast,broadcast,AFR-PAS,lightoil,,1.231533204983716e-07,year,year,GWa
R12_AFR,R12_AFR,crudeoil_tanker_loil,broadcast,broadcast,AFR-SAS,lightoil,,1.231533204983716e-07,year,year,GWa
R12_AFR,R12_AFR,crudeoil_tanker_loil,broadcast,broadcast,AFR-WEU,lightoil,,1.231533204983716e-07,year,year,GWa
R12_RCPA,R12_RCPA,crudeoil_tanker_loil,broadcast,broadcast,RCPA-AFR,lightoil,,3.2552392017490905e-06,year,year,GWa
R12_RCPA,R12_RCPA,crudeoil_tanker_loil,broadcast,broadcast,RCPA-CHN,lightoil,,3.2552392017490905e-06,year,year,GWa
R12_RCPA,R12_RCPA,crudeoil_tanker_loil,broadcast,broadcast,RCPA-EEU,lightoil,,3.2552392017490905e-06,year,year,GWa
R12_RCPA,R12_RCPA,crudeoil_tanker_loil,broadcast,broadcast,RCPA-FSU,lightoil,,3.2552392017490905e-06,year,year,GWa
R12_RCPA,R12_RCPA,crudeoil_tanker_loil,broadcast,broadcast,RCPA-LAM,lightoil,,3.2552392017490905e-06,year,year,GWa
R12_RCPA,R12_RCPA,crudeoil_tanker_loil,broadcast,broadcast,RCPA-MEA,lightoil,,3.2552392017490905e-06,year,year,GWa
R12_RCPA,R12_RCPA,crudeoil_tanker_loil,broadcast,broadcast,RCPA-NAM,lightoil,,3.2552392017490905e-06,year,year,GWa
R12_RCPA,R12_RCPA,crudeoil_tanker_loil,broadcast,broadcast,RCPA-PAO,lightoil,,3.2552392017490905e-06,year,year,GWa
R12_RCPA,R12_RCPA,crudeoil_tanker_loil,broadcast,broadcast,RCPA-PAS,lightoil,,3.2552392017490905e-06,year,year,GWa
R12_RCPA,R12_RCPA,crudeoil_tanker_loil,broadcast,broadcast,RCPA-SAS,lightoil,,3.2552392017490905e-06,year,year,GWa
R12_RCPA,R12_RCPA,crudeoil_tanker_loil,broadcast,broadcast,RCPA-WEU,lightoil,,3.2552392017490905e-06,year,year,GWa
