"","NAME","BASIN","REGION","BASIN_ID","area","area_km2","BCU_name"
"0","Eastern_1","Eastern","Zambia","31",0.523959234644462,6258.5580698919,"1|Eastern"
"1","Central_2","Central","Zambia","32",0.0815871847897459,970.510889363209,"2|Central"
"2","Lusaka_3","Lusaka","Zambia","32",0.799537665854889,9494.09442000237,"3|Lusaka"
"3","Central_4","Central","Zambia","33",3.60760898438715,43119.7619743396,"4|Central"
"4","Copperbelt_5","Copperbelt","Zambia","34",2.58304468887982,30985.2974803959,"5|Copperbelt"
"5","Lusaka_6","Lusaka","Zambia","33",0.66513975736225,7911.78785217012,"6|Lusaka"
"6","Lusaka_7","Lusaka","Zambia","34",0.56362395281543,6688.54837394216,"7|Lusaka"
"7","North-Western_8","North-Western","Zambia","34",3.43706970758245,41202.2918277751,"8|North-Western"
"8","Western_9","Western","Zambia","37",9.51807006516233,113006.817929057,"9|Western"
"9","Lusaka_10","Lusaka","Zambia","35",0.113152577372315,1338.98003930387,"10|Lusaka"
"10","Southern_11","Southern","Zambia","35",2.55097021780597,30041.2705948085,"11|Southern"
"11","Western_12","Western","Zambia","36",1.23996738231784,14617.3659250655,"12|Western"
"12","North-Western_13","North-Western","Zambia","37",6.97305737476054,83703.5176556987,"13|North-Western"
"13","Southern_14","Southern","Zambia","37",1.29347616772761,15242.3709165862,"14|Southern"
"14","Luapula_15","Luapula","Zambia","84",4.12292027912631,49885.3132551532,"15|Luapula"
"15","Muchinga_16","Muchinga","Zambia","84",3.11665223233439,37657.1546746454,"16|Muchinga"
"16","Northern_17","Northern","Zambia","84",4.95376630391797,60079.9030720852,"17|Northern"
"17","Northern_18","Northern","Zambia","85",1.30914888947857,15923.5994075535,"18|Northern"
"18","Central_19","Central","Zambia","84",0.833206036116116,10010.3989949136,"19|Central"
"19","Northern_20","Northern","Zambia","208",0.126487398005057,1538.31243855708,"20|Northern"
"20","Eastern_21","Eastern","Zambia","33",3.72949874341118,44666.8009195124,"21|Eastern"
"21","Southern_22","Southern","Zambia","34",1.8820233828308,22270.8044712217,"22|Southern"
"22","Muchinga_23","Muchinga","Zambia","33",4.07901206892867,49221.5274809364,"23|Muchinga"
"23","Central_24","Central","Zambia","34",4.61958483596155,54967.4760221014,"24|Central"
