node_loc,technology,year_vtg,year_act,mode,node_dest,commodity,level,time,time_dest,value,unit
R12_AFR,carbon_black_trans,2030,2030,M1,R12_AFR,carbon_black,final,year,year,1.0,MtC
R12_AFR,carbon_black_trans,2035,2035,M1,R12_AFR,carbon_black,final,year,year,1.0,MtC
R12_AFR,carbon_black_trans,2040,2040,M1,R12_AFR,carbon_black,final,year,year,1.0,MtC
R12_AFR,carbon_black_trans,2045,2045,M1,R12_AFR,carbon_black,final,year,year,1.0,MtC
R12_AFR,carbon_black_trans,2050,2050,M1,R12_AFR,carbon_black,final,year,year,1.0,MtC
R12_AFR,carbon_black_trans,2055,2055,M1,R12_AFR,carbon_black,final,year,year,1.0,MtC
R12_AFR,carbon_black_trans,2060,2060,M1,R12_AFR,carbon_black,final,year,year,1.0,MtC
R12_AFR,carbon_black_trans,2070,2070,M1,R12_AFR,carbon_black,final,year,year,1.0,MtC
R12_AFR,carbon_black_trans,2080,2080,M1,R12_AFR,carbon_black,final,year,year,1.0,MtC
R12_AFR,carbon_black_trans,2090,2090,M1,R12_AFR,carbon_black,final,year,year,1.0,MtC
R12_AFR,carbon_black_trans,2100,2100,M1,R12_AFR,carbon_black,final,year,year,1.0,MtC
R12_AFR,carbon_black_trans,2110,2110,M1,R12_AFR,carbon_black,final,year,year,1.0,MtC
R12_CHN,carbon_black_trans,2030,2030,M1,R12_CHN,carbon_black,final,year,year,1.0,MtC
R12_CHN,carbon_black_trans,2035,2035,M1,R12_CHN,carbon_black,final,year,year,1.0,MtC
R12_CHN,carbon_black_trans,2040,2040,M1,R12_CHN,carbon_black,final,year,year,1.0,MtC
R12_CHN,carbon_black_trans,2045,2045,M1,R12_CHN,carbon_black,final,year,year,1.0,MtC
R12_CHN,carbon_black_trans,2050,2050,M1,R12_CHN,carbon_black,final,year,year,1.0,MtC
R12_CHN,carbon_black_trans,2055,2055,M1,R12_CHN,carbon_black,final,year,year,1.0,MtC
R12_CHN,carbon_black_trans,2060,2060,M1,R12_CHN,carbon_black,final,year,year,1.0,MtC
R12_CHN,carbon_black_trans,2070,2070,M1,R12_CHN,carbon_black,final,year,year,1.0,MtC
R12_CHN,carbon_black_trans,2080,2080,M1,R12_CHN,carbon_black,final,year,year,1.0,MtC
R12_CHN,carbon_black_trans,2090,2090,M1,R12_CHN,carbon_black,final,year,year,1.0,MtC
R12_CHN,carbon_black_trans,2100,2100,M1,R12_CHN,carbon_black,final,year,year,1.0,MtC
R12_CHN,carbon_black_trans,2110,2110,M1,R12_CHN,carbon_black,final,year,year,1.0,MtC
R12_EEU,carbon_black_trans,2030,2030,M1,R12_EEU,carbon_black,final,year,year,1.0,MtC
R12_EEU,carbon_black_trans,2035,2035,M1,R12_EEU,carbon_black,final,year,year,1.0,MtC
R12_EEU,carbon_black_trans,2040,2040,M1,R12_EEU,carbon_black,final,year,year,1.0,MtC
R12_EEU,carbon_black_trans,2045,2045,M1,R12_EEU,carbon_black,final,year,year,1.0,MtC
R12_EEU,carbon_black_trans,2050,2050,M1,R12_EEU,carbon_black,final,year,year,1.0,MtC
R12_EEU,carbon_black_trans,2055,2055,M1,R12_EEU,carbon_black,final,year,year,1.0,MtC
R12_EEU,carbon_black_trans,2060,2060,M1,R12_EEU,carbon_black,final,year,year,1.0,MtC
R12_EEU,carbon_black_trans,2070,2070,M1,R12_EEU,carbon_black,final,year,year,1.0,MtC
R12_EEU,carbon_black_trans,2080,2080,M1,R12_EEU,carbon_black,final,year,year,1.0,MtC
R12_EEU,carbon_black_trans,2090,2090,M1,R12_EEU,carbon_black,final,year,year,1.0,MtC
R12_EEU,carbon_black_trans,2100,2100,M1,R12_EEU,carbon_black,final,year,year,1.0,MtC
R12_EEU,carbon_black_trans,2110,2110,M1,R12_EEU,carbon_black,final,year,year,1.0,MtC
R12_FSU,carbon_black_trans,2030,2030,M1,R12_FSU,carbon_black,final,year,year,1.0,MtC
R12_FSU,carbon_black_trans,2035,2035,M1,R12_FSU,carbon_black,final,year,year,1.0,MtC
R12_FSU,carbon_black_trans,2040,2040,M1,R12_FSU,carbon_black,final,year,year,1.0,MtC
R12_FSU,carbon_black_trans,2045,2045,M1,R12_FSU,carbon_black,final,year,year,1.0,MtC
R12_FSU,carbon_black_trans,2050,2050,M1,R12_FSU,carbon_black,final,year,year,1.0,MtC
R12_FSU,carbon_black_trans,2055,2055,M1,R12_FSU,carbon_black,final,year,year,1.0,MtC
R12_FSU,carbon_black_trans,2060,2060,M1,R12_FSU,carbon_black,final,year,year,1.0,MtC
R12_FSU,carbon_black_trans,2070,2070,M1,R12_FSU,carbon_black,final,year,year,1.0,MtC
R12_FSU,carbon_black_trans,2080,2080,M1,R12_FSU,carbon_black,final,year,year,1.0,MtC
R12_FSU,carbon_black_trans,2090,2090,M1,R12_FSU,carbon_black,final,year,year,1.0,MtC
R12_FSU,carbon_black_trans,2100,2100,M1,R12_FSU,carbon_black,final,year,year,1.0,MtC
R12_FSU,carbon_black_trans,2110,2110,M1,R12_FSU,carbon_black,final,year,year,1.0,MtC
R12_LAM,carbon_black_trans,2030,2030,M1,R12_LAM,carbon_black,final,year,year,1.0,MtC
R12_LAM,carbon_black_trans,2035,2035,M1,R12_LAM,carbon_black,final,year,year,1.0,MtC
R12_LAM,carbon_black_trans,2040,2040,M1,R12_LAM,carbon_black,final,year,year,1.0,MtC
R12_LAM,carbon_black_trans,2045,2045,M1,R12_LAM,carbon_black,final,year,year,1.0,MtC
R12_LAM,carbon_black_trans,2050,2050,M1,R12_LAM,carbon_black,final,year,year,1.0,MtC
R12_LAM,carbon_black_trans,2055,2055,M1,R12_LAM,carbon_black,final,year,year,1.0,MtC
R12_LAM,carbon_black_trans,2060,2060,M1,R12_LAM,carbon_black,final,year,year,1.0,MtC
R12_LAM,carbon_black_trans,2070,2070,M1,R12_LAM,carbon_black,final,year,year,1.0,MtC
R12_LAM,carbon_black_trans,2080,2080,M1,R12_LAM,carbon_black,final,year,year,1.0,MtC
R12_LAM,carbon_black_trans,2090,2090,M1,R12_LAM,carbon_black,final,year,year,1.0,MtC
R12_LAM,carbon_black_trans,2100,2100,M1,R12_LAM,carbon_black,final,year,year,1.0,MtC
R12_LAM,carbon_black_trans,2110,2110,M1,R12_LAM,carbon_black,final,year,year,1.0,MtC
R12_MEA,carbon_black_trans,2030,2030,M1,R12_MEA,carbon_black,final,year,year,1.0,MtC
R12_MEA,carbon_black_trans,2035,2035,M1,R12_MEA,carbon_black,final,year,year,1.0,MtC
R12_MEA,carbon_black_trans,2040,2040,M1,R12_MEA,carbon_black,final,year,year,1.0,MtC
R12_MEA,carbon_black_trans,2045,2045,M1,R12_MEA,carbon_black,final,year,year,1.0,MtC
R12_MEA,carbon_black_trans,2050,2050,M1,R12_MEA,carbon_black,final,year,year,1.0,MtC
R12_MEA,carbon_black_trans,2055,2055,M1,R12_MEA,carbon_black,final,year,year,1.0,MtC
R12_MEA,carbon_black_trans,2060,2060,M1,R12_MEA,carbon_black,final,year,year,1.0,MtC
R12_MEA,carbon_black_trans,2070,2070,M1,R12_MEA,carbon_black,final,year,year,1.0,MtC
R12_MEA,carbon_black_trans,2080,2080,M1,R12_MEA,carbon_black,final,year,year,1.0,MtC
R12_MEA,carbon_black_trans,2090,2090,M1,R12_MEA,carbon_black,final,year,year,1.0,MtC
R12_MEA,carbon_black_trans,2100,2100,M1,R12_MEA,carbon_black,final,year,year,1.0,MtC
