node_loc,technology,year_vtg,year_act,mode,time,value,unit
R12_AFR,foil_shipped_exp_rcpa,broadcast,broadcast,M1,year,142.0,USD/GWa
R12_AFR,foil_shipped_exp_chn,broadcast,broadcast,M1,year,145.0,USD/GWa
R12_AFR,foil_shipped_exp_eeu,broadcast,broadcast,M1,year,176.0,USD/GWa
R12_AFR,foil_shipped_exp_fsu,broadcast,broadcast,M1,year,167.0,USD/GWa
R12_AFR,foil_shipped_exp_lam,broadcast,broadcast,M1,year,136.0,USD/GWa
R12_AFR,foil_shipped_exp_mea,broadcast,broadcast,M1,year,94.0,USD/GWa
R12_AFR,foil_shipped_exp_nam,broadcast,broadcast,M1,year,155.0,USD/GWa
R12_AFR,foil_shipped_exp_pao,broadcast,broadcast,M1,year,181.0,USD/GWa
R12_AFR,foil_shipped_exp_pas,broadcast,broadcast,M1,year,143.0,USD/GWa
R12_AFR,foil_shipped_exp_sas,broadcast,broadcast,M1,year,136.0,USD/GWa
R12_AFR,foil_shipped_exp_weu,broadcast,broadcast,M1,year,85.0,USD/GWa
R12_RCPA,foil_shipped_exp_afr,broadcast,broadcast,M1,year,121.0,USD/GWa
R12_RCPA,foil_shipped_exp_chn,broadcast,broadcast,M1,year,72.0,USD/GWa
R12_RCPA,foil_shipped_exp_eeu,broadcast,broadcast,M1,year,36.0,USD/GWa
R12_RCPA,foil_shipped_exp_fsu,broadcast,broadcast,M1,year,72.0,USD/GWa
R12_RCPA,foil_shipped_exp_lam,broadcast,broadcast,M1,year,88.0,USD/GWa
R12_RCPA,foil_shipped_exp_mea,broadcast,broadcast,M1,year,72.0,USD/GWa
R12_RCPA,foil_shipped_exp_nam,broadcast,broadcast,M1,year,175.0,USD/GWa
R12_RCPA,foil_shipped_exp_pao,broadcast,broadcast,M1,year,72.0,USD/GWa
R12_RCPA,foil_shipped_exp_pas,broadcast,broadcast,M1,year,211.0,USD/GWa
R12_RCPA,foil_shipped_exp_sas,broadcast,broadcast,M1,year,78.0,USD/GWa
R12_RCPA,foil_shipped_exp_weu,broadcast,broadcast,M1,year,72.0,USD/GWa
R12_CHN,foil_shipped_exp_afr,broadcast,broadcast,M1,year,74.0,USD/GWa
R12_CHN,foil_shipped_exp_rcpa,broadcast,broadcast,M1,year,57.0,USD/GWa
R12_CHN,foil_shipped_exp_eeu,broadcast,broadcast,M1,year,120.0,USD/GWa
R12_CHN,foil_shipped_exp_fsu,broadcast,broadcast,M1,year,145.0,USD/GWa
R12_CHN,foil_shipped_exp_lam,broadcast,broadcast,M1,year,106.0,USD/GWa
R12_CHN,foil_shipped_exp_mea,broadcast,broadcast,M1,year,50.0,USD/GWa
R12_CHN,foil_shipped_exp_nam,broadcast,broadcast,M1,year,105.0,USD/GWa
R12_CHN,foil_shipped_exp_pao,broadcast,broadcast,M1,year,51.0,USD/GWa
R12_CHN,foil_shipped_exp_pas,broadcast,broadcast,M1,year,51.0,USD/GWa
R12_CHN,foil_shipped_exp_sas,broadcast,broadcast,M1,year,50.0,USD/GWa
R12_CHN,foil_shipped_exp_weu,broadcast,broadcast,M1,year,89.0,USD/GWa
R12_EEU,foil_shipped_exp_afr,broadcast,broadcast,M1,year,60.0,USD/GWa
R12_EEU,foil_shipped_exp_rcpa,broadcast,broadcast,M1,year,72.0,USD/GWa
R12_EEU,foil_shipped_exp_chn,broadcast,broadcast,M1,year,28.0,USD/GWa
R12_EEU,foil_shipped_exp_fsu,broadcast,broadcast,M1,year,31.0,USD/GWa
R12_EEU,foil_shipped_exp_lam,broadcast,broadcast,M1,year,43.0,USD/GWa
R12_EEU,foil_shipped_exp_mea,broadcast,broadcast,M1,year,45.0,USD/GWa
R12_EEU,foil_shipped_exp_nam,broadcast,broadcast,M1,year,19.0,USD/GWa
R12_EEU,foil_shipped_exp_pao,broadcast,broadcast,M1,year,60.0,USD/GWa
R12_EEU,foil_shipped_exp_pas,broadcast,broadcast,M1,year,37.0,USD/GWa
R12_EEU,foil_shipped_exp_sas,broadcast,broadcast,M1,year,210.0,USD/GWa
R12_EEU,foil_shipped_exp_weu,broadcast,broadcast,M1,year,40.0,USD/GWa
R12_FSU,foil_shipped_exp_afr,broadcast,broadcast,M1,year,47.0,USD/GWa
R12_FSU,foil_shipped_exp_rcpa,broadcast,broadcast,M1,year,34.0,USD/GWa
R12_FSU,foil_shipped_exp_chn,broadcast,broadcast,M1,year,20.0,USD/GWa
R12_FSU,foil_shipped_exp_eeu,broadcast,broadcast,M1,year,47.0,USD/GWa
R12_FSU,foil_shipped_exp_lam,broadcast,broadcast,M1,year,37.0,USD/GWa
R12_FSU,foil_shipped_exp_mea,broadcast,broadcast,M1,year,28.0,USD/GWa
R12_FSU,foil_shipped_exp_nam,broadcast,broadcast,M1,year,13.0,USD/GWa
R12_FSU,foil_shipped_exp_pao,broadcast,broadcast,M1,year,48.0,USD/GWa
R12_FSU,foil_shipped_exp_pas,broadcast,broadcast,M1,year,39.0,USD/GWa
R12_FSU,foil_shipped_exp_sas,broadcast,broadcast,M1,year,15.0,USD/GWa
R12_FSU,foil_shipped_exp_weu,broadcast,broadcast,M1,year,23.0,USD/GWa
R12_LAM,foil_shipped_exp_afr,broadcast,broadcast,M1,year,46.0,USD/GWa
R12_LAM,foil_shipped_exp_rcpa,broadcast,broadcast,M1,year,155.0,USD/GWa
R12_LAM,foil_shipped_exp_chn,broadcast,broadcast,M1,year,15.0,USD/GWa
R12_LAM,foil_shipped_exp_eeu,broadcast,broadcast,M1,year,37.0,USD/GWa
