"code","msg_reg","xval","avgIC"
"ensemble_2p6_2030-2070","MEA",0,676.840060862213
"ensemble_2p6_2030-2070","MEA",13.3514,676.840060862213
"ensemble_2p6_2030-2070","MEA",26.3514,1539.22156268037
"ensemble_2p6_2030-2070","MEA",29.8649,2897.85287104238
"ensemble_2p6_2030-2070","MEA",31.973,4515.96470880471
"ensemble_2p6_2030-2070","MEA",32.6757,6543.31159044625
"ensemble_2p6_2030-2070","MEA",34.0811,9957.79675845738
"ensemble_2p6_2030-2070","MEA",34.4325,15413.921251061
"ensemble_2p6_2030-2070","MEA",35.1352,32982.9253561276
"ensemble_2p6_2071-2100","MEA",0,693.64428020199
"ensemble_2p6_2071-2100","MEA",14.3575,693.64428020199
"ensemble_2p6_2071-2100","MEA",25.4846,1509.86335803833
"ensemble_2p6_2071-2100","MEA",30.5097,2586.12910555235
"ensemble_2p6_2071-2100","MEA",32.3044,4347.98538074259
"ensemble_2p6_2071-2100","MEA",34.0991,7505.65261635895
"ensemble_2p6_2071-2100","MEA",34.817,11050.7049737442
"ensemble_2p6_2071-2100","MEA",35.1759,14819.8632700059
"ensemble_2p6_2071-2100","MEA",35.8938,30729.1185438369
"ensemble_6p0_2030-2070","MEA",0,690.620042345294
"ensemble_6p0_2030-2070","MEA",14.9008,690.620042345294
"ensemble_6p0_2030-2070","MEA",24.8347,1475.11859244394
"ensemble_6p0_2030-2070","MEA",30.1564,2585.44634243188
"ensemble_6p0_2030-2070","MEA",31.9303,4197.49394510644
"ensemble_6p0_2030-2070","MEA",33.7042,7221.83874088344
"ensemble_6p0_2030-2070","MEA",34.4138,12080.3878430956
"ensemble_6p0_2030-2070","MEA",34.7686,15153.205905867
"ensemble_6p0_2030-2070","MEA",35.4781,39479.8805399413
"ensemble_6p0_2071-2100","MEA",0,559.526272233451
"ensemble_6p0_2071-2100","MEA",11.8975,559.526272233451
"ensemble_6p0_2071-2100","MEA",21.1924,1071.85510797455
"ensemble_6p0_2071-2100","MEA",31.2308,1952.91345891305
"ensemble_6p0_2071-2100","MEA",33.8334,3943.13657709437
"ensemble_6p0_2071-2100","MEA",35.3206,7301.17477385549
"ensemble_6p0_2071-2100","MEA",36.0642,11461.8330701207
"ensemble_6p0_2071-2100","MEA",36.436,15149.0671046209
"ensemble_6p0_2071-2100","MEA",37.1796,27489.1517355595
"ensemble_hist_historical","MEA",0,641.3438367924
"ensemble_hist_historical","MEA",10.8218,641.3438367924
"ensemble_hist_historical","MEA",19.676,1297.03277312126
"ensemble_hist_historical","MEA",28.2023,2407.22602006828
"ensemble_hist_historical","MEA",29.5141,4673.46816592977
