"code","msg_reg","xval","avgIC"
"ensemble_2p6_2030-2070","CPA",0,839.837737985833
"ensemble_2p6_2030-2070","CPA",69.0689,839.837737985833
"ensemble_2p6_2030-2070","CPA",140.0044,1686.84300133287
"ensemble_2p6_2030-2070","CPA",162.4052,4163.21401113402
"ensemble_2p6_2030-2070","CPA",171.7388,6973.63093042365
"ensemble_2p6_2030-2070","CPA",177.339,10109.2830370638
"ensemble_2p6_2030-2070","CPA",181.0724,13375.7933807406
"ensemble_2p6_2030-2070","CPA",182.9391,18163.8800349633
"ensemble_2p6_2030-2070","CPA",186.6726,39109.8541285721
"ensemble_2p6_2071-2100","CPA",0,830.814252621964
"ensemble_2p6_2071-2100","CPA",65.6042,830.814252621964
"ensemble_2p6_2071-2100","CPA",136.6754,1700.87619321496
"ensemble_2p6_2071-2100","CPA",158.5434,4238.78498239495
"ensemble_2p6_2071-2100","CPA",167.6551,7377.95841160854
"ensemble_2p6_2071-2100","CPA",173.1221,10657.7732256187
"ensemble_2p6_2071-2100","CPA",176.7668,14458.2494044179
"ensemble_2p6_2071-2100","CPA",178.5891,18174.2419861986
"ensemble_2p6_2071-2100","CPA",182.2338,68010.0865444796
"ensemble_6p0_2030-2070","CPA",0,901.742067727501
"ensemble_6p0_2030-2070","CPA",72.9297,901.742067727501
"ensemble_6p0_2030-2070","CPA",140.3897,1876.09084658932
"ensemble_6p0_2030-2070","CPA",149.5059,3699.83755752859
"ensemble_6p0_2030-2070","CPA",162.2686,5554.55401088463
"ensemble_6p0_2030-2070","CPA",171.3848,8583.09551315615
"ensemble_6p0_2030-2070","CPA",176.8545,13685.4299014222
"ensemble_6p0_2030-2070","CPA",178.6778,17470.9520276093
"ensemble_6p0_2030-2070","CPA",182.3242,73363.0913915018
"ensemble_6p0_2071-2100","CPA",0,821.683738273192
"ensemble_6p0_2071-2100","CPA",67.248,821.683738273192
"ensemble_6p0_2071-2100","CPA",134.496,1643.85717956881
"ensemble_6p0_2071-2100","CPA",161.3952,3160.79124263197
"ensemble_6p0_2071-2100","CPA",172.9234,5931.53495647114
"ensemble_6p0_2071-2100","CPA",178.6875,7846.22857044201
"ensemble_6p0_2071-2100","CPA",184.4517,11289.2683258219
"ensemble_6p0_2071-2100","CPA",188.2944,14458.6253618078
"ensemble_6p0_2071-2100","CPA",192.1371,84428.0061261238
"ensemble_hist_historical","CPA",0,885.985272856268
"ensemble_hist_historical","CPA",67.1537,885.985272856268
"ensemble_hist_historical","CPA",137.9373,1823.12972389551
"ensemble_hist_historical","CPA",157.902,4424.54424891912
"ensemble_hist_historical","CPA",166.9768,7726.65081445169
