"code","msg_reg","xval","avgIC"
"ensemble_2p6_2030-2070","FSU",0,1508.93027628246
"ensemble_2p6_2030-2070","FSU",5.8518,1508.93027628246
"ensemble_2p6_2030-2070","FSU",9.8556,2811.0254139406
"ensemble_2p6_2030-2070","FSU",18.1713,4831.79576901531
"ensemble_2p6_2030-2070","FSU",25.871,6494.95126284882
"ensemble_2p6_2030-2070","FSU",28.9509,10410.5496163994
"ensemble_2p6_2030-2070","FSU",29.8749,14953.8906936016
"ensemble_2p6_2030-2070","FSU",30.1829,19418.7738902834
"ensemble_2p6_2030-2070","FSU",30.7988,54523.3101562753
"ensemble_2p6_2071-2100","FSU",0,1652.62358765902
"ensemble_2p6_2071-2100","FSU",7.2018,1652.62358765902
"ensemble_2p6_2071-2100","FSU",10.0198,3155.12588390247
"ensemble_2p6_2071-2100","FSU",18.161,4881.30356015586
"ensemble_2p6_2071-2100","FSU",26.3021,6317.995875807
"ensemble_2p6_2071-2100","FSU",29.1202,9709.17329879281
"ensemble_2p6_2071-2100","FSU",30.3726,14095.5628083113
"ensemble_2p6_2071-2100","FSU",30.6858,17972.9066610379
"ensemble_2p6_2071-2100","FSU",31.312,69701.6648389757
"ensemble_6p0_2030-2070","FSU",0,1587.12853001124
"ensemble_6p0_2030-2070","FSU",6.5462,1587.12853001124
"ensemble_6p0_2030-2070","FSU",9.9752,2963.11229815366
"ensemble_6p0_2030-2070","FSU",18.3918,4954.50598303988
"ensemble_6p0_2030-2070","FSU",26.1849,6461.21917013181
"ensemble_6p0_2030-2070","FSU",28.9904,10093.6822364733
"ensemble_6p0_2030-2070","FSU",30.2373,13982.3458414867
"ensemble_6p0_2030-2070","FSU",30.549,17701.9326577056
"ensemble_6p0_2030-2070","FSU",31.1725,58209.0054099024
"ensemble_6p0_2071-2100","FSU",0,1921.3211527109
"ensemble_6p0_2071-2100","FSU",8.8808,1921.3211527109
"ensemble_6p0_2071-2100","FSU",18.7132,4562.94790010121
"ensemble_6p0_2071-2100","FSU",26.0082,5984.06427286708
"ensemble_6p0_2071-2100","FSU",27.5941,8190.98583291063
