"code","msg_reg","xval","avgIC"
"ensemble_2p6_2030-2070","AFR",0,1329.97889767497
"ensemble_2p6_2030-2070","AFR",122.0873,1329.97889767497
"ensemble_2p6_2030-2070","AFR",150.1073,3603.70111869663
"ensemble_2p6_2030-2070","AFR",166.1188,5497.32631410425
"ensemble_2p6_2030-2070","AFR",178.1274,7662.74558304468
"ensemble_2p6_2030-2070","AFR",186.1331,10647.7838249567
"ensemble_2p6_2030-2070","AFR",194.1388,15176.902667182
"ensemble_2p6_2030-2070","AFR",196.1403,20953.9387345495
"ensemble_2p6_2030-2070","AFR",200.1431,42397.9196674448
"ensemble_2p6_2071-2100","AFR",0,990.718707604627
"ensemble_2p6_2071-2100","AFR",82.3169,990.718707604627
"ensemble_2p6_2071-2100","AFR",125.4352,2244.12460069185
"ensemble_2p6_2071-2100","AFR",146.9944,3830.20347317279
"ensemble_2p6_2071-2100","AFR",164.6337,5794.25753563284
"ensemble_2p6_2071-2100","AFR",176.3933,8439.77852985805
"ensemble_2p6_2071-2100","AFR",184.233,11718.9490038856
"ensemble_2p6_2071-2100","AFR",192.0727,17410.5528108614
"ensemble_2p6_2071-2100","AFR",195.9925,44838.7338085576
"ensemble_6p0_2030-2070","AFR",0,960.970823658628
"ensemble_6p0_2030-2070","AFR",86.4561,960.970823658628
"ensemble_6p0_2030-2070","AFR",129.6841,2143.27341875899
"ensemble_6p0_2030-2070","AFR",154.3858,3627.09391007851
"ensemble_6p0_2030-2070","AFR",174.9706,5638.61272867812
"ensemble_6p0_2030-2070","AFR",193.4969,9646.48867062883
"ensemble_6p0_2030-2070","AFR",197.6138,14776.7631732765
"ensemble_6p0_2030-2070","AFR",201.7308,18974.0222199435
"ensemble_6p0_2030-2070","AFR",205.8478,68764.2240326613
"ensemble_6p0_2071-2100","AFR",0,920.846049146132
"ensemble_6p0_2071-2100","AFR",84.8508,920.846049146132
"ensemble_6p0_2071-2100","AFR",133.64,2017.79042892048
"ensemble_6p0_2071-2100","AFR",176.0654,4267.7498375972
"ensemble_6p0_2071-2100","AFR",195.1569,8325.2178092503
"ensemble_6p0_2071-2100","AFR",201.5207,12228.458574127
"ensemble_6p0_2071-2100","AFR",205.7632,15996.7073063021
"ensemble_6p0_2071-2100","AFR",207.8845,21340.3919911108
"ensemble_6p0_2071-2100","AFR",212.127,41208.8894481839
"ensemble_hist_historical","AFR",0,965.895095234319
"ensemble_hist_historical","AFR",75.7295,965.895095234319
"ensemble_hist_historical","AFR",122.3323,2145.57762473856
"ensemble_hist_historical","AFR",163.1097,4654.59883419121
"ensemble_hist_historical","AFR",174.7604,8426.1719482941
