"avgLF","xval","code","msg_reg","commodity","x.interval"
0.718257484761564,0,"ensemble_2p6_2030-2070","WEU","hydro_cNA",NA
0.718257484761564,3.958,"ensemble_2p6_2030-2070","WEU","hydro_c1",3.958
0.708082172799244,6.5967,"ensemble_2p6_2030-2070","WEU","hydro_c1",2.6387
0.697907905769998,11.8741,"ensemble_2p6_2030-2070","WEU","hydro_c1",5.2774
0.685390852689078,17.1515,"ensemble_2p6_2030-2070","WEU","hydro_c1",5.2774
0.710729129219648,18.031,"ensemble_2p6_2030-2070","WEU","hydro_c2",0.8795
0.701218661151737,20.6697,"ensemble_2p6_2030-2070","WEU","hydro_c2",2.6387
0.694134712970278,22.8686,"ensemble_2p6_2030-2070","WEU","hydro_c2",2.1989
0.686257575340975,28.146,"ensemble_2p6_2030-2070","WEU","hydro_c2",5.2774
0.706710169126979,29.0255,"ensemble_2p6_2030-2070","WEU","hydro_c3",0.8795
0.695267398879105,30.7847,"ensemble_2p6_2030-2070","WEU","hydro_c3",1.7592
0.690143827508687,32.104,"ensemble_2p6_2030-2070","WEU","hydro_c3",1.3193
0.678978138521534,33.4233,"ensemble_2p6_2030-2070","WEU","hydro_c3",1.3193
0.708881479370394,34.7427,"ensemble_2p6_2030-2070","WEU","hydro_c4",1.3194
0.69530517829428,36.9416,"ensemble_2p6_2030-2070","WEU","hydro_c4",2.1989
0.677114990203123,37.3814,"ensemble_2p6_2030-2070","WEU","hydro_c4",0.439799999999998
0.661101330822878,37.8212,"ensemble_2p6_2030-2070","WEU","hydro_c4",0.439799999999998
0.7080828377818,38.2609,"ensemble_2p6_2030-2070","WEU","hydro_c5",0.439700000000002
0.697982089961148,38.7007,"ensemble_2p6_2030-2070","WEU","hydro_c5",0.439799999999998
0.683272671103817,39.5803,"ensemble_2p6_2030-2070","WEU","hydro_c5",0.879600000000003
0.677413730074692,40.0201,"ensemble_2p6_2030-2070","WEU","hydro_c5",0.439799999999998
0.710201792768243,40.4598,"ensemble_2p6_2030-2070","WEU","hydro_c6",0.439700000000002
0.685823665352041,40.8996,"ensemble_2p6_2030-2070","WEU","hydro_c6",0.439799999999998
0.676405281788367,41.7792,"ensemble_2p6_2030-2070","WEU","hydro_c6",0.879600000000003
0.673885030607266,42.219,"ensemble_2p6_2030-2070","WEU","hydro_c6",0.439799999999998
0.700272397762893,42.6587,"ensemble_2p6_2030-2070","WEU","hydro_c7",0.439700000000002
0.688250277769835,43.0985,"ensemble_2p6_2030-2070","WEU","hydro_c7",0.439799999999998
0.663749645856995,43.9781,"ensemble_2p6_2030-2070","WEU","hydro_c8",0.879599999999996
0.710922511258788,0,"ensemble_2p6_2071-2100","WEU","hydro_cNA",NA
0.710922511258788,4.0275,"ensemble_2p6_2071-2100","WEU","hydro_c1",4.0275
