"scenario","sector","type","pid","year","month","value","units"
"SSP2","industry","withdrawal","1|Eastern",2015,"1",0.005,"mcm_per_day"
"SSP2","industry","withdrawal","10|Lusaka",2015,"1",0,"mcm_per_day"
"SSP2","industry","withdrawal","11|Southern",2015,"1",0.007,"mcm_per_day"
"SSP2","industry","withdrawal","12|Western",2015,"1",0.001,"mcm_per_day"
"SSP2","industry","withdrawal","13|North-Western",2015,"1",0.007,"mcm_per_day"
"SSP2","industry","withdrawal","14|Southern",2015,"1",0.002,"mcm_per_day"
"SSP2","industry","withdrawal","15|Luapula",2015,"1",0.014,"mcm_per_day"
"SSP2","industry","withdrawal","16|Muchinga",2015,"1",0.004,"mcm_per_day"
"SSP2","industry","withdrawal","17|Northern",2015,"1",0.009,"mcm_per_day"
"SSP2","industry","withdrawal","18|Northern",2015,"1",0.002,"mcm_per_day"
"SSP2","industry","withdrawal","19|Central",2015,"1",0.001,"mcm_per_day"
"SSP2","industry","withdrawal","2|Central",2015,"1",0.003,"mcm_per_day"
"SSP2","industry","withdrawal","20|Northern",2015,"1",0,"mcm_per_day"
"SSP2","industry","withdrawal","21|Eastern",2015,"1",0.022,"mcm_per_day"
"SSP2","industry","withdrawal","22|Southern",2015,"1",0.01,"mcm_per_day"
"SSP2","industry","withdrawal","23|Muchinga",2015,"1",0.004,"mcm_per_day"
"SSP2","industry","withdrawal","24|Central",2015,"1",0.009,"mcm_per_day"
"SSP2","industry","withdrawal","3|Lusaka",2015,"1",0.017,"mcm_per_day"
"SSP2","industry","withdrawal","4|Central",2015,"1",0.009,"mcm_per_day"
"SSP2","industry","withdrawal","5|Copperbelt",2015,"1",0.053,"mcm_per_day"
"SSP2","industry","withdrawal","6|Lusaka",2015,"1",0.001,"mcm_per_day"
"SSP2","industry","withdrawal","7|Lusaka",2015,"1",0.027,"mcm_per_day"
"SSP2","industry","withdrawal","8|North-Western",2015,"1",0.003,"mcm_per_day"
"SSP2","industry","withdrawal","9|Western",2015,"1",0.011,"mcm_per_day"
