# Exported 2021-06-09T23:52:44.140235 from
# ixmp://cloned-2021-06-09/ENGAGE_SSP2_v4.1.7/baseline
node_loc,technology,year_vtg,year_act,mode,emission,value,unit
R11_AFR,coal_trp,1990,1990,M1,BCA,2.31,???
R11_AFR,coal_trp,1995,1995,M1,BCA,2.31,???
R11_AFR,coal_trp,2000,2000,M1,BCA,2.31,???
R11_AFR,coal_trp,2005,2005,M1,BCA,2.31,???
R11_AFR,coal_trp,2010,2010,M1,BCA,2.31,???
R11_AFR,coal_trp,2015,2015,M1,BCA,2.31,???
R11_AFR,coal_trp,2020,2020,M1,BCA,2.31,???
R11_AFR,coal_trp,2025,2025,M1,BCA,2.31,???
R11_AFR,coal_trp,2030,2030,M1,BCA,2.31,???
R11_AFR,coal_trp,2035,2035,M1,BCA,2.31,???
R11_AFR,coal_trp,2040,2040,M1,BCA,2.31,???
R11_AFR,coal_trp,2045,2045,M1,BCA,2.31,???
R11_AFR,coal_trp,2050,2050,M1,BCA,2.31,???
R11_AFR,coal_trp,2055,2055,M1,BCA,2.31,???
R11_AFR,coal_trp,2060,2060,M1,BCA,2.31,???
R11_AFR,coal_trp,2070,2070,M1,BCA,2.31,???
R11_AFR,coal_trp,2080,2080,M1,BCA,2.31,???
R11_AFR,coal_trp,2090,2090,M1,BCA,2.31,???
R11_AFR,coal_trp,2100,2100,M1,BCA,2.31,???
R11_AFR,coal_trp,2110,2110,M1,BCA,2.31,???
R11_AFR,coal_trp,1990,1990,M1,CO2_transport,0.814,kg/kWa
R11_AFR,coal_trp,1995,1995,M1,CO2_transport,0.814,kg/kWa
R11_AFR,coal_trp,2000,2000,M1,CO2_transport,0.814,kg/kWa
R11_AFR,coal_trp,2005,2005,M1,CO2_transport,0.814,kg/kWa
R11_AFR,coal_trp,2010,2010,M1,CO2_transport,0.814,kg/kWa
R11_AFR,coal_trp,2015,2015,M1,CO2_transport,0.814,kg/kWa
R11_AFR,coal_trp,2020,2020,M1,CO2_transport,0.814,kg/kWa
R11_AFR,coal_trp,2025,2025,M1,CO2_transport,0.814,kg/kWa
R11_AFR,coal_trp,2030,2030,M1,CO2_transport,0.814,kg/kWa
R11_AFR,coal_trp,2035,2035,M1,CO2_transport,0.814,kg/kWa
R11_AFR,coal_trp,2040,2040,M1,CO2_transport,0.814,kg/kWa
R11_AFR,coal_trp,2045,2045,M1,CO2_transport,0.814,kg/kWa
R11_AFR,coal_trp,2050,2050,M1,CO2_transport,0.814,kg/kWa
R11_AFR,coal_trp,2055,2055,M1,CO2_transport,0.814,kg/kWa
R11_AFR,coal_trp,2060,2060,M1,CO2_transport,0.814,kg/kWa
R11_AFR,coal_trp,2070,2070,M1,CO2_transport,0.814,kg/kWa
R11_AFR,coal_trp,2080,2080,M1,CO2_transport,0.814,kg/kWa
R11_AFR,coal_trp,2090,2090,M1,CO2_transport,0.814,kg/kWa
R11_AFR,coal_trp,2100,2100,M1,CO2_transport,0.814,kg/kWa
R11_AFR,coal_trp,2110,2110,M1,CO2_transport,0.814,kg/kWa
R11_AFR,coal_trp,1990,1990,M1,NOx,2.5,???
R11_AFR,coal_trp,1995,1995,M1,NOx,2.5,???
R11_AFR,coal_trp,2000,2000,M1,NOx,2.5,???
R11_AFR,coal_trp,2005,2005,M1,NOx,2.5,???
R11_AFR,coal_trp,2010,2010,M1,NOx,2.5,???
R11_AFR,coal_trp,2015,2015,M1,NOx,2.5,???
R11_AFR,coal_trp,2020,2020,M1,NOx,2.5,???
R11_AFR,coal_trp,2025,2025,M1,NOx,2.5,???
R11_AFR,coal_trp,2030,2030,M1,NOx,2.5,???
R11_AFR,coal_trp,2035,2035,M1,NOx,2.5,???
R11_AFR,coal_trp,2040,2040,M1,NOx,2.5,???
R11_AFR,coal_trp,2045,2045,M1,NOx,2.5,???
R11_AFR,coal_trp,2050,2050,M1,NOx,2.5,???
R11_AFR,coal_trp,2055,2055,M1,NOx,2.5,???
R11_AFR,coal_trp,2060,2060,M1,NOx,2.5,???
R11_AFR,coal_trp,2070,2070,M1,NOx,2.5,???
R11_AFR,coal_trp,2080,2080,M1,NOx,2.5,???
R11_AFR,coal_trp,2090,2090,M1,NOx,2.5,???
R11_AFR,coal_trp,2100,2100,M1,NOx,2.5,???
R11_AFR,coal_trp,2110,2110,M1,NOx,2.5,???
R11_AFR,coal_trp,1990,1990,M1,OCA,2.12,???
R11_AFR,coal_trp,1995,1995,M1,OCA,2.12,???
R11_AFR,coal_trp,2000,2000,M1,OCA,2.12,???
R11_AFR,coal_trp,2005,2005,M1,OCA,2.12,???
R11_AFR,coal_trp,2010,2010,M1,OCA,2.12,???
R11_AFR,coal_trp,2015,2015,M1,OCA,2.12,???
R11_AFR,coal_trp,2020,2020,M1,OCA,2.12,???
R11_AFR,coal_trp,2025,2025,M1,OCA,2.12,???
R11_AFR,coal_trp,2030,2030,M1,OCA,2.12,???
R11_AFR,coal_trp,2035,2035,M1,OCA,2.12,???
R11_AFR,coal_trp,2040,2040,M1,OCA,2.12,???
R11_AFR,coal_trp,2045,2045,M1,OCA,2.12,???
R11_AFR,coal_trp,2050,2050,M1,OCA,2.12,???
R11_AFR,coal_trp,2055,2055,M1,OCA,2.12,???
R11_AFR,coal_trp,2060,2060,M1,OCA,2.12,???
R11_AFR,coal_trp,2070,2070,M1,OCA,2.12,???
R11_AFR,coal_trp,2080,2080,M1,OCA,2.12,???
R11_AFR,coal_trp,2090,2090,M1,OCA,2.12,???
R11_AFR,coal_trp,2100,2100,M1,OCA,2.12,???
R11_AFR,coal_trp,2110,2110,M1,OCA,2.12,???
R11_AFR,coal_trp,1990,1990,M1,SO2,21.0,???
R11_AFR,coal_trp,1995,1995,M1,SO2,21.0,???
R11_AFR,coal_trp,2000,2000,M1,SO2,21.0,???
R11_AFR,coal_trp,2005,2005,M1,SO2,21.0,???
R11_AFR,coal_trp,2010,2010,M1,SO2,21.0,???
R11_AFR,coal_trp,2015,2015,M1,SO2,21.0,???
R11_AFR,coal_trp,2020,2020,M1,SO2,21.0,???
R11_AFR,coal_trp,2025,2025,M1,SO2,21.0,???
R11_AFR,coal_trp,2030,2030,M1,SO2,21.0,???
R11_AFR,coal_trp,2035,2035,M1,SO2,21.0,???
R11_AFR,coal_trp,2040,2040,M1,SO2,21.0,???
R11_AFR,coal_trp,2045,2045,M1,SO2,21.0,???
R11_AFR,coal_trp,2050,2050,M1,SO2,21.0,???
R11_AFR,coal_trp,2055,2055,M1,SO2,21.0,???
R11_AFR,coal_trp,2060,2060,M1,SO2,21.0,???
R11_AFR,coal_trp,2070,2070,M1,SO2,21.0,???
R11_AFR,coal_trp,2080,2080,M1,SO2,21.0,???
R11_AFR,coal_trp,2090,2090,M1,SO2,21.0,???
R11_AFR,coal_trp,2100,2100,M1,SO2,21.0,???
