node_loc,technology,year_vtg,year_act,value,unit
R12_AFR,eth_shipped_exp_rcpa,broadcast,broadcast,,USD/GWa
R12_AFR,eth_shipped_exp_chn,broadcast,broadcast,,USD/GWa
R12_AFR,eth_shipped_exp_eeu,broadcast,broadcast,,USD/GWa
R12_AFR,eth_shipped_exp_fsu,broadcast,broadcast,,USD/GWa
R12_AFR,eth_shipped_exp_lam,broadcast,broadcast,,USD/GWa
R12_AFR,eth_shipped_exp_mea,broadcast,broadcast,,USD/GWa
R12_AFR,eth_shipped_exp_nam,broadcast,broadcast,,USD/GWa
R12_AFR,eth_shipped_exp_pao,broadcast,broadcast,,USD/GWa
R12_AFR,eth_shipped_exp_pas,broadcast,broadcast,,USD/GWa
R12_AFR,eth_shipped_exp_sas,broadcast,broadcast,,USD/GWa
R12_AFR,eth_shipped_exp_weu,broadcast,broadcast,,USD/GWa
R12_RCPA,eth_shipped_exp_afr,broadcast,broadcast,,USD/GWa
R12_RCPA,eth_shipped_exp_chn,broadcast,broadcast,,USD/GWa
R12_RCPA,eth_shipped_exp_eeu,broadcast,broadcast,,USD/GWa
R12_RCPA,eth_shipped_exp_fsu,broadcast,broadcast,,USD/GWa
R12_RCPA,eth_shipped_exp_lam,broadcast,broadcast,,USD/GWa
R12_RCPA,eth_shipped_exp_mea,broadcast,broadcast,,USD/GWa
R12_RCPA,eth_shipped_exp_nam,broadcast,broadcast,,USD/GWa
R12_RCPA,eth_shipped_exp_pao,broadcast,broadcast,,USD/GWa
R12_RCPA,eth_shipped_exp_pas,broadcast,broadcast,,USD/GWa
R12_RCPA,eth_shipped_exp_sas,broadcast,broadcast,,USD/GWa
R12_RCPA,eth_shipped_exp_weu,broadcast,broadcast,,USD/GWa
R12_CHN,eth_shipped_exp_afr,broadcast,broadcast,,USD/GWa
R12_CHN,eth_shipped_exp_rcpa,broadcast,broadcast,,USD/GWa
R12_CHN,eth_shipped_exp_eeu,broadcast,broadcast,,USD/GWa
R12_CHN,eth_shipped_exp_fsu,broadcast,broadcast,,USD/GWa
R12_CHN,eth_shipped_exp_lam,broadcast,broadcast,,USD/GWa
R12_CHN,eth_shipped_exp_mea,broadcast,broadcast,,USD/GWa
R12_CHN,eth_shipped_exp_nam,broadcast,broadcast,,USD/GWa
R12_CHN,eth_shipped_exp_pao,broadcast,broadcast,,USD/GWa
R12_CHN,eth_shipped_exp_pas,broadcast,broadcast,,USD/GWa
R12_CHN,eth_shipped_exp_sas,broadcast,broadcast,,USD/GWa
R12_CHN,eth_shipped_exp_weu,broadcast,broadcast,,USD/GWa
R12_EEU,eth_shipped_exp_afr,broadcast,broadcast,,USD/GWa
R12_EEU,eth_shipped_exp_rcpa,broadcast,broadcast,,USD/GWa
R12_EEU,eth_shipped_exp_chn,broadcast,broadcast,,USD/GWa
R12_EEU,eth_shipped_exp_fsu,broadcast,broadcast,,USD/GWa
R12_EEU,eth_shipped_exp_lam,broadcast,broadcast,,USD/GWa
R12_EEU,eth_shipped_exp_mea,broadcast,broadcast,,USD/GWa
R12_EEU,eth_shipped_exp_nam,broadcast,broadcast,,USD/GWa
R12_EEU,eth_shipped_exp_pao,broadcast,broadcast,,USD/GWa
R12_EEU,eth_shipped_exp_pas,broadcast,broadcast,,USD/GWa
R12_EEU,eth_shipped_exp_sas,broadcast,broadcast,,USD/GWa
R12_EEU,eth_shipped_exp_weu,broadcast,broadcast,,USD/GWa
R12_FSU,eth_shipped_exp_afr,broadcast,broadcast,,USD/GWa
R12_FSU,eth_shipped_exp_rcpa,broadcast,broadcast,,USD/GWa
R12_FSU,eth_shipped_exp_chn,broadcast,broadcast,,USD/GWa
R12_FSU,eth_shipped_exp_eeu,broadcast,broadcast,,USD/GWa
R12_FSU,eth_shipped_exp_lam,broadcast,broadcast,,USD/GWa
R12_FSU,eth_shipped_exp_mea,broadcast,broadcast,,USD/GWa
R12_FSU,eth_shipped_exp_nam,broadcast,broadcast,,USD/GWa
R12_FSU,eth_shipped_exp_pao,broadcast,broadcast,,USD/GWa
R12_FSU,eth_shipped_exp_pas,broadcast,broadcast,,USD/GWa
R12_FSU,eth_shipped_exp_sas,broadcast,broadcast,,USD/GWa
R12_FSU,eth_shipped_exp_weu,broadcast,broadcast,,USD/GWa
R12_LAM,eth_shipped_exp_afr,broadcast,broadcast,,USD/GWa
R12_LAM,eth_shipped_exp_rcpa,broadcast,broadcast,,USD/GWa
R12_LAM,eth_shipped_exp_chn,broadcast,broadcast,,USD/GWa
R12_LAM,eth_shipped_exp_eeu,broadcast,broadcast,,USD/GWa
R12_LAM,eth_shipped_exp_fsu,broadcast,broadcast,,USD/GWa
R12_LAM,eth_shipped_exp_mea,broadcast,broadcast,,USD/GWa
R12_LAM,eth_shipped_exp_nam,broadcast,broadcast,,USD/GWa
R12_LAM,eth_shipped_exp_pao,broadcast,broadcast,,USD/GWa
R12_LAM,eth_shipped_exp_pas,broadcast,broadcast,,USD/GWa
R12_LAM,eth_shipped_exp_sas,broadcast,broadcast,,USD/GWa
R12_LAM,eth_shipped_exp_weu,broadcast,broadcast,,USD/GWa
R12_MEA,eth_shipped_exp_afr,broadcast,broadcast,,USD/GWa
R12_MEA,eth_shipped_exp_rcpa,broadcast,broadcast,,USD/GWa
R12_MEA,eth_shipped_exp_chn,broadcast,broadcast,,USD/GWa
R12_MEA,eth_shipped_exp_eeu,broadcast,broadcast,,USD/GWa
R12_MEA,eth_shipped_exp_fsu,broadcast,broadcast,,USD/GWa
R12_MEA,eth_shipped_exp_lam,broadcast,broadcast,,USD/GWa
R12_MEA,eth_shipped_exp_nam,broadcast,broadcast,,USD/GWa
R12_MEA,eth_shipped_exp_pao,broadcast,broadcast,,USD/GWa
R12_MEA,eth_shipped_exp_pas,broadcast,broadcast,,USD/GWa
R12_MEA,eth_shipped_exp_sas,broadcast,broadcast,,USD/GWa
R12_MEA,eth_shipped_exp_weu,broadcast,broadcast,,USD/GWa
R12_NAM,eth_shipped_exp_afr,broadcast,broadcast,,USD/GWa
R12_NAM,eth_shipped_exp_rcpa,broadcast,broadcast,,USD/GWa
R12_NAM,eth_shipped_exp_chn,broadcast,broadcast,,USD/GWa
R12_NAM,eth_shipped_exp_eeu,broadcast,broadcast,,USD/GWa
R12_NAM,eth_shipped_exp_fsu,broadcast,broadcast,,USD/GWa
R12_NAM,eth_shipped_exp_lam,broadcast,broadcast,,USD/GWa
R12_NAM,eth_shipped_exp_mea,broadcast,broadcast,,USD/GWa
R12_NAM,eth_shipped_exp_pao,broadcast,broadcast,,USD/GWa
R12_NAM,eth_shipped_exp_pas,broadcast,broadcast,,USD/GWa
R12_NAM,eth_shipped_exp_sas,broadcast,broadcast,,USD/GWa
R12_NAM,eth_shipped_exp_weu,broadcast,broadcast,,USD/GWa
R12_PAO,eth_shipped_exp_afr,broadcast,broadcast,,USD/GWa
R12_PAO,eth_shipped_exp_rcpa,broadcast,broadcast,,USD/GWa
