relation,node_rel,year_rel,node_loc,technology,year_act,mode,value,unit
eth_shipped_exp_from_afr,R12_AFR,broadcast,R12_AFR,eth_shipped_exp_rcpa,broadcast,M1,1,???
eth_shipped_exp_from_afr,R12_AFR,broadcast,R12_AFR,eth_shipped_exp_chn,broadcast,M1,1,???
eth_shipped_exp_from_afr,R12_AFR,broadcast,R12_AFR,eth_shipped_exp_eeu,broadcast,M1,1,???
eth_shipped_exp_from_afr,R12_AFR,broadcast,R12_AFR,eth_shipped_exp_fsu,broadcast,M1,1,???
eth_shipped_exp_from_afr,R12_AFR,broadcast,R12_AFR,eth_shipped_exp_lam,broadcast,M1,1,???
eth_shipped_exp_from_afr,R12_AFR,broadcast,R12_AFR,eth_shipped_exp_mea,broadcast,M1,1,???
eth_shipped_exp_from_afr,R12_AFR,broadcast,R12_AFR,eth_shipped_exp_nam,broadcast,M1,1,???
eth_shipped_exp_from_afr,R12_AFR,broadcast,R12_AFR,eth_shipped_exp_pao,broadcast,M1,1,???
eth_shipped_exp_from_afr,R12_AFR,broadcast,R12_AFR,eth_shipped_exp_pas,broadcast,M1,1,???
eth_shipped_exp_from_afr,R12_AFR,broadcast,R12_AFR,eth_shipped_exp_sas,broadcast,M1,1,???
eth_shipped_exp_from_afr,R12_AFR,broadcast,R12_AFR,eth_shipped_exp_weu,broadcast,M1,1,???
eth_shipped_exp_from_rcpa,R12_RCPA,broadcast,R12_RCPA,eth_shipped_exp_afr,broadcast,M1,1,???
eth_shipped_exp_from_rcpa,R12_RCPA,broadcast,R12_RCPA,eth_shipped_exp_chn,broadcast,M1,1,???
eth_shipped_exp_from_rcpa,R12_RCPA,broadcast,R12_RCPA,eth_shipped_exp_eeu,broadcast,M1,1,???
eth_shipped_exp_from_rcpa,R12_RCPA,broadcast,R12_RCPA,eth_shipped_exp_fsu,broadcast,M1,1,???
eth_shipped_exp_from_rcpa,R12_RCPA,broadcast,R12_RCPA,eth_shipped_exp_lam,broadcast,M1,1,???
eth_shipped_exp_from_rcpa,R12_RCPA,broadcast,R12_RCPA,eth_shipped_exp_mea,broadcast,M1,1,???
eth_shipped_exp_from_rcpa,R12_RCPA,broadcast,R12_RCPA,eth_shipped_exp_nam,broadcast,M1,1,???
eth_shipped_exp_from_rcpa,R12_RCPA,broadcast,R12_RCPA,eth_shipped_exp_pao,broadcast,M1,1,???
eth_shipped_exp_from_rcpa,R12_RCPA,broadcast,R12_RCPA,eth_shipped_exp_pas,broadcast,M1,1,???
eth_shipped_exp_from_rcpa,R12_RCPA,broadcast,R12_RCPA,eth_shipped_exp_sas,broadcast,M1,1,???
eth_shipped_exp_from_rcpa,R12_RCPA,broadcast,R12_RCPA,eth_shipped_exp_weu,broadcast,M1,1,???
eth_shipped_exp_from_chn,R12_CHN,broadcast,R12_CHN,eth_shipped_exp_afr,broadcast,M1,1,???
eth_shipped_exp_from_chn,R12_CHN,broadcast,R12_CHN,eth_shipped_exp_rcpa,broadcast,M1,1,???
eth_shipped_exp_from_chn,R12_CHN,broadcast,R12_CHN,eth_shipped_exp_eeu,broadcast,M1,1,???
eth_shipped_exp_from_chn,R12_CHN,broadcast,R12_CHN,eth_shipped_exp_fsu,broadcast,M1,1,???
eth_shipped_exp_from_chn,R12_CHN,broadcast,R12_CHN,eth_shipped_exp_lam,broadcast,M1,1,???
eth_shipped_exp_from_chn,R12_CHN,broadcast,R12_CHN,eth_shipped_exp_mea,broadcast,M1,1,???
eth_shipped_exp_from_chn,R12_CHN,broadcast,R12_CHN,eth_shipped_exp_nam,broadcast,M1,1,???
eth_shipped_exp_from_chn,R12_CHN,broadcast,R12_CHN,eth_shipped_exp_pao,broadcast,M1,1,???
eth_shipped_exp_from_chn,R12_CHN,broadcast,R12_CHN,eth_shipped_exp_pas,broadcast,M1,1,???
eth_shipped_exp_from_chn,R12_CHN,broadcast,R12_CHN,eth_shipped_exp_sas,broadcast,M1,1,???
eth_shipped_exp_from_chn,R12_CHN,broadcast,R12_CHN,eth_shipped_exp_weu,broadcast,M1,1,???
eth_shipped_exp_from_eeu,R12_EEU,broadcast,R12_EEU,eth_shipped_exp_afr,broadcast,M1,1,???
eth_shipped_exp_from_eeu,R12_EEU,broadcast,R12_EEU,eth_shipped_exp_rcpa,broadcast,M1,1,???
eth_shipped_exp_from_eeu,R12_EEU,broadcast,R12_EEU,eth_shipped_exp_chn,broadcast,M1,1,???
eth_shipped_exp_from_eeu,R12_EEU,broadcast,R12_EEU,eth_shipped_exp_fsu,broadcast,M1,1,???
eth_shipped_exp_from_eeu,R12_EEU,broadcast,R12_EEU,eth_shipped_exp_lam,broadcast,M1,1,???
eth_shipped_exp_from_eeu,R12_EEU,broadcast,R12_EEU,eth_shipped_exp_mea,broadcast,M1,1,???
