# copy of NTNU_LCA_coefficients.xlsx sheet: "environmentalImpacts"
source,scenario,region,variable,technology,technology variant,impact,phase,unit,2010,2030,2050
THEMIS,Baseline,AME,Environmental impacts,Biomass|w/ CCS,residue,Aluminium,Construction,t Al/MW,1.7232,1.6783,1.6572
THEMIS,Baseline,AME,Environmental impacts,Biomass|w/ CCS,residue,Aluminium,End-of-life,t Al/MW,0.0,0.0,0.0
THEMIS,Baseline,AME,Environmental impacts,Biomass|w/ CCS,residue,Aluminium,Operation,t Al/kWh,3.7772e-08,3.6762e-08,3.6306e-08
THEMIS,Baseline,AME,Environmental impacts,Biomass|w/ CCS,residue,Cement,Construction,t cement/MW,80.2906,78.2084,77.2077
THEMIS,Baseline,AME,Environmental impacts,Biomass|w/ CCS,residue,Cement,End-of-life,t cement/MW,0.0,0.0,0.0
THEMIS,Baseline,AME,Environmental impacts,Biomass|w/ CCS,residue,Cement,Operation,t cement/kWh,7.0505e-07,6.8567e-07,6.764e-07
THEMIS,Baseline,AME,Environmental impacts,Biomass|w/ CCS,residue,Copper,Construction,t Cu/MW,2.6793,2.6107,2.5776
THEMIS,Baseline,AME,Environmental impacts,Biomass|w/ CCS,residue,Copper,End-of-life,t Cu/MW,0.0,0.0,0.0
THEMIS,Baseline,AME,Environmental impacts,Biomass|w/ CCS,residue,Copper,Operation,t Cu/kWh,1.507e-08,1.4691e-08,1.4499e-08
THEMIS,Baseline,AME,Environmental impacts,Biomass|w/ CCS,residue,Freshwater ecotoxicity,Construction,"kg 1,4-DCB-Eq/MW",9593.4244,9283.1814,9193.3816
THEMIS,Baseline,AME,Environmental impacts,Biomass|w/ CCS,residue,Freshwater ecotoxicity,End-of-life,"kg 1,4-DCB-Eq/MW",0.0,0.0,0.0
THEMIS,Baseline,AME,Environmental impacts,Biomass|w/ CCS,residue,Freshwater ecotoxicity,Operation,"kg 1,4-DCB-Eq/kWh",0.00049394,0.00047782,0.00047338
THEMIS,Baseline,AME,Environmental impacts,Biomass|w/ CCS,residue,Freshwater eutrophication,Construction,kg P-Eq/MW,287.4475,274.5353,272.3689
THEMIS,Baseline,AME,Environmental impacts,Biomass|w/ CCS,residue,Freshwater eutrophication,End-of-life,kg P-Eq/MW,0.0,0.0,0.0
THEMIS,Baseline,AME,Environmental impacts,Biomass|w/ CCS,residue,Freshwater eutrophication,Operation,kg P-Eq/kWh,4.6179e-06,4.1928e-06,4.2122e-06
THEMIS,Baseline,AME,Environmental impacts,Biomass|w/ CCS,residue,Human toxicity,Construction,"kg 1,4-DCB-Eq/MW",291210.0415,257326.4101,232001.0507
THEMIS,Baseline,AME,Environmental impacts,Biomass|w/ CCS,residue,Human toxicity,End-of-life,"kg 1,4-DCB-Eq/MW",0.0,0.0,0.0
THEMIS,Baseline,AME,Environmental impacts,Biomass|w/ CCS,residue,Human toxicity,Operation,"kg 1,4-DCB-Eq/kWh",0.0069211,0.0064204,0.0061741
THEMIS,Baseline,AME,Environmental impacts,Biomass|w/ CCS,residue,Ionising radiation,Construction,kg U235-Eq/MW,12406.4745,12892.4329,13269.1501
THEMIS,Baseline,AME,Environmental impacts,Biomass|w/ CCS,residue,Ionising radiation,End-of-life,kg U235-Eq/MW,0.0,0.0,0.0
THEMIS,Baseline,AME,Environmental impacts,Biomass|w/ CCS,residue,Ionising radiation,Operation,kg U235-Eq/kWh,0.0038557,0.0038014,0.0037831
THEMIS,Baseline,AME,Environmental impacts,Biomass|w/ CCS,residue,Iron,Construction,t Fe/MW,245.5826,239.2047,236.1382
THEMIS,Baseline,AME,Environmental impacts,Biomass|w/ CCS,residue,Iron,End-of-life,t Fe/MW,0.0,0.0,0.0
THEMIS,Baseline,AME,Environmental impacts,Biomass|w/ CCS,residue,Iron,Operation,t Fe/kWh,2.8436e-06,2.7662e-06,2.729e-06
THEMIS,Baseline,AME,Environmental impacts,Biomass|w/ CCS,residue,Land occupation,Construction,m2a/MW,32640.9464,31931.1791,31473.1304
THEMIS,Baseline,AME,Environmental impacts,Biomass|w/ CCS,residue,Land occupation,End-of-life,m2a/MW,0.0,0.0,0.0
THEMIS,Baseline,AME,Environmental impacts,Biomass|w/ CCS,residue,Land occupation,Operation,m2a/kWh,0.074117,0.072224,0.071306
THEMIS,Baseline,AME,Environmental impacts,Biomass|w/ CCS,residue,Marine eutrophication,Construction,kg N-Eq/MW,118.8481,107.5008,103.872
THEMIS,Baseline,AME,Environmental impacts,Biomass|w/ CCS,residue,Marine eutrophication,End-of-life,kg N-Eq/MW,0.0,0.0,0.0
THEMIS,Baseline,AME,Environmental impacts,Biomass|w/ CCS,residue,Marine eutrophication,Operation,kg N-Eq/kWh,7.5006e-05,7.2727e-05,7.1728e-05
THEMIS,Baseline,AME,Environmental impacts,Biomass|w/ CCS,residue,Mineral resource depletion,Construction,kg Fe-Eq/MW,319220.1463,311000.1438,307023.3732
THEMIS,Baseline,AME,Environmental impacts,Biomass|w/ CCS,residue,Mineral resource depletion,End-of-life,kg Fe-Eq/MW,0.0,0.0,0.0
THEMIS,Baseline,AME,Environmental impacts,Biomass|w/ CCS,residue,Mineral resource depletion,Operation,kg Fe-Eq/kWh,0.003845,0.0037445,0.0036949
THEMIS,Baseline,AME,Environmental impacts,Biomass|w/ CCS,TAX0_begr_betr_ir,Aluminium,Construction,t Al/MW,1.7232,1.6783,1.6572
THEMIS,Baseline,AME,Environmental impacts,Biomass|w/ CCS,TAX0_begr_betr_ir,Aluminium,End-of-life,t Al/MW,0.0,0.0,0.0
THEMIS,Baseline,AME,Environmental impacts,Biomass|w/ CCS,TAX0_begr_betr_ir,Aluminium,Operation,t Al/kWh,4.818e-08,3.808e-08,4.3869e-08
THEMIS,Baseline,AME,Environmental impacts,Biomass|w/ CCS,TAX0_begr_betr_ir,Cement,Construction,t cement/MW,80.291,78.2086,77.208
THEMIS,Baseline,AME,Environmental impacts,Biomass|w/ CCS,TAX0_begr_betr_ir,Cement,End-of-life,t cement/MW,0.0,0.0,0.0
THEMIS,Baseline,AME,Environmental impacts,Biomass|w/ CCS,TAX0_begr_betr_ir,Cement,Operation,t cement/kWh,9.9825e-07,6.8139e-07,8.7996e-07
THEMIS,Baseline,AME,Environmental impacts,Biomass|w/ CCS,TAX0_begr_betr_ir,Copper,Construction,t Cu/MW,2.6793,2.6107,2.5776
THEMIS,Baseline,AME,Environmental impacts,Biomass|w/ CCS,TAX0_begr_betr_ir,Copper,End-of-life,t Cu/MW,0.0,0.0,0.0
THEMIS,Baseline,AME,Environmental impacts,Biomass|w/ CCS,TAX0_begr_betr_ir,Copper,Operation,t Cu/kWh,5.4367e-08,3.713e-08,4.8728e-08
THEMIS,Baseline,AME,Environmental impacts,Biomass|w/ CCS,TAX0_begr_betr_ir,Freshwater ecotoxicity,Construction,"kg 1,4-DCB-Eq/MW",9593.4244,9283.1814,9193.3816
THEMIS,Baseline,AME,Environmental impacts,Biomass|w/ CCS,TAX0_begr_betr_ir,Freshwater ecotoxicity,End-of-life,"kg 1,4-DCB-Eq/MW",0.0,0.0,0.0
THEMIS,Baseline,AME,Environmental impacts,Biomass|w/ CCS,TAX0_begr_betr_ir,Freshwater ecotoxicity,Operation,"kg 1,4-DCB-Eq/kWh",0.001947,0.0014867,0.0014148
THEMIS,Baseline,AME,Environmental impacts,Biomass|w/ CCS,TAX0_begr_betr_ir,Freshwater eutrophication,Construction,kg P-Eq/MW,287.4475,274.5353,272.3689
THEMIS,Baseline,AME,Environmental impacts,Biomass|w/ CCS,TAX0_begr_betr_ir,Freshwater eutrophication,End-of-life,kg P-Eq/MW,0.0,0.0,0.0
THEMIS,Baseline,AME,Environmental impacts,Biomass|w/ CCS,TAX0_begr_betr_ir,Freshwater eutrophication,Operation,kg P-Eq/kWh,5.8076e-05,4.5245e-05,4.7886e-05
THEMIS,Baseline,AME,Environmental impacts,Biomass|w/ CCS,TAX0_begr_betr_ir,Human toxicity,Construction,"kg 1,4-DCB-Eq/MW",291210.0415,257326.4101,232001.0507
THEMIS,Baseline,AME,Environmental impacts,Biomass|w/ CCS,TAX0_begr_betr_ir,Human toxicity,End-of-life,"kg 1,4-DCB-Eq/MW",0.0,0.0,0.0
THEMIS,Baseline,AME,Environmental impacts,Biomass|w/ CCS,TAX0_begr_betr_ir,Human toxicity,Operation,"kg 1,4-DCB-Eq/kWh",0.10711,0.07657,0.065614
THEMIS,Baseline,AME,Environmental impacts,Biomass|w/ CCS,TAX0_begr_betr_ir,Ionising radiation,Construction,kg U235-Eq/MW,12406.4745,12892.4329,13269.1501
THEMIS,Baseline,AME,Environmental impacts,Biomass|w/ CCS,TAX0_begr_betr_ir,Ionising radiation,End-of-life,kg U235-Eq/MW,0.0,0.0,0.0
THEMIS,Baseline,AME,Environmental impacts,Biomass|w/ CCS,TAX0_begr_betr_ir,Ionising radiation,Operation,kg U235-Eq/kWh,0.017455,0.0092178,0.015234
THEMIS,Baseline,AME,Environmental impacts,Biomass|w/ CCS,TAX0_begr_betr_ir,Iron,Construction,t Fe/MW,245.5841,239.2057,236.1393
THEMIS,Baseline,AME,Environmental impacts,Biomass|w/ CCS,TAX0_begr_betr_ir,Iron,End-of-life,t Fe/MW,0.0,0.0,0.0
THEMIS,Baseline,AME,Environmental impacts,Biomass|w/ CCS,TAX0_begr_betr_ir,Iron,Operation,t Fe/kWh,4.0624e-06,2.7923e-06,3.5489e-06
THEMIS,Baseline,AME,Environmental impacts,Biomass|w/ CCS,TAX0_begr_betr_ir,Land occupation,Construction,m2a/MW,32640.9464,31931.1791,31473.1304
THEMIS,Baseline,AME,Environmental impacts,Biomass|w/ CCS,TAX0_begr_betr_ir,Land occupation,End-of-life,m2a/MW,0.0,0.0,0.0
THEMIS,Baseline,AME,Environmental impacts,Biomass|w/ CCS,TAX0_begr_betr_ir,Land occupation,Operation,m2a/kWh,0.52996,0.3707,0.29961
THEMIS,Baseline,AME,Environmental impacts,Biomass|w/ CCS,TAX0_begr_betr_ir,Marine eutrophication,Construction,kg N-Eq/MW,118.8481,107.5008,103.872
THEMIS,Baseline,AME,Environmental impacts,Biomass|w/ CCS,TAX0_begr_betr_ir,Marine eutrophication,End-of-life,kg N-Eq/MW,0.0,0.0,0.0
THEMIS,Baseline,AME,Environmental impacts,Biomass|w/ CCS,TAX0_begr_betr_ir,Marine eutrophication,Operation,kg N-Eq/kWh,0.00032103,0.00024987,0.00030513
THEMIS,Baseline,AME,Environmental impacts,Biomass|w/ CCS,TAX0_begr_betr_ir,Mineral resource depletion,Construction,kg Fe-Eq/MW,319220.1463,311000.1438,307023.3732
THEMIS,Baseline,AME,Environmental impacts,Biomass|w/ CCS,TAX0_begr_betr_ir,Mineral resource depletion,End-of-life,kg Fe-Eq/MW,0.0,0.0,0.0
THEMIS,Baseline,AME,Environmental impacts,Biomass|w/ CCS,TAX0_begr_betr_ir,Mineral resource depletion,Operation,kg Fe-Eq/kWh,0.00786,0.0052977,0.0069126
THEMIS,Baseline,AME,Environmental impacts,Biomass|w/ CCS,TAX0_begr_betr_rf,Aluminium,Construction,t Al/MW,1.7232,1.6783,1.6572
THEMIS,Baseline,AME,Environmental impacts,Biomass|w/ CCS,TAX0_begr_betr_rf,Aluminium,End-of-life,t Al/MW,0.0,0.0,0.0
THEMIS,Baseline,AME,Environmental impacts,Biomass|w/ CCS,TAX0_begr_betr_rf,Aluminium,Operation,t Al/kWh,4.1053e-08,3.4024e-08,3.7864e-08
THEMIS,Baseline,AME,Environmental impacts,Biomass|w/ CCS,TAX0_begr_betr_rf,Cement,Construction,t cement/MW,80.291,78.2086,77.208
THEMIS,Baseline,AME,Environmental impacts,Biomass|w/ CCS,TAX0_begr_betr_rf,Cement,End-of-life,t cement/MW,0.0,0.0,0.0
THEMIS,Baseline,AME,Environmental impacts,Biomass|w/ CCS,TAX0_begr_betr_rf,Cement,Operation,t cement/kWh,5.0593e-07,4.3176e-07,4.575e-07
THEMIS,Baseline,AME,Environmental impacts,Biomass|w/ CCS,TAX0_begr_betr_rf,Copper,Construction,t Cu/MW,2.6793,2.6107,2.5776
THEMIS,Baseline,AME,Environmental impacts,Biomass|w/ CCS,TAX0_begr_betr_rf,Copper,End-of-life,t Cu/MW,0.0,0.0,0.0
THEMIS,Baseline,AME,Environmental impacts,Biomass|w/ CCS,TAX0_begr_betr_rf,Copper,Operation,t Cu/kWh,3.1e-08,2.4925e-08,2.8718e-08
THEMIS,Baseline,AME,Environmental impacts,Biomass|w/ CCS,TAX0_begr_betr_rf,Freshwater ecotoxicity,Construction,"kg 1,4-DCB-Eq/MW",9593.4244,9283.1814,9193.3816
THEMIS,Baseline,AME,Environmental impacts,Biomass|w/ CCS,TAX0_begr_betr_rf,Freshwater ecotoxicity,End-of-life,"kg 1,4-DCB-Eq/MW",0.0,0.0,0.0
THEMIS,Baseline,AME,Environmental impacts,Biomass|w/ CCS,TAX0_begr_betr_rf,Freshwater ecotoxicity,Operation,"kg 1,4-DCB-Eq/kWh",0.0018363,0.0014552,0.0013184
THEMIS,Baseline,AME,Environmental impacts,Biomass|w/ CCS,TAX0_begr_betr_rf,Freshwater eutrophication,Construction,kg P-Eq/MW,287.4475,274.5353,272.3689
THEMIS,Baseline,AME,Environmental impacts,Biomass|w/ CCS,TAX0_begr_betr_rf,Freshwater eutrophication,End-of-life,kg P-Eq/MW,0.0,0.0,0.0
THEMIS,Baseline,AME,Environmental impacts,Biomass|w/ CCS,TAX0_begr_betr_rf,Freshwater eutrophication,Operation,kg P-Eq/kWh,5.2921e-05,4.3069e-05,4.3006e-05
THEMIS,Baseline,AME,Environmental impacts,Biomass|w/ CCS,TAX0_begr_betr_rf,Human toxicity,Construction,"kg 1,4-DCB-Eq/MW",291210.0415,257326.4101,232001.0507
THEMIS,Baseline,AME,Environmental impacts,Biomass|w/ CCS,TAX0_begr_betr_rf,Human toxicity,End-of-life,"kg 1,4-DCB-Eq/MW",0.0,0.0,0.0
THEMIS,Baseline,AME,Environmental impacts,Biomass|w/ CCS,TAX0_begr_betr_rf,Human toxicity,Operation,"kg 1,4-DCB-Eq/kWh",0.10877,0.079561,0.067364
THEMIS,Baseline,AME,Environmental impacts,Biomass|w/ CCS,TAX0_begr_betr_rf,Ionising radiation,Construction,kg U235-Eq/MW,12406.4745,12892.4329,13269.1501
THEMIS,Baseline,AME,Environmental impacts,Biomass|w/ CCS,TAX0_begr_betr_rf,Ionising radiation,End-of-life,kg U235-Eq/MW,0.0,0.0,0.0
