node_origin,node_loc,technology,year_vtg,year_act,mode,commodity,level,value,time,time_origin,unit
R12_AFR,R12_AFR,energy_bulk_carrier_loil,broadcast,broadcast,AFR-RCPA,lightoil,,5.976545551660282e-08,year,year,GWa
R12_AFR,R12_AFR,energy_bulk_carrier_loil,broadcast,broadcast,AFR-CHN,lightoil,,5.976545551660282e-08,year,year,GWa
R12_AFR,R12_AFR,energy_bulk_carrier_loil,broadcast,broadcast,AFR-EEU,lightoil,,5.976545551660282e-08,year,year,GWa
R12_AFR,R12_AFR,energy_bulk_carrier_loil,broadcast,broadcast,AFR-FSU,lightoil,,5.976545551660282e-08,year,year,GWa
R12_AFR,R12_AFR,energy_bulk_carrier_loil,broadcast,broadcast,AFR-LAM,lightoil,,5.976545551660282e-08,year,year,GWa
R12_AFR,R12_AFR,energy_bulk_carrier_loil,broadcast,broadcast,AFR-MEA,lightoil,,5.976545551660282e-08,year,year,GWa
R12_AFR,R12_AFR,energy_bulk_carrier_loil,broadcast,broadcast,AFR-NAM,lightoil,,5.976545551660282e-08,year,year,GWa
R12_AFR,R12_AFR,energy_bulk_carrier_loil,broadcast,broadcast,AFR-PAO,lightoil,,5.976545551660282e-08,year,year,GWa
R12_AFR,R12_AFR,energy_bulk_carrier_loil,broadcast,broadcast,AFR-PAS,lightoil,,5.976545551660282e-08,year,year,GWa
R12_AFR,R12_AFR,energy_bulk_carrier_loil,broadcast,broadcast,AFR-SAS,lightoil,,5.976545551660282e-08,year,year,GWa
R12_AFR,R12_AFR,energy_bulk_carrier_loil,broadcast,broadcast,AFR-WEU,lightoil,,5.976545551660282e-08,year,year,GWa
R12_RCPA,R12_RCPA,energy_bulk_carrier_loil,broadcast,broadcast,RCPA-AFR,lightoil,,6.382108844699875e-07,year,year,GWa
R12_RCPA,R12_RCPA,energy_bulk_carrier_loil,broadcast,broadcast,RCPA-CHN,lightoil,,6.382108844699875e-07,year,year,GWa
R12_RCPA,R12_RCPA,energy_bulk_carrier_loil,broadcast,broadcast,RCPA-EEU,lightoil,,6.382108844699875e-07,year,year,GWa
R12_RCPA,R12_RCPA,energy_bulk_carrier_loil,broadcast,broadcast,RCPA-FSU,lightoil,,6.382108844699875e-07,year,year,GWa
R12_RCPA,R12_RCPA,energy_bulk_carrier_loil,broadcast,broadcast,RCPA-LAM,lightoil,,6.382108844699875e-07,year,year,GWa
R12_RCPA,R12_RCPA,energy_bulk_carrier_loil,broadcast,broadcast,RCPA-MEA,lightoil,,6.382108844699875e-07,year,year,GWa
R12_RCPA,R12_RCPA,energy_bulk_carrier_loil,broadcast,broadcast,RCPA-NAM,lightoil,,6.382108844699875e-07,year,year,GWa
R12_RCPA,R12_RCPA,energy_bulk_carrier_loil,broadcast,broadcast,RCPA-PAO,lightoil,,6.382108844699875e-07,year,year,GWa
R12_RCPA,R12_RCPA,energy_bulk_carrier_loil,broadcast,broadcast,RCPA-PAS,lightoil,,6.382108844699875e-07,year,year,GWa
R12_RCPA,R12_RCPA,energy_bulk_carrier_loil,broadcast,broadcast,RCPA-SAS,lightoil,,6.382108844699875e-07,year,year,GWa
R12_RCPA,R12_RCPA,energy_bulk_carrier_loil,broadcast,broadcast,RCPA-WEU,lightoil,,6.382108844699875e-07,year,year,GWa
R12_CHN,R12_CHN,energy_bulk_carrier_loil,broadcast,broadcast,CHN-AFR,lightoil,,3.1304726401580054e-08,year,year,GWa
