parameter,node_loc,technology,year_act,mode,time,value,unit,year_vtg
historical_new_capacity,R12_RCPA,export_NH3,,,,0.0,t,2010.0
historical_new_capacity,R12_SAS,export_NH3,,,,0.001469983999999999,t,2010.0
historical_new_capacity,R12_WEU,export_NH3,,,,0.0,t,2010.0
historical_new_capacity,R12_AFR,export_NH3,,,,0.0,t,2015.0
historical_new_capacity,R12_CHN,export_NH3,,,,0.006259921599999998,t,2015.0
historical_new_capacity,R12_EEU,export_NH3,,,,0.0,t,2015.0
historical_new_capacity,R12_FSU,export_NH3,,,,0.0,t,2015.0
historical_new_capacity,R12_LAM,export_NH3,,,,0.0,t,2015.0
historical_new_capacity,R12_MEA,export_NH3,,,,0.4945968295999998,t,2015.0
historical_new_capacity,R12_NAM,export_NH3,,,,0.0,t,2015.0
historical_new_capacity,R12_PAO,export_NH3,,,,0.0,t,2015.0
historical_new_capacity,R12_PAS,export_NH3,,,,0.0,t,2015.0
historical_new_capacity,R12_RCPA,export_NH3,,,,0.0,t,2015.0
historical_new_capacity,R12_SAS,export_NH3,,,,0.0,t,2015.0
historical_new_capacity,R12_WEU,export_NH3,,,,0.007109208600000005,t,2015.0
historical_new_capacity,R12_WEU,export_NH3,,,,0.0040169422,t,2000.0
historical_new_capacity,R12_WEU,export_NH3,,,,3.5163e-05,t,2000.0
historical_new_capacity,R12_WEU,export_NH3,,,,0.103116704,t,2000.0
historical_new_capacity,R12_WEU,export_NH3,,,,0.9920742378,t,2000.0
historical_new_capacity,R12_WEU,export_NH3,,,,0.4924454868,t,2000.0
historical_new_capacity,R12_WEU,export_NH3,,,,0.2709752656,t,2000.0
historical_new_capacity,R12_WEU,export_NH3,,,,0.1666138322,t,2000.0
historical_new_capacity,R12_WEU,export_NH3,,,,0.0001006156,t,2000.0
historical_new_capacity,R12_WEU,export_NH3,,,,0.07340862,t,2000.0
historical_new_capacity,R12_WEU,export_NH3,,,,6e-10,t,2000.0
historical_new_capacity,R12_WEU,export_NH3,,,,0.007023860400000001,t,2000.0
historical_new_capacity,R12_WEU,export_NH3,,,,0.0111236542,t,2000.0
historical_new_capacity,R12_AFR,export_NFert,,,,0.007152542790000001,t,2000.0
historical_new_capacity,R12_CHN,export_NFert,,,,0.09109791692400002,t,2000.0
historical_new_capacity,R12_EEU,export_NFert,,,,0.280541953244,t,2000.0
historical_new_capacity,R12_FSU,export_NFert,,,,1.120626974902,t,2000.0
historical_new_capacity,R12_LAM,export_NFert,,,,0.039426647464,t,2000.0
historical_new_capacity,R12_MEA,export_NFert,,,,0.52779211713,t,2000.0
historical_new_capacity,R12_NAM,export_NFert,,,,0.149120877582,t,2000.0
historical_new_capacity,R12_PAO,export_NFert,,,,0.050970328442,t,2000.0
historical_new_capacity,R12_PAS,export_NFert,,,,0.18547896832,t,2000.0
historical_new_capacity,R12_RCPA,export_NFert,,,,0.00011946584,t,2000.0
historical_new_capacity,R12_SAS,export_NFert,,,,0.042356333204,t,2000.0
historical_new_capacity,R12_WEU,export_NFert,,,,0.143314325314,t,2000.0
historical_new_capacity,R12_AFR,export_NFert,,,,4.805908999999942e-05,t,2005.0
historical_new_capacity,R12_CHN,export_NFert,,,,0.09136368689400001,t,2005.0
historical_new_capacity,R12_EEU,export_NFert,,,,0.03378298864800002,t,2005.0
historical_new_capacity,R12_FSU,export_NFert,,,,0.05742810079800016,t,2005.0
historical_new_capacity,R12_LAM,export_NFert,,,,0.04630200414399999,t,2005.0
historical_new_capacity,R12_MEA,export_NFert,,,,0.235217429268,t,2005.0
historical_new_capacity,R12_NAM,export_NFert,,,,0.0,t,2005.0
historical_new_capacity,R12_PAO,export_NFert,,,,0.0,t,2005.0
historical_new_capacity,R12_PAS,export_NFert,,,,0.0,t,2005.0
historical_new_capacity,R12_RCPA,export_NFert,,,,0.0014927642,t,2005.0
historical_new_capacity,R12_SAS,export_NFert,,,,0.0,t,2005.0
historical_new_capacity,R12_WEU,export_NFert,,,,0.001269085717999974,t,2005.0
historical_new_capacity,R12_AFR,export_NFert,,,,0.0,t,2010.0
historical_new_capacity,R12_CHN,export_NFert,,,,0.528484473332,t,2010.0
historical_new_capacity,R12_EEU,export_NFert,,,,0.0,t,2010.0
historical_new_capacity,R12_FSU,export_NFert,,,,0.0,t,2010.0
historical_new_capacity,R12_LAM,export_NFert,,,,0.0,t,2010.0
historical_new_capacity,R12_MEA,export_NFert,,,,0.815972623178,t,2010.0
historical_new_capacity,R12_NAM,export_NFert,,,,0.0,t,2010.0
historical_new_capacity,R12_PAO,export_NFert,,,,0.004937472623999994,t,2010.0
historical_new_capacity,R12_PAS,export_NFert,,,,0.0,t,2010.0
historical_new_capacity,R12_RCPA,export_NFert,,,,0.0,t,2010.0
historical_new_capacity,R12_SAS,export_NFert,,,,0.0,t,2010.0
historical_new_capacity,R12_WEU,export_NFert,,,,0.02648242683599999,t,2010.0
historical_new_capacity,R12_AFR,export_NFert,,,,0.003967783139999998,t,2015.0
historical_new_capacity,R12_CHN,export_NFert,,,,0.823050103938,t,2015.0
historical_new_capacity,R12_EEU,export_NFert,,,,0.0,t,2015.0
historical_new_capacity,R12_FSU,export_NFert,,,,0.0,t,2015.0
historical_new_capacity,R12_LAM,export_NFert,,,,0.0,t,2015.0
historical_new_capacity,R12_MEA,export_NFert,,,,0.2830066437499997,t,2015.0
historical_new_capacity,R12_NAM,export_NFert,,,,0.0,t,2015.0
historical_new_capacity,R12_PAO,export_NFert,,,,0.0,t,2015.0
historical_new_capacity,R12_PAS,export_NFert,,,,0.0,t,2015.0
historical_new_capacity,R12_RCPA,export_NFert,,,,0.002032005740000001,t,2015.0
historical_new_capacity,R12_SAS,export_NFert,,,,0.0,t,2015.0
historical_new_capacity,R12_WEU,export_NFert,,,,0.05417017125600001,t,2015.0
