model,scenario,node,variable,unit,sensitivity,output_2020,output_2025,output_2030,output_2035,output_2040,output_2045,output_2050,output_2055,output_2060,output_2065,output_2070,output_2075,output_2080,output_2085,output_2090,output_2095,output_2100,output_2110
GLOMIS,SSP2-R,AFR,Infrastructure|Bridges|Area,bn m2/yr,high,.036841597,.044769291,.054934449,.068524055,.084941283,.10474811,.13760996,.17764451,.22835167,.22835167,.22835167,.22835167,.22835167,.22835167,.22835167,.22835167,.22835167,.22835167
GLOMIS,SSP2-R,AFR,Infrastructure|Buildings|Area,bn m2/yr,high,.0032900779,.0039980481,.0049058311,.0061194291,.0075855432,.0093543576,.012289032,.015864253,.020392574,.020392574,.020392574,.020392574,.020392574,.020392574,.020392574,.020392574,.020392574,.020392574
GLOMIS,SSP2-R,AFR,Infrastructure|Charging stations|Area,bn m2/yr,high,1.1900000e-07,1.4500000e-07,1.7799999e-07,2.2200000e-07,2.7499999e-07,3.4000001e-07,4.4600000e-07,5.7599999e-07,7.4100001e-07,7.4100001e-07,7.4100001e-07,7.4100001e-07,7.4100001e-07,7.4100001e-07,7.4100001e-07,7.4100001e-07,7.4100001e-07,7.4100001e-07
GLOMIS,SSP2-R,AFR,Infrastructure|Fuel stations|Area,bn m2/yr,high,.0067655472,.0082213804,.010088097,.012583677,.015598517,.019235818,.025270527,.03262243,.041934233,.041934233,.041934233,.041934233,.041934233,.041934233,.041934233,.041934233,.041934233,.041934233
GLOMIS,SSP2-R,AFR,Infrastructure|Parking|Area,bn m2/yr,high,.076428391,.092874512,.11396226,.1421541,.17621185,.21730134,.2854737,.36852598,.47371864,.47371864,.47371864,.47371864,.47371864,.47371864,.47371864,.47371864,.47371864,.47371864
GLOMIS,SSP2-R,AFR,Infrastructure|Rail|Area,bn m2/yr,high,.76701915,.932069,1.1437012,1.4266285,1.7684249,2.1807904,2.864954,3.6984489,4.7541409,4.7541409,4.7541409,4.7541409,4.7541409,4.7541409,4.7541409,4.7541409,4.7541409,4.7541409
GLOMIS,SSP2-R,AFR,Infrastructure|Roads|Area,bn m2/yr,high,38.070324,46.262428,56.766609,70.809456,87.774223,108.24163,142.19949,183.56927,235.96759,235.96759,235.96759,235.96759,235.96759,235.96759,235.96759,235.96759,235.96759,235.96759
GLOMIS,SSP2-R,AFR,Infrastructure|Runways|Area,bn m2/yr,high,.021315292,.025901984,.031783201,.039645683,.04914413,.060603678,.079616435,.10277906,.1321165,.1321165,.1321165,.1321165,.1321165,.1321165,.1321165,.1321165,.1321165,.1321165
GLOMIS,SSP2-R,AFR,Infrastructure|Tunnels|Area,bn m2/yr,high,.0038268899,.004650373,.0057062702,.0071178791,.0088232048,.010880622,.014294117,.018452676,.02371984,.02371984,.02371984,.02371984,.02371984,.02371984,.02371984,.02371984,.02371984,.02371984
GLOMIS,SSP2-R,CHN,Infrastructure|Bridges|Area,bn m2/yr,high,1.8566518,2.2723184,2.8061357,3.2750747,3.6062121,3.8583961,4.0569243,4.1910982,4.2871823,4.2871823,4.2871823,4.2871823,4.2871823,4.2871823,4.2871823,4.2871823,4.2871823,4.2871823
