model,scenario,node,variable,unit,sensitivity,output_2020,output_2025,output_2030,output_2035,output_2040,output_2045,output_2050,output_2055,output_2060,output_2065,output_2070,output_2075,output_2080,output_2085,output_2090,output_2095,output_2100,output_2110
GLOMIS,LED-SSP2,AFR,Infrastructure|Bridges|Area,bn m2/yr,high,.036841597,.044769291,.048315994,.058349565,.069940686,.09019275,.11807659,.15210208,.18743375,.18743375,.18743375,.18743375,.18743375,.18743375,.18743375,.18743375,.18743375,.18743375
GLOMIS,LED-SSP2,AFR,Infrastructure|Buildings|Area,bn m2/yr,high,.0032900779,.0039980481,.0043147812,.0052108131,.0062459391,.0080545172,.010544637,.013583228,.016738463,.016738463,.016738463,.016738463,.016738463,.016738463,.016738463,.016738463,.016738463,.016738463
GLOMIS,LED-SSP2,AFR,Infrastructure|Charging stations|Area,bn m2/yr,high,1.1900000e-07,1.4500000e-07,1.5700000e-07,1.8900000e-07,2.2700000e-07,2.9300000e-07,3.8300001e-07,4.9300002e-07,6.0799999e-07,6.0799999e-07,6.0799999e-07,6.0799999e-07,6.0799999e-07,6.0799999e-07,6.0799999e-07,6.0799999e-07,6.0799999e-07,6.0799999e-07
GLOMIS,LED-SSP2,AFR,Infrastructure|Fuel stations|Area,bn m2/yr,high,.0067655472,.0082213804,.0088726915,.010715245,.012843825,.01656289,.021683445,.027931849,.034420107,.034420107,.034420107,.034420107,.034420107,.034420107,.034420107,.034420107,.034420107,.034420107
GLOMIS,LED-SSP2,AFR,Infrastructure|Parking|Area,bn m2/yr,high,.076428391,.092874512,.10023219,.12104697,.1450929,.1871061,.2449515,.31553787,.38883385,.38883385,.38883385,.38883385,.38883385,.38883385,.38883385,.38883385,.38883385,.38883385
GLOMIS,LED-SSP2,AFR,Infrastructure|Rail|Area,bn m2/yr,high,.76701915,.932069,1.0059091,1.2148018,1.4561218,1.8777572,2.4582815,3.166671,3.9022543,3.9022543,3.9022543,3.9022543,3.9022543,3.9022543,3.9022543,3.9022543,3.9022543,3.9022543
GLOMIS,LED-SSP2,AFR,Infrastructure|Roads|Area,bn m2/yr,high,38.070324,46.262428,49.927418,60.295628,72.273338,93.200844,122.01466,157.17496,193.68498,193.68498,193.68498,193.68498,193.68498,193.68498,193.68498,193.68498,193.68498,193.68498
GLOMIS,LED-SSP2,AFR,Infrastructure|Runways|Area,bn m2/yr,high,.021315292,.025901984,.027953988,.033759069,.040465299,.052182447,.068315096,.08800108,.10844278,.10844278,.10844278,.10844278,.10844278,.10844278,.10844278,.10844278,.10844278,.10844278
GLOMIS,LED-SSP2,AFR,Infrastructure|Tunnels|Area,bn m2/yr,high,.0038268899,.004650373,.0050187842,.0060610129,.0072650309,.0093686963,.012265108,.015799476,.019469524,.019469524,.019469524,.019469524,.019469524,.019469524,.019469524,.019469524,.019469524,.019469524
GLOMIS,LED-SSP2,CHN,Infrastructure|Bridges|Area,bn m2/yr,high,1.856645,2.27232,2.4568238,2.5692716,2.5727305,2.5727305,2.5727305,2.5727305,2.5727305,2.5727305,2.5727305,2.5727305,2.5727305,2.5727305,2.5727305,2.5727305,2.5727305,2.5727305
GLOMIS,LED-SSP2,CHN,Infrastructure|Buildings|Area,bn m2/yr,high,.040454879,.049512126,.053532314,.055982467,.056057833,.056057833,.056057833,.056057833,.056057833,.056057833,.056057833,.056057833,.056057833,.056057833,.056057833,.056057833,.056057833,.056057833
GLOMIS,LED-SSP2,CHN,Infrastructure|Charging stations|Area,bn m2/yr,high,8.7100000e-07,1.0700001e-06,1.1500000e-06,1.2100001e-06,1.2100001e-06,1.2100001e-06,1.2100001e-06,1.2100001e-06,1.2100001e-06,1.2100001e-06,1.2100001e-06,1.2100001e-06,1.2100001e-06,1.2100001e-06,1.2100001e-06,1.2100001e-06,1.2100001e-06,1.2100001e-06
GLOMIS,LED-SSP2,CHN,Infrastructure|Fuel stations|Area,bn m2/yr,high,.017830744,.021822784,.023594707,.024674628,.024707848,.024707848,.024707848,.024707848,.024707848,.024707848,.024707848,.024707848,.024707848,.024707848,.024707848,.024707848,.024707848,.024707848
GLOMIS,LED-SSP2,CHN,Infrastructure|Parking|Area,bn m2/yr,high,.20706092,.25341877,.2739954,.28653604,.2869218,.2869218,.2869218,.2869218,.2869218,.2869218,.2869218,.2869218,.2869218,.2869218,.2869218,.2869218,.2869218,.2869218
GLOMIS,LED-SSP2,CHN,Infrastructure|Rail|Area,bn m2/yr,high,1.9378462,2.371701,2.5642736,2.6816397,2.68525,2.68525,2.68525,2.68525,2.68525,2.68525,2.68525,2.68525,2.68525,2.68525,2.68525,2.68525,2.68525,2.68525
GLOMIS,LED-SSP2,CHN,Infrastructure|Roads|Area,bn m2/yr,high,30.792757,37.686798,40.746819,42.611786,42.669151,42.669151,42.669151,42.669151,42.669151,42.669151,42.669151,42.669151,42.669151,42.669151,42.669151,42.669151,42.669151,42.669151
GLOMIS,LED-SSP2,CHN,Infrastructure|Runways|Area,bn m2/yr,high,.049626112,.060736664,.06566824,.068673857,.068766303,.068766303,.068766303,.068766303,.068766303,.068766303,.068766303,.068766303,.068766303,.068766303,.068766303,.068766303,.068766303,.068766303
GLOMIS,LED-SSP2,CHN,Infrastructure|Tunnels|Area,bn m2/yr,high,1.0381017,1.2705172,1.3736783,1.4365509,1.438485,1.438485,1.438485,1.438485,1.438485,1.438485,1.438485,1.438485,1.438485,1.438485,1.438485,1.438485,1.438485,1.438485
GLOMIS,LED-SSP2,EEU,Infrastructure|Bridges|Area,bn m2/yr,high,.069393203,.080004029,.080004029,.080004029,.080004029,.080004029,.080004029,.080004029,.080004029,.080004029,.080004029,.080004029,.080004029,.080004029,.080004029,.080004029,.080004029,.080004029
GLOMIS,LED-SSP2,EEU,Infrastructure|Buildings|Area,bn m2/yr,high,.016986506,.019583894,.019583894,.019583894,.019583894,.019583894,.019583894,.019583894,.019583894,.019583894,.019583894,.019583894,.019583894,.019583894,.019583894,.019583894,.019583894,.019583894
GLOMIS,LED-SSP2,EEU,Infrastructure|Charging stations|Area,bn m2/yr,high,4.5600000e-06,5.2599999e-06,5.2599999e-06,5.2599999e-06,5.2599999e-06,5.2599999e-06,5.2599999e-06,5.2599999e-06,5.2599999e-06,5.2599999e-06,5.2599999e-06,5.2599999e-06,5.2599999e-06,5.2599999e-06,5.2599999e-06,5.2599999e-06,5.2599999e-06,5.2599999e-06
GLOMIS,LED-SSP2,EEU,Infrastructure|Fuel stations|Area,bn m2/yr,high,.0080668703,.009300366,.009300366,.009300366,.009300366,.009300366,.009300366,.009300366,.009300366,.009300366,.009300366,.009300366,.009300366,.009300366,.009300366,.009300366,.009300366,.009300366
GLOMIS,LED-SSP2,EEU,Infrastructure|Parking|Area,bn m2/yr,high,.3900516,.44969395,.44969395,.44969395,.44969395,.44969395,.44969395,.44969395,.44969395,.44969395,.44969395,.44969395,.44969395,.44969395,.44969395,.44969395,.44969395,.44969395
GLOMIS,LED-SSP2,EEU,Infrastructure|Rail|Area,bn m2/yr,high,1.2811074,1.4770001,1.4770001,1.4770001,1.4770001,1.4770001,1.4770001,1.4770001,1.4770001,1.4770001,1.4770001,1.4770001,1.4770001,1.4770001,1.4770001,1.4770001,1.4770001,1.4770001
GLOMIS,LED-SSP2,EEU,Infrastructure|Roads|Area,bn m2/yr,high,17.190723,19.81934,19.81934,19.81934,19.81934,19.81934,19.81934,19.81934,19.81934,19.81934,19.81934,19.81934,19.81934,19.81934,19.81934,19.81934,19.81934,19.81934
GLOMIS,LED-SSP2,EEU,Infrastructure|Tunnels|Area,bn m2/yr,high,.02498094,.028800748,.028800748,.028800748,.028800748,.028800748,.028800748,.028800748,.028800748,.028800748,.028800748,.028800748,.028800748,.028800748,.028800748,.028800748,.028800748,.028800748
GLOMIS,LED-SSP2,FSU,Infrastructure|Bridges|Area,bn m2/yr,high,.095113553,.10243275,.10652854,.11342249,.11845357,.12123463,.12183091,.12233935,.12233935,.12233935,.12233935,.12233935,.12233935,.12233935,.12233935,.12233935,.12233935,.12233935
GLOMIS,LED-SSP2,FSU,Infrastructure|Buildings|Area,bn m2/yr,high,.024378356,.026254328,.027304109,.029071081,.030360591,.031073399,.031226231,.031356547,.031356547,.031356547,.031356547,.031356547,.031356547,.031356547,.031356547,.031356547,.031356547,.031356547
GLOMIS,LED-SSP2,FSU,Infrastructure|Charging stations|Area,bn m2/yr,high,1.6600000e-06,1.7900001e-06,1.8600000e-06,1.9800000e-06,2.0699999e-06,2.1200001e-06,2.1300000e-06,2.1400001e-06,2.1400001e-06,2.1400001e-06,2.1400001e-06,2.1400001e-06,2.1400001e-06,2.1400001e-06,2.1400001e-06,2.1400001e-06,2.1400001e-06,2.1400001e-06
GLOMIS,LED-SSP2,FSU,Infrastructure|Fuel stations|Area,bn m2/yr,high,.023584845,.025399752,.026415369,.028124824,.029372357,.030061962,.030209821,.030335896,.030335896,.030335896,.030335896,.030335896,.030335896,.030335896,.030335896,.030335896,.030335896,.030335896
GLOMIS,LED-SSP2,FSU,Infrastructure|Parking|Area,bn m2/yr,high,.38307434,.4125528,.42904881,.45681447,.47707739,.48827827,.49067983,.49272755,.49272755,.49272755,.49272755,.49272755,.49272755,.49272755,.49272755,.49272755,.49272755,.49272755
