model,scenario,node,variable,unit,sensitivity,output_2020,output_2025,output_2030,output_2035,output_2040,output_2045,output_2050,output_2055,output_2060,output_2065,output_2070,output_2075,output_2080,output_2085,output_2090,output_2095,output_2100,output_2110
GLOMIS,Circular-N,AFR,Infrastructure|Bridges|Area,bn m2/yr,high,.036841597,.044769291,.048778061,.05886649,.070939131,.084108688,.098917358,.13504736,.17480282,.17480282,.17480282,.17480282,.17480282,.17480282,.17480282,.17480282,.17480282,.17480282
GLOMIS,Circular-N,AFR,Infrastructure|Buildings|Area,bn m2/yr,high,.0032900779,.0039980481,.0043560448,.005256976,.006335102,.0075111892,.0088336533,.012060183,.015610482,.015610482,.015610482,.015610482,.015610482,.015610482,.015610482,.015610482,.015610482,.015610482
GLOMIS,Circular-N,AFR,Infrastructure|Charging stations|Area,bn m2/yr,high,1.1900000e-07,1.4500000e-07,1.5800001e-07,1.9100000e-07,2.3000000e-07,2.7300001e-07,3.2099999e-07,4.3800000e-07,5.6699997e-07,5.6699997e-07,5.6699997e-07,5.6699997e-07,5.6699997e-07,5.6699997e-07,5.6699997e-07,5.6699997e-07,5.6699997e-07,5.6699997e-07
GLOMIS,Circular-N,AFR,Infrastructure|Fuel stations|Area,bn m2/yr,high,.0067655472,.0082213804,.0089575453,.010810172,.013027177,.01544562,.018165069,.024799937,.032100584,.032100584,.032100584,.032100584,.032100584,.032100584,.032100584,.032100584,.032100584,.032100584
GLOMIS,Circular-N,AFR,Infrastructure|Parking|Area,bn m2/yr,high,.076428391,.092874512,.10119075,.12211933,.14716418,.17448463,.20520541,.2801576,.36263084,.36263084,.36263084,.36263084,.36263084,.36263084,.36263084,.36263084,.36263084,.36263084
GLOMIS,Circular-N,AFR,Infrastructure|Rail|Area,bn m2/yr,high,.76701915,.932069,1.015529,1.2255638,1.4769087,1.751091,2.0593982,2.8116024,3.6392868,3.6392868,3.6392868,3.6392868,3.6392868,3.6392868,3.6392868,3.6392868,3.6392868,3.6392868
GLOMIS,Circular-N,AFR,Infrastructure|Roads|Area,bn m2/yr,high,38.070324,46.262428,50.404896,60.829792,73.305069,86.913864,102.21643,139.55142,180.63281,180.63281,180.63281,180.63281,180.63281,180.63281,180.63281,180.63281,180.63281,180.63281
GLOMIS,Circular-N,AFR,Infrastructure|Runways|Area,bn m2/yr,high,.021315292,.025901984,.028221324,.034058142,.041042961,.04866242,.057230216,.078133799,.10113496,.10113496,.10113496,.10113496,.10113496,.10113496,.10113496,.10113496,.10113496,.10113496
GLOMIS,Circular-N,AFR,Infrastructure|Tunnels|Area,bn m2/yr,high,.0038268899,.004650373,.0050667799,.0061147069,.007368742,.0087367203,.010274958,.014027932,.018157499,.018157499,.018157499,.018157499,.018157499,.018157499,.018157499,.018157499,.018157499,.018157499
GLOMIS,Circular-N,CHN,Infrastructure|Bridges|Area,bn m2/yr,high,1.8563676,2.2723894,2.6410258,2.8214023,2.8214023,2.8214023,2.8214023,2.8214023,2.8214023,2.8214023,2.8214023,2.8214023,2.8214023,2.8214023,2.8214023,2.8214023,2.8214023,2.8214023
GLOMIS,Circular-N,CHN,Infrastructure|Buildings|Area,bn m2/yr,high,.040448833,.049513634,.057545941,.061476208,.061476208,.061476208,.061476208,.061476208,.061476208,.061476208,.061476208,.061476208,.061476208,.061476208,.061476208,.061476208,.061476208,.061476208
GLOMIS,Circular-N,CHN,Infrastructure|Charging stations|Area,bn m2/yr,high,8.7100000e-07,1.0700001e-06,1.2400000e-06,1.3200000e-06,1.3200000e-06,1.3200000e-06,1.3200000e-06,1.3200000e-06,1.3200000e-06,1.3200000e-06,1.3200000e-06,1.3200000e-06,1.3200000e-06,1.3200000e-06,1.3200000e-06,1.3200000e-06,1.3200000e-06,1.3200000e-06
GLOMIS,Circular-N,CHN,Infrastructure|Fuel stations|Area,bn m2/yr,high,.017828083,.021823451,.02536374,.027096029,.027096029,.027096029,.027096029,.027096029,.027096029,.027096029,.027096029,.027096029,.027096029,.027096029,.027096029,.027096029,.027096029,.027096029
GLOMIS,Circular-N,CHN,Infrastructure|Parking|Area,bn m2/yr,high,.20702997,.25342649,.29453841,.31465471,.31465471,.31465471,.31465471,.31465471,.31465471,.31465471,.31465471,.31465471,.31465471,.31465471,.31465471,.31465471,.31465471,.31465471
GLOMIS,Circular-N,CHN,Infrastructure|Rail|Area,bn m2/yr,high,1.9375566,2.3717735,2.7565324,2.9447975,2.9447975,2.9447975,2.9447975,2.9447975,2.9447975,2.9447975,2.9447975,2.9447975,2.9447975,2.9447975,2.9447975,2.9447975,2.9447975,2.9447975
GLOMIS,Circular-N,CHN,Infrastructure|Roads|Area,bn m2/yr,high,30.788157,37.68795,43.801846,46.793415,46.793415,46.793415,46.793415,46.793415,46.793415,46.793415,46.793415,46.793415,46.793415,46.793415,46.793415,46.793415,46.793415,46.793415
GLOMIS,Circular-N,CHN,Infrastructure|Runways|Area,bn m2/yr,high,.049618695,.060738515,.07059177,.075413033,.075413033,.075413033,.075413033,.075413033,.075413033,.075413033,.075413033,.075413033,.075413033,.075413033,.075413033,.075413033,.075413033,.075413033
GLOMIS,Circular-N,CHN,Infrastructure|Tunnels|Area,bn m2/yr,high,1.0379466,1.270556,1.4766709,1.5775243,1.5775243,1.5775243,1.5775243,1.5775243,1.5775243,1.5775243,1.5775243,1.5775243,1.5775243,1.5775243,1.5775243,1.5775243,1.5775243,1.5775243
GLOMIS,Circular-N,EEU,Infrastructure|Bridges|Area,bn m2/yr,high,.069473408,.079983987,.0823678,.083781049,.083781049,.083781049,.083781049,.083781049,.083781049,.083781049,.083781049,.083781049,.083781049,.083781049,.083781049,.083781049,.083781049,.083781049
GLOMIS,Circular-N,EEU,Infrastructure|Buildings|Area,bn m2/yr,high,.017006142,.019578984,.020162513,.020508455,.020508455,.020508455,.020508455,.020508455,.020508455,.020508455,.020508455,.020508455,.020508455,.020508455,.020508455,.020508455,.020508455,.020508455
GLOMIS,Circular-N,EEU,Infrastructure|Charging stations|Area,bn m2/yr,high,4.5600000e-06,5.2500000e-06,5.4100001e-06,5.5000000e-06,5.5000000e-06,5.5000000e-06,5.5000000e-06,5.5000000e-06,5.5000000e-06,5.5000000e-06,5.5000000e-06,5.5000000e-06,5.5000000e-06,5.5000000e-06,5.5000000e-06,5.5000000e-06,5.5000000e-06,5.5000000e-06
GLOMIS,Circular-N,EEU,Infrastructure|Fuel stations|Area,bn m2/yr,high,.0080761956,.0092980359,.0095751518,.0097394399,.0097394399,.0097394399,.0097394399,.0097394399,.0097394399,.0097394399,.0097394399,.0097394399,.0097394399,.0097394399,.0097394399,.0097394399,.0097394399,.0097394399
GLOMIS,Circular-N,EEU,Infrastructure|Parking|Area,bn m2/yr,high,.39050248,.44958124,.46298048,.47092417,.47092417,.47092417,.47092417,.47092417,.47092417,.47092417,.47092417,.47092417,.47092417,.47092417,.47092417,.47092417,.47092417,.47092417
GLOMIS,Circular-N,EEU,Infrastructure|Rail|Area,bn m2/yr,high,1.2825881,1.47663,1.5206391,1.5467297,1.5467297,1.5467297,1.5467297,1.5467297,1.5467297,1.5467297,1.5467297,1.5467297,1.5467297,1.5467297,1.5467297,1.5467297,1.5467297,1.5467297
GLOMIS,Circular-N,EEU,Infrastructure|Roads|Area,bn m2/yr,high,17.210596,19.814371,20.404915,20.755018,20.755018,20.755018,20.755018,20.755018,20.755018,20.755018,20.755018,20.755018,20.755018,20.755018,20.755018,20.755018,20.755018,20.755018
GLOMIS,Circular-N,EEU,Infrastructure|Tunnels|Area,bn m2/yr,high,.025009818,.028793532,.029651688,.030160444,.030160444,.030160444,.030160444,.030160444,.030160444,.030160444,.030160444,.030160444,.030160444,.030160444,.030160444,.030160444,.030160444,.030160444
GLOMIS,Circular-N,FSU,Infrastructure|Bridges|Area,bn m2/yr,high,.095033169,.10245284,.10553081,.1109847,.11496398,.11793815,.12059914,.12631333,.13213466,.13213466,.13213466,.13213466,.13213466,.13213466,.13213466,.13213466,.13213466,.13213466
GLOMIS,Circular-N,FSU,Infrastructure|Buildings|Area,bn m2/yr,high,.024357753,.026259478,.027048385,.028446255,.029466178,.030228481,.030910516,.032375108,.033867162,.033867162,.033867162,.033867162,.033867162,.033867162,.033867162,.033867162,.033867162,.033867162
GLOMIS,Circular-N,FSU,Infrastructure|Charging stations|Area,bn m2/yr,high,1.6600000e-06,1.7900001e-06,1.8400000e-06,1.9399999e-06,2.0099999e-06,2.0600000e-06,2.1100000e-06,2.2100000e-06,2.3099999e-06,2.3099999e-06,2.3099999e-06,2.3099999e-06,2.3099999e-06,2.3099999e-06,2.3099999e-06,2.3099999e-06,2.3099999e-06,2.3099999e-06
GLOMIS,Circular-N,FSU,Infrastructure|Fuel stations|Area,bn m2/yr,high,.023564914,.025404736,.026167966,.02752034,.028507059,.029244551,.029904384,.03132131,.032764792,.032764792,.032764792,.032764792,.032764792,.032764792,.032764792,.032764792,.032764792,.032764792
GLOMIS,Circular-N,FSU,Infrastructure|Parking|Area,bn m2/yr,high,.38275063,.41263372,.42503041,.44699615,.46302292,.47500154,.48571879,.50873303,.53217864,.53217864,.53217864,.53217864,.53217864,.53217864,.53217864,.53217864,.53217864,.53217864
GLOMIS,Circular-N,FSU,Infrastructure|Rail|Area,bn m2/yr,high,3.4403234,3.7089255,3.8203518,4.0177898,4.1618443,4.2695136,4.3658442,4.5727062,4.7834454,4.7834454,4.7834454,4.7834454,4.7834454,4.7834454,4.7834454,4.7834454,4.7834454,4.7834454
GLOMIS,Circular-N,FSU,Infrastructure|Roads|Area,bn m2/yr,high,35.649658,38.432995,39.587627,41.633533,43.12627,44.241974,45.240185,47.383747,49.567486,49.567486,49.567486,49.567486,49.567486,49.567486,49.567486,49.567486,49.567486,49.567486
GLOMIS,Circular-N,FSU,Infrastructure|Tunnels|Area,bn m2/yr,high,.028666455,.03090458,.031833034,.033478186,.034678519,.035575673,.036378346,.03810202,.039857998,.039857998,.039857998,.039857998,.039857998,.039857998,.039857998,.039857998,.039857998,.039857998
GLOMIS,Circular-N,LAM,Infrastructure|Bridges|Area,bn m2/yr,high,.12450182,.14500053,.15335724,.16631328,.1781729,.18825458,.19766685,.21318001,.22773601,.22773601,.22773601,.22773601,.22773601,.22773601,.22773601,.22773601,.22773601,.22773601
GLOMIS,Circular-N,LAM,Infrastructure|Buildings|Area,bn m2/yr,high,.0051586642,.0060080159,.0063542719,.0068910979,.0073824949,.0078002238,.0081902156,.0088329948,.0094361147,.0094361147,.0094361147,.0094361147,.0094361147,.0094361147,.0094361147,.0094361147,.0094361147,.0094361147
GLOMIS,Circular-N,LAM,Infrastructure|Charging stations|Area,bn m2/yr,high,4.7600000e-07,5.5499999e-07,5.8699999e-07,6.3599998e-07,6.8100002e-07,7.2000000e-07,7.5600002e-07,8.1500002e-07,8.7100000e-07,8.7100000e-07,8.7100000e-07,8.7100000e-07,8.7100000e-07,8.7100000e-07,8.7100000e-07,8.7100000e-07,8.7100000e-07,8.7100000e-07
