model,scenario,node,variable,unit,sensitivity,output_2020,output_2025,output_2030,output_2035,output_2040,output_2045,output_2050,output_2055,output_2060,output_2065,output_2070,output_2075,output_2080,output_2085,output_2090,output_2095,output_2100,output_2110
GLOMIS,SSP2-R 2e17,AFR,Infrastructure|Bridges|Area,bn m2/yr,high,.036841597,.044769291,.057074729,.075120136,.098049916,.12466004,.15707305,.19627926,.24306145,.24306145,.24306145,.24306145,.24306145,.24306145,.24306145,.24306145,.24306145,.24306145
GLOMIS,SSP2-R 2e17,AFR,Infrastructure|Buildings|Area,bn m2/yr,high,.0032900779,.0039980481,.005096965,.0067084809,.0087561877,.011132561,.014027153,.017528398,.021706209,.021706209,.021706209,.021706209,.021706209,.021706209,.021706209,.021706209,.021706209,.021706209
GLOMIS,SSP2-R 2e17,AFR,Infrastructure|Charging stations|Area,bn m2/yr,high,1.1900000e-07,1.4500000e-07,1.8500000e-07,2.4400001e-07,3.1799999e-07,4.0399999e-07,5.0900002e-07,6.3700003e-07,7.8800002e-07,7.8800002e-07,7.8800002e-07,7.8800002e-07,7.8800002e-07,7.8800002e-07,7.8800002e-07,7.8800002e-07,7.8800002e-07,7.8800002e-07
GLOMIS,SSP2-R 2e17,AFR,Infrastructure|Fuel stations|Area,bn m2/yr,high,.0067655472,.0082213804,.010481135,.013794972,.018005772,.022892425,.028844712,.036044493,.044635519,.044635519,.044635519,.044635519,.044635519,.044635519,.044635519,.044635519,.044635519,.044635519
GLOMIS,SSP2-R 2e17,AFR,Infrastructure|Parking|Area,bn m2/yr,high,.076428391,.092874512,.11840229,.15583773,.2034059,.25860897,.32585019,.407184,.50423431,.50423431,.50423431,.50423431,.50423431,.50423431,.50423431,.50423431,.50423431,.50423431
GLOMIS,SSP2-R 2e17,AFR,Infrastructure|Rail|Area,bn m2/yr,high,.76701915,.932069,1.1882604,1.5639547,2.0413384,2.5953453,3.270164,4.0864124,5.060389,5.060389,5.060389,5.060389,5.060389,5.060389,5.060389,5.060389,5.060389,5.060389
GLOMIS,SSP2-R 2e17,AFR,Infrastructure|Roads|Area,bn m2/yr,high,38.070324,46.262428,58.978268,77.625526,101.32005,128.81767,162.31174,202.82552,251.168,251.168,251.168,251.168,251.168,251.168,251.168,251.168,251.168,251.168
GLOMIS,SSP2-R 2e17,AFR,Infrastructure|Runways|Area,bn m2/yr,high,.021315292,.025901984,.033021491,.043461949,.056728344,.072124049,.090877123,.11356049,.14062707,.14062707,.14062707,.14062707,.14062707,.14062707,.14062707,.14062707,.14062707,.14062707
GLOMIS,SSP2-R 2e17,AFR,Infrastructure|Tunnels|Area,bn m2/yr,high,.0038268899,.004650373,.00592859,.007803041,.010184853,.012948957,.016315833,.020388342,.025247807,.025247807,.025247807,.025247807,.025247807,.025247807,.025247807,.025247807,.025247807,.025247807
GLOMIS,SSP2-R 2e17,CHN,Infrastructure|Bridges|Area,bn m2/yr,high,1.8566518,2.2723184,2.8061357,3.2750747,3.6062121,3.8583961,4.0569243,4.1910982,4.2871823,4.2871823,4.2871823,4.2871823,4.2871823,4.2871823,4.2871823,4.2871823,4.2871823,4.2871823
