model,scenario,node,variable,unit,sensitivity,output_2020,output_2025,output_2030,output_2035,output_2040,output_2045,output_2050,output_2055,output_2060,output_2065,output_2070,output_2075,output_2080,output_2085,output_2090,output_2095,output_2100,output_2110
GLOMIS,Circular-N 2e17,AFR,Infrastructure|Bridges|Area,bn m2/yr,high,.036841597,.044769291,.054554153,.072294369,.093944103,.1189722,.14884512,.18431318,.2258821,.2258821,.2258821,.2258821,.2258821,.2258821,.2258821,.2258821,.2258821,.2258821
GLOMIS,Circular-N 2e17,AFR,Infrastructure|Buildings|Area,bn m2/yr,high,.0032900779,.0039980481,.004871869,.0064561302,.0083895251,.010624619,.013292371,.016459785,.020172032,.020172032,.020172032,.020172032,.020172032,.020172032,.020172032,.020172032,.020172032,.020172032
GLOMIS,Circular-N 2e17,AFR,Infrastructure|Charging stations|Area,bn m2/yr,high,1.1900000e-07,1.4500000e-07,1.7700000e-07,2.3400000e-07,3.0499999e-07,3.8600001e-07,4.8300001e-07,5.9799999e-07,7.3299998e-07,7.3299998e-07,7.3299998e-07,7.3299998e-07,7.3299998e-07,7.3299998e-07,7.3299998e-07,7.3299998e-07,7.3299998e-07,7.3299998e-07
GLOMIS,Circular-N 2e17,AFR,Infrastructure|Fuel stations|Area,bn m2/yr,high,.0067655472,.0082213804,.010018259,.013276052,.017251784,.021847917,.027333742,.033847056,.04148072,.04148072,.04148072,.04148072,.04148072,.04148072,.04148072,.04148072,.04148072,.04148072
GLOMIS,Circular-N 2e17,AFR,Infrastructure|Parking|Area,bn m2/yr,high,.076428391,.092874512,.11317333,.14997563,.19488832,.24680948,.30878121,.38236019,.46859545,.46859545,.46859545,.46859545,.46859545,.46859545,.46859545,.46859545,.46859545,.46859545
GLOMIS,Circular-N 2e17,AFR,Infrastructure|Rail|Area,bn m2/yr,high,.76701915,.932069,1.1357836,1.505124,1.955858,2.476928,3.0988631,3.8372865,4.7027249,4.7027249,4.7027249,4.7027249,4.7027249,4.7027249,4.7027249,4.7027249,4.7027249,4.7027249
GLOMIS,Circular-N 2e17,AFR,Infrastructure|Roads|Area,bn m2/yr,high,38.070324,46.262428,56.373627,74.705513,97.077309,122.94015,153.80937,190.46034,233.41565,233.41565,233.41565,233.41565,233.41565,233.41565,233.41565,233.41565,233.41565,233.41565
GLOMIS,Circular-N 2e17,AFR,Infrastructure|Runways|Area,bn m2/yr,high,.021315292,.025901984,.03156317,.041827057,.054352857,.068833262,.086116709,.10663733,.13068768,.13068768,.13068768,.13068768,.13068768,.13068768,.13068768,.13068768,.13068768,.13068768
GLOMIS,Circular-N 2e17,AFR,Infrastructure|Tunnels|Area,bn m2/yr,high,.0038268899,.004650373,.0056667668,.007509517,.0097583653,.012358139,.015461162,.019145379,.023463314,.023463314,.023463314,.023463314,.023463314,.023463314,.023463314,.023463314,.023463314,.023463314
GLOMIS,Circular-N 2e17,CHN,Infrastructure|Bridges|Area,bn m2/yr,high,1.8563676,2.2723894,2.7328548,3.0572765,3.2533665,3.4085786,3.4968019,3.5292346,3.5313201,3.5313201,3.5313201,3.5313201,3.5313201,3.5313201,3.5313201,3.5313201,3.5313201,3.5313201
GLOMIS,Circular-N 2e17,CHN,Infrastructure|Buildings|Area,bn m2/yr,high,.040448833,.049513634,.059546825,.066615723,.070888378,.07427033,.076192647,.076899327,.076944768,.076944768,.076944768,.076944768,.076944768,.076944768,.076944768,.076944768,.076944768,.076944768
GLOMIS,Circular-N 2e17,CHN,Infrastructure|Charging stations|Area,bn m2/yr,high,8.7100000e-07,1.0700001e-06,1.2800000e-06,1.4300000e-06,1.5300000e-06,1.6000000e-06,1.6400001e-06,1.6600000e-06,1.6600000e-06,1.6600000e-06,1.6600000e-06,1.6600000e-06,1.6600000e-06,1.6600000e-06,1.6600000e-06,1.6600000e-06,1.6600000e-06,1.6600000e-06
GLOMIS,Circular-N 2e17,CHN,Infrastructure|Fuel stations|Area,bn m2/yr,high,.017828083,.021823451,.026245642,.029361304,.031244503,.032735121,.033582397,.033893872,.033913899,.033913899,.033913899,.033913899,.033913899,.033913899,.033913899,.033913899,.033913899,.033913899
GLOMIS,Circular-N 2e17,CHN,Infrastructure|Parking|Area,bn m2/yr,high,.20702997,.25342649,.30477953,.34096038,.36282921,.38013911,.38997814,.39359516,.39382777,.39382777,.39382777,.39382777,.39382777,.39382777,.39382777,.39382777,.39382777,.39382777
GLOMIS,Circular-N 2e17,CHN,Infrastructure|Rail|Area,bn m2/yr,high,1.9375566,2.3717735,2.8523774,3.1909876,3.395654,3.5576544,3.6497359,3.6835873,3.6857638,3.6857638,3.6857638,3.6857638,3.6857638,3.6857638,3.6857638,3.6857638,3.6857638,3.6857638
