model,scenario,node,variable,unit,sensitivity,output_2020,output_2025,output_2030,output_2035,output_2040,output_2045,output_2050,output_2055,output_2060,output_2065,output_2070,output_2075,output_2080,output_2085,output_2090,output_2095,output_2100,output_2110
GLOMIS,CircEUlar-S 2e17,AFR,Infrastructure|Bridges|Area,bn m2/yr,high,.036841597,.044769291,.057072889,.075118735,.098048866,.12465924,.1570726,.19627891,.2430612,.2430612,.2430612,.2430612,.2430612,.2430612,.2430612,.2430612,.2430612,.2430612
GLOMIS,CircEUlar-S 2e17,AFR,Infrastructure|Buildings|Area,bn m2/yr,high,.0032900779,.0039980481,.0050968011,.006708357,.0087560927,.011132489,.014027113,.017528366,.021706184,.021706184,.021706184,.021706184,.021706184,.021706184,.021706184,.021706184,.021706184,.021706184
GLOMIS,CircEUlar-S 2e17,AFR,Infrastructure|Charging stations|Area,bn m2/yr,high,1.1900000e-07,1.4500000e-07,1.8500000e-07,2.4400001e-07,3.1799999e-07,4.0399999e-07,5.0900002e-07,6.3700003e-07,7.8800002e-07,7.8800002e-07,7.8800002e-07,7.8800002e-07,7.8800002e-07,7.8800002e-07,7.8800002e-07,7.8800002e-07,7.8800002e-07,7.8800002e-07
GLOMIS,CircEUlar-S 2e17,AFR,Infrastructure|Fuel stations|Area,bn m2/yr,high,.0067655472,.0082213804,.010480797,.013794717,.018005578,.022892276,.028844628,.036044426,.044635471,.044635471,.044635471,.044635471,.044635471,.044635471,.044635471,.044635471,.044635471,.044635471
GLOMIS,CircEUlar-S 2e17,AFR,Infrastructure|Parking|Area,bn m2/yr,high,.076428391,.092874512,.11839848,.15583485,.2034037,.2586073,.32584924,.40718326,.50423378,.50423378,.50423378,.50423378,.50423378,.50423378,.50423378,.50423378,.50423378,.50423378
GLOMIS,CircEUlar-S 2e17,AFR,Infrastructure|Rail|Area,bn m2/yr,high,.76701915,.932069,1.1882222,1.5639256,2.0413165,2.5953283,3.2701545,4.0864053,5.0603838,5.0603838,5.0603838,5.0603838,5.0603838,5.0603838,5.0603838,5.0603838,5.0603838,5.0603838
GLOMIS,CircEUlar-S 2e17,AFR,Infrastructure|Roads|Area,bn m2/yr,high,38.070324,46.262428,58.976368,77.624084,101.31897,128.81685,162.31126,202.82515,251.16772,251.16772,251.16772,251.16772,251.16772,251.16772,251.16772,251.16772,251.16772,251.16772
GLOMIS,CircEUlar-S 2e17,AFR,Infrastructure|Runways|Area,bn m2/yr,high,.021315292,.025901984,.033020429,.04346114,.056727733,.072123587,.090876848,.11356029,.14062691,.14062691,.14062691,.14062691,.14062691,.14062691,.14062691,.14062691,.14062691,.14062691
GLOMIS,CircEUlar-S 2e17,AFR,Infrastructure|Tunnels|Area,bn m2/yr,high,.0038268899,.004650373,.0059283981,.0078028962,.010184744,.012948874,.016315784,.020388305,.025247779,.025247779,.025247779,.025247779,.025247779,.025247779,.025247779,.025247779,.025247779,.025247779
GLOMIS,CircEUlar-S 2e17,CHN,Infrastructure|Bridges|Area,bn m2/yr,high,1.8566518,2.2723184,2.7200973,3.214766,3.5639129,3.8329122,4.0123196,4.1592636,4.2644262,4.2644262,4.2644262,4.2644262,4.2644262,4.2644262,4.2644262,4.2644262,4.2644262,4.2644262
GLOMIS,CircEUlar-S 2e17,CHN,Infrastructure|Buildings|Area,bn m2/yr,high,.040455028,.049512088,.059268843,.070047304,.07765495,.083516233,.087425381,.090627186,.092918597,.092918597,.092918597,.092918597,.092918597,.092918597,.092918597,.092918597,.092918597,.092918597
GLOMIS,CircEUlar-S 2e17,CHN,Infrastructure|Charging stations|Area,bn m2/yr,high,8.7100000e-07,1.0700001e-06,1.2800000e-06,1.5099999e-06,1.6700000e-06,1.7999999e-06,1.8800000e-06,1.9500001e-06,2.0000000e-06,2.0000000e-06,2.0000000e-06,2.0000000e-06,2.0000000e-06,2.0000000e-06,2.0000000e-06,2.0000000e-06,2.0000000e-06,2.0000000e-06
GLOMIS,CircEUlar-S 2e17,CHN,Infrastructure|Fuel stations|Area,bn m2/yr,high,.017830811,.021822767,.026123121,.030873796,.034226913,.036810312,.038533296,.039944507,.040954463,.040954463,.040954463,.040954463,.040954463,.040954463,.040954463,.040954463,.040954463,.040954463
GLOMIS,CircEUlar-S 2e17,CHN,Infrastructure|Parking|Area,bn m2/yr,high,.20706166,.25341856,.30335674,.35852435,.3974627,.42746258,.4474709,.46385869,.47558689,.47558689,.47558689,.47558689,.47558689,.47558689,.47558689,.47558689,.47558689,.47558689
GLOMIS,CircEUlar-S 2e17,CHN,Infrastructure|Rail|Area,bn m2/yr,high,1.9378533,2.3716991,2.839062,3.3553653,3.7197824,4.000546,4.1878004,4.3411708,4.4509325,4.4509325,4.4509325,4.4509325,4.4509325,4.4509325,4.4509325,4.4509325,4.4509325,4.4509325
GLOMIS,CircEUlar-S 2e17,CHN,Infrastructure|Roads|Area,bn m2/yr,high,30.792871,37.686771,45.113258,53.317417,59.108078,63.569469,66.544975,68.982063,70.726204,70.726204,70.726204,70.726204,70.726204,70.726204,70.726204,70.726204,70.726204,70.726204
GLOMIS,CircEUlar-S 2e17,CHN,Infrastructure|Runways|Area,bn m2/yr,high,.049626295,.060736615,.072705261,.085927226,.095259547,.10244959,.10724498,.11117262,.11398351,.11398351,.11398351,.11398351,.11398351,.11398351,.11398351,.11398351,.11398351,.11398351
GLOMIS,CircEUlar-S 2e17,CHN,Infrastructure|Tunnels|Area,bn m2/yr,high,1.0381055,1.2705164,1.5208819,1.7974651,1.9926826,2.1430874,2.2433994,2.3255599,2.3843591,2.3843591,2.3843591,2.3843591,2.3843591,2.3843591,2.3843591,2.3843591,2.3843591,2.3843591
GLOMIS,CircEUlar-S 2e17,EEU,Infrastructure|Bridges|Area,bn m2/yr,high,.069473408,.079983987,.09524937,.10784266,.11882295,.12772773,.13499597,.13948868,.14283232,.14283232,.14283232,.14283232,.14283232,.14283232,.14283232,.14283232,.14283232,.14283232
GLOMIS,CircEUlar-S 2e17,EEU,Infrastructure|Buildings|Area,bn m2/yr,high,.017006142,.019578984,.023315744,.026398407,.029086234,.031266004,.033045169,.034144923,.034963399,.034963399,.034963399,.034963399,.034963399,.034963399,.034963399,.034963399,.034963399,.034963399
GLOMIS,CircEUlar-S 2e17,EEU,Infrastructure|Charging stations|Area,bn m2/yr,high,4.5600000e-06,5.2500000e-06,6.2600002e-06,7.0800002e-06,7.8100002e-06,8.3900004e-06,8.8699999e-06,9.1600004e-06,9.3799999e-06,9.3799999e-06,9.3799999e-06,9.3799999e-06,9.3799999e-06,9.3799999e-06,9.3799999e-06,9.3799999e-06,9.3799999e-06,9.3799999e-06
GLOMIS,CircEUlar-S 2e17,EEU,Infrastructure|Fuel stations|Area,bn m2/yr,high,.0080761956,.0092980359,.011072618,.012536572,.013813015,.014848186,.015693109,.016215382,.016604075,.016604075,.016604075,.016604075,.016604075,.016604075,.016604075,.016604075,.016604075,.016604075
