model,scenario,node,variable,unit,sensitivity,output_2020,output_2025,output_2030,output_2035,output_2040,output_2045,output_2050,output_2055,output_2060,output_2065,output_2070,output_2075,output_2080,output_2085,output_2090,output_2095,output_2100,output_2110
GLOMIS,CircEUlar-S,AFR,Infrastructure|Bridges|Area,bn m2/yr,high,.036841597,.044769291,.054860137,.068417437,.084810175,.10483454,.13746901,.17761439,.22824483,.22824483,.22824483,.22824483,.22824483,.22824483,.22824483,.22824483,.22824483,.22824483
GLOMIS,CircEUlar-S,AFR,Infrastructure|Buildings|Area,bn m2/yr,high,.0032900779,.0039980481,.0048991949,.0061099082,.0075738342,.0093620773,.012276445,.015861562,.020383032,.020383032,.020383032,.020383032,.020383032,.020383032,.020383032,.020383032,.020383032,.020383032
GLOMIS,CircEUlar-S,AFR,Infrastructure|Charging stations|Area,bn m2/yr,high,1.1900000e-07,1.4500000e-07,1.7799999e-07,2.2200000e-07,2.7499999e-07,3.4000001e-07,4.4600000e-07,5.7599999e-07,7.4000002e-07,7.4000002e-07,7.4000002e-07,7.4000002e-07,7.4000002e-07,7.4000002e-07,7.4000002e-07,7.4000002e-07,7.4000002e-07,7.4000002e-07
GLOMIS,CircEUlar-S,AFR,Infrastructure|Fuel stations|Area,bn m2/yr,high,.0067655472,.0082213804,.01007445,.012564097,.01557444,.019251691,.025244646,.032616895,.041914612,.041914612,.041914612,.041914612,.041914612,.041914612,.041914612,.041914612,.041914612,.041914612
GLOMIS,CircEUlar-S,AFR,Infrastructure|Parking|Area,bn m2/yr,high,.076428391,.092874512,.1138081,.14193289,.17593987,.21748069,.28518134,.36846343,.47349703,.47349703,.47349703,.47349703,.47349703,.47349703,.47349703,.47349703,.47349703,.47349703
GLOMIS,CircEUlar-S,AFR,Infrastructure|Rail|Area,bn m2/yr,high,.76701915,.932069,1.142154,1.4244087,1.7656952,2.1825902,2.8620198,3.6978214,4.7519159,4.7519159,4.7519159,4.7519159,4.7519159,4.7519159,4.7519159,4.7519159,4.7519159,4.7519159
GLOMIS,CircEUlar-S,AFR,Infrastructure|Roads|Area,bn m2/yr,high,38.070324,46.262428,56.689816,70.69928,87.638748,108.33096,142.05385,183.53812,235.85719,235.85719,235.85719,235.85719,235.85719,235.85719,235.85719,235.85719,235.85719,235.85719
GLOMIS,CircEUlar-S,AFR,Infrastructure|Runways|Area,bn m2/yr,high,.021315292,.025901984,.031740203,.039584,.049068276,.060653698,.079534881,.10276163,.13205469,.13205469,.13205469,.13205469,.13205469,.13205469,.13205469,.13205469,.13205469,.13205469
GLOMIS,CircEUlar-S,AFR,Infrastructure|Tunnels|Area,bn m2/yr,high,.0038268899,.004650373,.005698551,.0071068038,.0088095861,.0108896,.014279478,.018449545,.02370874,.02370874,.02370874,.02370874,.02370874,.02370874,.02370874,.02370874,.02370874,.02370874
GLOMIS,CircEUlar-S,CHN,Infrastructure|Bridges|Area,bn m2/yr,high,1.8566518,2.2723184,2.7199047,3.2146201,3.5638025,3.820632,4.0009365,4.1506348,4.2514668,4.2514668,4.2514668,4.2514668,4.2514668,4.2514668,4.2514668,4.2514668,4.2514668,4.2514668
