node_loc,technology,year_act,time,value,unit
R12_RCPA,LNG_shipped_imp,broadcast,year,8,GWa
R12_CHN,LNG_shipped_imp,broadcast,year,8,GWa
R12_EEU,LNG_shipped_imp,broadcast,year,8,GWa
R12_FSU,LNG_shipped_imp,broadcast,year,8,GWa
R12_LAM,LNG_shipped_imp,broadcast,year,8,GWa
R12_MEA,LNG_shipped_imp,broadcast,year,8,GWa
R12_NAM,LNG_shipped_imp,broadcast,year,8,GWa
R12_PAO,LNG_shipped_imp,broadcast,year,8,GWa
R12_PAS,LNG_shipped_imp,broadcast,year,8,GWa
R12_SAS,LNG_shipped_imp,broadcast,year,8,GWa
R12_WEU,LNG_shipped_imp,broadcast,year,8,GWa
R12_AFR,LNG_shipped_imp,broadcast,year,8,GWa
