node_loc,technology,year_vtg,year_act,mode,node_dest,commodity,level,time,time_dest,value,unit
R12_AFR,foil_shipped_exp_rcpa,broadcast,broadcast,M1,R12_RCPA,fueloil,shipped,year,year,1,GWa
R12_AFR,foil_shipped_exp_chn,broadcast,broadcast,M1,R12_CHN,fueloil,shipped,year,year,1,GWa
R12_AFR,foil_shipped_exp_eeu,broadcast,broadcast,M1,R12_EEU,fueloil,shipped,year,year,1,GWa
R12_AFR,foil_shipped_exp_fsu,broadcast,broadcast,M1,R12_FSU,fueloil,shipped,year,year,1,GWa
R12_AFR,foil_shipped_exp_lam,broadcast,broadcast,M1,R12_LAM,fueloil,shipped,year,year,1,GWa
R12_AFR,foil_shipped_exp_mea,broadcast,broadcast,M1,R12_MEA,fueloil,shipped,year,year,1,GWa
R12_AFR,foil_shipped_exp_nam,broadcast,broadcast,M1,R12_NAM,fueloil,shipped,year,year,1,GWa
R12_AFR,foil_shipped_exp_pao,broadcast,broadcast,M1,R12_PAO,fueloil,shipped,year,year,1,GWa
R12_AFR,foil_shipped_exp_pas,broadcast,broadcast,M1,R12_PAS,fueloil,shipped,year,year,1,GWa
R12_AFR,foil_shipped_exp_sas,broadcast,broadcast,M1,R12_SAS,fueloil,shipped,year,year,1,GWa
R12_AFR,foil_shipped_exp_weu,broadcast,broadcast,M1,R12_WEU,fueloil,shipped,year,year,1,GWa
R12_RCPA,foil_shipped_exp_afr,broadcast,broadcast,M1,R12_AFR,fueloil,shipped,year,year,1,GWa
R12_RCPA,foil_shipped_exp_chn,broadcast,broadcast,M1,R12_CHN,fueloil,shipped,year,year,1,GWa
R12_RCPA,foil_shipped_exp_eeu,broadcast,broadcast,M1,R12_EEU,fueloil,shipped,year,year,1,GWa
R12_RCPA,foil_shipped_exp_fsu,broadcast,broadcast,M1,R12_FSU,fueloil,shipped,year,year,1,GWa
R12_RCPA,foil_shipped_exp_lam,broadcast,broadcast,M1,R12_LAM,fueloil,shipped,year,year,1,GWa
R12_RCPA,foil_shipped_exp_mea,broadcast,broadcast,M1,R12_MEA,fueloil,shipped,year,year,1,GWa
R12_RCPA,foil_shipped_exp_nam,broadcast,broadcast,M1,R12_NAM,fueloil,shipped,year,year,1,GWa
R12_RCPA,foil_shipped_exp_pao,broadcast,broadcast,M1,R12_PAO,fueloil,shipped,year,year,1,GWa
R12_RCPA,foil_shipped_exp_pas,broadcast,broadcast,M1,R12_PAS,fueloil,shipped,year,year,1,GWa
R12_RCPA,foil_shipped_exp_sas,broadcast,broadcast,M1,R12_SAS,fueloil,shipped,year,year,1,GWa
R12_RCPA,foil_shipped_exp_weu,broadcast,broadcast,M1,R12_WEU,fueloil,shipped,year,year,1,GWa
R12_CHN,foil_shipped_exp_afr,broadcast,broadcast,M1,R12_AFR,fueloil,shipped,year,year,1,GWa
R12_CHN,foil_shipped_exp_rcpa,broadcast,broadcast,M1,R12_RCPA,fueloil,shipped,year,year,1,GWa
R12_CHN,foil_shipped_exp_eeu,broadcast,broadcast,M1,R12_EEU,fueloil,shipped,year,year,1,GWa
R12_CHN,foil_shipped_exp_fsu,broadcast,broadcast,M1,R12_FSU,fueloil,shipped,year,year,1,GWa
R12_CHN,foil_shipped_exp_lam,broadcast,broadcast,M1,R12_LAM,fueloil,shipped,year,year,1,GWa
R12_CHN,foil_shipped_exp_mea,broadcast,broadcast,M1,R12_MEA,fueloil,shipped,year,year,1,GWa
R12_CHN,foil_shipped_exp_nam,broadcast,broadcast,M1,R12_NAM,fueloil,shipped,year,year,1,GWa
R12_CHN,foil_shipped_exp_pao,broadcast,broadcast,M1,R12_PAO,fueloil,shipped,year,year,1,GWa
R12_CHN,foil_shipped_exp_pas,broadcast,broadcast,M1,R12_PAS,fueloil,shipped,year,year,1,GWa
R12_CHN,foil_shipped_exp_sas,broadcast,broadcast,M1,R12_SAS,fueloil,shipped,year,year,1,GWa
R12_CHN,foil_shipped_exp_weu,broadcast,broadcast,M1,R12_WEU,fueloil,shipped,year,year,1,GWa
R12_EEU,foil_shipped_exp_afr,broadcast,broadcast,M1,R12_AFR,fueloil,shipped,year,year,1,GWa
R12_EEU,foil_shipped_exp_rcpa,broadcast,broadcast,M1,R12_RCPA,fueloil,shipped,year,year,1,GWa
R12_EEU,foil_shipped_exp_chn,broadcast,broadcast,M1,R12_CHN,fueloil,shipped,year,year,1,GWa
R12_EEU,foil_shipped_exp_fsu,broadcast,broadcast,M1,R12_FSU,fueloil,shipped,year,year,1,GWa
R12_EEU,foil_shipped_exp_lam,broadcast,broadcast,M1,R12_LAM,fueloil,shipped,year,year,1,GWa
R12_EEU,foil_shipped_exp_mea,broadcast,broadcast,M1,R12_MEA,fueloil,shipped,year,year,1,GWa
R12_EEU,foil_shipped_exp_nam,broadcast,broadcast,M1,R12_NAM,fueloil,shipped,year,year,1,GWa
R12_EEU,foil_shipped_exp_pao,broadcast,broadcast,M1,R12_PAO,fueloil,shipped,year,year,1,GWa
R12_EEU,foil_shipped_exp_pas,broadcast,broadcast,M1,R12_PAS,fueloil,shipped,year,year,1,GWa
R12_EEU,foil_shipped_exp_sas,broadcast,broadcast,M1,R12_SAS,fueloil,shipped,year,year,1,GWa
R12_EEU,foil_shipped_exp_weu,broadcast,broadcast,M1,R12_WEU,fueloil,shipped,year,year,1,GWa
R12_FSU,foil_shipped_exp_afr,broadcast,broadcast,M1,R12_AFR,fueloil,shipped,year,year,1,GWa
R12_FSU,foil_shipped_exp_rcpa,broadcast,broadcast,M1,R12_RCPA,fueloil,shipped,year,year,1,GWa
R12_FSU,foil_shipped_exp_chn,broadcast,broadcast,M1,R12_CHN,fueloil,shipped,year,year,1,GWa
R12_FSU,foil_shipped_exp_eeu,broadcast,broadcast,M1,R12_EEU,fueloil,shipped,year,year,1,GWa
R12_FSU,foil_shipped_exp_lam,broadcast,broadcast,M1,R12_LAM,fueloil,shipped,year,year,1,GWa
R12_FSU,foil_shipped_exp_mea,broadcast,broadcast,M1,R12_MEA,fueloil,shipped,year,year,1,GWa
R12_FSU,foil_shipped_exp_nam,broadcast,broadcast,M1,R12_NAM,fueloil,shipped,year,year,1,GWa
R12_FSU,foil_shipped_exp_pao,broadcast,broadcast,M1,R12_PAO,fueloil,shipped,year,year,1,GWa
R12_FSU,foil_shipped_exp_pas,broadcast,broadcast,M1,R12_PAS,fueloil,shipped,year,year,1,GWa
R12_FSU,foil_shipped_exp_sas,broadcast,broadcast,M1,R12_SAS,fueloil,shipped,year,year,1,GWa
R12_FSU,foil_shipped_exp_weu,broadcast,broadcast,M1,R12_WEU,fueloil,shipped,year,year,1,GWa
R12_LAM,foil_shipped_exp_afr,broadcast,broadcast,M1,R12_AFR,fueloil,shipped,year,year,1,GWa
R12_LAM,foil_shipped_exp_rcpa,broadcast,broadcast,M1,R12_RCPA,fueloil,shipped,year,year,1,GWa
R12_LAM,foil_shipped_exp_chn,broadcast,broadcast,M1,R12_CHN,fueloil,shipped,year,year,1,GWa
R12_LAM,foil_shipped_exp_eeu,broadcast,broadcast,M1,R12_EEU,fueloil,shipped,year,year,1,GWa
R12_LAM,foil_shipped_exp_fsu,broadcast,broadcast,M1,R12_FSU,fueloil,shipped,year,year,1,GWa
R12_LAM,foil_shipped_exp_mea,broadcast,broadcast,M1,R12_MEA,fueloil,shipped,year,year,1,GWa
