node_loc,technology,year_act,mode,time,value,unit
R12_FSU,coal_i,2005,M1,year,7.684,-
R12_FSU,coal_i,2010,M1,year,8.009,-
R12_FSU,coal_i,2015,M1,year,2.342,-
R12_FSU,coal_i,2020,M1,year,3.14,-
R12_FSU,coal_i,2025,M1,year,3.401,-
R12_FSU,foil_i,1990,M1,year,16.949,-
R12_FSU,foil_i,2000,M1,year,2.835,-
R12_FSU,foil_i,2005,M1,year,2.474,-
R12_FSU,foil_i,2010,M1,year,2.845,-
R12_FSU,foil_i,2015,M1,year,3.52,-
R12_FSU,foil_i,2020,M1,year,2.734,-
R12_FSU,foil_i,2025,M1,year,2.48,-
R12_FSU,gas_i,1990,M1,year,40.379,-
R12_FSU,gas_i,2000,M1,year,28.882,-
R12_FSU,gas_i,2005,M1,year,19.986,-
R12_FSU,gas_i,2010,M1,year,22.334,-
R12_FSU,gas_i,2015,M1,year,20.375,-
R12_FSU,gas_i,2020,M1,year,20.089,-
R12_FSU,gas_i,2025,M1,year,30.556,-
R12_FSU,heat_i,1990,M1,year,158.866,-
R12_FSU,heat_i,2000,M1,year,55.174,-
R12_FSU,heat_i,2005,M1,year,54.91,-
R12_FSU,heat_i,2010,M1,year,41.765,-
R12_FSU,heat_i,2015,M1,year,31.344,-
R12_FSU,heat_i,2020,M1,year,31.91,-
R12_FSU,heat_i,2025,M1,year,35.047,-
R12_FSU,loil_i,1990,M1,year,2.444,-
R12_FSU,loil_i,2000,M1,year,3.089,-
R12_FSU,loil_i,2005,M1,year,2.144,-
R12_FSU,loil_i,2010,M1,year,2.136,-
R12_FSU,loil_i,2015,M1,year,2.976,-
R12_FSU,loil_i,2020,M1,year,0.338,-
R12_FSU,loil_i,2025,M1,year,0.338,-
R12_LAM,biomass_i,1990,M1,year,17.952,-
R12_LAM,biomass_i,2000,M1,year,20.803,-
R12_LAM,biomass_i,2005,M1,year,24.969,-
R12_LAM,biomass_i,2010,M1,year,30.064,-
R12_LAM,biomass_i,2015,M1,year,31.332,-
R12_LAM,biomass_i,2020,M1,year,34.162,-
R12_LAM,biomass_i,2025,M1,year,33.647,-
R12_LAM,coal_i,1990,M1,year,1.697,-
R12_LAM,coal_i,2000,M1,year,2.302,-
R12_LAM,coal_i,2005,M1,year,3.673,-
R12_LAM,coal_i,2010,M1,year,4.443,-
R12_LAM,coal_i,2015,M1,year,4.98,-
R12_LAM,coal_i,2020,M1,year,3.492,-
R12_LAM,coal_i,2025,M1,year,2.338,-
R12_LAM,eth_i,1990,M1,year,0.004,-
R12_LAM,eth_i,2000,M1,year,0.006,-
R12_LAM,eth_i,2005,M1,year,0.007,-
R12_LAM,eth_i,2010,M1,year,0.041,-
R12_LAM,eth_i,2015,M1,year,0.116,-
R12_LAM,eth_i,2020,M1,year,0.155,-
R12_LAM,eth_i,2025,M1,year,0.188,-
R12_LAM,foil_i,1990,M1,year,13.088,-
R12_LAM,foil_i,2000,M1,year,14.072,-
R12_LAM,foil_i,2005,M1,year,11.379,-
R12_LAM,foil_i,2010,M1,year,12.041,-
R12_LAM,foil_i,2015,M1,year,8.91,-
R12_LAM,foil_i,2020,M1,year,6.414,-
R12_LAM,foil_i,2025,M1,year,6.823,-
R12_LAM,gas_i,1990,M1,year,12.593,-
R12_LAM,gas_i,2000,M1,year,14.812,-
R12_LAM,gas_i,2005,M1,year,19.022,-
R12_LAM,gas_i,2010,M1,year,21.753,-
R12_LAM,gas_i,2015,M1,year,22.594,-
R12_LAM,gas_i,2020,M1,year,16.794,-
R12_LAM,gas_i,2025,M1,year,18.564,-
R12_LAM,loil_i,1990,M1,year,1.629,-
R12_LAM,loil_i,2000,M1,year,2.777,-
R12_LAM,loil_i,2005,M1,year,2.99,-
R12_LAM,loil_i,2010,M1,year,3.394,-
R12_LAM,loil_i,2015,M1,year,3.438,-
R12_LAM,loil_i,2020,M1,year,3.409,-
R12_LAM,loil_i,2025,M1,year,4.123,-
R12_MEA,biomass_i,1990,M1,year,0.483,-
R12_MEA,biomass_i,2000,M1,year,0.822,-
R12_MEA,biomass_i,2005,M1,year,0.684,-
R12_MEA,biomass_i,2010,M1,year,0.613,-
R12_MEA,biomass_i,2015,M1,year,0.565,-
R12_MEA,biomass_i,2020,M1,year,0.53,-
R12_MEA,biomass_i,2025,M1,year,0.505,-
R12_MEA,coal_i,1990,M1,year,0.352,-
R12_MEA,coal_i,2000,M1,year,0.563,-
R12_MEA,coal_i,2005,M1,year,0.475,-
R12_MEA,coal_i,2010,M1,year,0.678,-
R12_MEA,coal_i,2015,M1,year,1.371,-
R12_MEA,coal_i,2020,M1,year,1.829,-
R12_MEA,coal_i,2025,M1,year,1.568,-
R12_MEA,foil_i,1990,M1,year,15.647,-
R12_MEA,foil_i,2000,M1,year,18.139,-
R12_MEA,foil_i,2005,M1,year,20.577,-
R12_MEA,foil_i,2010,M1,year,24.363,-
R12_MEA,foil_i,2015,M1,year,16.852,-
R12_MEA,foil_i,2020,M1,year,14.366,-
R12_MEA,foil_i,2025,M1,year,17.231,-
R12_MEA,gas_i,1990,M1,year,22.898,-
R12_MEA,gas_i,2000,M1,year,35.161,-
R12_MEA,gas_i,2005,M1,year,46.25,-
R12_MEA,gas_i,2010,M1,year,77.726,-
R12_MEA,gas_i,2015,M1,year,97.069,-
R12_MEA,gas_i,2020,M1,year,96.035,-
R12_MEA,gas_i,2025,M1,year,101.552,-
R12_MEA,loil_i,1990,M1,year,0.696,-
R12_MEA,loil_i,2000,M1,year,0.589,-
R12_MEA,loil_i,2005,M1,year,1.146,-
R12_MEA,loil_i,2010,M1,year,1.684,-
R12_MEA,loil_i,2015,M1,year,0.889,-
R12_MEA,loil_i,2020,M1,year,1.523,-
R12_MEA,loil_i,2025,M1,year,1.452,-
R12_NAM,biomass_i,1990,M1,year,13.465,-
R12_NAM,biomass_i,2000,M1,year,35.434,-
R12_NAM,biomass_i,2005,M1,year,33.958,-
R12_NAM,biomass_i,2010,M1,year,30.612,-
R12_NAM,biomass_i,2015,M1,year,30.855,-
R12_NAM,biomass_i,2020,M1,year,32.356,-
R12_NAM,biomass_i,2025,M1,year,32.755,-
R12_NAM,coal_i,1990,M1,year,20.065,-
R12_NAM,coal_i,2000,M1,year,13.128,-
R12_NAM,coal_i,2005,M1,year,16.82,-
R12_NAM,coal_i,2010,M1,year,14.87,-
R12_NAM,coal_i,2015,M1,year,10.307,-
R12_NAM,coal_i,2020,M1,year,6.4,-
R12_NAM,coal_i,2025,M1,year,4.992,-
R12_NAM,eth_i,2005,M1,year,0.24,-
R12_NAM,eth_i,2010,M1,year,0.085,-
R12_NAM,eth_i,2015,M1,year,0.522,-
R12_NAM,eth_i,2020,M1,year,0.831,-
R12_NAM,eth_i,2025,M1,year,0.486,-
R12_NAM,foil_i,1990,M1,year,13.858,-
R12_NAM,foil_i,2000,M1,year,6.216,-
R12_NAM,foil_i,2005,M1,year,8.292,-
R12_NAM,foil_i,2010,M1,year,4.028,-
R12_NAM,foil_i,2015,M1,year,3.311,-
R12_NAM,foil_i,2020,M1,year,1.996,-
R12_NAM,foil_i,2025,M1,year,4.051,-
R12_NAM,gas_i,1990,M1,year,106.011,-
R12_NAM,gas_i,2000,M1,year,98.168,-
R12_NAM,gas_i,2005,M1,year,82.397,-
R12_NAM,gas_i,2010,M1,year,83.905,-
R12_NAM,gas_i,2015,M1,year,90.085,-
R12_NAM,gas_i,2020,M1,year,100.151,-
R12_NAM,gas_i,2025,M1,year,113.539,-
R12_NAM,heat_i,1990,M1,year,0.433,-
R12_NAM,heat_i,2000,M1,year,3.885,-
R12_NAM,heat_i,2005,M1,year,2.754,-
R12_NAM,heat_i,2010,M1,year,4.069,-
R12_NAM,heat_i,2015,M1,year,3.604,-
R12_NAM,heat_i,2020,M1,year,3.785,-
R12_NAM,heat_i,2025,M1,year,3.372,-
R12_NAM,loil_i,1990,M1,year,15.827,-
R12_NAM,loil_i,2000,M1,year,1.968,-
R12_NAM,loil_i,2005,M1,year,1.479,-
R12_NAM,loil_i,2010,M1,year,1.053,-
R12_NAM,loil_i,2015,M1,year,2.4,-
R12_NAM,loil_i,2020,M1,year,0.994,-
R12_NAM,loil_i,2025,M1,year,0.525,-
R12_PAO,biomass_i,1990,M1,year,3.426,-
R12_PAO,biomass_i,2000,M1,year,4.462,-
R12_PAO,biomass_i,2005,M1,year,4.358,-
R12_PAO,biomass_i,2010,M1,year,5.338,-
R12_PAO,biomass_i,2015,M1,year,5.141,-
R12_PAO,biomass_i,2020,M1,year,4.469,-
R12_PAO,biomass_i,2025,M1,year,4.781,-
R12_PAO,coal_i,1990,M1,year,6.275,-
R12_PAO,coal_i,2000,M1,year,5.305,-
R12_PAO,coal_i,2005,M1,year,5.267,-
R12_PAO,coal_i,2010,M1,year,4.969,-
R12_PAO,coal_i,2015,M1,year,5.265,-
R12_PAO,coal_i,2020,M1,year,4.831,-
R12_PAO,coal_i,2025,M1,year,4.098,-
R12_PAO,eth_i,2020,M1,year,0.0,-
R12_PAO,eth_i,2025,M1,year,0.0,-
R12_PAO,foil_i,1990,M1,year,6.634,-
R12_PAO,foil_i,2000,M1,year,5.455,-
R12_PAO,foil_i,2005,M1,year,4.078,-
R12_PAO,foil_i,2010,M1,year,2.147,-
R12_PAO,foil_i,2015,M1,year,1.463,-
R12_PAO,foil_i,2020,M1,year,1.191,-
R12_PAO,foil_i,2025,M1,year,1.145,-
R12_PAO,gas_i,1990,M1,year,5.917,-
R12_PAO,gas_i,2000,M1,year,8.376,-
R12_PAO,gas_i,2005,M1,year,10.246,-
R12_PAO,gas_i,2010,M1,year,10.26,-
R12_PAO,gas_i,2015,M1,year,9.839,-
R12_PAO,gas_i,2020,M1,year,9.7,-
R12_PAO,gas_i,2025,M1,year,9.52,-
R12_PAO,loil_i,1990,M1,year,8.241,-
R12_PAO,loil_i,2000,M1,year,7.968,-
R12_PAO,loil_i,2005,M1,year,6.575,-
R12_PAO,loil_i,2010,M1,year,5.247,-
R12_PAO,loil_i,2015,M1,year,5.233,-
R12_PAO,loil_i,2020,M1,year,4.618,-
R12_PAO,loil_i,2025,M1,year,4.332,-
R12_PAS,biomass_i,1990,M1,year,8.682,-
R12_PAS,biomass_i,2000,M1,year,11.567,-
R12_PAS,biomass_i,2005,M1,year,10.898,-
R12_PAS,biomass_i,2010,M1,year,12.015,-
R12_PAS,biomass_i,2015,M1,year,12.944,-
R12_PAS,biomass_i,2020,M1,year,13.241,-
R12_PAS,biomass_i,2025,M1,year,12.75,-
R12_PAS,coal_i,1990,M1,year,4.265,-
R12_PAS,coal_i,2000,M1,year,9.316,-
R12_PAS,coal_i,2005,M1,year,14.214,-
R12_PAS,coal_i,2010,M1,year,23.245,-
R12_PAS,coal_i,2015,M1,year,14.367,-
R12_PAS,coal_i,2020,M1,year,12.301,-
R12_PAS,coal_i,2025,M1,year,10.163,-
R12_PAS,eth_i,2010,M1,year,0.009,-
R12_PAS,eth_i,2015,M1,year,0.01,-
R12_PAS,eth_i,2020,M1,year,0.49,-
R12_PAS,eth_i,2025,M1,year,0.879,-
R12_PAS,foil_i,1990,M1,year,11.043,-
R12_PAS,foil_i,2000,M1,year,14.815,-
R12_PAS,foil_i,2005,M1,year,11.107,-
R12_PAS,foil_i,2010,M1,year,6.689,-
R12_PAS,foil_i,2015,M1,year,3.582,-
R12_PAS,foil_i,2020,M1,year,2.334,-
R12_PAS,foil_i,2025,M1,year,2.276,-
R12_PAS,gas_i,1990,M1,year,1.985,-
R12_PAS,gas_i,2000,M1,year,11.217,-
R12_PAS,gas_i,2005,M1,year,16.842,-
R12_PAS,gas_i,2010,M1,year,20.768,-
R12_PAS,gas_i,2015,M1,year,24.352,-
R12_PAS,gas_i,2020,M1,year,26.975,-
R12_PAS,gas_i,2025,M1,year,28.123,-
R12_PAS,heat_i,2000,M1,year,1.829,-
R12_PAS,heat_i,2005,M1,year,2.558,-
R12_PAS,heat_i,2010,M1,year,2.603,-
R12_PAS,heat_i,2015,M1,year,2.622,-
R12_PAS,heat_i,2020,M1,year,3.478,-
R12_PAS,heat_i,2025,M1,year,3.652,-
R12_PAS,loil_i,1990,M1,year,1.541,-
R12_PAS,loil_i,2000,M1,year,3.425,-
R12_PAS,loil_i,2005,M1,year,3.699,-
R12_PAS,loil_i,2010,M1,year,6.253,-
R12_PAS,loil_i,2015,M1,year,6.842,-
R12_PAS,loil_i,2020,M1,year,6.537,-
R12_PAS,loil_i,2025,M1,year,5.712,-
R12_RCPA,biomass_i,1990,M1,year,2.095,-
R12_RCPA,biomass_i,2000,M1,year,2.852,-
R12_RCPA,biomass_i,2005,M1,year,2.726,-
R12_RCPA,biomass_i,2010,M1,year,2.452,-
R12_RCPA,biomass_i,2015,M1,year,3.024,-
R12_RCPA,biomass_i,2020,M1,year,3.119,-
R12_RCPA,biomass_i,2025,M1,year,5.193,-
R12_RCPA,coal_i,1990,M1,year,13.126,-
R12_RCPA,coal_i,2000,M1,year,9.351,-
R12_RCPA,coal_i,2005,M1,year,11.324,-
R12_RCPA,coal_i,2010,M1,year,10.51,-
R12_RCPA,coal_i,2015,M1,year,4.475,-
R12_RCPA,coal_i,2020,M1,year,12.209,-
R12_RCPA,coal_i,2025,M1,year,12.553,-
R12_RCPA,foil_i,1990,M1,year,0.217,-
R12_RCPA,foil_i,2000,M1,year,0.756,-
R12_RCPA,foil_i,2005,M1,year,0.816,-
R12_RCPA,foil_i,2010,M1,year,0.759,-
R12_RCPA,foil_i,2015,M1,year,0.258,-
R12_RCPA,foil_i,2020,M1,year,0.124,-
R12_RCPA,foil_i,2025,M1,year,0.148,-
R12_RCPA,gas_i,2000,M1,year,0.017,-
R12_RCPA,gas_i,2005,M1,year,0.506,-
R12_RCPA,gas_i,2010,M1,year,0.318,-
R12_RCPA,gas_i,2015,M1,year,0.111,-
R12_RCPA,gas_i,2020,M1,year,0.201,-
R12_RCPA,gas_i,2025,M1,year,0.363,-
R12_RCPA,heat_i,1990,M1,year,0.335,-
R12_RCPA,heat_i,2000,M1,year,0.259,-
R12_RCPA,heat_i,2005,M1,year,0.302,-
R12_RCPA,heat_i,2010,M1,year,0.276,-
R12_RCPA,heat_i,2015,M1,year,0.313,-
R12_RCPA,heat_i,2020,M1,year,0.422,-
R12_RCPA,heat_i,2025,M1,year,0.502,-
R12_RCPA,loil_i,1990,M1,year,0.003,-
R12_RCPA,loil_i,2000,M1,year,0.085,-
R12_RCPA,loil_i,2005,M1,year,0.1,-
R12_RCPA,loil_i,2010,M1,year,0.182,-
R12_RCPA,loil_i,2020,M1,year,0.233,-
R12_RCPA,loil_i,2025,M1,year,0.0,-
R12_SAS,biomass_i,1990,M1,year,10.621,-
R12_SAS,biomass_i,2000,M1,year,18.599,-
R12_SAS,biomass_i,2005,M1,year,22.073,-
R12_SAS,biomass_i,2010,M1,year,26.089,-
R12_SAS,biomass_i,2015,M1,year,36.348,-
R12_SAS,biomass_i,2020,M1,year,48.919,-
R12_SAS,biomass_i,2025,M1,year,65.264,-
R12_SAS,coal_i,1990,M1,year,8.229,-
R12_SAS,coal_i,2000,M1,year,5.527,-
R12_SAS,coal_i,2005,M1,year,9.306,-
R12_SAS,coal_i,2010,M1,year,23.265,-
R12_SAS,coal_i,2015,M1,year,20.876,-
R12_SAS,coal_i,2020,M1,year,19.623,-
R12_SAS,coal_i,2025,M1,year,23.106,-
R12_SAS,foil_i,1990,M1,year,2.267,-
R12_SAS,foil_i,2000,M1,year,4.618,-
R12_SAS,foil_i,2005,M1,year,4.409,-
R12_SAS,foil_i,2010,M1,year,3.941,-
R12_SAS,foil_i,2015,M1,year,11.042,-
R12_SAS,foil_i,2020,M1,year,7.899,-
R12_SAS,foil_i,2025,M1,year,6.887,-
R12_SAS,gas_i,1990,M1,year,2.772,-
R12_SAS,gas_i,2000,M1,year,6.065,-
R12_SAS,gas_i,2005,M1,year,10.027,-
R12_SAS,gas_i,2010,M1,year,10.0,-
R12_SAS,gas_i,2015,M1,year,14.098,-
R12_SAS,gas_i,2020,M1,year,16.979,-
R12_SAS,gas_i,2025,M1,year,25.212,-
R12_SAS,loil_i,1990,M1,year,1.138,-
R12_SAS,loil_i,2000,M1,year,2.127,-
R12_SAS,loil_i,2005,M1,year,1.007,-
R12_SAS,loil_i,2010,M1,year,0.924,-
R12_SAS,loil_i,2015,M1,year,1.175,-
R12_SAS,loil_i,2020,M1,year,1.353,-
R12_SAS,loil_i,2025,M1,year,1.374,-
R12_WEU,biomass_i,1990,M1,year,11.179,-
R12_WEU,biomass_i,2000,M1,year,13.168,-
R12_WEU,biomass_i,2005,M1,year,13.403,-
R12_WEU,biomass_i,2010,M1,year,14.981,-
R12_WEU,biomass_i,2015,M1,year,15.186,-
R12_WEU,biomass_i,2020,M1,year,16.501,-
R12_WEU,biomass_i,2025,M1,year,18.246,-
R12_WEU,coal_i,1990,M1,year,19.229,-
R12_WEU,coal_i,2000,M1,year,12.774,-
R12_WEU,coal_i,2005,M1,year,10.109,-
R12_WEU,coal_i,2010,M1,year,7.581,-
R12_WEU,coal_i,2015,M1,year,7.392,-
R12_WEU,coal_i,2020,M1,year,8.1,-
R12_WEU,coal_i,2025,M1,year,7.886,-
R12_WEU,eth_i,2005,M1,year,0.024,-
R12_WEU,eth_i,2010,M1,year,0.117,-
R12_WEU,eth_i,2015,M1,year,0.125,-
R12_WEU,eth_i,2020,M1,year,0.539,-
R12_WEU,eth_i,2025,M1,year,0.643,-
R12_WEU,foil_i,1990,M1,year,20.969,-
R12_WEU,foil_i,2000,M1,year,15.729,-
R12_WEU,foil_i,2005,M1,year,12.243,-
R12_WEU,foil_i,2010,M1,year,7.196,-
R12_WEU,foil_i,2015,M1,year,4.542,-
R12_WEU,foil_i,2020,M1,year,4.068,-
R12_WEU,foil_i,2025,M1,year,3.715,-
R12_WEU,gas_i,1990,M1,year,43.728,-
R12_WEU,gas_i,2000,M1,year,60.533,-
R12_WEU,gas_i,2005,M1,year,61.619,-
R12_WEU,gas_i,2010,M1,year,57.468,-
R12_WEU,gas_i,2015,M1,year,52.431,-
R12_WEU,gas_i,2020,M1,year,51.285,-
R12_WEU,gas_i,2025,M1,year,50.41,-
R12_WEU,heat_i,1990,M1,year,3.72,-
R12_WEU,heat_i,2000,M1,year,6.738,-
R12_WEU,heat_i,2005,M1,year,12.567,-
R12_WEU,heat_i,2010,M1,year,14.276,-
R12_WEU,heat_i,2015,M1,year,12.697,-
R12_WEU,heat_i,2020,M1,year,12.313,-
R12_WEU,heat_i,2025,M1,year,9.519,-
R12_WEU,loil_i,1990,M1,year,5.19,-
R12_WEU,loil_i,2000,M1,year,7.156,-
R12_WEU,loil_i,2005,M1,year,6.513,-
R12_WEU,loil_i,2010,M1,year,5.991,-
R12_WEU,loil_i,2015,M1,year,5.259,-
R12_WEU,loil_i,2020,M1,year,4.096,-
R12_WEU,loil_i,2025,M1,year,4.502,-
