Model,Scenario,Region,Variable,Unit,Exporter,Importer,Value,Year
steel_trade,only_steel,R12_CHN>R12_SAS,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_CHN,R12_SAS,0.0,2050
steel_trade,only_steel,R12_CHN>R12_WEU,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_CHN,R12_WEU,0.0,2050
steel_trade,only_steel,R12_EEU>R12_AFR,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_EEU,R12_AFR,0.0,2050
steel_trade,only_steel,R12_EEU>R12_CHN,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_EEU,R12_CHN,0.0,2050
steel_trade,only_steel,R12_EEU>R12_FSU,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_EEU,R12_FSU,0.0,2050
steel_trade,only_steel,R12_EEU>R12_LAM,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_EEU,R12_LAM,0.0,2050
steel_trade,only_steel,R12_EEU>R12_MEA,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_EEU,R12_MEA,0.0,2050
steel_trade,only_steel,R12_EEU>R12_NAM,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_EEU,R12_NAM,0.0,2050
steel_trade,only_steel,R12_EEU>R12_PAO,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_EEU,R12_PAO,0.0,2050
steel_trade,only_steel,R12_EEU>R12_PAS,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_EEU,R12_PAS,0.0,2050
steel_trade,only_steel,R12_EEU>R12_RCPA,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_EEU,R12_RCPA,0.0,2050
steel_trade,only_steel,R12_EEU>R12_SAS,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_EEU,R12_SAS,0.0,2050
steel_trade,only_steel,R12_EEU>R12_WEU,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_EEU,R12_WEU,0.0,2050
steel_trade,only_steel,R12_FSU>R12_AFR,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_FSU,R12_AFR,0.0,2050
steel_trade,only_steel,R12_FSU>R12_CHN,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_FSU,R12_CHN,0.0,2050
steel_trade,only_steel,R12_FSU>R12_EEU,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_FSU,R12_EEU,7.762327022645952,2050
steel_trade,only_steel,R12_FSU>R12_LAM,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_FSU,R12_LAM,0.0,2050
steel_trade,only_steel,R12_FSU>R12_MEA,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_FSU,R12_MEA,0.0,2050
steel_trade,only_steel,R12_FSU>R12_NAM,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_FSU,R12_NAM,0.0,2050
steel_trade,only_steel,R12_FSU>R12_PAO,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_FSU,R12_PAO,0.0,2050
steel_trade,only_steel,R12_FSU>R12_PAS,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_FSU,R12_PAS,0.0,2050
steel_trade,only_steel,R12_FSU>R12_RCPA,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_FSU,R12_RCPA,0.0,2050
steel_trade,only_steel,R12_FSU>R12_SAS,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_FSU,R12_SAS,0.0,2050
steel_trade,only_steel,R12_FSU>R12_WEU,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_FSU,R12_WEU,0.0,2050
steel_trade,only_steel,R12_LAM>R12_AFR,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_LAM,R12_AFR,0.0,2050
steel_trade,only_steel,R12_LAM>R12_CHN,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_LAM,R12_CHN,0.0,2050
steel_trade,only_steel,R12_LAM>R12_EEU,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_LAM,R12_EEU,0.0,2050
steel_trade,only_steel,R12_LAM>R12_FSU,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_LAM,R12_FSU,0.0,2050
steel_trade,only_steel,R12_LAM>R12_MEA,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_LAM,R12_MEA,0.0,2050
steel_trade,only_steel,R12_LAM>R12_NAM,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_LAM,R12_NAM,0.0,2050
steel_trade,only_steel,R12_LAM>R12_PAO,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_LAM,R12_PAO,0.0,2050
steel_trade,only_steel,R12_LAM>R12_PAS,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_LAM,R12_PAS,0.0,2050
steel_trade,only_steel,R12_LAM>R12_RCPA,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_LAM,R12_RCPA,0.0,2050
steel_trade,only_steel,R12_LAM>R12_SAS,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_LAM,R12_SAS,0.0,2050
steel_trade,only_steel,R12_LAM>R12_WEU,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_LAM,R12_WEU,0.0,2050
steel_trade,only_steel,R12_MEA>R12_AFR,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_MEA,R12_AFR,81.00471818867882,2050
steel_trade,only_steel,R12_MEA>R12_CHN,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_MEA,R12_CHN,0.0,2050
steel_trade,only_steel,R12_MEA>R12_EEU,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_MEA,R12_EEU,0.0,2050
steel_trade,only_steel,R12_MEA>R12_FSU,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_MEA,R12_FSU,0.0,2050
steel_trade,only_steel,R12_MEA>R12_LAM,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_MEA,R12_LAM,0.0,2050
steel_trade,only_steel,R12_MEA>R12_NAM,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_MEA,R12_NAM,0.0,2050
steel_trade,only_steel,R12_MEA>R12_PAO,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_MEA,R12_PAO,0.0,2050
steel_trade,only_steel,R12_MEA>R12_PAS,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_MEA,R12_PAS,27.90546087969432,2050
steel_trade,only_steel,R12_MEA>R12_RCPA,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_MEA,R12_RCPA,0.0,2050
steel_trade,only_steel,R12_MEA>R12_SAS,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_MEA,R12_SAS,122.7486515985907,2050
steel_trade,only_steel,R12_MEA>R12_WEU,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_MEA,R12_WEU,0.0,2050
steel_trade,only_steel,R12_NAM>R12_AFR,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_NAM,R12_AFR,0.0,2050
steel_trade,only_steel,R12_NAM>R12_CHN,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_NAM,R12_CHN,0.0,2050
steel_trade,only_steel,R12_NAM>R12_EEU,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_NAM,R12_EEU,0.0,2050
steel_trade,only_steel,R12_NAM>R12_FSU,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_NAM,R12_FSU,0.0,2050
steel_trade,only_steel,R12_NAM>R12_LAM,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_NAM,R12_LAM,0.0,2050
steel_trade,only_steel,R12_NAM>R12_MEA,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_NAM,R12_MEA,0.0,2050
steel_trade,only_steel,R12_NAM>R12_PAO,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_NAM,R12_PAO,0.0,2050
steel_trade,only_steel,R12_NAM>R12_PAS,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_NAM,R12_PAS,0.0,2050
steel_trade,only_steel,R12_NAM>R12_RCPA,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_NAM,R12_RCPA,0.0,2050
steel_trade,only_steel,R12_NAM>R12_SAS,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_NAM,R12_SAS,0.0,2050
steel_trade,only_steel,R12_NAM>R12_WEU,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_NAM,R12_WEU,0.0,2050
steel_trade,only_steel,R12_PAO>R12_AFR,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_PAO,R12_AFR,0.0,2050
steel_trade,only_steel,R12_PAO>R12_CHN,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_PAO,R12_CHN,6.125418615069066,2050
steel_trade,only_steel,R12_PAO>R12_EEU,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_PAO,R12_EEU,0.0,2050
steel_trade,only_steel,R12_PAO>R12_FSU,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_PAO,R12_FSU,0.0,2050
steel_trade,only_steel,R12_PAO>R12_LAM,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_PAO,R12_LAM,0.0,2050
steel_trade,only_steel,R12_PAO>R12_MEA,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_PAO,R12_MEA,0.0,2050
steel_trade,only_steel,R12_PAO>R12_NAM,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_PAO,R12_NAM,0.0,2050
steel_trade,only_steel,R12_PAO>R12_PAS,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_PAO,R12_PAS,0.0,2050
steel_trade,only_steel,R12_PAO>R12_RCPA,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_PAO,R12_RCPA,0.0,2050
steel_trade,only_steel,R12_PAO>R12_SAS,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_PAO,R12_SAS,0.0,2050
steel_trade,only_steel,R12_PAO>R12_WEU,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_PAO,R12_WEU,0.0,2050
steel_trade,only_steel,R12_PAS>R12_AFR,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_PAS,R12_AFR,0.0,2050
steel_trade,only_steel,R12_PAS>R12_CHN,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_PAS,R12_CHN,0.0,2050
steel_trade,only_steel,R12_PAS>R12_EEU,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_PAS,R12_EEU,0.0,2050
steel_trade,only_steel,R12_PAS>R12_FSU,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_PAS,R12_FSU,0.0,2050
steel_trade,only_steel,R12_PAS>R12_LAM,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_PAS,R12_LAM,0.0,2050
steel_trade,only_steel,R12_PAS>R12_MEA,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_PAS,R12_MEA,0.0,2050
steel_trade,only_steel,R12_PAS>R12_NAM,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_PAS,R12_NAM,0.0,2050
steel_trade,only_steel,R12_PAS>R12_PAO,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_PAS,R12_PAO,0.0,2050
steel_trade,only_steel,R12_PAS>R12_RCPA,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_PAS,R12_RCPA,0.0,2050
steel_trade,only_steel,R12_PAS>R12_SAS,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_PAS,R12_SAS,0.0,2050
steel_trade,only_steel,R12_PAS>R12_WEU,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_PAS,R12_WEU,0.0,2050
steel_trade,only_steel,R12_RCPA>R12_AFR,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_RCPA,R12_AFR,0.0,2050
steel_trade,only_steel,R12_RCPA>R12_CHN,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_RCPA,R12_CHN,0.0,2050
steel_trade,only_steel,R12_RCPA>R12_EEU,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_RCPA,R12_EEU,0.0,2050
steel_trade,only_steel,R12_RCPA>R12_FSU,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_RCPA,R12_FSU,0.0,2050
steel_trade,only_steel,R12_RCPA>R12_LAM,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_RCPA,R12_LAM,0.0,2050
steel_trade,only_steel,R12_RCPA>R12_MEA,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_RCPA,R12_MEA,0.0,2050
steel_trade,only_steel,R12_RCPA>R12_NAM,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_RCPA,R12_NAM,0.0,2050
steel_trade,only_steel,R12_RCPA>R12_PAO,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_RCPA,R12_PAO,0.0,2050
steel_trade,only_steel,R12_RCPA>R12_PAS,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_RCPA,R12_PAS,2.277374482006735,2050
steel_trade,only_steel,R12_RCPA>R12_SAS,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_RCPA,R12_SAS,0.0,2050
steel_trade,only_steel,R12_RCPA>R12_WEU,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_RCPA,R12_WEU,0.0,2050
steel_trade,only_steel,R12_SAS>R12_AFR,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_SAS,R12_AFR,0.0,2050
steel_trade,only_steel,R12_SAS>R12_CHN,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_SAS,R12_CHN,0.0,2050
steel_trade,only_steel,R12_SAS>R12_EEU,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_SAS,R12_EEU,0.0,2050
steel_trade,only_steel,R12_SAS>R12_FSU,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_SAS,R12_FSU,0.0,2050
steel_trade,only_steel,R12_SAS>R12_LAM,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_SAS,R12_LAM,0.0,2050
steel_trade,only_steel,R12_SAS>R12_MEA,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_SAS,R12_MEA,0.0,2050
steel_trade,only_steel,R12_SAS>R12_NAM,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_SAS,R12_NAM,0.0,2050
steel_trade,only_steel,R12_SAS>R12_PAO,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_SAS,R12_PAO,0.0,2050
steel_trade,only_steel,R12_SAS>R12_PAS,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_SAS,R12_PAS,0.0,2050
steel_trade,only_steel,R12_SAS>R12_RCPA,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_SAS,R12_RCPA,0.0,2050
steel_trade,only_steel,R12_SAS>R12_WEU,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_SAS,R12_WEU,0.0,2050
steel_trade,only_steel,R12_WEU>R12_AFR,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_WEU,R12_AFR,0.0,2050
steel_trade,only_steel,R12_WEU>R12_CHN,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_WEU,R12_CHN,0.0,2050
steel_trade,only_steel,R12_WEU>R12_EEU,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_WEU,R12_EEU,5.669531990336793,2050
steel_trade,only_steel,R12_WEU>R12_FSU,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_WEU,R12_FSU,0.0,2050
steel_trade,only_steel,R12_WEU>R12_LAM,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_WEU,R12_LAM,0.0,2050
steel_trade,only_steel,R12_WEU>R12_MEA,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_WEU,R12_MEA,0.0,2050
steel_trade,only_steel,R12_WEU>R12_NAM,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_WEU,R12_NAM,0.0,2050
steel_trade,only_steel,R12_WEU>R12_PAO,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_WEU,R12_PAO,0.0,2050
steel_trade,only_steel,R12_WEU>R12_PAS,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_WEU,R12_PAS,0.0,2050
steel_trade,only_steel,R12_WEU>R12_RCPA,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_WEU,R12_RCPA,0.0,2050
steel_trade,only_steel,R12_WEU>R12_SAS,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_WEU,R12_SAS,0.0,2050
SSP_SSP2_v6.4,baseline,R12_GLB>R12_AFR,Trade|Material|Steel Volume|Shipped (Global Pool)|Imports,Mt/yr,R12_GLB,R12_AFR,235.86708609953988,2055
SSP_SSP2_v6.4,baseline,R12_AFR>R12_GLB,Trade|Material|Steel Volume|Shipped (Global Pool)|Exports,Mt/yr,R12_AFR,R12_GLB,0.0,2055
SSP_SSP2_v6.4,baseline,R12_GLB>R12_CHN,Trade|Material|Steel Volume|Shipped (Global Pool)|Imports,Mt/yr,R12_GLB,R12_CHN,115.28834171074608,2055
SSP_SSP2_v6.4,baseline,R12_CHN>R12_GLB,Trade|Material|Steel Volume|Shipped (Global Pool)|Exports,Mt/yr,R12_CHN,R12_GLB,0.0,2055
SSP_SSP2_v6.4,baseline,R12_GLB>R12_EEU,Trade|Material|Steel Volume|Shipped (Global Pool)|Imports,Mt/yr,R12_GLB,R12_EEU,0.0,2055
SSP_SSP2_v6.4,baseline,R12_EEU>R12_GLB,Trade|Material|Steel Volume|Shipped (Global Pool)|Exports,Mt/yr,R12_EEU,R12_GLB,0.0,2055
SSP_SSP2_v6.4,baseline,R12_GLB>R12_FSU,Trade|Material|Steel Volume|Shipped (Global Pool)|Imports,Mt/yr,R12_GLB,R12_FSU,0.0,2055
SSP_SSP2_v6.4,baseline,R12_FSU>R12_GLB,Trade|Material|Steel Volume|Shipped (Global Pool)|Exports,Mt/yr,R12_FSU,R12_GLB,39.02433018594164,2055
SSP_SSP2_v6.4,baseline,R12_GLB>R12_LAM,Trade|Material|Steel Volume|Shipped (Global Pool)|Imports,Mt/yr,R12_GLB,R12_LAM,0.0,2055
SSP_SSP2_v6.4,baseline,R12_LAM>R12_GLB,Trade|Material|Steel Volume|Shipped (Global Pool)|Exports,Mt/yr,R12_LAM,R12_GLB,0.0,2055
SSP_SSP2_v6.4,baseline,R12_GLB>R12_MEA,Trade|Material|Steel Volume|Shipped (Global Pool)|Imports,Mt/yr,R12_GLB,R12_MEA,0.0,2055
SSP_SSP2_v6.4,baseline,R12_MEA>R12_GLB,Trade|Material|Steel Volume|Shipped (Global Pool)|Exports,Mt/yr,R12_MEA,R12_GLB,310.8001650327948,2055
SSP_SSP2_v6.4,baseline,R12_GLB>R12_NAM,Trade|Material|Steel Volume|Shipped (Global Pool)|Imports,Mt/yr,R12_GLB,R12_NAM,0.0,2055
SSP_SSP2_v6.4,baseline,R12_NAM>R12_GLB,Trade|Material|Steel Volume|Shipped (Global Pool)|Exports,Mt/yr,R12_NAM,R12_GLB,0.0,2055
SSP_SSP2_v6.4,baseline,R12_GLB>R12_PAO,Trade|Material|Steel Volume|Shipped (Global Pool)|Imports,Mt/yr,R12_GLB,R12_PAO,0.0,2055
SSP_SSP2_v6.4,baseline,R12_PAO>R12_GLB,Trade|Material|Steel Volume|Shipped (Global Pool)|Exports,Mt/yr,R12_PAO,R12_GLB,2.0507477137238443,2055
SSP_SSP2_v6.4,baseline,R12_GLB>R12_PAS,Trade|Material|Steel Volume|Shipped (Global Pool)|Imports,Mt/yr,R12_GLB,R12_PAS,0.0,2055
SSP_SSP2_v6.4,baseline,R12_PAS>R12_GLB,Trade|Material|Steel Volume|Shipped (Global Pool)|Exports,Mt/yr,R12_PAS,R12_GLB,0.0,2055
SSP_SSP2_v6.4,baseline,R12_GLB>R12_RCPA,Trade|Material|Steel Volume|Shipped (Global Pool)|Imports,Mt/yr,R12_GLB,R12_RCPA,0.0,2055
SSP_SSP2_v6.4,baseline,R12_RCPA>R12_GLB,Trade|Material|Steel Volume|Shipped (Global Pool)|Exports,Mt/yr,R12_RCPA,R12_GLB,0.0,2055
SSP_SSP2_v6.4,baseline,R12_GLB>R12_SAS,Trade|Material|Steel Volume|Shipped (Global Pool)|Imports,Mt/yr,R12_GLB,R12_SAS,0.0,2055
SSP_SSP2_v6.4,baseline,R12_SAS>R12_GLB,Trade|Material|Steel Volume|Shipped (Global Pool)|Exports,Mt/yr,R12_SAS,R12_GLB,0.0,2055
SSP_SSP2_v6.4,baseline,R12_GLB>R12_WEU,Trade|Material|Steel Volume|Shipped (Global Pool)|Imports,Mt/yr,R12_GLB,R12_WEU,0.0,2055
SSP_SSP2_v6.4,baseline,R12_WEU>R12_GLB,Trade|Material|Steel Volume|Shipped (Global Pool)|Exports,Mt/yr,R12_WEU,R12_GLB,2.7917391559283358,2055
steel_trade,only_steel,R12_AFR>R12_CHN,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_AFR,R12_CHN,0.0,2055
steel_trade,only_steel,R12_AFR>R12_EEU,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_AFR,R12_EEU,0.0,2055
steel_trade,only_steel,R12_AFR>R12_FSU,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_AFR,R12_FSU,0.0,2055
steel_trade,only_steel,R12_AFR>R12_LAM,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_AFR,R12_LAM,0.0,2055
steel_trade,only_steel,R12_AFR>R12_MEA,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_AFR,R12_MEA,0.0,2055
steel_trade,only_steel,R12_AFR>R12_NAM,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_AFR,R12_NAM,0.0,2055
steel_trade,only_steel,R12_AFR>R12_PAO,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_AFR,R12_PAO,0.0,2055
steel_trade,only_steel,R12_AFR>R12_PAS,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_AFR,R12_PAS,0.0,2055
steel_trade,only_steel,R12_AFR>R12_RCPA,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_AFR,R12_RCPA,0.0,2055
steel_trade,only_steel,R12_AFR>R12_SAS,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_AFR,R12_SAS,0.0,2055
steel_trade,only_steel,R12_AFR>R12_WEU,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_AFR,R12_WEU,0.0,2055
steel_trade,only_steel,R12_CHN>R12_AFR,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_CHN,R12_AFR,0.0,2055
steel_trade,only_steel,R12_CHN>R12_EEU,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_CHN,R12_EEU,0.0,2055
steel_trade,only_steel,R12_CHN>R12_FSU,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_CHN,R12_FSU,0.0,2055
steel_trade,only_steel,R12_CHN>R12_LAM,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_CHN,R12_LAM,0.0,2055
steel_trade,only_steel,R12_CHN>R12_MEA,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_CHN,R12_MEA,0.0,2055
steel_trade,only_steel,R12_CHN>R12_NAM,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_CHN,R12_NAM,0.0,2055
steel_trade,only_steel,R12_CHN>R12_PAO,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_CHN,R12_PAO,0.0,2055
steel_trade,only_steel,R12_CHN>R12_PAS,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_CHN,R12_PAS,0.0,2055
steel_trade,only_steel,R12_CHN>R12_RCPA,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_CHN,R12_RCPA,0.0,2055
steel_trade,only_steel,R12_CHN>R12_SAS,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_CHN,R12_SAS,0.0,2055
steel_trade,only_steel,R12_CHN>R12_WEU,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_CHN,R12_WEU,0.0,2055
steel_trade,only_steel,R12_EEU>R12_AFR,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_EEU,R12_AFR,0.0,2055
steel_trade,only_steel,R12_EEU>R12_CHN,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_EEU,R12_CHN,0.0,2055
steel_trade,only_steel,R12_EEU>R12_FSU,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_EEU,R12_FSU,0.0,2055
steel_trade,only_steel,R12_EEU>R12_LAM,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_EEU,R12_LAM,0.0,2055
steel_trade,only_steel,R12_EEU>R12_MEA,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_EEU,R12_MEA,0.0,2055
steel_trade,only_steel,R12_EEU>R12_NAM,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_EEU,R12_NAM,0.0,2055
steel_trade,only_steel,R12_EEU>R12_PAO,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_EEU,R12_PAO,0.0,2055
steel_trade,only_steel,R12_EEU>R12_PAS,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_EEU,R12_PAS,0.0,2055
steel_trade,only_steel,R12_EEU>R12_RCPA,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_EEU,R12_RCPA,0.0,2055
steel_trade,only_steel,R12_EEU>R12_SAS,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_EEU,R12_SAS,0.0,2055
steel_trade,only_steel,R12_EEU>R12_WEU,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_EEU,R12_WEU,0.0,2055
steel_trade,only_steel,R12_FSU>R12_AFR,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_FSU,R12_AFR,0.0,2055
steel_trade,only_steel,R12_FSU>R12_CHN,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_FSU,R12_CHN,2.2203768734200797,2055
steel_trade,only_steel,R12_FSU>R12_EEU,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_FSU,R12_EEU,0.0,2055
steel_trade,only_steel,R12_FSU>R12_LAM,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_FSU,R12_LAM,0.0,2055
steel_trade,only_steel,R12_FSU>R12_MEA,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_FSU,R12_MEA,0.0,2055
steel_trade,only_steel,R12_FSU>R12_NAM,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_FSU,R12_NAM,5.32128525068066,2055
steel_trade,only_steel,R12_FSU>R12_PAO,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_FSU,R12_PAO,0.0,2055
steel_trade,only_steel,R12_FSU>R12_PAS,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_FSU,R12_PAS,0.0,2055
steel_trade,only_steel,R12_FSU>R12_RCPA,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_FSU,R12_RCPA,0.0,2055
steel_trade,only_steel,R12_FSU>R12_SAS,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_FSU,R12_SAS,0.0,2055
steel_trade,only_steel,R12_FSU>R12_WEU,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_FSU,R12_WEU,0.0,2055
steel_trade,only_steel,R12_LAM>R12_AFR,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_LAM,R12_AFR,0.0,2055
steel_trade,only_steel,R12_LAM>R12_CHN,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_LAM,R12_CHN,0.0,2055
steel_trade,only_steel,R12_LAM>R12_EEU,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_LAM,R12_EEU,0.0,2055
steel_trade,only_steel,R12_LAM>R12_FSU,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_LAM,R12_FSU,0.0,2055
steel_trade,only_steel,R12_LAM>R12_MEA,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_LAM,R12_MEA,0.0,2055
steel_trade,only_steel,R12_LAM>R12_NAM,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_LAM,R12_NAM,0.0,2055
