node_loc,technology,year_vtg,value,unit
R12_AFR,gas_pipe_mea,broadcast,40,y
R12_AFR,gas_pipe_weu,broadcast,40,y
R12_CHN,gas_pipe_fsu,broadcast,40,y
R12_EEU,gas_pipe_fsu,broadcast,40,y
R12_EEU,gas_pipe_weu,broadcast,40,y
R12_FSU,gas_pipe_chn,broadcast,40,y
R12_FSU,gas_pipe_eeu,broadcast,40,y
R12_FSU,gas_pipe_mea,broadcast,40,y
R12_FSU,gas_pipe_pao,broadcast,40,y
R12_FSU,gas_pipe_pas,broadcast,40,y
R12_FSU,gas_pipe_sas,broadcast,40,y
R12_FSU,gas_pipe_weu,broadcast,40,y
R12_LAM,gas_pipe_nam,broadcast,40,y
R12_MEA,gas_pipe_afr,broadcast,40,y
R12_MEA,gas_pipe_eeu,broadcast,40,y
R12_MEA,gas_pipe_fsu,broadcast,40,y
R12_MEA,gas_pipe_sas,broadcast,40,y
R12_MEA,gas_pipe_weu,broadcast,40,y
R12_NAM,gas_pipe_lam,broadcast,40,y
R12_PAO,gas_pipe_fsu,broadcast,40,y
R12_PAS,gas_pipe_chn,broadcast,40,y
R12_PAS,gas_pipe_fsu,broadcast,40,y
R12_PAS,gas_pipe_pao,broadcast,40,y
R12_SAS,gas_pipe_fsu,broadcast,40,y
R12_SAS,gas_pipe_mea,broadcast,40,y
R12_SAS,gas_pipe_pas,broadcast,40,y
R12_WEU,gas_pipe_afr,broadcast,40,y
R12_WEU,gas_pipe_eeu,broadcast,40,y
R12_WEU,gas_pipe_fsu,broadcast,40,y
R12_WEU,gas_pipe_mea,broadcast,40,y
