node_loc,technology,year_act,value,unit,mode,time
R12_EEU,gas_pipe_fsu,1950.0,203.0,km,M1,year
R12_EEU,gas_pipe_fsu,1960.0,317.0,km,M1,year
R12_EEU,gas_pipe_fsu,2000.0,317.0,km,M1,year
R12_EEU,gas_pipe_fsu,2005.0,317.0,km,M1,year
R12_EEU,gas_pipe_fsu,2010.0,317.0,km,M1,year
R12_EEU,gas_pipe_fsu,2015.0,340.0,km,M1,year
R12_EEU,gas_pipe_fsu,2020.0,570.0,km,M1,year
R12_EEU,gas_pipe_fsu,2025.0,570.0,km,M1,year
R12_EEU,gas_pipe_weu,2000.0,0.0,km,M1,year
R12_EEU,gas_pipe_weu,2005.0,0.0,km,M1,year
R12_EEU,gas_pipe_weu,2010.0,0.0,km,M1,year
R12_EEU,gas_pipe_weu,2015.0,294.0,km,M1,year
R12_EEU,gas_pipe_weu,2020.0,444.0,km,M1,year
R12_EEU,gas_pipe_weu,2025.0,1843.0,km,M1,year
R12_FSU,gas_pipe_chn,2000.0,0.0,km,M1,year
R12_FSU,gas_pipe_chn,2005.0,0.0,km,M1,year
R12_FSU,gas_pipe_chn,2010.0,3666.0,km,M1,year
R12_FSU,gas_pipe_chn,2015.0,5592.0,km,M1,year
R12_FSU,gas_pipe_chn,2020.0,6558.0,km,M1,year
R12_FSU,gas_pipe_chn,2025.0,6582.0,km,M1,year
R12_FSU,gas_pipe_eeu,1960.0,221.0,km,M1,year
R12_FSU,gas_pipe_eeu,1970.0,586.0,km,M1,year
R12_FSU,gas_pipe_eeu,1975.0,678.0,km,M1,year
R12_FSU,gas_pipe_eeu,1985.0,941.0,km,M1,year
R12_FSU,gas_pipe_eeu,2000.0,961.0,km,M1,year
R12_FSU,gas_pipe_eeu,2005.0,961.0,km,M1,year
R12_FSU,gas_pipe_eeu,2010.0,961.0,km,M1,year
R12_FSU,gas_pipe_eeu,2015.0,961.0,km,M1,year
R12_FSU,gas_pipe_eeu,2020.0,1421.0,km,M1,year
R12_FSU,gas_pipe_eeu,2025.0,2689.0,km,M1,year
R12_FSU,gas_pipe_mea,1970.0,1474.0,km,M1,year
R12_FSU,gas_pipe_mea,1995.0,1672.0,km,M1,year
R12_FSU,gas_pipe_mea,2000.0,1672.0,km,M1,year
R12_FSU,gas_pipe_mea,2005.0,1672.0,km,M1,year
R12_FSU,gas_pipe_mea,2010.0,1854.0,km,M1,year
R12_FSU,gas_pipe_mea,2015.0,1854.0,km,M1,year
R12_FSU,gas_pipe_mea,2020.0,1854.0,km,M1,year
R12_FSU,gas_pipe_mea,2025.0,1854.0,km,M1,year
R12_FSU,gas_pipe_weu,1985.0,842.0,km,M1,year
R12_FSU,gas_pipe_weu,2000.0,2502.0,km,M1,year
R12_FSU,gas_pipe_weu,2005.0,4408.0,km,M1,year
R12_FSU,gas_pipe_weu,2010.0,4408.0,km,M1,year
R12_FSU,gas_pipe_weu,2015.0,4408.0,km,M1,year
R12_FSU,gas_pipe_weu,2020.0,9309.0,km,M1,year
R12_FSU,gas_pipe_weu,2025.0,9309.0,km,M1,year
R12_MEA,gas_pipe_eeu,1985.0,3579.0,km,M1,year
R12_MEA,gas_pipe_eeu,2000.0,3579.0,km,M1,year
R12_MEA,gas_pipe_eeu,2005.0,3579.0,km,M1,year
R12_MEA,gas_pipe_eeu,2010.0,3579.0,km,M1,year
R12_MEA,gas_pipe_eeu,2015.0,3579.0,km,M1,year
R12_MEA,gas_pipe_eeu,2020.0,3579.0,km,M1,year
R12_MEA,gas_pipe_eeu,2025.0,3579.0,km,M1,year
R12_MEA,gas_pipe_fsu,2000.0,0.0,km,M1,year
R12_MEA,gas_pipe_fsu,2005.0,141.0,km,M1,year
R12_MEA,gas_pipe_fsu,2010.0,141.0,km,M1,year
R12_MEA,gas_pipe_fsu,2015.0,141.0,km,M1,year
R12_MEA,gas_pipe_fsu,2020.0,141.0,km,M1,year
R12_MEA,gas_pipe_fsu,2025.0,291.0,km,M1,year
R12_MEA,gas_pipe_sas,2000.0,0.0,km,M1,year
R12_MEA,gas_pipe_sas,2005.0,0.0,km,M1,year
R12_MEA,gas_pipe_sas,2010.0,0.0,km,M1,year
R12_MEA,gas_pipe_sas,2015.0,0.0,km,M1,year
R12_MEA,gas_pipe_sas,2020.0,0.0,km,M1,year
R12_MEA,gas_pipe_sas,2025.0,2775.0,km,M1,year
R12_MEA,gas_pipe_weu,1995.0,1350.0,km,M1,year
R12_MEA,gas_pipe_weu,2000.0,3927.0,km,M1,year
R12_MEA,gas_pipe_weu,2005.0,4447.0,km,M1,year
R12_MEA,gas_pipe_weu,2010.0,4657.0,km,M1,year
R12_MEA,gas_pipe_weu,2015.0,4657.0,km,M1,year
R12_MEA,gas_pipe_weu,2020.0,4872.0,km,M1,year
R12_MEA,gas_pipe_weu,2025.0,5972.0,km,M1,year
R12_NAM,gas_pipe_lam,2000.0,0.0,km,M1,year
R12_NAM,gas_pipe_lam,2005.0,145.0,km,M1,year
R12_NAM,gas_pipe_lam,2010.0,145.0,km,M1,year
R12_NAM,gas_pipe_lam,2015.0,242.0,km,M1,year
R12_NAM,gas_pipe_lam,2020.0,1334.0,km,M1,year
R12_NAM,gas_pipe_lam,2025.0,1583.0,km,M1,year
R12_PAS,gas_pipe_chn,2000.0,0.0,km,M1,year
R12_PAS,gas_pipe_chn,2005.0,0.0,km,M1,year
R12_PAS,gas_pipe_chn,2010.0,0.0,km,M1,year
R12_PAS,gas_pipe_chn,2015.0,2577.0,km,M1,year
R12_PAS,gas_pipe_chn,2020.0,2577.0,km,M1,year
R12_PAS,gas_pipe_chn,2025.0,2577.0,km,M1,year
R12_WEU,gas_pipe_eeu,1980.0,28.0,km,M1,year
R12_WEU,gas_pipe_eeu,1990.0,666.0,km,M1,year
R12_WEU,gas_pipe_eeu,2000.0,666.0,km,M1,year
R12_WEU,gas_pipe_eeu,2005.0,666.0,km,M1,year
R12_WEU,gas_pipe_eeu,2010.0,666.0,km,M1,year
R12_WEU,gas_pipe_eeu,2015.0,666.0,km,M1,year
R12_WEU,gas_pipe_eeu,2020.0,1617.0,km,M1,year
R12_WEU,gas_pipe_eeu,2025.0,1679.0,km,M1,year
R12_WEU,gas_pipe_eeu,2030.0,1679.0,km,M1,year
R12_WEU,gas_pipe_fsu,2000.0,0.0,km,M1,year
R12_WEU,gas_pipe_fsu,2005.0,0.0,km,M1,year
R12_WEU,gas_pipe_fsu,2010.0,0.0,km,M1,year
R12_WEU,gas_pipe_fsu,2015.0,0.0,km,M1,year
R12_WEU,gas_pipe_fsu,2020.0,93.0,km,M1,year
R12_WEU,gas_pipe_fsu,2025.0,253.0,km,M1,year
R12_WEU,gas_pipe_mea,2000.0,0.0,km,M1,year
R12_WEU,gas_pipe_mea,2005.0,0.0,km,M1,year
R12_WEU,gas_pipe_mea,2010.0,0.0,km,M1,year
R12_WEU,gas_pipe_mea,2015.0,0.0,km,M1,year
R12_WEU,gas_pipe_mea,2020.0,0.0,km,M1,year
R12_WEU,gas_pipe_mea,2025.0,310.0,km,M1,year
