year_act,node_loc,mode,value,technology,time,unit
2010,R12_AFR,ethane,1.875,steam_cracker_petro,year,-
2010,R12_CHN,ethane,1.4839579120166528,steam_cracker_petro,year,-
2010,R12_EEU,ethane,0.29854895152636163,steam_cracker_petro,year,-
2010,R12_FSU,ethane,0.625300272741506,steam_cracker_petro,year,-
2010,R12_LAM,ethane,1.8112952358957093,steam_cracker_petro,year,-
2010,R12_MEA,ethane,14.371017059520868,steam_cracker_petro,year,-
2010,R12_NAM,ethane,24.241155138495383,steam_cracker_petro,year,-
2010,R12_PAO,ethane,0.7707996448896078,steam_cracker_petro,year,-
2010,R12_PAS,ethane,1.9371417575324652,steam_cracker_petro,year,-
2010,R12_RCPA,ethane,0.0,steam_cracker_petro,year,-
2010,R12_SAS,ethane,0.31587095389160036,steam_cracker_petro,year,-
2010,R12_WEU,ethane,3.013460363634775,steam_cracker_petro,year,-
2015,R12_AFR,ethane,1.2812499999999998,steam_cracker_petro,year,-
2015,R12_CHN,ethane,1.776207576452309,steam_cracker_petro,year,-
2015,R12_EEU,ethane,0.26101294257231905,steam_cracker_petro,year,-
2015,R12_FSU,ethane,0.6088627790756328,steam_cracker_petro,year,-
2015,R12_LAM,ethane,2.017025883898567,steam_cracker_petro,year,-
2015,R12_MEA,ethane,20.349159359207523,steam_cracker_petro,year,-
2015,R12_NAM,ethane,26.279090469813617,steam_cracker_petro,year,-
2015,R12_PAO,ethane,0.7547991044336309,steam_cracker_petro,year,-
2015,R12_PAS,ethane,2.3345260468766242,steam_cracker_petro,year,-
2015,R12_RCPA,ethane,0.0,steam_cracker_petro,year,-
2015,R12_SAS,ethane,0.42195474410748846,steam_cracker_petro,year,-
2015,R12_WEU,ethane,2.834620846069955,steam_cracker_petro,year,-
2010,R12_AFR,naphtha,0.0,steam_cracker_petro,year,-
2010,R12_CHN,naphtha,38.44189115212255,steam_cracker_petro,year,-
2010,R12_EEU,naphtha,4.3701848193920085,steam_cracker_petro,year,-
2010,R12_FSU,naphtha,5.125791055350527,steam_cracker_petro,year,-
2010,R12_LAM,naphtha,11.349323530905423,steam_cracker_petro,year,-
2010,R12_MEA,naphtha,11.126699582022233,steam_cracker_petro,year,-
2010,R12_NAM,naphtha,6.021596517699002,steam_cracker_petro,year,-
2010,R12_PAO,naphtha,19.967544772663675,steam_cracker_petro,year,-
2010,R12_PAS,naphtha,50.18160689483135,steam_cracker_petro,year,-
2010,R12_RCPA,naphtha,0.0,steam_cracker_petro,year,-
2010,R12_SAS,naphtha,8.182628853076096,steam_cracker_petro,year,-
2010,R12_WEU,naphtha,44.1112878396204,steam_cracker_petro,year,-
2015,R12_AFR,naphtha,0.0,steam_cracker_petro,year,-
2015,R12_CHN,naphtha,46.01261111561014,steam_cracker_petro,year,-
2015,R12_EEU,naphtha,3.8207295435558284,steam_cracker_petro,year,-
2015,R12_FSU,naphtha,4.991047538231123,steam_cracker_petro,year,-
