year_act,node_loc,mode,value,technology,time,unit
2015,R12_LAM,naphtha,12.638403101223297,steam_cracker_petro,year,-
2015,R12_MEA,naphtha,15.755251141852513,steam_cracker_petro,year,-
2015,R12_NAM,naphtha,6.527827521306336,steam_cracker_petro,year,-
2015,R12_PAO,naphtha,19.553051187904316,steam_cracker_petro,year,-
2015,R12_PAS,naphtha,60.475836584790585,steam_cracker_petro,year,-
2015,R12_RCPA,naphtha,0.0,steam_cracker_petro,year,-
2015,R12_SAS,naphtha,10.930726682172754,steam_cracker_petro,year,-
2015,R12_WEU,naphtha,41.493419845868104,steam_cracker_petro,year,-
2010,R12_AFR,propane,0.0,steam_cracker_petro,year,-
2010,R12_CHN,propane,3.117942338215209,steam_cracker_petro,year,-
2010,R12_EEU,propane,0.9409213109644012,steam_cracker_petro,year,-
2010,R12_FSU,propane,1.6422721448925266,steam_cracker_petro,year,-
2010,R12_LAM,propane,1.3048150044706797,steam_cracker_petro,year,-
2010,R12_MEA,propane,10.293725506170295,steam_cracker_petro,year,-
2010,R12_NAM,propane,15.27991932685819,steam_cracker_petro,year,-
2010,R12_PAO,propane,1.619526286844978,steam_cracker_petro,year,-
2010,R12_PAS,propane,4.070126418024256,steam_cracker_petro,year,-
2010,R12_RCPA,propane,0.0,steam_cracker_petro,year,-
2010,R12_SAS,propane,0.6636761141107032,steam_cracker_petro,year,-
2010,R12_WEU,propane,9.49736738780718,steam_cracker_petro,year,-
2015,R12_AFR,propane,0.0,steam_cracker_petro,year,-
2015,R12_CHN,propane,3.7319877870074887,steam_cracker_petro,year,-
2015,R12_EEU,propane,0.8226210102169352,steam_cracker_petro,year,-
2015,R12_FSU,propane,1.5991011450447934,steam_cracker_petro,year,-
2015,R12_LAM,propane,1.4530185833647946,steam_cracker_petro,year,-
2015,R12_MEA,propane,14.575771489062731,steam_cracker_petro,year,-
2015,R12_NAM,propane,16.564490432401197,steam_cracker_petro,year,-
2015,R12_PAO,propane,1.5859075688759368,steam_cracker_petro,year,-
2015,R12_PAS,propane,4.905070111679237,steam_cracker_petro,year,-
2015,R12_RCPA,propane,0.0,steam_cracker_petro,year,-
2015,R12_SAS,propane,0.8865686491577119,steam_cracker_petro,year,-
2015,R12_WEU,propane,8.933728117064428,steam_cracker_petro,year,-
2010,R12_AFR,atm_gasoil,0.0,steam_cracker_petro,year,-
2010,R12_CHN,atm_gasoil,0.8286587405887383,steam_cracker_petro,year,-
2010,R12_EEU,atm_gasoil,0.3334261654897216,steam_cracker_petro,year,-
2010,R12_FSU,atm_gasoil,0.0,steam_cracker_petro,year,-
2010,R12_LAM,atm_gasoil,0.0,steam_cracker_petro,year,-
2010,R12_MEA,atm_gasoil,0.0,steam_cracker_petro,year,-
2010,R12_NAM,atm_gasoil,0.9024355261838625,steam_cracker_petro,year,-
2010,R12_PAO,atm_gasoil,0.43042316618835574,steam_cracker_petro,year,-
2010,R12_PAS,atm_gasoil,1.0817216823604185,steam_cracker_petro,year,-
2010,R12_RCPA,atm_gasoil,0.0,steam_cracker_petro,year,-
2010,R12_SAS,atm_gasoil,0.17638588313105721,steam_cracker_petro,year,-
2010,R12_WEU,atm_gasoil,3.365500125741641,steam_cracker_petro,year,-
2015,R12_AFR,atm_gasoil,0.0,steam_cracker_petro,year,-
2015,R12_CHN,atm_gasoil,0.9918542307759388,steam_cracker_petro,year,-
2015,R12_EEU,atm_gasoil,0.2915051087606741,steam_cracker_petro,year,-
2015,R12_FSU,atm_gasoil,0.0,steam_cracker_petro,year,-
2015,R12_LAM,atm_gasoil,0.0,steam_cracker_petro,year,-
2015,R12_MEA,atm_gasoil,0.0,steam_cracker_petro,year,-
2015,R12_NAM,atm_gasoil,0.9783025891410365,steam_cracker_petro,year,-
2015,R12_PAO,atm_gasoil,0.4214882849524248,steam_cracker_petro,year,-
2015,R12_PAS,atm_gasoil,1.3036255261764327,steam_cracker_petro,year,-
2015,R12_RCPA,atm_gasoil,0.0,steam_cracker_petro,year,-
2015,R12_SAS,atm_gasoil,0.2356242613123592,steam_cracker_petro,year,-
2015,R12_WEU,atm_gasoil,3.165768141171585,steam_cracker_petro,year,-
