atm_distillation_ref,historical_new_capacity,R12_MEA,M1,,,GW,,,25.354873133333328,25.354873133333328,25.354873133333328,25.354873133333328,5.010165233333339,2.6967643999999837,,,,,,,,,,,,,,
vacuum_distillation_ref,historical_activity,R12_CHN,M1,,,Gwa,,,80.55139091422498,161.10278182844996,241.65417274267492,322.2055636568999,380.5734598478999,426.56588437814986,,,,,,,,,,,,,,
vacuum_distillation_ref,historical_activity,R12_RCPA,M1,,,Gwa,,,8.950154546024997,17.900309092049994,26.85046363807499,35.80061818409999,42.28593998309999,47.39620937534999,,,,,,,,,,,,,,
vacuum_distillation_ref,historical_activity,R12_AFR,M1,,,Gwa,,,32.026407175124994,64.05281435024999,96.07922152537499,128.10562870049998,130.32213108749997,136.3969894815,,,,,,,,,,,,,,
vacuum_distillation_ref,historical_activity,R12_NAM,M1,,,Gwa,,,216.07819797712494,432.1563959542499,648.2345939313748,864.3127919084998,864.3127919084998,864.3127919084998,,,,,,,,,,,,,,
vacuum_distillation_ref,historical_activity,R12_EEU,M1,,,Gwa,,,60.13288883249999,120.26577766499997,180.39866649749996,240.53155532999995,240.53155532999995,240.53155532999995,,,,,,,,,,,,,,
vacuum_distillation_ref,historical_activity,R12_WEU,M1,,,Gwa,,,125.71467936637497,251.42935873274993,377.1440380991249,502.85871746549986,502.85871746549986,502.85871746549986,,,,,,,,,,,,,,
vacuum_distillation_ref,historical_activity,R12_LAM,M1,,,Gwa,,,60.66649125899999,121.33298251799998,181.99947377699996,242.66596503599996,242.66596503599996,242.66596503599996,,,,,,,,,,,,,,
vacuum_distillation_ref,historical_activity,R12_PAS,M1,,,Gwa,,,103.50860915587496,207.01721831174993,310.5258274676249,414.03443662349986,414.03443662349986,419.45255356949986,,,,,,,,,,,,,,
vacuum_distillation_ref,historical_activity,R12_SAS,M1,,,Gwa,,,30.702662693999994,61.40532538799999,92.10798808199998,122.81065077599997,151.99459887149996,168.24894970949993,,,,,,,,,,,,,,
vacuum_distillation_ref,historical_activity,R12_PAO,M1,,,Gwa,,,43.652783121749984,87.30556624349997,130.95834936524994,174.61113248699994,174.61113248699994,174.61113248699994,,,,,,,,,,,,,,
vacuum_distillation_ref,historical_activity,R12_FSU,M1,,,Gwa,,,55.638314547749985,111.27662909549997,166.91494364324993,222.55325819099994,226.0832434739999,236.18064323699988,,,,,,,,,,,,,,
vacuum_distillation_ref,historical_activity,R12_MEA,M1,,,Gwa,,,78.72688107899998,157.45376215799996,236.1806432369999,314.9075243159999,330.46408736549995,338.8375408274999,,,,,,,,,,,,,,
vacuum_distillation_ref,historical_new_capacity,R12_CHN,M1,,,GW,,,17.900309092049994,17.900309092049994,17.900309092049994,17.900309092049994,12.970643598000004,10.220538784499993,,,,,,,,,,,,,,
vacuum_distillation_ref,historical_new_capacity,R12_RCPA,M1,,,GW,,,1.9889232324499995,1.9889232324499995,1.9889232324499995,1.9889232324499995,1.4411826220000004,1.1356154204999993,,,,,,,,,,,,,,
vacuum_distillation_ref,historical_new_capacity,R12_AFR,M1,,,GW,,,7.1169793722499985,7.1169793722499985,7.1169793722499985,7.1169793722499985,0.49255608599999856,1.3499685319999983,,,,,,,,,,,,,,
vacuum_distillation_ref,historical_new_capacity,R12_NAM,M1,,,GW,,,48.017377328249985,48.017377328249985,48.017377328249985,48.017377328249985,0.0,0.0,,,,,,,,,,,,,,
vacuum_distillation_ref,historical_new_capacity,R12_EEU,M1,,,GW,,,13.362864184999996,13.362864184999996,13.362864184999996,13.362864184999996,0.0,0.0,,,,,,,,,,,,,,
vacuum_distillation_ref,historical_new_capacity,R12_WEU,M1,,,GW,,,27.93659541474999,27.93659541474999,27.93659541474999,27.93659541474999,0.0,0.0,,,,,,,,,,,,,,
vacuum_distillation_ref,historical_new_capacity,R12_LAM,M1,,,GW,,,13.481442501999997,13.481442501999997,13.481442501999997,13.481442501999997,0.0,0.0,,,,,,,,,,,,,,
vacuum_distillation_ref,historical_new_capacity,R12_PAS,M1,,,GW,,,23.00191314574999,23.00191314574999,23.00191314574999,23.00191314574999,0.0,1.204025988000001,,,,,,,,,,,,,,
vacuum_distillation_ref,historical_new_capacity,R12_SAS,M1,,,GW,,,6.822813931999998,6.822813931999998,6.822813931999998,6.822813931999998,6.4853217989999985,3.6120779639999947,,,,,,,,,,,,,,
vacuum_distillation_ref,historical_new_capacity,R12_PAO,M1,,,GW,,,9.700618471499997,9.700618471499997,9.700618471499997,9.700618471499997,0.0,0.0,,,,,,,,,,,,,,
vacuum_distillation_ref,historical_new_capacity,R12_FSU,M1,,,GW,,,12.364069899499995,12.364069899499995,12.364069899499995,12.364069899499995,0.784441173999997,2.243866614000001,,,,,,,,,,,,,,
vacuum_distillation_ref,historical_new_capacity,R12_MEA,M1,,,GW,,,17.494862461999993,17.494862461999993,17.494862461999993,17.494862461999993,3.4570140110000036,1.8607674359999886,,,,,,,,,,,,,,
catalytic_cracking_ref,historical_activity,R12_RCPA,atm_gasoil,,,GWa,,,0.513661043511,1.027322087022,1.5409831305329997,2.054644174044,2.426845251204,2.7201302771939995,,,,,,,,,,,,,,
catalytic_cracking_ref,historical_activity,R12_CHN,atm_gasoil,,,GWa,,,4.622949391598999,9.245898783197998,13.868848174796996,18.491797566395995,21.841607260835996,24.481172494745994,,,,,,,,,,,,,,
catalytic_cracking_ref,historical_activity,R12_AFR,atm_gasoil,,,GWa,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
catalytic_cracking_ref,historical_activity,R12_NAM,atm_gasoil,,,GWa,,,12.401009623034998,24.802019246069996,37.20302886910499,49.60403849213999,49.60403849213999,49.60403849213999,,,,,,,,,,,,,,
catalytic_cracking_ref,historical_activity,R12_EEU,atm_gasoil,,,GWa,,,1.0457893709999997,2.0915787419999994,3.1373681129999995,4.183157483999999,4.183157483999999,4.183157483999999,,,,,,,,,,,,,,
catalytic_cracking_ref,historical_activity,R12_WEU,atm_gasoil,,,GWa,,,2.1863422498499996,4.372684499699999,6.559026749549998,8.745368999399998,8.745368999399998,8.745368999399998,,,,,,,,,,,,,,
catalytic_cracking_ref,historical_activity,R12_LAM,atm_gasoil,,,GWa,,,3.4817290635599996,6.963458127119999,10.44518719068,13.926916254239998,13.926916254239998,13.926916254239998,,,,,,,,,,,,,,
catalytic_cracking_ref,historical_activity,R12_PAS,atm_gasoil,,,GWa,,,5.940494090684998,11.880988181369997,17.821482272054993,23.761976362739993,23.761976362739993,24.072929161379996,,,,,,,,,,,,,,
catalytic_cracking_ref,historical_activity,R12_SAS,atm_gasoil,,,GWa,,,1.7620658589599996,3.524131717919999,5.286197576879999,7.048263435839998,8.72316828306,9.656026678979996,,,,,,,,,,,,,,
catalytic_cracking_ref,historical_activity,R12_PAO,atm_gasoil,,,GWa,,,0.7591788368999998,1.5183576737999995,2.277536510699999,3.036715347599999,3.036715347599999,3.036715347599999,,,,,,,,,,,,,,
catalytic_cracking_ref,historical_activity,R12_FSU,atm_gasoil,,,GWa,,,0.48381143084999995,0.9676228616999999,1.4514342925499997,1.9352457233999998,1.965941247599999,2.0537447237999995,,,,,,,,,,,,,,
catalytic_cracking_ref,historical_activity,R12_MEA,atm_gasoil,,,GWa,,,4.51823839236,9.03647678472,13.554715177079997,18.07295356944,18.96576501402,19.446328430099992,,,,,,,,,,,,,,
catalytic_cracking_ref,historical_activity,R12_CHN,vacuum_gasoil,,,GWa,,,9.692783891052569,19.385567782105138,29.078351673157705,38.771135564210276,45.79456989021947,51.32885833065077,,,,,,,,,,,,,,
catalytic_cracking_ref,historical_activity,R12_RCPA,vacuum_gasoil,,,GWa,,,1.0769759878947298,2.1539519757894596,3.2309279636841897,4.307903951578919,5.08828554335772,5.703206481183418,,,,,,,,,,,,,,
catalytic_cracking_ref,historical_activity,R12_AFR,vacuum_gasoil,,,GWa,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
catalytic_cracking_ref,historical_activity,R12_NAM,vacuum_gasoil,,,GWa,,,26.000783509630047,52.001567019260094,78.00235052889013,104.00313403852019,104.00313403852019,104.00313403852019,,,,,,,,,,,,,,
catalytic_cracking_ref,historical_activity,R12_EEU,vacuum_gasoil,,,GWa,,,2.1926717145299994,4.385343429059999,6.578015143589999,8.770686858119998,8.770686858119998,8.770686858119998,,,,,,,,,,,,,,
catalytic_cracking_ref,historical_activity,R12_WEU,vacuum_gasoil,,,GWa,,,4.584030917185499,9.168061834370999,13.752092751556496,18.336123668741998,18.336123668741998,18.336123668741998,,,,,,,,,,,,,,
catalytic_cracking_ref,historical_activity,R12_LAM,vacuum_gasoil,,,GWa,,,7.300025269930798,14.600050539861597,21.900075809792398,29.200101079723193,29.200101079723193,29.200101079723193,,,,,,,,,,,,,,
catalytic_cracking_ref,historical_activity,R12_PAS,vacuum_gasoil,,,GWa,,,12.455235943469546,24.910471886939092,37.36570783040864,49.820943773878184,49.820943773878184,50.47290814169339,,,,,,,,,,,,,,
catalytic_cracking_ref,historical_activity,R12_SAS,vacuum_gasoil,,,GWa,,,3.6944647509527995,7.388929501905599,11.083394252858398,14.777859003811198,18.2895761668158,20.245469270261392,,,,,,,,,,,,,,
catalytic_cracking_ref,historical_activity,R12_PAO,vacuum_gasoil,,,GWa,,,1.5917449613669996,3.1834899227339992,4.775234884100999,6.3669798454679984,6.3669798454679984,6.3669798454679984,,,,,,,,,,,,,,
catalytic_cracking_ref,historical_activity,R12_FSU,vacuum_gasoil,,,GWa,,,1.0143913000154998,2.0287826000309996,3.0431739000464995,4.057565200061999,4.121923482467999,4.306018104233998,,,,,,,,,,,,,,
catalytic_cracking_ref,historical_activity,R12_MEA,vacuum_gasoil,,,GWa,,,9.4732398293148,18.9464796586296,28.419719487944395,37.8929593172592,39.7648873127286,40.772468608442985,,,,,,,,,,,,,,
catalytic_cracking_ref,historical_new_capacity,R12_CHN,atm_gasoil,,,GW,,,2.2321817321463,4.4643634642926,6.6965451964388985,8.9287269285852,8.9287269285852,8.9287269285852,,,,,,,,,,,,,,
catalytic_cracking_ref,historical_new_capacity,R12_RCPA,atm_gasoil,,,GW,,,0.24802019246069995,0.4960403849213999,0.7440605773820999,0.9920807698427998,0.9920807698427998,0.9920807698427998,,,,,,,,,,,,,,
catalytic_cracking_ref,historical_new_capacity,R12_AFR,atm_gasoil,,,GW,,,0.20915787419999993,0.41831574839999985,0.6274736226,0.8366314967999997,0.8366314967999997,0.8366314967999997,,,,,,,,,,,,,,
catalytic_cracking_ref,historical_new_capacity,R12_NAM,atm_gasoil,,,GW,,,0.4372684499699999,0.8745368999399998,1.3118053499099998,1.7490737998799997,1.7490737998799997,1.7490737998799997,,,,,,,,,,,,,,
catalytic_cracking_ref,historical_new_capacity,R12_EEU,atm_gasoil,,,GW,,,0.6963458127119999,1.3926916254239998,2.089037438136,2.7853832508479996,2.7853832508479996,2.7853832508479996,,,,,,,,,,,,,,
catalytic_cracking_ref,historical_new_capacity,R12_WEU,atm_gasoil,,,GW,,,1.1880988181369996,2.376197636273999,3.5642964544109987,4.752395272547998,4.752395272547998,4.814585832275999,,,,,,,,,,,,,,
catalytic_cracking_ref,historical_new_capacity,R12_LAM,atm_gasoil,,,GW,,,0.35241317179199994,0.7048263435839999,1.057239515376,1.4096526871679997,1.744633656612,1.9312053357959993,,,,,,,,,,,,,,
catalytic_cracking_ref,historical_new_capacity,R12_PAS,atm_gasoil,,,GW,,,0.15183576737999996,0.3036715347599999,0.45550730213999985,0.6073430695199998,0.6073430695199998,0.6073430695199998,,,,,,,,,,,,,,
catalytic_cracking_ref,historical_new_capacity,R12_SAS,atm_gasoil,,,GW,,,0.09676228616999999,0.19352457233999998,0.2902868585099999,0.38704914467999996,0.3931882495199998,0.4107489447599999,,,,,,,,,,,,,,
catalytic_cracking_ref,historical_new_capacity,R12_PAO,atm_gasoil,,,GW,,,0.903647678472,1.807295356944,2.7109430354159993,3.614590713888,3.793153002804,3.8892656860199986,,,,,,,,,,,,,,
catalytic_cracking_ref,historical_new_capacity,R12_FSU,atm_gasoil,,,GW,,,0.21539519757894596,0.4307903951578919,0.646185592736838,0.8615807903157838,1.017657108671544,1.1406412962366836,,,,,,,,,,,,,,
catalytic_cracking_ref,historical_new_capacity,R12_MEA,atm_gasoil,,,GW,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
catalytic_cracking_ref,historical_new_capacity,R12_CHN,vacuum_gasoil,,,GW,,,4.680141031733409,9.360282063466817,14.040423095200223,18.720564126933635,18.720564126933635,18.720564126933635,,,,,,,,,,,,,,
catalytic_cracking_ref,historical_new_capacity,R12_RCPA,vacuum_gasoil,,,GW,,,0.520015670192601,1.040031340385202,1.5600470105778026,2.080062680770404,2.080062680770404,2.080062680770404,,,,,,,,,,,,,,
catalytic_cracking_ref,historical_new_capacity,R12_AFR,vacuum_gasoil,,,GW,,,0.4385343429059999,0.8770686858119998,1.3156030287179998,1.7541373716239996,1.7541373716239996,1.7541373716239996,,,,,,,,,,,,,,
catalytic_cracking_ref,historical_new_capacity,R12_NAM,vacuum_gasoil,,,GW,,,0.9168061834370999,1.8336123668741997,2.7504185503112994,3.6672247337483994,3.6672247337483994,3.6672247337483994,,,,,,,,,,,,,,
catalytic_cracking_ref,historical_new_capacity,R12_EEU,vacuum_gasoil,,,GW,,,1.4600050539861598,2.9200101079723195,4.38001516195848,5.840020215944639,5.840020215944639,5.840020215944639,,,,,,,,,,,,,,
catalytic_cracking_ref,historical_new_capacity,R12_WEU,vacuum_gasoil,,,GW,,,2.4910471886939094,4.982094377387819,7.473141566081727,9.964188754775638,9.964188754775638,10.094581628338677,,,,,,,,,,,,,,
catalytic_cracking_ref,historical_new_capacity,R12_LAM,vacuum_gasoil,,,GW,,,0.7388929501905599,1.4777859003811198,2.2166788505716797,2.9555718007622396,3.65791523336316,4.049093854052279,,,,,,,,,,,,,,
catalytic_cracking_ref,historical_new_capacity,R12_PAS,vacuum_gasoil,,,GW,,,0.3183489922733999,0.6366979845467998,0.9550469768201998,1.2733959690935996,1.2733959690935996,1.2733959690935996,,,,,,,,,,,,,,
catalytic_cracking_ref,historical_new_capacity,R12_SAS,vacuum_gasoil,,,GW,,,0.20287826000309997,0.40575652000619994,0.6086347800092999,0.8115130400123999,0.8243846964935997,0.8612036208467997,,,,,,,,,,,,,,
catalytic_cracking_ref,historical_new_capacity,R12_PAO,vacuum_gasoil,,,GW,,,1.8946479658629598,3.7892959317259196,5.683943897588879,7.578591863451839,7.95297746254572,8.154493721688597,,,,,,,,,,,,,,
catalytic_cracking_ref,historical_new_capacity,R12_FSU,vacuum_gasoil,,,GW,,,0.04960403849213999,0.09920807698427998,0.14881211547641998,0.19841615396855997,0.19841615396855997,0.19841615396855997,,,,,,,,,,,,,,
catalytic_cracking_ref,historical_new_capacity,R12_MEA,vacuum_gasoil,,,GW,,,0.04183157483999998,0.08366314967999997,0.12549472452,0.16732629935999993,0.16732629935999993,0.16732629935999993,,,,,,,,,,,,,,
visbreaker_ref,historical_activity,R12_CHN,M1,,,GWa,,,24.515640713024993,49.031281426049986,73.54692213907497,98.06256285209997,115.82670517109999,129.82439959334997,,,,,,,,,,,,,,
visbreaker_ref,historical_activity,R12_RCPA,M1,,,GWa,,,2.7239600792249994,5.447920158449999,8.171880237674996,10.895840316899998,12.869633907899999,14.424933288149996,,,,,,,,,,,,,,
visbreaker_ref,historical_activity,R12_AFR,M1,,,GWa,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
visbreaker_ref,historical_activity,R12_NAM,M1,,,GWa,,,65.76292981912499,131.52585963824998,197.28878945737495,263.05171927649997,263.05171927649997,263.05171927649997,,,,,,,,,,,,,,
visbreaker_ref,historical_activity,R12_EEU,M1,,,GWa,,,8.714911424999999,17.429822849999997,26.144734274999998,34.859645699999994,34.859645699999994,34.859645699999994,,,,,,,,,,,,,,
visbreaker_ref,historical_activity,R12_WEU,M1,,,GWa,,,18.219518748749998,36.439037497499996,54.65855624624999,72.87807499499999,72.87807499499999,72.87807499499999,,,,,,,,,,,,,,
visbreaker_ref,historical_activity,R12_LAM,M1,,,GWa,,,18.463714730999996,36.92742946199999,55.39114419299999,73.85485892399998,73.85485892399998,73.85485892399998,,,,,,,,,,,,,,
visbreaker_ref,historical_activity,R12_PAS,M1,,,GWa,,,31.50262017787499,63.00524035574998,94.50786053362496,126.01048071149997,126.01048071149997,127.65947282549996,,,,,,,,,,,,,,
visbreaker_ref,historical_activity,R12_SAS,M1,,,GWa,,,9.344288645999997,18.688577291999994,28.032865937999993,37.37715458399999,46.25922574349999,51.20620208549998,,,,,,,,,,,,,,
visbreaker_ref,historical_activity,R12_PAO,M1,,,GWa,,,6.3264903074999985,12.652980614999997,18.979470922499996,25.305961229999994,25.305961229999994,25.305961229999994,,,,,,,,,,,,,,
visbreaker_ref,historical_activity,R12_FSU,M1,,,GWa,,,4.0317619237499995,8.063523847499999,12.095285771249998,16.127047694999998,16.382843729999994,17.114539364999995,,,,,,,,,,,,,,
visbreaker_ref,historical_activity,R12_MEA,M1,,,GWa,,,23.960355110999995,47.92071022199999,71.88106533299998,95.84142044399998,100.57602658949997,103.12446894749996,,,,,,,,,,,,,,
visbreaker_ref,historical_new_capacity,R12_CHN,M1,,,GW,,,0.49031281426049994,0.9806256285209999,1.4709384427814993,1.9612512570419998,2.316534103422,2.596487991866999,,,,,,,,,,,,,,
visbreaker_ref,historical_new_capacity,R12_RCPA,M1,,,GW,,,0.054479201584499995,0.10895840316899999,0.16343760475349992,0.21791680633799998,0.257392678158,0.28849866576299993,,,,,,,,,,,,,,
visbreaker_ref,historical_new_capacity,R12_AFR,M1,,,GW,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
visbreaker_ref,historical_new_capacity,R12_NAM,M1,,,GW,,,13.152585963824999,26.305171927649997,39.45775789147499,52.610343855299995,52.610343855299995,52.610343855299995,,,,,,,,,,,,,,
visbreaker_ref,historical_new_capacity,R12_EEU,M1,,,GW,,,1.7429822849999996,3.4859645699999993,5.228946854999999,6.9719291399999985,6.9719291399999985,6.9719291399999985,,,,,,,,,,,,,,
visbreaker_ref,historical_new_capacity,R12_WEU,M1,,,GW,,,3.6439037497499998,7.2878074994999995,10.931711249249997,14.575614998999999,14.575614998999999,14.575614998999999,,,,,,,,,,,,,,
visbreaker_ref,historical_new_capacity,R12_LAM,M1,,,GW,,,3.692742946199999,7.385485892399998,11.078228838599998,14.770971784799997,14.770971784799997,14.770971784799997,,,,,,,,,,,,,,
visbreaker_ref,historical_new_capacity,R12_PAS,M1,,,GW,,,6.300524035574998,12.601048071149997,18.90157210672499,25.202096142299993,25.202096142299993,25.531894565099993,,,,,,,,,,,,,,
visbreaker_ref,historical_new_capacity,R12_SAS,M1,,,GW,,,1.8688577291999995,3.737715458399999,5.606573187599999,7.475430916799998,9.251845148699998,10.241240417099997,,,,,,,,,,,,,,
visbreaker_ref,historical_new_capacity,R12_PAO,M1,,,GW,,,1.2652980614999998,2.5305961229999996,3.795894184499999,5.061192245999999,5.061192245999999,5.061192245999999,,,,,,,,,,,,,,
visbreaker_ref,historical_new_capacity,R12_FSU,M1,,,GW,,,0.8063523847499999,1.6127047694999999,2.4190571542499995,3.2254095389999997,3.276568745999999,3.422907872999999,,,,,,,,,,,,,,
visbreaker_ref,historical_new_capacity,R12_MEA,M1,,,GW,,,4.792071022199999,9.584142044399998,14.376213066599997,19.168284088799997,20.115205317899996,20.624893789499993,,,,,,,,,,,,,,
coking_ref,historical_activity,R12_CHN,M1,,,GWa,,,18.678583400399997,37.357166800799995,56.03575020119998,74.71433360159999,88.2489182256,98.91382826159999,,,,,,,,,,,,,,
coking_ref,historical_activity,R12_RCPA,M1,,,GWa,,,2.0753981556,4.1507963112,6.226194466799998,8.3015926224,9.805435358399999,10.990425362399998,,,,,,,,,,,,,,
coking_ref,historical_activity,R12_AFR,M1,,,GWa,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
coking_ref,historical_activity,R12_NAM,M1,,,GWa,,,50.10508938599999,100.21017877199998,150.31526815799995,200.42035754399996,200.42035754399996,200.42035754399996,,,,,,,,,,,,,,
coking_ref,historical_activity,R12_EEU,M1,,,GWa,,,8.714911424999999,17.429822849999997,26.144734274999998,34.859645699999994,34.859645699999994,34.859645699999994,,,,,,,,,,,,,,
coking_ref,historical_activity,R12_WEU,M1,,,GWa,,,18.219518748749998,36.439037497499996,54.65855624624999,72.87807499499999,72.87807499499999,72.87807499499999,,,,,,,,,,,,,,
coking_ref,historical_activity,R12_LAM,M1,,,GWa,,,14.067592175999998,28.135184351999996,42.202776527999994,56.27036870399999,56.27036870399999,56.27036870399999,,,,,,,,,,,,,,
coking_ref,historical_activity,R12_PAS,M1,,,GWa,,,24.001996325999993,48.00399265199999,72.00598897799998,96.00798530399997,96.00798530399997,97.26436024799997,,,,,,,,,,,,,,
coking_ref,historical_activity,R12_SAS,M1,,,GWa,,,7.1194580159999985,14.238916031999997,21.358374047999998,28.477832063999994,35.24512437599999,39.01424920799999,,,,,,,,,,,,,,
coking_ref,historical_activity,R12_PAO,M1,,,GWa,,,6.3264903074999985,12.652980614999997,18.979470922499996,25.305961229999994,25.305961229999994,25.305961229999994,,,,,,,,,,,,,,
coking_ref,historical_activity,R12_FSU,M1,,,GWa,,,4.0317619237499995,8.063523847499999,12.095285771249998,16.127047694999998,16.382843729999994,17.114539364999995,,,,,,,,,,,,,,
coking_ref,historical_activity,R12_MEA,M1,,,GWa,,,18.255508655999996,36.51101731199999,54.76652596799999,73.02203462399999,76.62935359199999,78.57102395999998,,,,,,,,,,,,,,
coking_ref,historical_new_capacity,R12_CHN,M1,,,GW,,,0.37357166800799996,0.7471433360159999,1.1207150040239997,1.4942866720319998,1.7649783645119999,1.9782765652319998,,,,,,,,,,,,,,
coking_ref,historical_new_capacity,R12_RCPA,M1,,,GW,,,0.041507963112,0.083015926224,0.12452388933599996,0.166031852448,0.196108707168,0.21980850724799997,,,,,,,,,,,,,,
coking_ref,historical_new_capacity,R12_AFR,M1,,,GW,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
coking_ref,historical_new_capacity,R12_NAM,M1,,,GW,,,10.021017877199998,20.042035754399997,30.063053631599992,40.084071508799994,40.084071508799994,40.084071508799994,,,,,,,,,,,,,,
coking_ref,historical_new_capacity,R12_EEU,M1,,,GW,,,1.7429822849999996,3.4859645699999993,5.228946854999999,6.9719291399999985,6.9719291399999985,6.9719291399999985,,,,,,,,,,,,,,
coking_ref,historical_new_capacity,R12_WEU,M1,,,GW,,,3.6439037497499998,7.2878074994999995,10.931711249249997,14.575614998999999,14.575614998999999,14.575614998999999,,,,,,,,,,,,,,
coking_ref,historical_new_capacity,R12_LAM,M1,,,GW,,,2.8135184352,5.6270368704,8.440555305599998,11.2540737408,11.2540737408,11.2540737408,,,,,,,,,,,,,,
coking_ref,historical_new_capacity,R12_PAS,M1,,,GW,,,4.8003992651999985,9.600798530399997,14.401197795599995,19.201597060799994,19.201597060799994,19.452872049599996,,,,,,,,,,,,,,
