node_loc,technology,year_act,mode,time,value,unit
R12_AFR,loil_shipped_exp_rcpa,2000,M1,year,,GWa
R12_AFR,loil_shipped_exp_chn,2000,M1,year,,GWa
R12_AFR,loil_shipped_exp_eeu,2000,M1,year,,GWa
R12_AFR,loil_shipped_exp_fsu,2000,M1,year,,GWa
R12_AFR,loil_shipped_exp_lam,2000,M1,year,,GWa
R12_AFR,loil_shipped_exp_mea,2000,M1,year,,GWa
R12_AFR,loil_shipped_exp_nam,2000,M1,year,,GWa
R12_AFR,loil_shipped_exp_pao,2000,M1,year,,GWa
R12_AFR,loil_shipped_exp_pas,2000,M1,year,,GWa
R12_AFR,loil_shipped_exp_sas,2000,M1,year,,GWa
R12_AFR,loil_shipped_exp_weu,2000,M1,year,,GWa
R12_RCPA,loil_shipped_exp_afr,2000,M1,year,,GWa
R12_RCPA,loil_shipped_exp_chn,2000,M1,year,,GWa
R12_RCPA,loil_shipped_exp_eeu,2000,M1,year,,GWa
R12_RCPA,loil_shipped_exp_fsu,2000,M1,year,,GWa
R12_RCPA,loil_shipped_exp_lam,2000,M1,year,,GWa
R12_RCPA,loil_shipped_exp_mea,2000,M1,year,,GWa
R12_RCPA,loil_shipped_exp_nam,2000,M1,year,,GWa
R12_RCPA,loil_shipped_exp_pao,2000,M1,year,,GWa
R12_RCPA,loil_shipped_exp_pas,2000,M1,year,,GWa
R12_RCPA,loil_shipped_exp_sas,2000,M1,year,,GWa
R12_RCPA,loil_shipped_exp_weu,2000,M1,year,,GWa
R12_CHN,loil_shipped_exp_afr,2000,M1,year,,GWa
R12_CHN,loil_shipped_exp_rcpa,2000,M1,year,,GWa
R12_CHN,loil_shipped_exp_eeu,2000,M1,year,,GWa
R12_CHN,loil_shipped_exp_fsu,2000,M1,year,,GWa
R12_CHN,loil_shipped_exp_lam,2000,M1,year,,GWa
R12_CHN,loil_shipped_exp_mea,2000,M1,year,,GWa
R12_CHN,loil_shipped_exp_nam,2000,M1,year,,GWa
R12_CHN,loil_shipped_exp_pao,2000,M1,year,,GWa
R12_CHN,loil_shipped_exp_pas,2000,M1,year,,GWa
R12_CHN,loil_shipped_exp_sas,2000,M1,year,,GWa
R12_CHN,loil_shipped_exp_weu,2000,M1,year,,GWa
R12_EEU,loil_shipped_exp_afr,2000,M1,year,,GWa
R12_EEU,loil_shipped_exp_rcpa,2000,M1,year,,GWa
R12_EEU,loil_shipped_exp_chn,2000,M1,year,,GWa
R12_EEU,loil_shipped_exp_fsu,2000,M1,year,,GWa
R12_EEU,loil_shipped_exp_lam,2000,M1,year,,GWa
R12_EEU,loil_shipped_exp_mea,2000,M1,year,,GWa
R12_EEU,loil_shipped_exp_nam,2000,M1,year,,GWa
R12_EEU,loil_shipped_exp_pao,2000,M1,year,,GWa
R12_EEU,loil_shipped_exp_pas,2000,M1,year,,GWa
R12_EEU,loil_shipped_exp_sas,2000,M1,year,,GWa
R12_EEU,loil_shipped_exp_weu,2000,M1,year,,GWa
R12_FSU,loil_shipped_exp_afr,2000,M1,year,,GWa
R12_FSU,loil_shipped_exp_rcpa,2000,M1,year,,GWa
R12_FSU,loil_shipped_exp_chn,2000,M1,year,,GWa
R12_FSU,loil_shipped_exp_eeu,2000,M1,year,,GWa
R12_FSU,loil_shipped_exp_lam,2000,M1,year,,GWa
R12_FSU,loil_shipped_exp_mea,2000,M1,year,,GWa
R12_FSU,loil_shipped_exp_nam,2000,M1,year,,GWa
R12_FSU,loil_shipped_exp_pao,2000,M1,year,,GWa
R12_FSU,loil_shipped_exp_pas,2000,M1,year,,GWa
R12_FSU,loil_shipped_exp_sas,2000,M1,year,,GWa
R12_FSU,loil_shipped_exp_weu,2000,M1,year,,GWa
R12_LAM,loil_shipped_exp_afr,2000,M1,year,,GWa
R12_LAM,loil_shipped_exp_rcpa,2000,M1,year,,GWa
R12_LAM,loil_shipped_exp_chn,2000,M1,year,,GWa
R12_LAM,loil_shipped_exp_eeu,2000,M1,year,,GWa
R12_LAM,loil_shipped_exp_fsu,2000,M1,year,,GWa
R12_LAM,loil_shipped_exp_mea,2000,M1,year,,GWa
R12_LAM,loil_shipped_exp_nam,2000,M1,year,,GWa
R12_LAM,loil_shipped_exp_pao,2000,M1,year,,GWa
R12_LAM,loil_shipped_exp_pas,2000,M1,year,,GWa
R12_LAM,loil_shipped_exp_sas,2000,M1,year,,GWa
R12_LAM,loil_shipped_exp_weu,2000,M1,year,,GWa
R12_MEA,loil_shipped_exp_afr,2000,M1,year,,GWa
R12_MEA,loil_shipped_exp_rcpa,2000,M1,year,,GWa
