node_loc,technology,year_act,mode,time,value,unit
R12_AFR,h2_elec_alk,2010,M1,year,0.0,GWa
R12_EEU,h2_elec_alk,2010,M1,year,0.0,GWa
R12_FSU,h2_elec_alk,2010,M1,year,0.0,GWa
R12_LAM,h2_elec_alk,2010,M1,year,0.08327761343478259,GWa
R12_MEA,h2_elec_alk,2010,M1,year,0.0,GWa
R12_NAM,h2_elec_alk,2010,M1,year,0.001287662525217391,GWa
R12_PAO,h2_elec_alk,2010,M1,year,0.0002579452173913043,GWa
R12_PAS,h2_elec_alk,2010,M1,year,0.0,GWa
R12_SAS,h2_elec_alk,2010,M1,year,0.0013170682799999998,GWa
R12_WEU,h2_elec_alk,2010,M1,year,0.029422224149999995,GWa
R12_SAS,h2_elec_alk,2015,M1,year,0.006585341399999999,GWa
R12_MEA,h2_elec_alk,2015,M1,year,0.00014702877391304346,GWa
R12_FSU,h2_elec_alk,2015,M1,year,0.0,???
R12_PAS,h2_elec_alk,2015,M1,year,0.0001779822,GWa
R12_EEU,h2_elec_alk,2015,M1,year,0.0006448630434782608,GWa
R12_PAO,h2_elec_alk,2015,M1,year,0.0006448630434782608,GWa
R12_LAM,h2_elec_alk,2015,M1,year,0.08327761343478259,GWa
R12_WEU,h2_elec_alk,2015,M1,year,0.0953378015787681,GWa
R12_NAM,h2_elec_alk,2015,M1,year,0.0016901860369565214,GWa
R12_AFR,h2_elec_alk,2015,M1,year,0.0,???
R12_CHN,h2_elec_alk,2010,M1,year,2.8098085641860964,GWa
R12_CHN,h2_elec_alk,2015,M1,year,0.002757434373913043,GWa
R12_RCPA,h2_elec_alk,2010,M1,year,0.3122009515762329,GWa
R12_RCPA,h2_elec_alk,2015,M1,year,0.0,???
R12_AFR,h2_elec_alk,2010,feedstock,year,0.0,GWa
R12_EEU,h2_elec_alk,2010,feedstock,year,0.0,GWa
R12_FSU,h2_elec_alk,2010,feedstock,year,0.0,GWa
R12_LAM,h2_elec_alk,2010,feedstock,year,0.0,GWa
R12_MEA,h2_elec_alk,2010,feedstock,year,0.0,GWa
R12_NAM,h2_elec_alk,2010,feedstock,year,0.0,GWa
R12_PAS,h2_elec_alk,2010,feedstock,year,0.0,GWa
R12_SAS,h2_elec_alk,2010,feedstock,year,0.0,GWa
R12_WEU,h2_elec_alk,2010,feedstock,year,0.0,GWa
R12_RCPA,h2_elec_alk,2010,feedstock,year,0.3122009515762327,GWa
R12_PAO,h2_elec_alk,2010,feedstock,year,3.122009515762329,GWa
R12_SAS,h2_elec_alk,2015,feedstock,year,0.0,???
R12_MEA,h2_elec_alk,2015,feedstock,year,0.0,???
R12_FSU,h2_elec_alk,2015,feedstock,year,0.0,???
R12_PAS,h2_elec_alk,2015,feedstock,year,0.0,???
R12_EEU,h2_elec_alk,2015,feedstock,year,0.0,???
R12_PAO,h2_elec_alk,2015,feedstock,year,0.0,???
R12_LAM,h2_elec_alk,2015,feedstock,year,0.0,???
R12_RCPA,h2_elec_alk,2015,feedstock,year,0.0,???
R12_WEU,h2_elec_alk,2015,feedstock,year,0.0,???
R12_NAM,h2_elec_alk,2015,feedstock,year,0.0,???
R12_AFR,h2_elec_alk,2015,feedstock,year,0.0,???
R12_CHN,h2_elec_alk,2015,feedstock,year,0.0,???
R12_CHN,h2_elec_alk,2010,feedstock,year,2.809808564186096,GWa
