"","reg_no","region","year","consumption","pop","gdp.pcap","cons.pcap","del.t"
"684",18,"India (18)","1976",8202,631.6699,821.7555,12.9846301050596,-34
"685",18,"India (18)","1977",10185,646.3734,861.3548,15.7571459469093,-33
"686",18,"India (18)","1978",10060,661.4861,889.7242,15.2081804893557,-32
"687",18,"India (18)","1979",12050,676.9282,823.8906,17.8010016424194,-31
"688",18,"India (18)","1980",10900,692.6373,859.506,15.7369520815584,-30
"689",18,"India (18)","1981",14000,708.589,890.5605,19.757574560147,-29
"690",18,"India (18)","1982",13900,724.7841,900.8348,19.1781249064377,-28
"691",18,"India (18)","1983",11600,741.2145,945.1629,15.6499906572254,-27
"692",18,"India (18)","1984",13900,757.8796,959.7208,18.3406440811971,-26
"693",18,"India (18)","1985",14400,774.7748,987.9305,18.5860459065008,-25
"694",18,"India (18)","1986",15290,791.8759,1012.685,19.3085810541778,-24
"695",18,"India (18)","1987",17640,809.162,1030.271,21.8003317011921,-23
"696",18,"India (18)","1988",19040,826.6349,1105.686,23.0331431687677,-22
"697",18,"India (18)","1989",20036,844.3027,1146.969,23.7308254492139,-21
"698",18,"India (18)","1990",21700,862.1616,1185.312,25.1692954081926,-20
"699",18,"India (18)","1991",20300,880.2089,1173.358,23.0627070460206,-19
"700",18,"India (18)","1992",18540,898.4102,1212.587,20.6364531480164,-18
"701",18,"India (18)","1993",18850,916.6924,1245.062,20.5630591024863,-17
"702",18,"India (18)","1994",21880,934.9619,1301.963,23.4020231198726,-16
"703",18,"India (18)","1995",26080,953.1479,1373.79,27.3619655459557,-15
"704",18,"India (18)","1996",27100,971.2095,1450.131,27.9033514396224,-14
"705",18,"India (18)","1997",27300,989.1498,1481.559,27.5994596571723,-13
"706",18,"India (18)","1998",27600,1006.996,1545.437,27.4082518699181,-12
"707",18,"India (18)","1999",29700,1024.799,1630.772,28.9812929169525,-11
"708",18,"India (18)","2000",30200,1042.59,1667.55,28.9663242501846,-10
"709",18,"India (18)","2001",31200,1060.371,1725.123,29.4236639817573,-9
"710",18,"India (18)","2002",33360,1078.111,1760.65,30.9430105063393,-8
"711",18,"India (18)","2003",35000,1095.767,1877.288,31.9410969667822,-7
"712",18,"India (18)","2004",39220,1113.283,2000.71,35.2291376047241,-6
"713",18,"India (18)","2005",44330,1130.618,2154.28,39.2086451834307,-5
"714",18,"India (18)","2006",50670,1147.746,2327.327,44.1473984662112,-4
"715",18,"India (18)","2007",55020,1164.67,2501.308,47.2408493392978,-3
"716",18,"India (18)","2008",56209,1181.412,2635.268,47.5778136670357,-2
"717",18,"India (18)","2009",64360,1198.004,2744.491,53.7226920778228,-1
"718",18,"India (18)","2010",69244,1214.464,2901.218,57.0160992833052,0
"719",18,"India (18)","2011",75856,1230.793,3079.418,61.6318097356745,1
"720",18,"India (18)","2012",77039,1246.96,3271.291,61.7814524924617,2
"721",19,"Korea (19)","1970",3507,46.31954,2528.76124545009,75.7131871344145,-40
"722",19,"Korea (19)","1971",3847,46.7346,2695.758,82.3158858747052,-39
"723",19,"Korea (19)","1972",4031,47.79924,2768.704,84.331884774737,-38
"724",19,"Korea (19)","1973",5906,48.85305,3030.457,120.893168389691,-37
"725",19,"Korea (19)","1974",7664,49.85923,3192.208,153.712762912704,-36
"726",19,"Korea (19)","1975",6498,50.79347,3334.332,127.92983035024,-35
"727",19,"Korea (19)","1976",8445,51.64096,3603.506,163.532978472902,-34
"728",19,"Korea (19)","1977",9162,52.4142,3883.855,174.799958789794,-33
"729",19,"Korea (19)","1978",11688,53.14951,4166.839,219.907953996189,-32
"730",19,"Korea (19)","1979",10347,53.89885,4377.384,191.970700673577,-31
"731",19,"Korea (19)","1980",6100,54.6987,4271.043,111.520017843203,-30
"732",19,"Korea (19)","1981",7480,55.56164,4453.97,134.62525584198,-29
"733",19,"Korea (19)","1982",7630,56.47328,4688.231,135.108143178508,-28
"734",19,"Korea (19)","1983",8620,57.41008,5079.116,150.147848600803,-27
"735",19,"Korea (19)","1984",10620,58.33636,5384.712,182.04769718234,-26
"736",19,"Korea (19)","1985",11310,59.22562,5651.163,190.964653472602,-25
"737",19,"Korea (19)","1986",12190,60.07206,6122.17,202.922956196275,-24
"738",19,"Korea (19)","1987",15050,60.88259,6668.251,247.197105116586,-23
"739",19,"Korea (19)","1988",15830,61.65868,7243.802,256.735953478083,-22
"740",19,"Korea (19)","1989",18300,62.40517,7616.01,293.244934674483,-21
"741",19,"Korea (19)","1990",28613,63.12606,8160.819,453.267636218703,-20
"742",19,"Korea (19)","1991",31203,63.81775,8775.825,488.939205785224,-19
"743",19,"Korea (19)","1992",27369,64.47853,9147.686,424.466872926538,-18
"744",19,"Korea (19)","1993",30659,65.11692,9574.646,470.83000854463,-17
"745",19,"Korea (19)","1994",33871,65.74452,10254.54,515.1912281054,-16
"746",19,"Korea (19)","1995",37990,66.36863,11043.38,572.408982978856,-15
"747",19,"Korea (19)","1996",40054,66.99483,11670.62,597.867029440929,-14
"748",19,"Korea (19)","1997",40568,67.61752,12066.25,599.962849864946,-13
"749",19,"Korea (19)","1998",26385,68.22087,11156.84,386.758480212873,-12
"750",19,"Korea (19)","1999",35831,68.78278,12106.01,520.929802488355,-11
"751",19,"Korea (19)","2000",40367,69.28803,13015.59,582.597022891256,-10
"752",19,"Korea (19)","2001",40094,69.73186,13445.67,574.973907192494,-9
"753",19,"Korea (19)","2002",45767,70.12032,14308.51,652.692400719221,-8
"754",19,"Korea (19)","2003",47567,70.46568,14634.21,675.03783402076,-7
"755",19,"Korea (19)","2004",49454,70.78619,15233.18,698.639098954189,-6
"756",19,"Korea (19)","2005",49354,71.09551,15766.58,694.192924419559,-5
"757",19,"Korea (19)","2006",52574,71.39767,16491.62,736.354561710487,-4
"758",19,"Korea (19)","2007",57678,71.68975,17238.48,804.550162331435,-3
"759",19,"Korea (19)","2008",62266,71.97407,17552.23,865.117117873145,-2
"760",19,"Korea (19)","2009",48619,72.24392,17505.51,672.983968754741,-1
"761",19,"Korea (19)","2010",55835,72.49487,18212.32,770.192428788409,0
"762",19,"Korea (19)","2011",60094,72.7268,18909.09,826.297870936161,1
"763",19,"Korea (19)","2012",57650,72.94119,19790.77,790.362756626263,2
"764",20,"China (20)","1970",24884,850.7245,545.028678374734,29.2503624851524,-40
"765",20,"China (20)","1971",26517,859.5515,566.5772,30.8498094645871,-39
"766",20,"China (20)","1972",28022,879.7271,591.6257,31.8530598864125,-38
"767",20,"China (20)","1973",31665,899.2614,636.1968,35.2122308374406,-37
"768",20,"China (20)","1974",33796,917.7689,633.6603,36.824085017481,-36
"769",20,"China (20)","1975",34891,935.0037,658.5936,37.3164298708123,-35
"770",20,"China (20)","1976",32159,950.8076,675.8064,33.8228259849837,-34
"771",20,"China (20)","1977",38497,965.3068,720.6266,39.8805851155301,-33
"772",20,"China (20)","1978",50741,978.9117,790.7791,51.8340929013311,-32
"773",20,"China (20)","1979",52797,992.2164,840.6167,53.2111744978212,-31
"774",20,"China (20)","1980",52599,1005.687,890.6027,52.3015610224652,-30
"775",20,"China (20)","1981",47791,1019.611,931.0032,46.8717971853972,-29
"776",20,"China (20)","1982",49047,1033.708,976.3886,47.4476351155258,-28
"777",20,"China (20)","1983",60490,1048.272,1053.122,57.7044889112749,-27
"778",20,"China (20)","1984",69162,1063.636,1174.035,65.0241247945726,-26
"779",20,"China (20)","1985",80823,1079.994,1264.867,74.8365268695937,-25
"780",20,"China (20)","1986",87605,1097.527,1367.061,79.8203597724703,-24
"781",20,"China (20)","1987",84231,1116.062,1508.311,75.4716135841916,-23
"782",20,"China (20)","1988",84698,1134.983,1632.842,74.6249062761293,-22
"783",20,"China (20)","1989",87467,1153.432,1689.233,75.8319519486194,-21
"784",20,"China (20)","1990",85655,1170.784,1736.462,73.1603780031159,-20
"785",20,"China (20)","1991",91402,1186.737,1852.535,77.0195923780922,-19
"786",20,"China (20)","1992",109472,1201.508,2040.276,91.1121690409053,-18
"787",20,"China (20)","1993",162257,1215.291,2243.661,133.51287880845,-17
"788",20,"China (20)","1994",148335,1228.437,2463.473,120.751003103944,-16
"789",20,"China (20)","1995",127735,1241.203,2654.993,102.912255287814,-15
"790",20,"China (20)","1996",135717,1253.63,2851.902,108.259215238946,-14
"791",20,"China (20)","1997",144946,1265.624,3056.159,114.525325057047,-13
"792",20,"China (20)","1998",152318,1277.165,3204.725,119.262585492086,-12
"793",20,"China (20)","1999",166037,1288.206,3395.04,128.890099875331,-11
"794",20,"China (20)","2000",170347,1298.727,3625.594,131.16459425268,-10
"795",20,"China (20)","2001",197765,1308.65,3789.196,151.121384633019,-9
"796",20,"China (20)","2002",236609,1318.131,4047.024,179.503402924292,-8
"797",20,"China (20)","2003",286437,1327.264,4346.401,215.810117655568,-7
"798",20,"China (20)","2004",328205,1336.162,4716.491,245.63264035349,-6
"799",20,"China (20)","2005",390036,1344.92,5105.734,290.006840555572,-5
"800",20,"China (20)","2006",421134,1353.561,5583.551,311.130418207971,-4
"801",20,"China (20)","2007",461505,1362.097,6179.665,338.819482019269,-3
"802",20,"China (20)","2008",488206,1370.518,6600.259,356.220056941974,-2
"803",20,"China (20)","2009",590890,1379.084,6953.668,428.465561198593,-1
"804",20,"China (20)","2010",635339,1387.711,7535.852,457.832358466568,0
"805",20,"China (20)","2011",692705,1396.417,8122.802,496.058842022118,1
"806",20,"China (20)","2012",712188,1405.172,8800.189,506.833327165642,2
"807",21,"South Eastern Asia (21)","1970",3550,165.873,1226.811612426,21.4019159236283,-40
"808",21,"South Eastern Asia (21)","1971",3167,170.5723,1269.914,18.5669068189853,-39
"809",21,"South Eastern Asia (21)","1972",4044,174.8429,1319.411,23.1293349629868,-38
"810",21,"South Eastern Asia (21)","1973",4722,179.1311,1407.655,26.360581719199,-37
"811",21,"South Eastern Asia (21)","1974",5197,183.4014,1445.375,28.3367520640519,-36
"812",21,"South Eastern Asia (21)","1975",4559,187.6357,1469.266,24.2970820584782,-35
"813",21,"South Eastern Asia (21)","1976",4953,191.8074,1568.291,25.8227784746574,-34
"814",21,"South Eastern Asia (21)","1977",5176,195.9422,1638.323,26.4159532760171,-33
"815",21,"South Eastern Asia (21)","1978",5617,200.137,1714.774,28.0657749441632,-32
"816",21,"South Eastern Asia (21)","1979",6260,204.5237,1794.445,30.6076997433549,-31
"817",21,"South Eastern Asia (21)","1980",12922,209.1916,1855.656,61.7711227410661,-30
"818",21,"South Eastern Asia (21)","1981",12863,214.1794,1906.573,60.0571296772706,-29
"819",21,"South Eastern Asia (21)","1982",14914,219.4439,2020.039,67.9627002618893,-28
"820",21,"South Eastern Asia (21)","1983",16741,224.892,2062.688,74.4401757287943,-27
"821",21,"South Eastern Asia (21)","1984",14991,230.3877,2067.952,65.0685778798087,-26
"822",21,"South Eastern Asia (21)","1985",14627,235.8302,2004.524,62.0234388979868,-25
"823",21,"South Eastern Asia (21)","1986",14204,241.1824,2017.115,58.8931862358116,-24
"824",21,"South Eastern Asia (21)","1987",15653,246.4646,2101.155,63.5101349240418,-23
"825",21,"South Eastern Asia (21)","1988",16808,251.7013,2244.821,66.7775653125351,-22
"826",21,"South Eastern Asia (21)","1989",18333,256.9387,2393.997,71.3516492455204,-21
"827",21,"South Eastern Asia (21)","1990",15767,262.206,2526.197,60.1321098678139,-20
"828",21,"South Eastern Asia (21)","1991",17248,267.5092,2623.859,64.4762871706842,-19
"829",21,"South Eastern Asia (21)","1992",19684,272.8203,2737.396,72.1500562824687,-18
"830",21,"South Eastern Asia (21)","1993",21807,278.0967,2893.716,78.4151699750482,-17
"831",21,"South Eastern Asia (21)","1994",24440,283.2807,3082.369,86.2748503516124,-16
"832",21,"South Eastern Asia (21)","1995",30819,288.3328,3277.861,106.88690291219,-15
"833",21,"South Eastern Asia (21)","1996",32886,293.235,3458.425,112.148959026037,-14
"834",21,"South Eastern Asia (21)","1997",29930,298.003,3547.629,100.435230517814,-13
"835",21,"South Eastern Asia (21)","1998",17324,302.6725,3331.017,57.236782330737,-12
"836",21,"South Eastern Asia (21)","1999",23374,307.2962,3452.535,76.0634202440512,-11
"837",21,"South Eastern Asia (21)","2000",24947,311.9131,3648.302,79.9806099839987,-10
"838",21,"South Eastern Asia (21)","2001",28441,316.5344,3671.916,89.8512136437619,-9
"839",21,"South Eastern Asia (21)","2002",33001,321.1503,3796.933,102.758739443806,-8
"840",21,"South Eastern Asia (21)","2003",32797,325.7535,3948.602,100.680422466681,-7
"841",21,"South Eastern Asia (21)","2004",35856,330.3298,4163.552,108.546065174865,-6
"842",21,"South Eastern Asia (21)","2005",37478,334.869,4335.763,111.918391968202,-5
"843",21,"South Eastern Asia (21)","2006",36843,339.3705,4556.155,108.562765473133,-4
"844",21,"South Eastern Asia (21)","2007",44376,343.8399,4788.853,129.060065454882,-3
"845",21,"South Eastern Asia (21)","2008",43942,348.2811,4879.189,126.168201490118,-2
"846",21,"South Eastern Asia (21)","2009",41344,352.6996,4725.93,117.221567588962,-1
"847",21,"South Eastern Asia (21)","2010",47338,357.0985,4833.895,132.562864307747,0
"848",21,"South Eastern Asia (21)","2011",49020,361.4778,4984.516,135.609987667292,1
"849",21,"South Eastern Asia (21)","2012",55458,365.8338,5169.88,151.593428491299,2
"850",22,"Indonesia (22)","1970",597,122.5516,815.96851168522,4.87141742743465,-40
"851",22,"Indonesia (22)","1971",612,122.3185,861.4948,5.00333146662198,-39
"852",22,"Indonesia (22)","1972",1030,125.2198,906.8879,8.22553621711582,-38
"853",22,"Indonesia (22)","1973",1442,128.1714,971.1509,11.2505597972715,-37
"854",22,"Indonesia (22)","1974",1280,131.1653,1024.68,9.75867855294045,-36
"855",22,"Indonesia (22)","1975",1446,134.1949,1060.138,10.7753722384383,-35
"856",22,"Indonesia (22)","1976",1382,137.2527,1094.294,10.0690186786854,-34
"857",22,"Indonesia (22)","1977",1744,140.3358,1159.308,12.4273350064631,-33
"858",22,"Indonesia (22)","1978",1964,143.4478,1238.283,13.6913915724047,-32
"859",22,"Indonesia (22)","1979",2005,146.5954,1295.252,13.677100372863,-31
"860",22,"Indonesia (22)","1980",3013,149.781,1373.326,20.1160360793425,-30
"861",22,"Indonesia (22)","1981",3125,153.0044,1450.297,20.4242492372768,-29
"862",22,"Indonesia (22)","1982",3140,156.256,1435.479,20.0952283432316,-28
"863",22,"Indonesia (22)","1983",2883,159.5178,1522.775,18.0732181612334,-27
"864",22,"Indonesia (22)","1984",2666,162.7665,1596.258,16.3792918075894,-26
"865",22,"Indonesia (22)","1985",2392,165.9843,1619.961,14.4110015224331,-25
"866",22,"Indonesia (22)","1986",2847,169.1649,1683.776,16.8297324090281,-24
"867",22,"Indonesia (22)","1987",2569,172.309,1739.577,14.909261849352,-23
"868",22,"Indonesia (22)","1988",2539,175.4149,1815.884,14.4742550376279,-22
"869",22,"Indonesia (22)","1989",2334,178.4835,1942.182,13.0768390355411,-21
"870",22,"Indonesia (22)","1990",4690,181.5162,2076.524,25.837914191681,-20
"871",22,"Indonesia (22)","1991",4468,184.5114,2225.445,24.2153059377361,-19
"872",22,"Indonesia (22)","1992",4441,187.47,2351.38,23.6891235931082,-18
"873",22,"Indonesia (22)","1993",5819,190.3995,2488.523,30.5620550474135,-17
"874",22,"Indonesia (22)","1994",5268,193.3102,2634.95,27.2515366493853,-16
"875",22,"Indonesia (22)","1995",7250,196.2107,2806.983,36.950074588185,-15
"876",22,"Indonesia (22)","1996",7169,199.1018,2977.691,36.0067061171722,-14
"877",22,"Indonesia (22)","1997",7268,201.9845,3067.95,35.9829590884449,-13
"878",22,"Indonesia (22)","1998",2650,204.8671,2633.08,12.935215073577,-12
"879",22,"Indonesia (22)","1999",2954,207.7595,2617.542,14.2183630592103,-11
"880",22,"Indonesia (22)","2000",5425,210.6679,2704.367,25.751431518518,-10
"881",22,"Indonesia (22)","2001",5598,213.5939,2762.531,26.2086136355018,-9
"882",22,"Indonesia (22)","2002",5415,216.5329,2845.241,25.0077470906269,-8
"883",22,"Indonesia (22)","2003",5225,219.4762,2939.942,23.8066815445137,-7
"884",22,"Indonesia (22)","2004",6404,222.4118,3045.907,28.7934363194759,-6
"885",22,"Indonesia (22)","2005",8051,225.3285,3176.415,35.7300563399659,-5
"886",22,"Indonesia (22)","2006",6987,228.2233,3307.078,30.6147531825191,-4
"887",22,"Indonesia (22)","2007",8063,231.0922,3471.032,34.8908357789661,-3
"888",22,"Indonesia (22)","2008",10587,233.8442,3638.303,45.2737335371157,-2
"889",22,"Indonesia (22)","2009",8908,236.5386,3760.015,37.659815353604,-1
"890",22,"Indonesia (22)","2010",10744,239.1637,3914.834,44.9232053192019,0
"891",22,"Indonesia (22)","2011",13148,241.7141,4090.793,54.3948408470999,1
"892",22,"Indonesia (22)","2012",15006,244.1897,4272.029,61.4522234148287,2
"893",23,"Japan (23)","1970",69882,104.331,13475.1039580717,669.810506944245,-40
"894",23,"Japan (23)","1971",57699,105.8952,13916.97,544.868889241439,-39
"895",23,"Japan (23)","1972",68888,107.383,14878.82,641.516813648343,-38
"896",23,"Japan (23)","1973",87181,108.868,15854.73,800.795458720653,-37
"897",23,"Japan (23)","1974",75753,110.2935,15458.06,686.831046253859,-36
"898",23,"Japan (23)","1975",64736,111.6189,15746.74,579.973463275485,-35
"899",23,"Japan (23)","1976",60176,112.8224,16198.01,533.369260005105,-34
"900",23,"Japan (23)","1977",58243,113.9121,16747.41,511.297746244692,-33
"901",23,"Japan (23)","1978",61507,114.9126,17476.81,535.250268464903,-32
"902",23,"Japan (23)","1979",72329,115.864,18283.88,624.257750466064,-31
"903",23,"Japan (23)","1980",79007,116.7942,18649.32,676.463386024306,-30
"904",23,"Japan (23)","1981",71136,117.7135,19046.46,604.314713265683,-29
"905",23,"Japan (23)","1982",69504,118.6093,19425.15,585.991149092019,-28
"906",23,"Japan (23)","1983",65614,119.4596,19597.75,549.256819878854,-27
"907",23,"Japan (23)","1984",74367,120.2328,20079.04,618.525061380921,-26
"908",23,"Japan (23)","1985",73377,120.9082,20981.66,606.881915370504,-25
"909",23,"Japan (23)","1986",69941,121.4764,21501.41,575.757924996131,-24
"910",23,"Japan (23)","1987",75751,121.9516,22230.42,621.156261992463,-23
"911",23,"Japan (23)","1988",86871,122.3671,23653.66,709.921212482767,-22
"912",23,"Japan (23)","1989",93278,122.7693,24823.57,759.782779571114,-21
"913",23,"Japan (23)","1990",99032,123.191,26025.36,803.889894553985,-20
"914",23,"Japan (23)","1991",99151,123.646,26798.44,801.894117076169,-19
"915",23,"Japan (23)","1992",84040,124.1233,26954.84,677.068688956868,-18
"916",23,"Japan (23)","1993",80589,124.602,26917.76,646.771319882506,-17
"917",23,"Japan (23)","1994",79333,125.0493,27116.15,634.413787202327,-16
"918",23,"Japan (23)","1995",84340,125.4419,27561.15,672.343132557782,-15
"919",23,"Japan (23)","1996",83612,125.7723,28243.62,664.788669683229,-14
"920",23,"Japan (23)","1997",86002,126.0494,28624.13,682.288055317994,-13
"921",23,"Japan (23)","1998",71187,126.2856,27985.07,563.69847393527,-12
"922",23,"Japan (23)","1999",70632,126.5001,27898.04,558.355289837716,-11
"923",23,"Japan (23)","2000",80561,126.7058,28649.37,635.811462458704,-10
"924",23,"Japan (23)","2001",74998,126.9073,28656.62,590.966792296424,-9
"925",23,"Japan (23)","2002",72778,127.0974,28688.81,572.615962246277,-8
"926",23,"Japan (23)","2003",77013,127.2626,29056.55,605.150295530659,-7
"927",23,"Japan (23)","2004",80500,127.3842,29825.46,631.94650513957,-6
"928",23,"Japan (23)","2005",83000,127.4487,30386.92,651.242421460556,-5
"929",23,"Japan (23)","2006",83300,127.4509,31114.88,653.58502764594,-4
"930",23,"Japan (23)","2007",85900,127.396,31781.99,674.275487456435,-3
"931",23,"Japan (23)","2008",83200,127.2931,31586.76,653.609661482044,-2
"932",23,"Japan (23)","2009",56000,127.1561,29950.3,440.403566954318,-1
"933",23,"Japan (23)","2010",67400,126.9954,30521.48,530.727884632042,0
"934",23,"Japan (23)","2011",69600,126.8138,31181.63,548.836167672603,1
"935",23,"Japan (23)","2012",68800,126.6079,31957.19,543.410008380204,2
"936",24,"Oceania (24)","1970",7212,16.80333,15508.5470070863,429.200640587312,-40
"937",24,"Oceania (24)","1971",8190,17.2816,15691.06,473.914452365522,-39
"938",24,"Oceania (24)","1972",8721,17.55112,16085.19,496.891366476897,-38
"939",24,"Oceania (24)","1973",8152,17.81179,16413.83,457.6743830912,-37
"940",24,"Oceania (24)","1974",8843,18.06842,16917.32,489.417447679432,-36
"941",24,"Oceania (24)","1975",7328,18.32478,16790.77,399.895660411748,-35
"942",24,"Oceania (24)","1976",7530,18.58204,16948.99,405.229996275974,-34
"943",24,"Oceania (24)","1977",6097,18.84033,17074.64,323.614289134001,-33
"944",24,"Oceania (24)","1978",6075,19.10138,16971.29,318.039848429799,-32
"945",24,"Oceania (24)","1979",7645,19.36676,17308.82,394.748527890055,-31
"946",24,"Oceania (24)","1980",6883,19.63778,17521.98,350.497866866825,-30
"947",24,"Oceania (24)","1981",7414,19.91511,17855.64,372.280143067249,-29
"948",24,"Oceania (24)","1982",6645,20.19899,18193.99,328.976844881848,-28
"949",24,"Oceania (24)","1983",5562,20.4894,17668.38,271.457436528156,-27
"950",24,"Oceania (24)","1984",6861,20.78607,18240.45,330.076825489378,-26
"951",24,"Oceania (24)","1985",6432,21.08854,18793.35,304.999777130138,-25
"952",24,"Oceania (24)","1986",6570,21.39682,19283.07,307.054973589533,-24
"953",24,"Oceania (24)","1987",6710,21.71029,19407.46,309.070030847124,-23
"954",24,"Oceania (24)","1988",7380,22.02703,19983.34,335.042899564762,-22
"955",24,"Oceania (24)","1989",6985,22.34453,20351.25,312.604471877457,-21
"956",24,"Oceania (24)","1990",6353,22.66077,20744.13,280.352344602589,-20
"957",24,"Oceania (24)","1991",5933,22.97585,20326.68,258.227660782953,-19
"958",24,"Oceania (24)","1992",5842,23.28964,20101.77,250.841146535541,-18
"959",24,"Oceania (24)","1993",6652,23.59976,20636.26,281.867273226507,-17
"960",24,"Oceania (24)","1994",7276,23.9033,21240.62,304.393117268327,-16
"961",24,"Oceania (24)","1995",7259,24.1987,21882.24,299.974792034283,-15
"962",24,"Oceania (24)","1996",7097,24.48367,22486.01,289.866674399712,-14
"963",24,"Oceania (24)","1997",7522,24.75996,23018.93,303.796936667103,-13
"964",24,"Oceania (24)","1998",9258,25.03483,23650.4,369.804787969401,-12
"965",24,"Oceania (24)","1999",7376,25.31832,24598.03,291.330546418562,-11
"966",24,"Oceania (24)","2000",7496,25.61716,25221.73,292.616355599137,-10
"967",24,"Oceania (24)","2001",8894,25.93458,25443.69,342.939812404905,-9
"968",24,"Oceania (24)","2002",9209,26.26733,26105.29,350.587593029059,-8
"969",24,"Oceania (24)","2003",10108,26.60799,26603.28,379.88589141833,-7
"970",24,"Oceania (24)","2004",8700,26.94575,27316.85,322.87095367544,-6
"971",24,"Oceania (24)","2005",8653,27.27279,27736.18,317.275936932012,-5
"972",24,"Oceania (24)","2006",8587,27.58661,28185.85,311.274201505731,-4
"973",24,"Oceania (24)","2007",9340,27.88964,28774.07,334.891379021027,-3
"974",24,"Oceania (24)","2008",9414,28.2549,28941.88,333.181147340815,-2
"975",24,"Oceania (24)","2009",6656,28.61869,28742.47,232.575285591339,-1
"976",24,"Oceania (24)","2010",8636,28.9838,29041.5,297.959549817484,0
"977",24,"Oceania (24)","2011",7552,29.3506,29645.03,257.303087500767,1
"978",24,"Oceania (24)","2012",7945,29.71791,30264.62,267.347199045962,2
"979",25,"Other South Asia (25)","1970",696,166.4336,883.206850213264,4.1818478960979,-40
"980",25,"Other South Asia (25)","1971",662,172.0365,877.3312,3.84802062353047,-39
"981",25,"Other South Asia (25)","1972",461,176.6455,805.4592,2.60974663945586,-38
"982",25,"Other South Asia (25)","1973",554,181.4043,828.6378,3.05395186332408,-37
"983",25,"Other South Asia (25)","1974",536,186.282,853.4778,2.87735798413159,-36
"984",25,"Other South Asia (25)","1975",630,191.2564,846.13,3.29400741622241,-35
"985",25,"Other South Asia (25)","1976",599,196.3199,866.3409,3.05114254846299,-34
"986",25,"Other South Asia (25)","1977",752,201.4788,867.564,3.73240261506422,-33
"987",25,"Other South Asia (25)","1978",700,206.7432,906.8549,3.38584292010572,-32
"988",25,"Other South Asia (25)","1979",880,212.1292,916.955,4.14841521110719,-31
"989",25,"Other South Asia (25)","1980",1208,217.6501,939.1577,5.55019271757743,-30
"990",25,"Other South Asia (25)","1981",1157,223.303,970.4668,5.18130074383237,-29
"991",25,"Other South Asia (25)","1982",1561,229.0865,989.3985,6.81402003173474,-28
"992",25,"Other South Asia (25)","1983",1658,235.0167,1015.109,7.05481780656438,-27
"993",25,"Other South Asia (25)","1984",1550,241.1136,1039.595,6.42850506980942,-26
"994",25,"Other South Asia (25)","1985",2146,247.3895,1068.855,8.67457996398392,-25
"995",25,"Other South Asia (25)","1986",2145,253.8464,1091.995,8.44999180606855,-24
"996",25,"Other South Asia (25)","1987",2104,260.4727,1105.74,8.07762195423935,-23
"997",25,"Other South Asia (25)","1988",2348,267.2489,1127.968,8.78581726622635,-22
"998",25,"Other South Asia (25)","1989",2308,274.1485,1137.222,8.41879492318944,-21
"999",25,"Other South Asia (25)","1990",1772,281.1478,1161.731,6.30273471818026,-20
"1000",25,"Other South Asia (25)","1991",2019,288.2426,1179.253,7.00451633450434,-19
"1001",25,"Other South Asia (25)","1992",1996,295.4254,1223.416,6.75635879650159,-18
"1002",25,"Other South Asia (25)","1993",2252,302.6656,1220.913,7.44055485658099,-17
"1003",25,"Other South Asia (25)","1994",2396,309.9265,1234.786,7.73086522127021,-16
"1004",25,"Other South Asia (25)","1995",2312,317.182,1278.556,7.28919043325283,-15
"1005",25,"Other South Asia (25)","1996",2040,324.4149,1305.664,6.2882438506986,-14
"1006",25,"Other South Asia (25)","1997",2209,331.6305,1314.06,6.66102786082704,-13
"1007",25,"Other South Asia (25)","1998",2418,338.8539,1330.169,7.13581871124989,-12
"1008",25,"Other South Asia (25)","1999",2417,346.1237,1353.693,6.98305259073562,-11
"1009",25,"Other South Asia (25)","2000",2620,353.4673,1389.991,7.41228396516453,-10
"1010",25,"Other South Asia (25)","2001",3135,360.8943,1395.691,8.68675398863324,-9
"1011",25,"Other South Asia (25)","2002",3345,368.3938,1437.076,9.07995737170387,-8
"1012",25,"Other South Asia (25)","2003",3250,375.9497,1484.305,8.64477348964502,-7
"1013",25,"Other South Asia (25)","2004",3869,383.537,1553.889,10.0876838479729,-6
"1014",25,"Other South Asia (25)","2005",4577,391.1392,1630.904,11.7017164221842,-5
"1015",25,"Other South Asia (25)","2006",4432,398.7456,1705.815,11.1148561890087,-4
"1016",25,"Other South Asia (25)","2007",4460,406.365,1784.052,10.9753546688322,-3
"1017",25,"Other South Asia (25)","2008",3542,414.0226,1855.233,8.55508853864499,-2
"1018",25,"Other South Asia (25)","2009",4810,421.7539,1887.607,11.4047552375923,-1
"1019",25,"Other South Asia (25)","2010",5047,429.5813,1931.21,11.7486492079613,0
"1020",25,"Other South Asia (25)","2011",5238,437.511,1992.753,11.9722704114868,1
"1021",25,"Other South Asia (25)","2012",5959,445.5251,2062.911,13.3752284663647,2
"1022",26,"Other South Africa (26)","1970",2005,45.62302,1392.89646093913,43.9471126637386,-40
"1023",26,"Other South Africa (26)","1971",1909,47.25866,1408.711,40.3947128420484,-39
"1024",26,"Other South Africa (26)","1972",2327,48.63551,1423.226,47.845699572185,-38
"1025",26,"Other South Africa (26)","1973",3034,50.0741,1457.276,60.5902053157221,-37
"1026",26,"Other South Africa (26)","1974",3254,51.5736,1480.218,63.0942963066375,-36
"1027",26,"Other South Africa (26)","1975",2692,53.13327,1421.38,50.6650541176931,-35
"1028",26,"Other South Africa (26)","1976",2775,54.75267,1387.807,50.6824598690804,-34
