relation,node_rel,year_rel,node_loc,technology,year_act,mode,value,unit
domestic_gas,R12_MEA,broadcast,R12_MEA,gas_piped_imp,broadcast,M1,-1,???
domestic_gas,R12_WEU,broadcast,R12_WEU,gas_piped_imp,broadcast,M1,-1,???
domestic_gas,R12_FSU,broadcast,R12_FSU,gas_piped_imp,broadcast,M1,-1,???
domestic_gas,R12_RCPA,broadcast,R12_RCPA,gas_piped_imp,broadcast,M1,-1,???
domestic_gas,R12_CHN,broadcast,R12_CHN,gas_piped_imp,broadcast,M1,-1,???
domestic_gas,R12_EEU,broadcast,R12_EEU,gas_piped_imp,broadcast,M1,-1,???
domestic_gas,R12_PAO,broadcast,R12_PAO,gas_piped_imp,broadcast,M1,-1,???
domestic_gas,R12_PAS,broadcast,R12_PAS,gas_piped_imp,broadcast,M1,-1,???
domestic_gas,R12_SAS,broadcast,R12_SAS,gas_piped_imp,broadcast,M1,-1,???
domestic_gas,R12_NAM,broadcast,R12_NAM,gas_piped_imp,broadcast,M1,-1,???
domestic_gas,R12_AFR,broadcast,R12_AFR,gas_piped_imp,broadcast,M1,-1,???
domestic_gas,R12_LAM,broadcast,R12_LAM,gas_piped_imp,broadcast,M1,-1,???
