node_loc,technology,year_act,value,unit,mode,time
R12_AFR,gas_exp_eeu,2020,,GWa,M1,year
R12_AFR,gas_exp_weu,2020,,GWa,M1,year
R12_MEA,gas_exp_afr,2020,,GWa,M1,year
R12_MEA,gas_exp_sas,2020,,GWa,M1,year
R12_MEA,gas_exp_rcpa,2020,,GWa,M1,year
R12_MEA,gas_exp_chn,2020,,GWa,M1,year
R12_MEA,gas_exp_eeu,2020,,GWa,M1,year
R12_MEA,gas_exp_weu,2020,,GWa,M1,year
R12_LAM,gas_exp_nam,2020,,GWa,M1,year
R12_FSU,gas_exp_sas,2020,,GWa,M1,year
R12_FSU,gas_exp_rcpa,2020,,GWa,M1,year
R12_FSU,gas_exp_chn,2020,,GWa,M1,year
R12_FSU,gas_exp_pao,2020,,GWa,M1,year
R12_FSU,gas_exp_eeu,2020,,GWa,M1,year
R12_FSU,gas_exp_weu,2020,,GWa,M1,year
R12_EEU,gas_imp,2020,,GWa,M1,year
R12_WEU,gas_imp,2020,,GWa,M1,year
R12_AFR,gas_imp,2020,,GWa,M1,year
R12_SAS,gas_imp,2020,,GWa,M1,year
R12_RCPA,gas_imp,2020,,GWa,M1,year
R12_CHN,gas_imp,2020,,GWa,M1,year
R12_NAM,gas_imp,2020,,GWa,M1,year
R12_PAO,gas_imp,2020,,GWa,M1,year
R12_AFR,gas_exp_eeu,2025,,GWa,M1,year
R12_AFR,gas_exp_weu,2025,,GWa,M1,year
R12_MEA,gas_exp_afr,2025,,GWa,M1,year
R12_MEA,gas_exp_sas,2025,,GWa,M1,year
R12_MEA,gas_exp_rcpa,2025,,GWa,M1,year
R12_MEA,gas_exp_chn,2025,,GWa,M1,year
R12_MEA,gas_exp_eeu,2025,,GWa,M1,year
R12_MEA,gas_exp_weu,2025,,GWa,M1,year
R12_LAM,gas_exp_nam,2025,,GWa,M1,year
R12_FSU,gas_exp_sas,2025,,GWa,M1,year
R12_FSU,gas_exp_rcpa,2025,,GWa,M1,year
R12_FSU,gas_exp_chn,2025,,GWa,M1,year
R12_FSU,gas_exp_pao,2025,,GWa,M1,year
R12_FSU,gas_exp_eeu,2025,,GWa,M1,year
R12_FSU,gas_exp_weu,2025,,GWa,M1,year
R12_EEU,gas_imp,2025,,GWa,M1,year
R12_WEU,gas_imp,2025,,GWa,M1,year
R12_AFR,gas_imp,2025,,GWa,M1,year
R12_SAS,gas_imp,2025,,GWa,M1,year
R12_RCPA,gas_imp,2025,,GWa,M1,year
R12_CHN,gas_imp,2025,,GWa,M1,year
R12_NAM,gas_imp,2025,,GWa,M1,year
R12_PAO,gas_imp,2025,,GWa,M1,year
