node_loc,technology,year_vtg,year_act,time,value,unit
R12_AFR,gas_piped_exp_mea,broadcast,broadcast,year,1,%
R12_AFR,gas_piped_exp_weu,broadcast,broadcast,year,1,%
R12_CHN,gas_piped_exp_fsu,broadcast,broadcast,year,1,%
R12_EEU,gas_piped_exp_fsu,broadcast,broadcast,year,1,%
R12_EEU,gas_piped_exp_weu,broadcast,broadcast,year,1,%
R12_FSU,gas_piped_exp_chn,broadcast,broadcast,year,1,%
R12_FSU,gas_piped_exp_eeu,broadcast,broadcast,year,1,%
R12_FSU,gas_piped_exp_mea,broadcast,broadcast,year,1,%
R12_FSU,gas_piped_exp_pao,broadcast,broadcast,year,1,%
R12_FSU,gas_piped_exp_pas,broadcast,broadcast,year,1,%
R12_FSU,gas_piped_exp_sas,broadcast,broadcast,year,1,%
R12_FSU,gas_piped_exp_weu,broadcast,broadcast,year,1,%
R12_LAM,gas_piped_exp_nam,broadcast,broadcast,year,1,%
R12_MEA,gas_piped_exp_afr,broadcast,broadcast,year,1,%
R12_MEA,gas_piped_exp_eeu,broadcast,broadcast,year,1,%
R12_MEA,gas_piped_exp_fsu,broadcast,broadcast,year,1,%
R12_MEA,gas_piped_exp_sas,broadcast,broadcast,year,1,%
R12_MEA,gas_piped_exp_weu,broadcast,broadcast,year,1,%
R12_NAM,gas_piped_exp_lam,broadcast,broadcast,year,1,%
R12_PAO,gas_piped_exp_fsu,broadcast,broadcast,year,1,%
R12_PAS,gas_piped_exp_chn,broadcast,broadcast,year,1,%
R12_PAS,gas_piped_exp_fsu,broadcast,broadcast,year,1,%
R12_PAS,gas_piped_exp_pao,broadcast,broadcast,year,1,%
R12_SAS,gas_piped_exp_fsu,broadcast,broadcast,year,1,%
R12_SAS,gas_piped_exp_mea,broadcast,broadcast,year,1,%
R12_SAS,gas_piped_exp_pas,broadcast,broadcast,year,1,%
R12_WEU,gas_piped_exp_afr,broadcast,broadcast,year,1,%
R12_WEU,gas_piped_exp_eeu,broadcast,broadcast,year,1,%
R12_WEU,gas_piped_exp_fsu,broadcast,broadcast,year,1,%
R12_WEU,gas_piped_exp_mea,broadcast,broadcast,year,1,%
R12_MEA,gas_piped_imp,broadcast,broadcast,year,1,%
R12_WEU,gas_piped_imp,broadcast,broadcast,year,1,%
R12_FSU,gas_piped_imp,broadcast,broadcast,year,1,%
R12_CHN,gas_piped_imp,broadcast,broadcast,year,1,%
R12_EEU,gas_piped_imp,broadcast,broadcast,year,1,%
R12_PAO,gas_piped_imp,broadcast,broadcast,year,1,%
R12_PAS,gas_piped_imp,broadcast,broadcast,year,1,%
R12_SAS,gas_piped_imp,broadcast,broadcast,year,1,%
R12_NAM,gas_piped_imp,broadcast,broadcast,year,1,%
R12_AFR,gas_piped_imp,broadcast,broadcast,year,1,%
R12_LAM,gas_piped_imp,broadcast,broadcast,year,1,%
