node_loc,technology,node_rel,year_rel,year_act,mode,commodity,value,unit,relation
R12_EEU,LNG_shipped_exp_rcpa,R12_EEU,broadcast,broadcast,M1,LNG,1,???,LNG_shipped_exp_global
R12_EEU,LNG_shipped_exp_chn,R12_EEU,broadcast,broadcast,M1,LNG,1,???,LNG_shipped_exp_global
R12_EEU,LNG_shipped_exp_fsu,R12_EEU,broadcast,broadcast,M1,LNG,1,???,LNG_shipped_exp_global
R12_EEU,LNG_shipped_exp_lam,R12_EEU,broadcast,broadcast,M1,LNG,1,???,LNG_shipped_exp_global
R12_EEU,LNG_shipped_exp_mea,R12_EEU,broadcast,broadcast,M1,LNG,1,???,LNG_shipped_exp_global
R12_EEU,LNG_shipped_exp_nam,R12_EEU,broadcast,broadcast,M1,LNG,1,???,LNG_shipped_exp_global
R12_EEU,LNG_shipped_exp_pao,R12_EEU,broadcast,broadcast,M1,LNG,1,???,LNG_shipped_exp_global
R12_EEU,LNG_shipped_exp_pas,R12_EEU,broadcast,broadcast,M1,LNG,1,???,LNG_shipped_exp_global
R12_EEU,LNG_shipped_exp_sas,R12_EEU,broadcast,broadcast,M1,LNG,1,???,LNG_shipped_exp_global
R12_EEU,LNG_shipped_exp_weu,R12_EEU,broadcast,broadcast,M1,LNG,1,???,LNG_shipped_exp_global
R12_FSU,LNG_shipped_exp_afr,R12_FSU,broadcast,broadcast,M1,LNG,1,???,LNG_shipped_exp_global
R12_FSU,LNG_shipped_exp_rcpa,R12_FSU,broadcast,broadcast,M1,LNG,1,???,LNG_shipped_exp_global
R12_FSU,LNG_shipped_exp_chn,R12_FSU,broadcast,broadcast,M1,LNG,1,???,LNG_shipped_exp_global
R12_FSU,LNG_shipped_exp_eeu,R12_FSU,broadcast,broadcast,M1,LNG,1,???,LNG_shipped_exp_global
R12_FSU,LNG_shipped_exp_lam,R12_FSU,broadcast,broadcast,M1,LNG,1,???,LNG_shipped_exp_global
R12_FSU,LNG_shipped_exp_mea,R12_FSU,broadcast,broadcast,M1,LNG,1,???,LNG_shipped_exp_global
R12_FSU,LNG_shipped_exp_nam,R12_FSU,broadcast,broadcast,M1,LNG,1,???,LNG_shipped_exp_global
R12_FSU,LNG_shipped_exp_pao,R12_FSU,broadcast,broadcast,M1,LNG,1,???,LNG_shipped_exp_global
R12_FSU,LNG_shipped_exp_pas,R12_FSU,broadcast,broadcast,M1,LNG,1,???,LNG_shipped_exp_global
R12_FSU,LNG_shipped_exp_sas,R12_FSU,broadcast,broadcast,M1,LNG,1,???,LNG_shipped_exp_global
R12_FSU,LNG_shipped_exp_weu,R12_FSU,broadcast,broadcast,M1,LNG,1,???,LNG_shipped_exp_global
R12_LAM,LNG_shipped_exp_afr,R12_LAM,broadcast,broadcast,M1,LNG,1,???,LNG_shipped_exp_global
R12_LAM,LNG_shipped_exp_rcpa,R12_LAM,broadcast,broadcast,M1,LNG,1,???,LNG_shipped_exp_global
R12_LAM,LNG_shipped_exp_chn,R12_LAM,broadcast,broadcast,M1,LNG,1,???,LNG_shipped_exp_global
R12_LAM,LNG_shipped_exp_eeu,R12_LAM,broadcast,broadcast,M1,LNG,1,???,LNG_shipped_exp_global
R12_LAM,LNG_shipped_exp_fsu,R12_LAM,broadcast,broadcast,M1,LNG,1,???,LNG_shipped_exp_global
R12_LAM,LNG_shipped_exp_mea,R12_LAM,broadcast,broadcast,M1,LNG,1,???,LNG_shipped_exp_global
R12_LAM,LNG_shipped_exp_nam,R12_LAM,broadcast,broadcast,M1,LNG,1,???,LNG_shipped_exp_global
R12_LAM,LNG_shipped_exp_pao,R12_LAM,broadcast,broadcast,M1,LNG,1,???,LNG_shipped_exp_global
R12_LAM,LNG_shipped_exp_pas,R12_LAM,broadcast,broadcast,M1,LNG,1,???,LNG_shipped_exp_global
R12_LAM,LNG_shipped_exp_sas,R12_LAM,broadcast,broadcast,M1,LNG,1,???,LNG_shipped_exp_global
R12_LAM,LNG_shipped_exp_weu,R12_LAM,broadcast,broadcast,M1,LNG,1,???,LNG_shipped_exp_global
R12_MEA,LNG_shipped_exp_afr,R12_MEA,broadcast,broadcast,M1,LNG,1,???,LNG_shipped_exp_global
R12_MEA,LNG_shipped_exp_rcpa,R12_MEA,broadcast,broadcast,M1,LNG,1,???,LNG_shipped_exp_global
R12_MEA,LNG_shipped_exp_chn,R12_MEA,broadcast,broadcast,M1,LNG,1,???,LNG_shipped_exp_global
R12_MEA,LNG_shipped_exp_eeu,R12_MEA,broadcast,broadcast,M1,LNG,1,???,LNG_shipped_exp_global
R12_MEA,LNG_shipped_exp_fsu,R12_MEA,broadcast,broadcast,M1,LNG,1,???,LNG_shipped_exp_global
R12_MEA,LNG_shipped_exp_lam,R12_MEA,broadcast,broadcast,M1,LNG,1,???,LNG_shipped_exp_global
R12_MEA,LNG_shipped_exp_nam,R12_MEA,broadcast,broadcast,M1,LNG,1,???,LNG_shipped_exp_global
R12_MEA,LNG_shipped_exp_pao,R12_MEA,broadcast,broadcast,M1,LNG,1,???,LNG_shipped_exp_global
R12_MEA,LNG_shipped_exp_pas,R12_MEA,broadcast,broadcast,M1,LNG,1,???,LNG_shipped_exp_global
R12_MEA,LNG_shipped_exp_sas,R12_MEA,broadcast,broadcast,M1,LNG,1,???,LNG_shipped_exp_global
R12_MEA,LNG_shipped_exp_weu,R12_MEA,broadcast,broadcast,M1,LNG,1,???,LNG_shipped_exp_global
R12_NAM,LNG_shipped_exp_afr,R12_NAM,broadcast,broadcast,M1,LNG,1,???,LNG_shipped_exp_global
R12_NAM,LNG_shipped_exp_rcpa,R12_NAM,broadcast,broadcast,M1,LNG,1,???,LNG_shipped_exp_global
R12_NAM,LNG_shipped_exp_chn,R12_NAM,broadcast,broadcast,M1,LNG,1,???,LNG_shipped_exp_global
R12_NAM,LNG_shipped_exp_eeu,R12_NAM,broadcast,broadcast,M1,LNG,1,???,LNG_shipped_exp_global
R12_NAM,LNG_shipped_exp_fsu,R12_NAM,broadcast,broadcast,M1,LNG,1,???,LNG_shipped_exp_global
R12_NAM,LNG_shipped_exp_lam,R12_NAM,broadcast,broadcast,M1,LNG,1,???,LNG_shipped_exp_global
R12_NAM,LNG_shipped_exp_mea,R12_NAM,broadcast,broadcast,M1,LNG,1,???,LNG_shipped_exp_global
R12_NAM,LNG_shipped_exp_pao,R12_NAM,broadcast,broadcast,M1,LNG,1,???,LNG_shipped_exp_global
R12_NAM,LNG_shipped_exp_pas,R12_NAM,broadcast,broadcast,M1,LNG,1,???,LNG_shipped_exp_global
R12_NAM,LNG_shipped_exp_sas,R12_NAM,broadcast,broadcast,M1,LNG,1,???,LNG_shipped_exp_global
R12_NAM,LNG_shipped_exp_weu,R12_NAM,broadcast,broadcast,M1,LNG,1,???,LNG_shipped_exp_global
R12_PAO,LNG_shipped_exp_afr,R12_PAO,broadcast,broadcast,M1,LNG,1,???,LNG_shipped_exp_global
R12_PAO,LNG_shipped_exp_rcpa,R12_PAO,broadcast,broadcast,M1,LNG,1,???,LNG_shipped_exp_global
R12_PAO,LNG_shipped_exp_chn,R12_PAO,broadcast,broadcast,M1,LNG,1,???,LNG_shipped_exp_global
R12_PAO,LNG_shipped_exp_eeu,R12_PAO,broadcast,broadcast,M1,LNG,1,???,LNG_shipped_exp_global
R12_PAO,LNG_shipped_exp_fsu,R12_PAO,broadcast,broadcast,M1,LNG,1,???,LNG_shipped_exp_global
R12_PAO,LNG_shipped_exp_lam,R12_PAO,broadcast,broadcast,M1,LNG,1,???,LNG_shipped_exp_global
R12_PAO,LNG_shipped_exp_mea,R12_PAO,broadcast,broadcast,M1,LNG,1,???,LNG_shipped_exp_global
R12_PAO,LNG_shipped_exp_nam,R12_PAO,broadcast,broadcast,M1,LNG,1,???,LNG_shipped_exp_global
R12_PAO,LNG_shipped_exp_pas,R12_PAO,broadcast,broadcast,M1,LNG,1,???,LNG_shipped_exp_global
R12_PAO,LNG_shipped_exp_sas,R12_PAO,broadcast,broadcast,M1,LNG,1,???,LNG_shipped_exp_global
R12_PAO,LNG_shipped_exp_weu,R12_PAO,broadcast,broadcast,M1,LNG,1,???,LNG_shipped_exp_global
R12_PAS,LNG_shipped_exp_afr,R12_PAS,broadcast,broadcast,M1,LNG,1,???,LNG_shipped_exp_global
R12_PAS,LNG_shipped_exp_rcpa,R12_PAS,broadcast,broadcast,M1,LNG,1,???,LNG_shipped_exp_global
R12_PAS,LNG_shipped_exp_chn,R12_PAS,broadcast,broadcast,M1,LNG,1,???,LNG_shipped_exp_global
R12_PAS,LNG_shipped_exp_eeu,R12_PAS,broadcast,broadcast,M1,LNG,1,???,LNG_shipped_exp_global
R12_PAS,LNG_shipped_exp_fsu,R12_PAS,broadcast,broadcast,M1,LNG,1,???,LNG_shipped_exp_global
R12_PAS,LNG_shipped_exp_lam,R12_PAS,broadcast,broadcast,M1,LNG,1,???,LNG_shipped_exp_global
R12_PAS,LNG_shipped_exp_mea,R12_PAS,broadcast,broadcast,M1,LNG,1,???,LNG_shipped_exp_global
R12_PAS,LNG_shipped_exp_nam,R12_PAS,broadcast,broadcast,M1,LNG,1,???,LNG_shipped_exp_global
R12_PAS,LNG_shipped_exp_pao,R12_PAS,broadcast,broadcast,M1,LNG,1,???,LNG_shipped_exp_global
R12_PAS,LNG_shipped_exp_sas,R12_PAS,broadcast,broadcast,M1,LNG,1,???,LNG_shipped_exp_global
R12_PAS,LNG_shipped_exp_weu,R12_PAS,broadcast,broadcast,M1,LNG,1,???,LNG_shipped_exp_global
R12_SAS,LNG_shipped_exp_afr,R12_SAS,broadcast,broadcast,M1,LNG,1,???,LNG_shipped_exp_global
R12_SAS,LNG_shipped_exp_rcpa,R12_SAS,broadcast,broadcast,M1,LNG,1,???,LNG_shipped_exp_global
R12_SAS,LNG_shipped_exp_chn,R12_SAS,broadcast,broadcast,M1,LNG,1,???,LNG_shipped_exp_global
R12_SAS,LNG_shipped_exp_eeu,R12_SAS,broadcast,broadcast,M1,LNG,1,???,LNG_shipped_exp_global
R12_SAS,LNG_shipped_exp_fsu,R12_SAS,broadcast,broadcast,M1,LNG,1,???,LNG_shipped_exp_global
R12_SAS,LNG_shipped_exp_lam,R12_SAS,broadcast,broadcast,M1,LNG,1,???,LNG_shipped_exp_global
R12_SAS,LNG_shipped_exp_mea,R12_SAS,broadcast,broadcast,M1,LNG,1,???,LNG_shipped_exp_global
R12_SAS,LNG_shipped_exp_nam,R12_SAS,broadcast,broadcast,M1,LNG,1,???,LNG_shipped_exp_global
R12_SAS,LNG_shipped_exp_pao,R12_SAS,broadcast,broadcast,M1,LNG,1,???,LNG_shipped_exp_global
R12_SAS,LNG_shipped_exp_pas,R12_SAS,broadcast,broadcast,M1,LNG,1,???,LNG_shipped_exp_global
R12_SAS,LNG_shipped_exp_weu,R12_SAS,broadcast,broadcast,M1,LNG,1,???,LNG_shipped_exp_global
R12_WEU,LNG_shipped_exp_afr,R12_WEU,broadcast,broadcast,M1,LNG,1,???,LNG_shipped_exp_global
R12_WEU,LNG_shipped_exp_rcpa,R12_WEU,broadcast,broadcast,M1,LNG,1,???,LNG_shipped_exp_global
R12_WEU,LNG_shipped_exp_chn,R12_WEU,broadcast,broadcast,M1,LNG,1,???,LNG_shipped_exp_global
R12_WEU,LNG_shipped_exp_eeu,R12_WEU,broadcast,broadcast,M1,LNG,1,???,LNG_shipped_exp_global
R12_WEU,LNG_shipped_exp_fsu,R12_WEU,broadcast,broadcast,M1,LNG,1,???,LNG_shipped_exp_global
R12_WEU,LNG_shipped_exp_lam,R12_WEU,broadcast,broadcast,M1,LNG,1,???,LNG_shipped_exp_global
R12_WEU,LNG_shipped_exp_mea,R12_WEU,broadcast,broadcast,M1,LNG,1,???,LNG_shipped_exp_global
R12_WEU,LNG_shipped_exp_nam,R12_WEU,broadcast,broadcast,M1,LNG,1,???,LNG_shipped_exp_global
R12_WEU,LNG_shipped_exp_pao,R12_WEU,broadcast,broadcast,M1,LNG,1,???,LNG_shipped_exp_global
R12_WEU,LNG_shipped_exp_pas,R12_WEU,broadcast,broadcast,M1,LNG,1,???,LNG_shipped_exp_global
R12_WEU,LNG_shipped_exp_sas,R12_WEU,broadcast,broadcast,M1,LNG,1,???,LNG_shipped_exp_global
