node_loc,technology,year_vtg,year_act,mode,time,value,unit
R12_AFR,LNG_shipped_exp_rcpa,broadcast,broadcast,M1,year,7.5,USD/GWa
R12_AFR,LNG_shipped_exp_chn,broadcast,broadcast,M1,year,21,USD/GWa
R12_AFR,LNG_shipped_exp_eeu,broadcast,broadcast,M1,year,25,USD/GWa
R12_AFR,LNG_shipped_exp_fsu,broadcast,broadcast,M1,year,7.5,USD/GWa
R12_AFR,LNG_shipped_exp_lam,broadcast,broadcast,M1,year,25,USD/GWa
R12_AFR,LNG_shipped_exp_mea,broadcast,broadcast,M1,year,25,USD/GWa
R12_AFR,LNG_shipped_exp_nam,broadcast,broadcast,M1,year,22.3,USD/GWa
R12_AFR,LNG_shipped_exp_pao,broadcast,broadcast,M1,year,25,USD/GWa
R12_AFR,LNG_shipped_exp_pas,broadcast,broadcast,M1,year,23.1,USD/GWa
R12_AFR,LNG_shipped_exp_sas,broadcast,broadcast,M1,year,24.9,USD/GWa
R12_AFR,LNG_shipped_exp_weu,broadcast,broadcast,M1,year,25,USD/GWa
R12_RCPA,LNG_shipped_exp_afr,broadcast,broadcast,M1,year,7.5,USD/GWa
R12_RCPA,LNG_shipped_exp_chn,broadcast,broadcast,M1,year,7.5,USD/GWa
R12_RCPA,LNG_shipped_exp_eeu,broadcast,broadcast,M1,year,7.5,USD/GWa
R12_RCPA,LNG_shipped_exp_fsu,broadcast,broadcast,M1,year,7.5,USD/GWa
R12_RCPA,LNG_shipped_exp_lam,broadcast,broadcast,M1,year,7.5,USD/GWa
R12_RCPA,LNG_shipped_exp_mea,broadcast,broadcast,M1,year,7.5,USD/GWa
R12_RCPA,LNG_shipped_exp_nam,broadcast,broadcast,M1,year,7.5,USD/GWa
R12_RCPA,LNG_shipped_exp_pao,broadcast,broadcast,M1,year,7.5,USD/GWa
R12_RCPA,LNG_shipped_exp_pas,broadcast,broadcast,M1,year,7.5,USD/GWa
R12_RCPA,LNG_shipped_exp_sas,broadcast,broadcast,M1,year,7.5,USD/GWa
R12_RCPA,LNG_shipped_exp_weu,broadcast,broadcast,M1,year,7.5,USD/GWa
R12_CHN,LNG_shipped_exp_afr,broadcast,broadcast,M1,year,7.5,USD/GWa
R12_CHN,LNG_shipped_exp_rcpa,broadcast,broadcast,M1,year,10.4,USD/GWa
R12_CHN,LNG_shipped_exp_eeu,broadcast,broadcast,M1,year,7.5,USD/GWa
R12_CHN,LNG_shipped_exp_fsu,broadcast,broadcast,M1,year,7.5,USD/GWa
R12_CHN,LNG_shipped_exp_lam,broadcast,broadcast,M1,year,7.5,USD/GWa
R12_CHN,LNG_shipped_exp_mea,broadcast,broadcast,M1,year,25,USD/GWa
R12_CHN,LNG_shipped_exp_nam,broadcast,broadcast,M1,year,7.5,USD/GWa
R12_CHN,LNG_shipped_exp_pao,broadcast,broadcast,M1,year,25,USD/GWa
R12_CHN,LNG_shipped_exp_pas,broadcast,broadcast,M1,year,25,USD/GWa
R12_CHN,LNG_shipped_exp_sas,broadcast,broadcast,M1,year,7.5,USD/GWa
R12_CHN,LNG_shipped_exp_weu,broadcast,broadcast,M1,year,25,USD/GWa
R12_EEU,LNG_shipped_exp_afr,broadcast,broadcast,M1,year,7.5,USD/GWa
R12_EEU,LNG_shipped_exp_rcpa,broadcast,broadcast,M1,year,7.5,USD/GWa
R12_EEU,LNG_shipped_exp_chn,broadcast,broadcast,M1,year,7.5,USD/GWa
