region,year,en_sav_ren,shr_acc,eff,shr_floor,f_hours
AFR,2015,0.0,1.0,0.8861111111111112,0.31,0.1111111111111111
AFR,2020,0.0,1.0,0.8970915032222222,0.31,0.1158754001111111
AFR,2025,0.0,1.0,0.908071895388889,0.31,0.1199066548888889
AFR,2030,0.0,1.0,0.9190522876111111,0.31,0.12326592549074074
AFR,2035,0.0,1.0,0.9300326797777778,0.31,0.12601426199074076
AFR,2040,0.0,1.0,0.9410130718888889,0.31,0.1282127144351852
AFR,2045,0.0,1.0,0.9519934639444444,0.31,0.1299223328888889
AFR,2050,0.0,1.0,0.9629738562777779,0.31,0.13120416742129629
AFR,2055,0.0,1.0,0.9739542483333332,0.31,0.13211926810185184
AFR,2060,0.0,1.0,0.9849346405555556,0.31,0.13272868496296295
AFR,2065,0.0,1.0,0.9959150326111111,0.31,0.13309346807407407
AFR,2070,0.0,1.0,1.0068954249444446,0.31,0.13327466751851852
AFR,2075,0.0,1.0,1.017875817,0.31,0.13333333333333333
AFR,2080,0.0,1.0,1.028856209111111,0.31,0.13333333333333333
AFR,2085,0.0,1.0,1.0398366012777778,0.31,0.13333333333333333
AFR,2090,0.0,1.0,1.0508169935,0.31,0.13333333333333333
AFR,2095,0.0,1.0,1.0617973856666667,0.31,0.13333333333333333
AFR,2100,0.0,1.0,1.0727777777777776,0.31,0.13333333333333333
CPA,2015,0.0,1.0,0.8861111111111112,0.39,0.1111111111111111
CPA,2020,0.0,1.0,0.8970915032222222,0.39,0.1158754001111111
CPA,2025,0.0,1.0,0.908071895388889,0.39,0.1199066548888889
CPA,2030,0.0,1.0,0.9190522876111111,0.39,0.12326592549074074
CPA,2035,0.0,1.0,0.9300326797777778,0.39,0.12601426199074076
CPA,2040,0.0,1.0,0.9410130718888889,0.39,0.1282127144351852
CPA,2045,0.0,1.0,0.9519934639444444,0.39,0.1299223328888889
CPA,2050,0.0,1.0,0.9629738562777779,0.39,0.13120416742129629
CPA,2055,0.0,1.0,0.9739542483333332,0.39,0.13211926810185184
CPA,2060,0.0,1.0,0.9849346405555556,0.39,0.13272868496296295
CPA,2065,0.0,1.0,0.9959150326111111,0.39,0.13309346807407407
CPA,2070,0.0,1.0,1.0068954249444446,0.39,0.13327466751851852
CPA,2075,0.0,1.0,1.017875817,0.39,0.13333333333333333
CPA,2080,0.0,1.0,1.028856209111111,0.39,0.13333333333333333
CPA,2085,0.0,1.0,1.0398366012777778,0.39,0.13333333333333333
CPA,2090,0.0,1.0,1.0508169935,0.39,0.13333333333333333
CPA,2095,0.0,1.0,1.0617973856666667,0.39,0.13333333333333333
CPA,2100,0.0,1.0,1.0727777777777776,0.39,0.13333333333333333
EEU,2015,0.0,1.0,1.0222222222222221,0.97,0.20833333333333334
EEU,2020,0.0,1.0,1.039248366,0.97,0.20833333333333334
EEU,2025,0.0,1.0,1.056274509777778,0.97,0.20833333333333334
EEU,2030,0.0,1.0,1.0733006536111112,0.97,0.20833333333333334
EEU,2035,0.0,1.0,1.0903267974444446,0.97,0.20833333333333334
EEU,2040,0.0,1.0,1.1073529411666667,0.97,0.20833333333333334
EEU,2045,0.0,1.0,1.124379084888889,0.97,0.20833333333333334
EEU,2050,0.0,1.0,1.1414052288333334,0.97,0.20833333333333334
EEU,2055,0.0,1.0,1.1584313725,0.97,0.20833333333333334
EEU,2060,0.0,1.0,1.175457516388889,0.97,0.20833333333333334
EEU,2065,0.0,1.0,1.1924836600555555,0.97,0.20833333333333334
