region,year,en_sav_ren,shr_acc,eff,shr_floor,f_hours
EEU,2070,0.0,1.0,1.209509804,0.97,0.20833333333333334
EEU,2075,0.0,1.0,1.2265359477222222,0.97,0.20833333333333334
EEU,2080,0.0,1.0,1.2435620914444445,0.97,0.20833333333333334
EEU,2085,0.0,1.0,1.2605882352777777,0.97,0.20833333333333334
EEU,2090,0.0,1.0,1.2776143791111112,0.97,0.20833333333333334
EEU,2095,0.0,1.0,1.2946405228888889,0.97,0.20833333333333334
EEU,2100,0.0,1.0,1.3116666666666665,0.97,0.20833333333333334
FSU,2015,0.0,1.0,0.9922222222222222,1.0,0.20833333333333334
FSU,2020,0.0,1.0,1.0110130718333332,1.0,0.20833333333333334
FSU,2025,0.0,1.0,1.0298039216111112,1.0,0.20833333333333334
FSU,2030,0.0,1.0,1.048594771277778,1.0,0.20833333333333334
FSU,2035,0.0,1.0,1.0673856209444446,1.0,0.20833333333333334
FSU,2040,0.0,1.0,1.0861764705,1.0,0.20833333333333334
FSU,2045,0.0,1.0,1.1049673202222223,1.0,0.20833333333333334
FSU,2050,0.0,1.0,1.12375817,1.0,0.20833333333333334
FSU,2055,0.0,1.0,1.1425490194999999,1.0,0.20833333333333334
FSU,2060,0.0,1.0,1.1613398693888888,1.0,0.20833333333333334
FSU,2065,0.0,1.0,1.180130718888889,1.0,0.20833333333333334
FSU,2070,0.0,1.0,1.1989215686666668,1.0,0.20833333333333334
FSU,2075,0.0,1.0,1.217712418388889,1.0,0.20833333333333334
FSU,2080,0.0,1.0,1.2365032679444443,1.0,0.20833333333333334
FSU,2085,0.0,1.0,1.255294117611111,1.0,0.20833333333333334
FSU,2090,0.0,1.0,1.2740849672777776,1.0,0.20833333333333334
FSU,2095,0.0,1.0,1.2928758170555554,1.0,0.20833333333333334
FSU,2100,0.0,1.0,1.3116666666666665,1.0,0.20833333333333334
LAC,2015,0.0,1.0,0.8861111111111112,0.52,0.1111111111111111
LAC,2020,0.0,1.0,0.8970915032222222,0.52,0.1158754001111111
LAC,2025,0.0,1.0,0.908071895388889,0.52,0.1199066548888889
LAC,2030,0.0,1.0,0.9190522876111111,0.52,0.12326592549074074
LAC,2035,0.0,1.0,0.9300326797777778,0.52,0.12601426199074076
LAC,2040,0.0,1.0,0.9410130718888889,0.52,0.1282127144351852
LAC,2045,0.0,1.0,0.9519934639444444,0.52,0.1299223328888889
LAC,2050,0.0,1.0,0.9629738562777779,0.52,0.13120416742129629
LAC,2055,0.0,1.0,0.9739542483333332,0.52,0.13211926810185184
LAC,2060,0.0,1.0,0.9849346405555556,0.52,0.13272868496296295
LAC,2065,0.0,1.0,0.9959150326111111,0.52,0.13309346807407407
LAC,2070,0.0,1.0,1.0068954249444446,0.52,0.13327466751851852
LAC,2075,0.0,1.0,1.017875817,0.52,0.13333333333333333
LAC,2080,0.0,1.0,1.028856209111111,0.52,0.13333333333333333
LAC,2085,0.0,1.0,1.0398366012777778,0.52,0.13333333333333333
LAC,2090,0.0,1.0,1.0508169935,0.52,0.13333333333333333
LAC,2095,0.0,1.0,1.0617973856666667,0.52,0.13333333333333333
LAC,2100,0.0,1.0,1.0727777777777776,0.52,0.13333333333333333
MEA,2015,0.0,1.0,0.8861111111111112,0.45,0.1111111111111111
MEA,2020,0.0,1.0,0.8970915032222222,0.45,0.1158754001111111
MEA,2025,0.0,1.0,0.908071895388889,0.45,0.1199066548888889
MEA,2030,0.0,1.0,0.9190522876111111,0.45,0.12326592549074074
MEA,2035,0.0,1.0,0.9300326797777778,0.45,0.12601426199074076
MEA,2040,0.0,1.0,0.9410130718888889,0.45,0.1282127144351852
MEA,2045,0.0,1.0,0.9519934639444444,0.45,0.1299223328888889
MEA,2050,0.0,1.0,0.9629738562777779,0.45,0.13120416742129629
MEA,2055,0.0,1.0,0.9739542483333332,0.45,0.13211926810185184
MEA,2060,0.0,1.0,0.9849346405555556,0.45,0.13272868496296295
MEA,2065,0.0,1.0,0.9959150326111111,0.45,0.13309346807407407
MEA,2070,0.0,1.0,1.0068954249444446,0.45,0.13327466751851852
MEA,2075,0.0,1.0,1.017875817,0.45,0.13333333333333333
MEA,2080,0.0,1.0,1.028856209111111,0.45,0.13333333333333333
MEA,2085,0.0,1.0,1.0398366012777778,0.45,0.13333333333333333
MEA,2090,0.0,1.0,1.0508169935,0.45,0.13333333333333333
MEA,2095,0.0,1.0,1.0617973856666667,0.45,0.13333333333333333
MEA,2100,0.0,1.0,1.0727777777777776,0.45,0.13333333333333333
NAM,2015,0.0,1.0,1.0222222222222221,0.62,0.20833333333333334
NAM,2020,0.0,1.0,1.039248366,0.62,0.20833333333333334
NAM,2025,0.0,1.0,1.056274509777778,0.62,0.20833333333333334
NAM,2030,0.0,1.0,1.0733006536111112,0.62,0.20833333333333334
NAM,2035,0.0,1.0,1.0903267974444446,0.62,0.20833333333333334
NAM,2040,0.0,1.0,1.1073529411666667,0.62,0.20833333333333334
NAM,2045,0.0,1.0,1.124379084888889,0.62,0.20833333333333334
NAM,2050,0.0,1.0,1.1414052288333334,0.62,0.20833333333333334
NAM,2055,0.0,1.0,1.1584313725,0.62,0.20833333333333334
NAM,2060,0.0,1.0,1.175457516388889,0.62,0.20833333333333334
NAM,2065,0.0,1.0,1.1924836600555555,0.62,0.20833333333333334
NAM,2070,0.0,1.0,1.209509804,0.62,0.20833333333333334
NAM,2075,0.0,1.0,1.2265359477222222,0.62,0.20833333333333334
NAM,2080,0.0,1.0,1.2435620914444445,0.62,0.20833333333333334
NAM,2085,0.0,1.0,1.2605882352777777,0.62,0.20833333333333334
NAM,2090,0.0,1.0,1.2776143791111112,0.62,0.20833333333333334
NAM,2095,0.0,1.0,1.2946405228888889,0.62,0.20833333333333334
NAM,2100,0.0,1.0,1.3116666666666665,0.62,0.20833333333333334
PAO,2015,0.0,1.0,1.0222222222222221,0.37,0.20833333333333334
PAO,2020,0.0,1.0,1.039248366,0.37,0.20833333333333334
PAO,2025,0.0,1.0,1.056274509777778,0.37,0.20833333333333334
PAO,2030,0.0,1.0,1.0733006536111112,0.37,0.20833333333333334
PAO,2035,0.0,1.0,1.0903267974444446,0.37,0.20833333333333334
PAO,2040,0.0,1.0,1.1073529411666667,0.37,0.20833333333333334
PAO,2045,0.0,1.0,1.124379084888889,0.37,0.20833333333333334
PAO,2050,0.0,1.0,1.1414052288333334,0.37,0.20833333333333334
PAO,2055,0.0,1.0,1.1584313725,0.37,0.20833333333333334
PAO,2060,0.0,1.0,1.175457516388889,0.37,0.20833333333333334
PAO,2065,0.0,1.0,1.1924836600555555,0.37,0.20833333333333334
PAO,2070,0.0,1.0,1.209509804,0.37,0.20833333333333334
PAO,2075,0.0,1.0,1.2265359477222222,0.37,0.20833333333333334
PAO,2080,0.0,1.0,1.2435620914444445,0.37,0.20833333333333334
PAO,2085,0.0,1.0,1.2605882352777777,0.37,0.20833333333333334
PAO,2090,0.0,1.0,1.2776143791111112,0.37,0.20833333333333334
PAO,2095,0.0,1.0,1.2946405228888889,0.37,0.20833333333333334
PAO,2100,0.0,1.0,1.3116666666666665,0.37,0.20833333333333334
PAS,2015,0.0,1.0,0.8861111111111112,0.34,0.1111111111111111
PAS,2020,0.0,1.0,0.8970915032222222,0.34,0.1158754001111111
PAS,2025,0.0,1.0,0.908071895388889,0.34,0.1199066548888889
PAS,2030,0.0,1.0,0.9190522876111111,0.34,0.12326592549074074
PAS,2035,0.0,1.0,0.9300326797777778,0.34,0.12601426199074076
PAS,2040,0.0,1.0,0.9410130718888889,0.34,0.1282127144351852
PAS,2045,0.0,1.0,0.9519934639444444,0.34,0.1299223328888889
PAS,2050,0.0,1.0,0.9629738562777779,0.34,0.13120416742129629
PAS,2055,0.0,1.0,0.9739542483333332,0.34,0.13211926810185184
PAS,2060,0.0,1.0,0.9849346405555556,0.34,0.13272868496296295
PAS,2065,0.0,1.0,0.9959150326111111,0.34,0.13309346807407407
PAS,2070,0.0,1.0,1.0068954249444446,0.34,0.13327466751851852
PAS,2075,0.0,1.0,1.017875817,0.34,0.13333333333333333
PAS,2080,0.0,1.0,1.028856209111111,0.34,0.13333333333333333
PAS,2085,0.0,1.0,1.0398366012777778,0.34,0.13333333333333333
PAS,2090,0.0,1.0,1.0508169935,0.34,0.13333333333333333
PAS,2095,0.0,1.0,1.0617973856666667,0.34,0.13333333333333333
PAS,2100,0.0,1.0,1.0727777777777776,0.34,0.13333333333333333
SAS,2015,0.0,1.0,0.8861111111111112,0.33,0.1111111111111111
SAS,2020,0.0,1.0,0.8970915032222222,0.33,0.1158754001111111
SAS,2025,0.0,1.0,0.908071895388889,0.33,0.1199066548888889
SAS,2030,0.0,1.0,0.9190522876111111,0.33,0.12326592549074074
SAS,2035,0.0,1.0,0.9300326797777778,0.33,0.12601426199074076
SAS,2040,0.0,1.0,0.9410130718888889,0.33,0.1282127144351852
SAS,2045,0.0,1.0,0.9519934639444444,0.33,0.1299223328888889
SAS,2050,0.0,1.0,0.9629738562777779,0.33,0.13120416742129629
SAS,2055,0.0,1.0,0.9739542483333332,0.33,0.13211926810185184
SAS,2060,0.0,1.0,0.9849346405555556,0.33,0.13272868496296295
SAS,2065,0.0,1.0,0.9959150326111111,0.33,0.13309346807407407
SAS,2070,0.0,1.0,1.0068954249444446,0.33,0.13327466751851852
SAS,2075,0.0,1.0,1.017875817,0.33,0.13333333333333333
SAS,2080,0.0,1.0,1.028856209111111,0.33,0.13333333333333333
SAS,2085,0.0,1.0,1.0398366012777778,0.33,0.13333333333333333
SAS,2090,0.0,1.0,1.0508169935,0.33,0.13333333333333333
SAS,2095,0.0,1.0,1.0617973856666667,0.33,0.13333333333333333
SAS,2100,0.0,1.0,1.0727777777777776,0.33,0.13333333333333333
WEU,2015,0.0,1.0,1.0222222222222221,1.03,0.20833333333333334
WEU,2020,0.0,1.0,1.039248366,1.03,0.20833333333333334
WEU,2025,0.0,1.0,1.056274509777778,1.03,0.20833333333333334
WEU,2030,0.0,1.0,1.0733006536111112,1.03,0.20833333333333334
WEU,2035,0.0,1.0,1.0903267974444446,1.03,0.20833333333333334
WEU,2040,0.0,1.0,1.1073529411666667,1.03,0.20833333333333334
WEU,2045,0.0,1.0,1.124379084888889,1.03,0.20833333333333334
WEU,2050,0.0,1.0,1.1414052288333334,1.03,0.20833333333333334
WEU,2055,0.0,1.0,1.1584313725,1.03,0.20833333333333334
WEU,2060,0.0,1.0,1.175457516388889,1.03,0.20833333333333334
WEU,2065,0.0,1.0,1.1924836600555555,1.03,0.20833333333333334
WEU,2070,0.0,1.0,1.209509804,1.03,0.20833333333333334
WEU,2075,0.0,1.0,1.2265359477222222,1.03,0.20833333333333334
WEU,2080,0.0,1.0,1.2435620914444445,1.03,0.20833333333333334
WEU,2085,0.0,1.0,1.2605882352777777,1.03,0.20833333333333334
WEU,2090,0.0,1.0,1.2776143791111112,1.03,0.20833333333333334
WEU,2095,0.0,1.0,1.2946405228888889,1.03,0.20833333333333334
WEU,2100,0.0,1.0,1.3116666666666665,1.03,0.20833333333333334
