node,technology,year,value
R12_AFR,2W,2020,360
R12_AFR,AIR,2020,120
R12_AFR,BUS,2020,1740
R12_AFR,LDV,2020,720
R12_AFR,RAIL,2020,60
R12_AFR,2W,2025,355.65421
R12_AFR,AIR,2025,122.95406
R12_AFR,BUS,2025,1745.8389
R12_AFR,LDV,2025,813.07574
R12_AFR,RAIL,2025,107.74612
R12_AFR,2W,2030,351.67297
R12_AFR,AIR,2030,129.77676
R12_AFR,BUS,2030,1772.947
R12_AFR,LDV,2030,878.5329
R12_AFR,RAIL,2030,162.33342
R12_AFR,2W,2035,339.03912
R12_AFR,AIR,2035,141.90379
R12_AFR,BUS,2035,1797.3242
R12_AFR,LDV,2035,894.86853
R12_AFR,RAIL,2035,225.39159
R12_AFR,2W,2040,360.58704
R12_AFR,AIR,2040,161.56998
R12_AFR,BUS,2040,1930.5211
R12_AFR,LDV,2040,1060.4185
R12_AFR,RAIL,2040,315.51953
R12_AFR,2W,2045,375.06604
R12_AFR,AIR,2045,181.97856
R12_AFR,BUS,2045,2030.5454
R12_AFR,LDV,2045,1230.1614
R12_AFR,RAIL,2045,419.88556
R12_AFR,2W,2050,386.05817
R12_AFR,AIR,2050,206.15256
R12_AFR,BUS,2050,2119.7468
R12_AFR,LDV,2050,1415.5056
R12_AFR,RAIL,2050,544.38037
R12_AFR,2W,2055,387.54941
R12_AFR,AIR,2055,235.39774
R12_AFR,BUS,2055,2166.2646
R12_AFR,LDV,2055,1683.8604
R12_AFR,RAIL,2055,689.32977
R12_AFR,2W,2060,382.76099
R12_AFR,AIR,2060,270.75296
R12_AFR,BUS,2060,2187.7288
R12_AFR,LDV,2060,1994.204
R12_AFR,RAIL,2060,857.38446
R12_AFR,2W,2070,350.77737
R12_AFR,AIR,2070,365.06219
R12_AFR,BUS,2070,2137.1638
R12_AFR,LDV,2070,2738.0562
R12_AFR,RAIL,2070,1260.4634
R12_AFR,2W,2080,290.93329
R12_AFR,AIR,2080,499.89182
R12_AFR,BUS,2080,1960.8365
R12_AFR,LDV,2080,3604.5667
R12_AFR,RAIL,2080,1731.6335
R12_AFR,2W,2090,216.84712
R12_AFR,AIR,2090,687.39215
R12_AFR,BUS,2090,1702.3315
R12_AFR,LDV,2090,4518.4673
R12_AFR,RAIL,2090,2237.2761
R12_AFR,2W,2100,144.33786
R12_AFR,AIR,2100,928.59796
R12_AFR,BUS,2100,1421.1467
R12_AFR,LDV,2100,5401.3726
R12_AFR,RAIL,2100,2751.8638
R12_AFR,2W,2110,81.445702
R12_AFR,AIR,2110,1100.7952
R12_AFR,BUS,2110,1148.6748
R12_AFR,LDV,2110,6044.9478
R12_AFR,RAIL,2110,3202.7314
R12_CHN,2W,2020,158
R12_CHN,AIR,2020,711
R12_CHN,BUS,2020,1501
R12_CHN,LDV,2020,3950
R12_CHN,RAIL,2020,1580
R12_CHN,2W,2025,163.76773
R12_CHN,AIR,2025,995.12415
R12_CHN,BUS,2025,1479.293
R12_CHN,LDV,2025,4769.3442
R12_CHN,RAIL,2025,1787.6921
R12_CHN,2W,2030,156.43907
R12_CHN,AIR,2030,1280.8917
R12_CHN,BUS,2030,1422.4431
R12_CHN,LDV,2030,4929.5693
R12_CHN,RAIL,2030,1888.8076
R12_CHN,2W,2035,132.24295
R12_CHN,AIR,2035,1517.8372
R12_CHN,BUS,2035,1314.5323
R12_CHN,LDV,2035,4250.1953
R12_CHN,RAIL,2035,1819.1838
R12_CHN,2W,2040,129.51505
R12_CHN,AIR,2040,1761.5555
R12_CHN,BUS,2040,1303.993
R12_CHN,LDV,2040,4352.8789
R12_CHN,RAIL,2040,1937.2786
R12_CHN,2W,2045,127.16519
R12_CHN,AIR,2045,2015.3184
R12_CHN,BUS,2045,1301.9199
R12_CHN,LDV,2045,4403.998
R12_CHN,RAIL,2045,2065.157
R12_CHN,2W,2050,124.74703
R12_CHN,AIR,2050,2276.0525
R12_CHN,BUS,2050,1305.309
R12_CHN,LDV,2050,4426.4248
R12_CHN,RAIL,2050,2200.5618
R12_CHN,2W,2055,120.19563
R12_CHN,AIR,2055,2525.2561
R12_CHN,BUS,2055,1294.2112
R12_CHN,LDV,2055,4670.7744
R12_CHN,RAIL,2055,2319.0684
R12_CHN,2W,2060,116.02415
R12_CHN,AIR,2060,2784.3643
R12_CHN,BUS,2060,1287.5826
R12_CHN,LDV,2060,4924.791
R12_CHN,RAIL,2060,2447.7129
R12_CHN,2W,2070,108.9101
R12_CHN,AIR,2070,3223.5647
R12_CHN,BUS,2070,1288.4833
R12_CHN,LDV,2070,5439.0117
R12_CHN,RAIL,2070,2732.0591
R12_CHN,2W,2080,102.84853
R12_CHN,AIR,2080,3423.5398
R12_CHN,BUS,2080,1298.4226
R12_CHN,LDV,2080,5924.2778
R12_CHN,RAIL,2080,3035.905
R12_CHN,2W,2090,97.593712
R12_CHN,AIR,2090,3461.0618
R12_CHN,BUS,2090,1310.2319
R12_CHN,LDV,2090,6420.3398
R12_CHN,RAIL,2090,3367.2244
R12_CHN,2W,2100,92.794334
R12_CHN,AIR,2100,3353.4749
R12_CHN,BUS,2100,1318.0009
R12_CHN,LDV,2100,6924.7114
R12_CHN,RAIL,2100,3721.2285
R12_CHN,2W,2110,88.72364
R12_CHN,AIR,2110,3178.313
R12_CHN,BUS,2110,1325.0679
R12_CHN,LDV,2110,7493.5376
R12_CHN,RAIL,2110,4123.3618
R12_EEU,2W,2020,136.08247
R12_EEU,AIR,2020,136.08247
R12_EEU,BUS,2020,4762.8867
R12_EEU,LDV,2020,6259.7939
R12_EEU,RAIL,2020,1905.1547
R12_EEU,2W,2025,142.48674
R12_EEU,AIR,2025,282.50751
R12_EEU,BUS,2025,4617.9932
R12_EEU,LDV,2025,7376.0498
R12_EEU,RAIL,2025,2179.4121
R12_EEU,2W,2030,140.37415
R12_EEU,AIR,2030,487.87863
R12_EEU,BUS,2030,4400.2109
R12_EEU,LDV,2030,7980.4272
R12_EEU,RAIL,2030,2359.5989
R12_EEU,2W,2035,120.90238
R12_EEU,AIR,2035,697.84515
R12_EEU,BUS,2035,3994.04
R12_EEU,LDV,2035,7831.2441
R12_EEU,RAIL,2035,2295.2231
R12_EEU,2W,2040,121.48901
R12_EEU,AIR,2040,942.74463
R12_EEU,BUS,2040,3872.3518
R12_EEU,LDV,2040,8110.8237
