node,technology,year,value
R12_AFR,2W,2020,131.84775
R12_AFR,2W,2025,154.93201
R12_AFR,2W,2030,217.88353
R12_AFR,2W,2035,235.04765
R12_AFR,2W,2040,262.81302
R12_AFR,2W,2045,286.39499
R12_AFR,2W,2050,318.26511
R12_AFR,2W,2055,318.10959
R12_AFR,2W,2060,332.74048
R12_AFR,2W,2070,334.2117
R12_AFR,2W,2080,320.58411
R12_AFR,2W,2090,299.634
R12_AFR,2W,2100,273.20822
R12_AFR,2W,2110,273.20822
R12_AFR,AIR,2020,113.61699
R12_AFR,AIR,2025,204.82837
R12_AFR,AIR,2030,236.39433
R12_AFR,AIR,2035,279.65359
R12_AFR,AIR,2040,297.70407
R12_AFR,AIR,2045,296.27264
R12_AFR,AIR,2050,290.9068
R12_AFR,AIR,2055,281.85797
R12_AFR,AIR,2060,273.43011
R12_AFR,AIR,2070,245.86093
R12_AFR,AIR,2080,227.57057
R12_AFR,AIR,2090,216.1554
R12_AFR,AIR,2100,209.86963
R12_AFR,AIR,2110,209.86963
R12_AFR,BUS,2020,525.36401
R12_AFR,BUS,2025,794.28186
R12_AFR,BUS,2030,1238.1866
R12_AFR,BUS,2035,1466.8551
R12_AFR,BUS,2040,1652.7595
R12_AFR,BUS,2045,1958.2098
R12_AFR,BUS,2050,2163.8652
R12_AFR,BUS,2055,2359.928
R12_AFR,BUS,2060,2532.9758
R12_AFR,BUS,2070,2875.7231
R12_AFR,BUS,2080,3114.2371
R12_AFR,BUS,2090,3276.0762
R12_AFR,BUS,2100,3347.4265
R12_AFR,BUS,2110,3347.4265
R12_AFR,LDV,2020,603.90643
R12_AFR,LDV,2025,807.8479
R12_AFR,LDV,2030,1052.9514
R12_AFR,LDV,2035,1120.9728
R12_AFR,LDV,2040,1216.1133
R12_AFR,LDV,2045,1352.8721
R12_AFR,LDV,2050,1496.7316
R12_AFR,LDV,2055,1562.8333
R12_AFR,LDV,2060,1643.6172
R12_AFR,LDV,2070,1849.0641
R12_AFR,LDV,2080,2145.4656
R12_AFR,LDV,2090,2508.1038
R12_AFR,LDV,2100,2905.6609
R12_AFR,LDV,2110,2905.6609
R12_AFR,RAIL,2020,13.383467
R12_AFR,RAIL,2025,18.196106
R12_AFR,RAIL,2030,18.26086
R12_AFR,RAIL,2035,18.261217
R12_AFR,RAIL,2040,22.604301
R12_AFR,RAIL,2045,24.222603
R12_AFR,RAIL,2050,22.761044
R12_AFR,RAIL,2055,23.984964
R12_AFR,RAIL,2060,24.71068
R12_AFR,RAIL,2070,24.675659
R12_AFR,RAIL,2080,23.400135
R12_AFR,RAIL,2090,22.578876
R12_AFR,RAIL,2100,24.131453
R12_AFR,RAIL,2110,24.131453
R12_CHN,2W,2020,464.48947
R12_CHN,2W,2025,582.12506
R12_CHN,2W,2030,594.8092
R12_CHN,2W,2035,584.55652
R12_CHN,2W,2040,513.81921
R12_CHN,2W,2045,505.62894
R12_CHN,2W,2050,514.22119
R12_CHN,2W,2055,516.86304
R12_CHN,2W,2060,534.44446
R12_CHN,2W,2070,581.75165
R12_CHN,2W,2080,602.95294
R12_CHN,2W,2090,603.90509
R12_CHN,2W,2100,575.83954
R12_CHN,2W,2110,575.83954
R12_CHN,AIR,2020,352.495
R12_CHN,AIR,2025,1046.6039
R12_CHN,AIR,2030,1212.1698
R12_CHN,AIR,2035,1531.973
R12_CHN,AIR,2040,1898.5853
R12_CHN,AIR,2045,2250.553
R12_CHN,AIR,2050,2338.9873
R12_CHN,AIR,2055,2349.5383
R12_CHN,AIR,2060,2374.5376
R12_CHN,AIR,2070,2616.0664
R12_CHN,AIR,2080,2893.271
R12_CHN,AIR,2090,3215.4841
R12_CHN,AIR,2100,3564.6047
R12_CHN,AIR,2110,3564.6047
R12_CHN,BUS,2020,1239.4891
R12_CHN,BUS,2025,1856.8713
R12_CHN,BUS,2030,2053.3899
R12_CHN,BUS,2035,2296.6174
R12_CHN,BUS,2040,2366.5984
R12_CHN,BUS,2045,2610.991
R12_CHN,BUS,2050,2811.9485
R12_CHN,BUS,2055,3222.9236
R12_CHN,BUS,2060,3702.012
R12_CHN,BUS,2070,4300.9229
R12_CHN,BUS,2080,4661.1587
R12_CHN,BUS,2090,4941.8936
R12_CHN,BUS,2100,5135.9385
R12_CHN,BUS,2110,5135.9385
R12_CHN,LDV,2020,1230.8112
R12_CHN,LDV,2025,1751.0748
R12_CHN,LDV,2030,1982.3529
R12_CHN,LDV,2035,2133.9346
R12_CHN,LDV,2040,2173.3518
R12_CHN,LDV,2045,2448.2739
R12_CHN,LDV,2050,2731.3044
R12_CHN,LDV,2055,3048.8745
R12_CHN,LDV,2060,3421.2349
R12_CHN,LDV,2070,4449.3022
R12_CHN,LDV,2080,5340.1138
R12_CHN,LDV,2090,6142.7671
R12_CHN,LDV,2100,6765.2295
R12_CHN,LDV,2110,6765.2295
R12_CHN,RAIL,2020,531.59961
R12_CHN,RAIL,2025,1064.5298
R12_CHN,RAIL,2030,1410.1447
R12_CHN,RAIL,2035,1663.4591
R12_CHN,RAIL,2040,2005.7129
R12_CHN,RAIL,2045,2417.1111
R12_CHN,RAIL,2050,2666.8328
R12_CHN,RAIL,2055,2777.3625
R12_CHN,RAIL,2060,2884.9377
R12_CHN,RAIL,2070,3168.9546
R12_CHN,RAIL,2080,3419.1204
R12_CHN,RAIL,2090,3692.1667
R12_CHN,RAIL,2100,3992.9634
R12_CHN,RAIL,2110,3992.9634
R12_EEU,2W,2020,104.44717
R12_EEU,2W,2025,95.039352
R12_EEU,2W,2030,104.15099
R12_EEU,2W,2035,87.553047
R12_EEU,2W,2040,103.78494
R12_EEU,2W,2045,77.725204
R12_EEU,2W,2050,99.050171
R12_EEU,2W,2055,79.897316
R12_EEU,2W,2060,100.3199
R12_EEU,2W,2070,103.00858
R12_EEU,2W,2080,104.7392
R12_EEU,2W,2090,106.81673
R12_EEU,2W,2100,108.09547
R12_EEU,2W,2110,108.09547
R12_EEU,AIR,2020,187.16833
R12_EEU,AIR,2025,701.99768
R12_EEU,AIR,2030,798.48145
R12_EEU,AIR,2035,970.05597
R12_EEU,AIR,2040,1173.5217
R12_EEU,AIR,2045,1400.7539
R12_EEU,AIR,2050,1620.7998
R12_EEU,AIR,2055,1584.2659
R12_EEU,AIR,2060,1353.0338
R12_EEU,AIR,2070,1426.5828
R12_EEU,AIR,2080,1505.3855
R12_EEU,AIR,2090,1578.0785
R12_EEU,AIR,2100,1644.3428
R12_EEU,AIR,2110,1644.3428
R12_EEU,BUS,2020,451.8992
R12_EEU,BUS,2025,743.68829
R12_EEU,BUS,2030,671.51331
R12_EEU,BUS,2035,697.04199
R12_EEU,BUS,2040,684.34778
R12_EEU,BUS,2045,747.37695
R12_EEU,BUS,2050,807.13086
R12_EEU,BUS,2055,807.12372
R12_EEU,BUS,2060,865.07367
R12_EEU,BUS,2070,891.91296
R12_EEU,BUS,2080,915.44641
R12_EEU,BUS,2090,937.35657
R12_EEU,BUS,2100,941.71344
R12_EEU,BUS,2110,941.71344
R12_EEU,LDV,2020,3787.9211
R12_EEU,LDV,2025,6104.5381
R12_EEU,LDV,2030,6600.1069
R12_EEU,LDV,2035,6978.1328
R12_EEU,LDV,2040,7529.9414
R12_EEU,LDV,2045,8201.7598
R12_EEU,LDV,2050,8957.3857
R12_EEU,LDV,2055,9892.9102
R12_EEU,LDV,2060,10779.746
R12_EEU,LDV,2070,11312.38
R12_EEU,LDV,2080,11872.548
R12_EEU,LDV,2090,12401.718
R12_EEU,LDV,2100,12852.271
R12_EEU,LDV,2110,12852.271
R12_EEU,RAIL,2020,174.48784
R12_EEU,RAIL,2025,417.80997
R12_EEU,RAIL,2030,526.8866
R12_EEU,RAIL,2035,451.85126
R12_EEU,RAIL,2040,470.65228
R12_EEU,RAIL,2045,578.16663
R12_EEU,RAIL,2050,712.32245
R12_EEU,RAIL,2055,938.85687
R12_EEU,RAIL,2060,1154.7115
R12_EEU,RAIL,2070,1192.5166
R12_EEU,RAIL,2080,1238.5616
R12_EEU,RAIL,2090,1284.1198
R12_EEU,RAIL,2100,1328.3588
R12_EEU,RAIL,2110,1328.3588
R12_FSU,2W,2020,231.35109
R12_FSU,2W,2025,302.73825
R12_FSU,2W,2030,341.61771
R12_FSU,2W,2035,327.18106
R12_FSU,2W,2040,350.25943
R12_FSU,2W,2045,313.96494
R12_FSU,2W,2050,324.6748
R12_FSU,2W,2055,289.64636
R12_FSU,2W,2060,304.29361
R12_FSU,2W,2070,300.5199
R12_FSU,2W,2080,289.95554
R12_FSU,2W,2090,262.61426
R12_FSU,2W,2100,233.02122
R12_FSU,2W,2110,233.02122
R12_FSU,AIR,2020,593.92712
R12_FSU,AIR,2025,992.30756
R12_FSU,AIR,2030,1226.9431
R12_FSU,AIR,2035,1584.0281
R12_FSU,AIR,2040,1912.2473
R12_FSU,AIR,2045,2152.9531
R12_FSU,AIR,2050,2371.8315
R12_FSU,AIR,2055,2594.0938
R12_FSU,AIR,2060,2830.8254
R12_FSU,AIR,2070,2853.8076
R12_FSU,AIR,2080,2889.6829
R12_FSU,AIR,2090,2934.4082
R12_FSU,AIR,2100,2994.1917
R12_FSU,AIR,2110,2994.1917
R12_FSU,BUS,2020,820.01556
R12_FSU,BUS,2025,1381.6061
R12_FSU,BUS,2030,1512.1714
R12_FSU,BUS,2035,1596.0532
R12_FSU,BUS,2040,1715.2784
R12_FSU,BUS,2045,1845.7667
R12_FSU,BUS,2050,2009.0278
R12_FSU,BUS,2055,2143.8206
R12_FSU,BUS,2060,2188.1929
R12_FSU,BUS,2070,2262.8877
R12_FSU,BUS,2080,2355.1604
R12_FSU,BUS,2090,2375.9282
R12_FSU,BUS,2100,2308.186
R12_FSU,BUS,2110,2308.186
R12_FSU,LDV,2020,2183.0471
R12_FSU,LDV,2025,3564.9861
R12_FSU,LDV,2030,3484.5215
R12_FSU,LDV,2035,3477.5703
R12_FSU,LDV,2040,3532.7317
R12_FSU,LDV,2045,3658.5352
R12_FSU,LDV,2050,4021.7871
R12_FSU,LDV,2055,4278.1392
R12_FSU,LDV,2060,4385.9175
R12_FSU,LDV,2070,4715.6973
R12_FSU,LDV,2080,5109.1616
R12_FSU,LDV,2090,5291.0522
R12_FSU,LDV,2100,5166.4009
R12_FSU,LDV,2110,5166.4009
R12_FSU,RAIL,2020,277.16385
R12_FSU,RAIL,2025,687.77679
R12_FSU,RAIL,2030,632.2984
R12_FSU,RAIL,2035,646.14661
R12_FSU,RAIL,2040,641.11829
R12_FSU,RAIL,2045,741.25128
R12_FSU,RAIL,2050,853.02625
R12_FSU,RAIL,2055,992.30902
R12_FSU,RAIL,2060,1069.4358
R12_FSU,RAIL,2070,1114.3107
R12_FSU,RAIL,2080,1192.704
R12_FSU,RAIL,2090,1242.8621
R12_FSU,RAIL,2100,1216.0895
R12_FSU,RAIL,2110,1216.0895
R12_LAM,2W,2020,225.4317
R12_LAM,2W,2025,243.263
R12_LAM,2W,2030,215.6861
R12_LAM,2W,2035,186.24255
R12_LAM,2W,2040,169.2484
R12_LAM,2W,2045,149.05614
R12_LAM,2W,2050,139.8564
R12_LAM,2W,2055,130.3343
R12_LAM,2W,2060,131.32742
R12_LAM,2W,2070,132.25961
R12_LAM,2W,2080,140.85417
R12_LAM,2W,2090,157.49478
R12_LAM,2W,2100,176.65265
R12_LAM,2W,2110,176.65265
R12_LAM,AIR,2020,382.73593
R12_LAM,AIR,2025,827.2876
R12_LAM,AIR,2030,916.67792
R12_LAM,AIR,2035,1131.3488
R12_LAM,AIR,2040,1285.017
R12_LAM,AIR,2045,1312.874
R12_LAM,AIR,2050,1327.4611
R12_LAM,AIR,2055,1364.722
R12_LAM,AIR,2060,1416.1696
R12_LAM,AIR,2070,1432.9196
R12_LAM,AIR,2080,1469.042
R12_LAM,AIR,2090,1520.5048
R12_LAM,AIR,2100,1581.6371
R12_LAM,AIR,2110,1581.6371
R12_LAM,BUS,2020,2492.0015
R12_LAM,BUS,2025,3587.698
R12_LAM,BUS,2030,4139.2983
R12_LAM,BUS,2035,4309.0269
R12_LAM,BUS,2040,4599.4526
R12_LAM,BUS,2045,4867.1958
R12_LAM,BUS,2050,5181.8184
R12_LAM,BUS,2055,5515.0298
R12_LAM,BUS,2060,5883.583
R12_LAM,BUS,2070,6023.7158
R12_LAM,BUS,2080,6236.0952
R12_LAM,BUS,2090,6638.0078
R12_LAM,BUS,2100,7243.1567
R12_LAM,BUS,2110,7243.1567
R12_LAM,LDV,2020,3504.2739
R12_LAM,LDV,2025,5134.2036
R12_LAM,LDV,2030,5341.4487
R12_LAM,LDV,2035,5180.9121
R12_LAM,LDV,2040,5302.811
R12_LAM,LDV,2045,5523.0747
R12_LAM,LDV,2050,6029.8916
R12_LAM,LDV,2055,6423.6035
R12_LAM,LDV,2060,6979.1733
R12_LAM,LDV,2070,7191.603
R12_LAM,LDV,2080,7438.7817
R12_LAM,LDV,2090,7755.1479
R12_LAM,LDV,2100,8150.9414
R12_LAM,LDV,2110,8150.9414
R12_LAM,RAIL,2020,443.26068
R12_LAM,RAIL,2025,545.89966
R12_LAM,RAIL,2030,649.78851
R12_LAM,RAIL,2035,734.52856
R12_LAM,RAIL,2040,655.93774
R12_LAM,RAIL,2045,592.26721
R12_LAM,RAIL,2050,550.55707
R12_LAM,RAIL,2055,529.62921
R12_LAM,RAIL,2060,516.18347
R12_LAM,RAIL,2070,465.39972
R12_LAM,RAIL,2080,428.66357
R12_LAM,RAIL,2090,420.83432
R12_LAM,RAIL,2100,427.73929
R12_LAM,RAIL,2110,427.73929
R12_MEA,2W,2020,387.20746
R12_MEA,2W,2025,394.72995
R12_MEA,2W,2030,451.31024
R12_MEA,2W,2035,396.98602
R12_MEA,2W,2040,378.5015
R12_MEA,2W,2045,378.26093
R12_MEA,2W,2050,374.62415
R12_MEA,2W,2055,354.71292
R12_MEA,2W,2060,349.7002
R12_MEA,2W,2070,346.67307
R12_MEA,2W,2080,334.82364
R12_MEA,2W,2090,450.18256
R12_MEA,2W,2100,2362.4502
R12_MEA,2W,2110,2362.4502
R12_MEA,AIR,2020,364.50397
R12_MEA,AIR,2025,743.04572
R12_MEA,AIR,2030,903.60687
R12_MEA,AIR,2035,1124.51
R12_MEA,AIR,2040,1270.0237
R12_MEA,AIR,2045,1311.2437
R12_MEA,AIR,2050,1307.8649
R12_MEA,AIR,2055,1294.2822
R12_MEA,AIR,2060,1296.7993
R12_MEA,AIR,2070,1249.7361
R12_MEA,AIR,2080,1228.3224
R12_MEA,AIR,2090,1222.9192
R12_MEA,AIR,2100,1230.7952
R12_MEA,AIR,2110,1230.7952
R12_MEA,BUS,2020,1642.79
R12_MEA,BUS,2025,2093.8494
R12_MEA,BUS,2030,2506.5674
R12_MEA,BUS,2035,2577.5605
R12_MEA,BUS,2040,2630.1477
R12_MEA,BUS,2045,2884.5872
R12_MEA,BUS,2050,2972.2776
R12_MEA,BUS,2055,3248.406
R12_MEA,BUS,2060,3172.8137
R12_MEA,BUS,2070,3601.4702
R12_MEA,BUS,2080,3850.1907
R12_MEA,BUS,2090,5536.1646
R12_MEA,BUS,2100,29269.021
R12_MEA,BUS,2110,29269.021
R12_MEA,LDV,2020,4277.6328
