node,technology,year,value
R12_AFR,2W,2015,145
R12_AFR,2W,2020,184
R12_AFR,2W,2025,207
R12_AFR,2W,2030,262
R12_AFR,2W,2035,309
R12_AFR,2W,2040,325
R12_AFR,2W,2045,339
R12_AFR,2W,2050,360
R12_AFR,2W,2055,403
R12_AFR,2W,2060,456
R12_AFR,2W,2070,409
R12_AFR,2W,2080,379
R12_AFR,2W,2090,360
R12_AFR,2W,2100,349
R12_AFR,2W,2110,349
R12_AFR,AIR,2015,196
R12_AFR,AIR,2020,114
R12_AFR,AIR,2025,205
R12_AFR,AIR,2030,259
R12_AFR,AIR,2035,321
R12_AFR,AIR,2040,376
R12_AFR,AIR,2045,411
R12_AFR,AIR,2050,441
R12_AFR,AIR,2055,482
R12_AFR,AIR,2060,530
R12_AFR,AIR,2070,477
R12_AFR,AIR,2080,441
R12_AFR,AIR,2090,419
R12_AFR,AIR,2100,407
R12_AFR,AIR,2110,407
R12_AFR,BUS,2015,605
R12_AFR,BUS,2020,469
R12_AFR,BUS,2025,729
R12_AFR,BUS,2030,973
R12_AFR,BUS,2035,1140
R12_AFR,BUS,2040,1220
R12_AFR,BUS,2045,1322
R12_AFR,BUS,2050,1455
R12_AFR,BUS,2055,1659
R12_AFR,BUS,2060,1931
R12_AFR,BUS,2070,1734
R12_AFR,BUS,2080,1605
R12_AFR,BUS,2090,1524
R12_AFR,BUS,2100,1480
R12_AFR,BUS,2110,1480
R12_AFR,LDV,2015,777
R12_AFR,LDV,2020,691
R12_AFR,LDV,2025,901
R12_AFR,LDV,2030,1216
R12_AFR,LDV,2035,1442
R12_AFR,LDV,2040,1614
R12_AFR,LDV,2045,1840
R12_AFR,LDV,2050,2162
R12_AFR,LDV,2055,2573
R12_AFR,LDV,2060,3147
R12_AFR,LDV,2070,2822
R12_AFR,LDV,2080,2612
R12_AFR,LDV,2090,2481
R12_AFR,LDV,2100,2409
R12_AFR,LDV,2110,2409
R12_AFR,RAIL,2015,15
R12_AFR,RAIL,2020,12
R12_AFR,RAIL,2025,16
R12_AFR,RAIL,2030,12
R12_AFR,RAIL,2035,18
R12_AFR,RAIL,2040,18
R12_AFR,RAIL,2045,16
R12_AFR,RAIL,2050,21
R12_AFR,RAIL,2055,21
R12_AFR,RAIL,2060,23
R12_AFR,RAIL,2070,20
R12_AFR,RAIL,2080,19
R12_AFR,RAIL,2090,18
R12_AFR,RAIL,2100,17
R12_AFR,RAIL,2110,17
R12_CHN,2W,2015,495
R12_CHN,2W,2020,475
R12_CHN,2W,2025,617
R12_CHN,2W,2030,600
R12_CHN,2W,2035,596
R12_CHN,2W,2040,530
R12_CHN,2W,2045,557
R12_CHN,2W,2050,562
R12_CHN,2W,2055,539
R12_CHN,2W,2060,500
R12_CHN,2W,2070,550
R12_CHN,2W,2080,609
R12_CHN,2W,2090,676
R12_CHN,2W,2100,750
R12_CHN,2W,2110,750
R12_CHN,AIR,2015,776
