# METADATA: Residential/Commercial shares of the calibrated buildings component in aggregate rc_spec/rc_therm
# Sources: WP - RC demands/Output/ssp_baseline/{resid,commpub}_calibrated_SSP3.csv, _staging/rc_demands/SSP_SSP3_v6.5_CID__baseline__rc_{spec,therm}.csv
# Formula: beta = buildings_sector_GWa / rc_aggregate_GWa; frac_resid = beta * resid / (resid + comm), frac_comm = beta * comm / (resid + comm)
# Scope: space heating only (resid_heat_*, comm_heat_*); excludes cooking and hot water. Cooling = resid_cool_electr + comm_cool_electr.
# Years: 2030-2100 (MESSAGE scenario horizon)
node,year,frac_resid_cool,frac_comm_cool,frac_resid_heat,frac_comm_heat
R12_AFR,2030,0.02024712707066022,0.008898879750087322,0.03365075738578421,0.00013930110090330398
R12_AFR,2040,0.040014261183596286,0.02649925790036045,0.02944137289475459,0.00031483722106174535
R12_AFR,2050,0.057243495425878275,0.04413221149219771,0.02515877665567312,0.0003841950796908091
R12_AFR,2060,0.0714078615298653,0.08846747800372898,0.021001658058924216,0.0003950649357725041
R12_AFR,2070,0.07883485707527156,0.18081127843911607,0.018110154340841605,0.00041591647034561516
R12_AFR,2080,0.0791903071396852,0.2857072845082319,0.016110773323866692,0.0004369797383942889
R12_AFR,2090,0.08181545454825725,0.38845999590059893,0.015714648805929723,0.0004958662564945338
R12_AFR,2100,0.08467499744033662,0.4576147536757446,0.015664566828881767,0.0005718282043336471
R12_CHN,2030,0.12524459042567979,0.1417996084867736,0.2538733838158512,0.06296998246908384
R12_CHN,2040,0.0936097968073002,0.12447982504902612,0.22607759772667027,0.06094073864568467
R12_CHN,2050,0.08010085003961302,0.1306404364953784,0.20959625466744275,0.0602991450237966
R12_CHN,2060,0.0702293796228592,0.13020434670821193,0.20125485435772322,0.06059742615001077
R12_CHN,2070,0.06406681009692598,0.1263624873429579,0.19076070973514764,0.06071554096420797
R12_CHN,2080,0.062146789859995444,0.12484814076138166,0.18368658274374028,0.06059580153649001
R12_CHN,2090,0.05988748058245558,0.12562456424244053,0.1804624313192046,0.062099594175995455
R12_CHN,2100,0.056511301610694814,0.12963948564558087,0.17548472588393324,0.0642249418442596
R12_EEU,2030,0.003921764443064604,0.10731539618464676,0.5825926662900951,0.15969103130347598
R12_EEU,2040,0.004590498368125442,0.11231623295223762,0.5565689831528874,0.1375840822674532
R12_EEU,2050,0.005306488362497226,0.10844066501669233,0.5395341625142377,0.12167847428165277
R12_EEU,2060,0.006592250636238126,0.11813590748245521,0.5484963366049196,0.11372440720919237
R12_EEU,2070,0.007883067305834794,0.12255566119206177,0.5537623231808628,0.10699119291803441
R12_EEU,2080,0.00924866934765719,0.12649281644844665,0.5589504811245246,0.1004489498620496
R12_EEU,2090,0.010603850052109105,0.1287821594820461,0.5555675786260383,0.09339613008685364
R12_EEU,2100,0.012001685215356815,0.13058349177103987,0.56530565431383,0.08866664862529662
R12_FSU,2030,0.007457266283814671,0.046253805458561705,0.5566113690512946,0.1730981155668102
R12_FSU,2040,0.01048819203450055,0.07744544708313536,0.5428763530492293,0.17296972699786195
R12_FSU,2050,0.012255704971988005,0.09694993032793647,0.5482514165951284,0.17033296787670854
R12_FSU,2060,0.014797841915357048,0.121418679936752,0.5541750573095859,0.16841280939726735
R12_FSU,2070,0.01736796994583417,0.14576147702044148,0.5420472149805906,0.16733035377025812
R12_FSU,2080,0.020229438995581828,0.16663776010424716,0.5354401371264382,0.1667861557867219
R12_FSU,2090,0.022781676022229448,0.18171552635729563,0.5249517984486298,0.1664438714720046
R12_FSU,2100,0.025173400101503218,0.19273680650750166,0.5165610627567063,0.1674094447256862
R12_LAM,2030,0.18183406331400878,0.21549226342198027,0.1270850573108119,0.026589222428874126
R12_LAM,2040,0.16379039616606936,0.3792167589267311,0.11249823481939139,0.029062108596703332
R12_LAM,2050,0.12711244214848133,0.42178490518915224,0.10427160735900873,0.03154806129665
R12_LAM,2060,0.11579102989755502,0.48159401104159394,0.1058958906408748,0.03505926461865093
R12_LAM,2070,0.11037034570158022,0.5190311864392051,0.10327019659439483,0.03741668626035173
R12_LAM,2080,0.11064170171567653,0.5422763576340488,0.10178731223705019,0.03947683565354484
R12_LAM,2090,0.11122386960674834,0.5550076385393444,0.10088907994893201,0.04145844502253713
R12_LAM,2100,0.1110902749338875,0.5627757827510109,0.10023022865382229,0.04348103346383889
R12_MEA,2030,0.40354441616766895,0.16135980600596456,0.3065452658703124,0.11447278815528285
R12_MEA,2040,0.3723414453865868,0.17717946483798547,0.2757570229370743,0.10464788907654045
R12_MEA,2050,0.33958650993169553,0.1825730545486989,0.26064915975219083,0.09401405543556408
R12_MEA,2060,0.32108980982389,0.1814725843608866,0.25374323969830254,0.08482822503965555
R12_MEA,2070,0.30165835152862686,0.18260985654974304,0.23431656723822666,0.08147360211008953
R12_MEA,2080,0.300280895946049,0.18947044124969795,0.22204464333011573,0.07942476284092914
R12_MEA,2090,0.30860736945906936,0.20125359524128816,0.21490932733104287,0.08081334174227414
R12_MEA,2100,0.3193966038214855,0.20803002554536512,0.20615273663318634,0.08422067393990045
R12_NAM,2030,0.14415688585722736,0.20564820949835724,0.44125032557433885,0.2992713900862845
R12_NAM,2040,0.15378489584276644,0.2133158045836947,0.4450931646859107,0.27923343290428526
R12_NAM,2050,0.16120093704892308,0.2159177711798627,0.45558784521169465,0.25485924946720906
R12_NAM,2060,0.1719130632070579,0.22563552308386836,0.471258644700221,0.23660168350797936
R12_NAM,2070,0.18267671813406497,0.234614380884065,0.4924873861593574,0.22596726300581071
R12_NAM,2080,0.19240368948369266,0.24278777265584744,0.5051321006645586,0.21549697254893724
R12_NAM,2090,0.20096389105978654,0.25017096927792476,0.5183394617857503,0.20642186306427895
R12_NAM,2100,0.2092478561433375,0.2576336707684629,0.5293674482583588,0.20150251823958384
R12_PAO,2030,0.05788701533502868,0.28563320230809985,0.17961813538693774,0.21770845166716168
R12_PAO,2040,0.06200595268103261,0.330602949726151,0.1967264163660013,0.21528433708208805
R12_PAO,2050,0.06626095097032006,0.35704898617733427,0.19645245865282654,0.19528094844815977
R12_PAO,2060,0.07185495948097927,0.38857365112976683,0.200406293813698,0.18149773894999607
