# METADATA: theta(node, year) = calibrated_demand_GWa / raw_RIME_demand_GWa at GWL = 1.1
# Calibrated component: rc_sector_fractions_SSP1.csv * SSP_SSP1_v6.5_CID__baseline rc_{spec,therm}
# Raw component: gamma * EI(GWL=1.1) * F  via correction_coefficients_*_SSP2_*.csv (SSP-agnostic by design)
# Generated: 2026-05-04
node,year,theta
R12_AFR,2020,0.9645493257913702
R12_AFR,2025,0.8983819725378154
R12_AFR,2030,0.9812572470413762
R12_AFR,2040,0.9831009422438687
R12_AFR,2050,0.9502168205097968
R12_AFR,2060,0.9125228979209934
R12_AFR,2070,0.8078610968611635
R12_AFR,2080,0.7080996145981019
R12_AFR,2090,0.6076306314679331
R12_AFR,2100,0.5108143063717304
R12_CHN,2020,0.8529037480180875
R12_CHN,2025,0.9579905077023116
R12_CHN,2030,0.9546883813929516
R12_CHN,2040,0.866496809131011
R12_CHN,2050,0.7956192199989781
R12_CHN,2060,0.7412591654903391
R12_CHN,2070,0.6930798435210346
R12_CHN,2080,0.6719704501514265
R12_CHN,2090,0.641276385492182
R12_CHN,2100,0.5889083952921462
R12_EEU,2020,0.8852459403813513
R12_EEU,2025,0.9248038102051296
R12_EEU,2030,0.9073498056848988
R12_EEU,2040,0.8147123411013382
R12_EEU,2050,0.7857850811793968
R12_EEU,2060,0.7547847348952932
R12_EEU,2070,0.7438842174623325
R12_EEU,2080,0.7311022761720551
R12_EEU,2090,0.7016345426391172
R12_EEU,2100,0.6539361909322079
R12_FSU,2020,1.157317717845158
R12_FSU,2025,1.2790949327400982
R12_FSU,2030,1.2239437830615958
R12_FSU,2040,1.0704944883991339
R12_FSU,2050,0.9425076709219363
R12_FSU,2060,0.8283126325635994
R12_FSU,2070,0.7647878951335351
R12_FSU,2080,0.7337195851053646
R12_FSU,2090,0.6952908228457471
R12_FSU,2100,0.6375266090065381
R12_LAM,2020,1.567927171583352
R12_LAM,2025,1.3464303315806552
R12_LAM,2030,1.3547245355812654
R12_LAM,2040,1.293894433546606
R12_LAM,2050,1.2438035410353214
R12_LAM,2060,1.1644659542094278
R12_LAM,2070,1.0315267233413066
R12_LAM,2080,0.9093248557325835
R12_LAM,2090,0.7973229712786929
R12_LAM,2100,0.7077167709834694
R12_MEA,2020,2.7871486991112815
R12_MEA,2025,2.8383639524548485
R12_MEA,2030,3.07527659731088
R12_MEA,2040,3.1104502994373107
R12_MEA,2050,3.1479994380294793
R12_MEA,2060,3.1336247241183326
R12_MEA,2070,2.9274423215312018
R12_MEA,2080,2.6902590566967484
R12_MEA,2090,2.424284930982612
R12_MEA,2100,2.130516153308047
R12_NAM,2020,0.891907627837627
R12_NAM,2025,1.0568700445218993
R12_NAM,2030,1.1337772089075089
R12_NAM,2040,1.1744525161046548
R12_NAM,2050,1.2196570654027679
R12_NAM,2060,1.2493690959887156
R12_NAM,2070,1.348492672509423
R12_NAM,2080,1.4640939110186986
R12_NAM,2090,1.5264224214169908
R12_NAM,2100,1.506954752746031
R12_PAO,2020,0.718775809290721
R12_PAO,2025,0.7641951006943277
R12_PAO,2030,0.7680467643020537
R12_PAO,2040,0.7099607635419839
R12_PAO,2050,0.6497027169408129
R12_PAO,2060,0.5976723633361333
R12_PAO,2070,0.5642325429620649
R12_PAO,2080,0.5568161506194528
R12_PAO,2090,0.5652230721177258
R12_PAO,2100,0.5637192281817773
R12_PAS,2020,1.5675907674797431
R12_PAS,2025,1.682262864809336
R12_PAS,2030,1.8598032689554693
R12_PAS,2040,2.0911814388230163
R12_PAS,2050,2.2645351938129514
R12_PAS,2060,2.4051336233238216
R12_PAS,2070,2.5615679556821505
R12_PAS,2080,2.698596557036121
R12_PAS,2090,2.7741033468592926
R12_PAS,2100,2.824017914430106
R12_RCPA,2020,3.035197066815303
R12_RCPA,2025,3.283946940329988
R12_RCPA,2030,3.183095702836488
R12_RCPA,2040,2.795602724481772
R12_RCPA,2050,2.4888272948813377
R12_RCPA,2060,2.3159232989412
R12_RCPA,2070,2.1848346499607296
R12_RCPA,2080,2.1126228401321163
R12_RCPA,2090,2.053392653446491
R12_RCPA,2100,1.9818292473846146
R12_SAS,2020,1.8785714976476642
R12_SAS,2025,1.9905833970502937
R12_SAS,2030,2.1352057235961803
R12_SAS,2040,2.092324950860732
R12_SAS,2050,1.9737654295640512
R12_SAS,2060,1.9097107808804656
R12_SAS,2070,1.8598537598703249
R12_SAS,2080,1.834964551495411
R12_SAS,2090,1.8410871626044005
R12_SAS,2100,1.8092713263232325
R12_WEU,2020,0.6570190648421776
R12_WEU,2025,0.7062697080308846
R12_WEU,2030,0.6866998598531584
R12_WEU,2040,0.6223576448115412
R12_WEU,2050,0.5672298431972507
R12_WEU,2060,0.5340637586850412
R12_WEU,2070,0.551850349291781
R12_WEU,2080,0.588837244993346
R12_WEU,2090,0.6077669051958365
R12_WEU,2100,0.5954530576132622
