node,year,theta
R12_AFR,2030,0.30835699636645963
R12_AFR,2040,0.5113279854666745
R12_AFR,2050,0.5110715214597993
R12_AFR,2060,0.3158941958659846
R12_AFR,2070,0.18363829588563896
R12_AFR,2080,0.16241501755007332
R12_AFR,2090,0.18786442940883277
R12_AFR,2100,0.2492829717074991
R12_CHN,2030,0.5987635260651551
R12_CHN,2040,0.6335910448921853
R12_CHN,2050,0.6824116199779388
R12_CHN,2060,0.7493505841626985
R12_CHN,2070,0.8365542183416117
R12_CHN,2080,0.9555182549907206
R12_CHN,2090,1.1008175260952284
R12_CHN,2100,1.274144304923525
R12_EEU,2030,0.96335792231853
R12_EEU,2040,0.7821718809762307
R12_EEU,2050,0.6965129169727454
R12_EEU,2060,0.7219640131421889
R12_EEU,2070,0.7616376874092066
R12_EEU,2080,0.8366346006499454
R12_EEU,2090,0.9457694563434669
R12_EEU,2100,1.089458603823263
R12_FSU,2030,0.5205848300673548
R12_FSU,2040,0.68246065275809
R12_FSU,2050,0.7854203771780268
R12_FSU,2060,0.8846710859177721
R12_FSU,2070,1.0398946821510817
R12_FSU,2080,1.27862015234798
R12_FSU,2090,1.6099043094076178
R12_FSU,2100,2.021689842321126
R12_LAM,2030,0.31541278249665744
R12_LAM,2040,0.2820534395160647
R12_LAM,2050,0.3101242011985591
R12_LAM,2060,0.35620541147177326
R12_LAM,2070,0.4169009912086477
R12_LAM,2080,0.4962838863576614
R12_LAM,2090,0.5929404555428036
R12_LAM,2100,0.7048867764639345
R12_MEA,2030,1.1073388673303184
R12_MEA,2040,0.9841787963865933
R12_MEA,2050,0.8833432501107478
R12_MEA,2060,0.8521184283853321
R12_MEA,2070,0.8192925216120168
R12_MEA,2080,0.824062449339084
R12_MEA,2090,0.8955107042352839
R12_MEA,2100,1.041865122417394
R12_NAM,2030,1.4084899797425823
R12_NAM,2040,1.6758226361642123
R12_NAM,2050,1.9740547020953787
R12_NAM,2060,2.273035014039295
R12_NAM,2070,2.611016689498784
R12_NAM,2080,3.0072060226581327
R12_NAM,2090,3.47590178813829
R12_NAM,2100,4.054302432458163
R12_PAO,2030,1.1570590138286847
R12_PAO,2040,1.3938304201285001
R12_PAO,2050,1.6262431765628396
R12_PAO,2060,1.8989756649301017
R12_PAO,2070,2.2173212620940705
R12_PAO,2080,2.592215150380494
R12_PAO,2090,3.068121192455948
R12_PAO,2100,3.6543095258162115
R12_PAS,2030,0.8114742761904084
R12_PAS,2040,0.5112976765546686
R12_PAS,2050,0.39844275622404246
R12_PAS,2060,0.3973677452744553
R12_PAS,2070,0.4354655885022442
R12_PAS,2080,0.4647144369881779
R12_PAS,2090,0.519421950622305
R12_PAS,2100,0.6165278397173942
R12_RCPA,2030,3.2489513734782576
R12_RCPA,2040,1.9123073807321833
R12_RCPA,2050,0.9907055410369274
R12_RCPA,2060,0.6991444191989075
R12_RCPA,2070,0.6670176356682836
R12_RCPA,2080,0.7440393715184015
R12_RCPA,2090,0.8797457958528379
R12_RCPA,2100,1.056388888294956
R12_SAS,2030,1.1165416927010832
R12_SAS,2040,0.8552425613849991
R12_SAS,2050,0.46886316005837336
R12_SAS,2060,0.348818903557525
R12_SAS,2070,0.3407164006890429
R12_SAS,2080,0.3839591770701321
R12_SAS,2090,0.4672292703396285
R12_SAS,2100,0.5758748123518321
R12_WEU,2030,0.9396805665925986
R12_WEU,2040,0.7964948656236485
R12_WEU,2050,0.7668973930547114
R12_WEU,2060,0.7667269824950524
R12_WEU,2070,0.7854504830494617
R12_WEU,2080,0.8227180151332327
R12_WEU,2090,0.88448975153165
R12_WEU,2100,0.9758187038393582
