# METADATA: Residential/Commercial shares of the calibrated buildings component in aggregate rc_spec/rc_therm
# Sources: WP - RC demands/Output/ssp_baseline/{resid,commpub}_calibrated_SSP2.csv, _staging/rc_spec_baseline.csv, _staging/rc_therm_baseline.csv
# Formula: beta = buildings_sector_GWa / rc_aggregate_GWa; frac_resid = beta * resid / (resid + comm), frac_comm = beta * comm / (resid + comm)
# Scope: space heating only (resid_heat_*, comm_heat_*); excludes cooking and hot water. Cooling = resid_cool_electr + comm_cool_electr.
# Years: 2030-2100 (MESSAGE scenario horizon)
# Generated: 2026-04-01
node,year,frac_resid_cool,frac_comm_cool,frac_resid_heat,frac_comm_heat
R12_AFR,2030,0.04711526431595193,0.008862599938186888,0.043709651114106726,8.02278855009224e-05
R12_AFR,2040,0.118046828973321,0.027457710512576908,0.0299451785958301,0.00023263859989844444
R12_AFR,2050,0.1624160328262213,0.047203649607385066,0.026753209819563084,0.00034675926590437304
R12_AFR,2060,0.1897027803868529,0.10864398291345413,0.02474074862457884,0.0004902344866102278
R12_AFR,2070,0.17974721116440806,0.22985110548238485,0.020028528874985133,0.0006027234654878119
R12_AFR,2080,0.156782958743541,0.35124448571808026,0.01667478230498607,0.000727214067661662
R12_AFR,2090,0.1462329303736917,0.4361198808526704,0.015365875666076792,0.000870154442457393
R12_AFR,2100,0.1422982258908602,0.4623392881540964,0.014398906495392435,0.0009355777936997991
R12_CHN,2030,0.15209122987224982,0.15652993380549565,0.28414567742845626,0.06271430142320934
R12_CHN,2040,0.12091945217125762,0.1347147640807267,0.259472490780413,0.06010691338526673
R12_CHN,2050,0.11941857781057956,0.13463536707386115,0.24109715751683214,0.058558888733160314
R12_CHN,2060,0.11506181880453885,0.13092001041503767,0.22824880666051922,0.05807274478842013
R12_CHN,2070,0.112286015174226,0.12390599617334674,0.21658291738429483,0.05594601723994882
R12_CHN,2080,0.11090283811595734,0.11667870104253421,0.20878801772391647,0.053314021090877704
R12_CHN,2090,0.11149961607670403,0.11427335667931221,0.20658905350988022,0.051925571702020924
R12_CHN,2100,0.11153844928073521,0.11547019419322355,0.20273510597753622,0.051178363528364426
R12_EEU,2030,0.00443616831635519,0.11410560215884646,0.5801997092470333,0.16115312416040978
R12_EEU,2040,0.0052305470614648145,0.11549632309998574,0.5415753496596442,0.14410315882768326
R12_EEU,2050,0.0061094767004055235,0.10538735959038156,0.5244269863485352,0.1298914492901682
R12_EEU,2060,0.007175186285119326,0.1063884853802825,0.5254794488843278,0.12155596351733886
R12_EEU,2070,0.00783031532504707,0.1010281304083748,0.5354235671679424,0.1128611449354681
