node,year,theta
R12_AFR,2030,0.7080540220307086
R12_AFR,2040,0.8326844854689833
R12_AFR,2050,0.9947356534169164
R12_AFR,2060,1.1839420966027876
R12_AFR,2070,1.321826317675771
R12_AFR,2080,1.4788204261614162
R12_AFR,2090,1.6621742600574816
R12_AFR,2100,1.8749883519958679
R12_CHN,2030,0.9515937951801889
R12_CHN,2040,1.055552680023435
R12_CHN,2050,1.1894545047740317
R12_CHN,2060,1.3612921981202917
R12_CHN,2070,1.5552265336726747
R12_CHN,2080,1.8134413322811853
R12_CHN,2090,2.1137649363507762
R12_CHN,2100,2.4372317936393
R12_EEU,2030,1.0009300259275018
R12_EEU,2040,1.1849849854257768
R12_EEU,2050,1.3825210572669764
R12_EEU,2060,1.6031537293538671
R12_EEU,2070,1.8416449909595416
R12_EEU,2080,2.105113433467532
R12_EEU,2090,2.399131196551974
R12_EEU,2100,2.753608852799006
R12_FSU,2030,1.3185137895261938
R12_FSU,2040,1.4331838157907586
R12_FSU,2050,1.5422471541411606
R12_FSU,2060,1.6706586694525747
R12_FSU,2070,1.8199450598644857
R12_FSU,2080,2.026805779711988
R12_FSU,2090,2.2576419516319133
R12_FSU,2100,2.5155523203598076
R12_LAM,2030,1.005969688688665
R12_LAM,2040,0.9786757483928851
R12_LAM,2050,1.0285326049402115
R12_LAM,2060,1.131729395947028
R12_LAM,2070,1.222456978041454
R12_LAM,2080,1.3450576642400562
R12_LAM,2090,1.4985020682995893
R12_LAM,2100,1.684486153866098
R12_MEA,2030,2.3793481345293617
R12_MEA,2040,2.2563047856366687
R12_MEA,2050,2.327855375308781
R12_MEA,2060,2.562308024522518
R12_MEA,2070,2.73421107222285
R12_MEA,2080,2.993652111828032
R12_MEA,2090,3.2855740166267573
R12_MEA,2100,3.5722986820007097
R12_NAM,2030,1.265897917923577
R12_NAM,2040,1.670895815570771
R12_NAM,2050,2.2039721444148355
R12_NAM,2060,2.8551440474338907
R12_NAM,2070,3.7134796779159664
R12_NAM,2080,4.75848250694108
R12_NAM,2090,6.0258854260759
R12_NAM,2100,7.508061822416567
R12_PAO,2030,0.8450946189064398
R12_PAO,2040,0.9985627378823652
R12_PAO,2050,1.1823432037509713
R12_PAO,2060,1.4005097949123835
R12_PAO,2070,1.6595923957452818
R12_PAO,2080,1.9691642220516257
R12_PAO,2090,2.3488937814283206
R12_PAO,2100,2.8290927837751623
R12_PAS,2030,1.6566750084670965
R12_PAS,2040,1.9092572554965097
R12_PAS,2050,2.1680821943803164
R12_PAS,2060,2.4513482822187567
R12_PAS,2070,2.7107796621792697
R12_PAS,2080,2.959710893386714
R12_PAS,2090,3.1791889428251405
R12_PAS,2100,3.385057358492654
R12_RCPA,2030,2.7718237772719414
R12_RCPA,2040,2.537380893533192
R12_RCPA,2050,2.445943358045347
R12_RCPA,2060,2.5285984947169315
R12_RCPA,2070,2.7120242632564855
R12_RCPA,2080,3.038299284724585
R12_RCPA,2090,3.4527246218162415
R12_RCPA,2100,3.9353697525494247
R12_SAS,2030,1.751149366667888
R12_SAS,2040,1.8565717061948521
R12_SAS,2050,2.0423912503550365
R12_SAS,2060,2.4070847170929457
R12_SAS,2070,2.862714393077772
R12_SAS,2080,3.424139292958105
R12_SAS,2090,4.053402899947611
R12_SAS,2100,4.810169647388478
R12_WEU,2030,0.7870462100347537
R12_WEU,2040,0.9518428646840678
R12_WEU,2050,1.1341049332930195
R12_WEU,2060,1.3503372473940638
R12_WEU,2070,1.599303444448284
R12_WEU,2080,1.8847958188045262
R12_WEU,2090,2.209497584351138
R12_WEU,2100,2.5894784468327874
