node_loc,technology,year_vtg,year_act,mode,time,value,unit
R12_AFR,eth_shipped_exp_rcpa,broadcast,broadcast,M1,year,144.0,USD/GWa
R12_AFR,eth_shipped_exp_chn,broadcast,broadcast,M1,year,95.0,USD/GWa
R12_AFR,eth_shipped_exp_eeu,broadcast,broadcast,M1,year,176.0,USD/GWa
R12_AFR,eth_shipped_exp_fsu,broadcast,broadcast,M1,year,225.0,USD/GWa
R12_AFR,eth_shipped_exp_lam,broadcast,broadcast,M1,year,128.0,USD/GWa
R12_AFR,eth_shipped_exp_mea,broadcast,broadcast,M1,year,125.0,USD/GWa
R12_AFR,eth_shipped_exp_nam,broadcast,broadcast,M1,year,100.0,USD/GWa
R12_AFR,eth_shipped_exp_pao,broadcast,broadcast,M1,year,90.0,USD/GWa
R12_AFR,eth_shipped_exp_pas,broadcast,broadcast,M1,year,91.0,USD/GWa
R12_AFR,eth_shipped_exp_sas,broadcast,broadcast,M1,year,131.0,USD/GWa
R12_AFR,eth_shipped_exp_weu,broadcast,broadcast,M1,year,100.0,USD/GWa
R12_RCPA,eth_shipped_exp_afr,broadcast,broadcast,M1,year,156.0,USD/GWa
R12_RCPA,eth_shipped_exp_chn,broadcast,broadcast,M1,year,104.0,USD/GWa
R12_RCPA,eth_shipped_exp_eeu,broadcast,broadcast,M1,year,156.0,USD/GWa
R12_RCPA,eth_shipped_exp_fsu,broadcast,broadcast,M1,year,156.0,USD/GWa
R12_RCPA,eth_shipped_exp_lam,broadcast,broadcast,M1,year,156.0,USD/GWa
R12_RCPA,eth_shipped_exp_mea,broadcast,broadcast,M1,year,86.0,USD/GWa
R12_RCPA,eth_shipped_exp_nam,broadcast,broadcast,M1,year,156.0,USD/GWa
R12_RCPA,eth_shipped_exp_pao,broadcast,broadcast,M1,year,210.0,USD/GWa
R12_RCPA,eth_shipped_exp_pas,broadcast,broadcast,M1,year,124.0,USD/GWa
R12_RCPA,eth_shipped_exp_sas,broadcast,broadcast,M1,year,131.0,USD/GWa
R12_RCPA,eth_shipped_exp_weu,broadcast,broadcast,M1,year,175.0,USD/GWa
R12_CHN,eth_shipped_exp_afr,broadcast,broadcast,M1,year,60.0,USD/GWa
R12_CHN,eth_shipped_exp_rcpa,broadcast,broadcast,M1,year,135.0,USD/GWa
R12_CHN,eth_shipped_exp_eeu,broadcast,broadcast,M1,year,156.0,USD/GWa
R12_CHN,eth_shipped_exp_fsu,broadcast,broadcast,M1,year,156.0,USD/GWa
R12_CHN,eth_shipped_exp_lam,broadcast,broadcast,M1,year,206.0,USD/GWa
R12_CHN,eth_shipped_exp_mea,broadcast,broadcast,M1,year,122.0,USD/GWa
R12_CHN,eth_shipped_exp_nam,broadcast,broadcast,M1,year,117.0,USD/GWa
R12_CHN,eth_shipped_exp_pao,broadcast,broadcast,M1,year,137.0,USD/GWa
R12_CHN,eth_shipped_exp_pas,broadcast,broadcast,M1,year,111.0,USD/GWa
R12_CHN,eth_shipped_exp_sas,broadcast,broadcast,M1,year,239.0,USD/GWa
R12_CHN,eth_shipped_exp_weu,broadcast,broadcast,M1,year,129.0,USD/GWa
R12_EEU,eth_shipped_exp_afr,broadcast,broadcast,M1,year,132.0,USD/GWa
R12_EEU,eth_shipped_exp_rcpa,broadcast,broadcast,M1,year,156.0,USD/GWa
R12_EEU,eth_shipped_exp_chn,broadcast,broadcast,M1,year,294.0,USD/GWa
R12_EEU,eth_shipped_exp_fsu,broadcast,broadcast,M1,year,154.0,USD/GWa
R12_EEU,eth_shipped_exp_lam,broadcast,broadcast,M1,year,138.0,USD/GWa
R12_EEU,eth_shipped_exp_mea,broadcast,broadcast,M1,year,130.0,USD/GWa
R12_EEU,eth_shipped_exp_nam,broadcast,broadcast,M1,year,184.0,USD/GWa
R12_EEU,eth_shipped_exp_pao,broadcast,broadcast,M1,year,338.0,USD/GWa
R12_EEU,eth_shipped_exp_pas,broadcast,broadcast,M1,year,315.0,USD/GWa
R12_EEU,eth_shipped_exp_sas,broadcast,broadcast,M1,year,156.0,USD/GWa
R12_EEU,eth_shipped_exp_weu,broadcast,broadcast,M1,year,132.0,USD/GWa
R12_FSU,eth_shipped_exp_afr,broadcast,broadcast,M1,year,153.0,USD/GWa
R12_FSU,eth_shipped_exp_rcpa,broadcast,broadcast,M1,year,177.0,USD/GWa
R12_FSU,eth_shipped_exp_chn,broadcast,broadcast,M1,year,239.0,USD/GWa
R12_FSU,eth_shipped_exp_eeu,broadcast,broadcast,M1,year,132.0,USD/GWa
R12_FSU,eth_shipped_exp_lam,broadcast,broadcast,M1,year,130.0,USD/GWa
R12_FSU,eth_shipped_exp_mea,broadcast,broadcast,M1,year,148.0,USD/GWa
R12_FSU,eth_shipped_exp_nam,broadcast,broadcast,M1,year,156.0,USD/GWa
