node_loc,technology,year_vtg,year_act,mode,node_dest,commodity,level,time,time_dest,value,unit
R12_AFR,eth_shipped_exp_rcpa,broadcast,broadcast,M1,R12_RCPA,ethanol,shipped,year,year,1,GWa
R12_AFR,eth_shipped_exp_chn,broadcast,broadcast,M1,R12_CHN,ethanol,shipped,year,year,1,GWa
R12_AFR,eth_shipped_exp_eeu,broadcast,broadcast,M1,R12_EEU,ethanol,shipped,year,year,1,GWa
R12_AFR,eth_shipped_exp_fsu,broadcast,broadcast,M1,R12_FSU,ethanol,shipped,year,year,1,GWa
R12_AFR,eth_shipped_exp_lam,broadcast,broadcast,M1,R12_LAM,ethanol,shipped,year,year,1,GWa
R12_AFR,eth_shipped_exp_mea,broadcast,broadcast,M1,R12_MEA,ethanol,shipped,year,year,1,GWa
R12_AFR,eth_shipped_exp_nam,broadcast,broadcast,M1,R12_NAM,ethanol,shipped,year,year,1,GWa
R12_AFR,eth_shipped_exp_pao,broadcast,broadcast,M1,R12_PAO,ethanol,shipped,year,year,1,GWa
R12_AFR,eth_shipped_exp_pas,broadcast,broadcast,M1,R12_PAS,ethanol,shipped,year,year,1,GWa
R12_AFR,eth_shipped_exp_sas,broadcast,broadcast,M1,R12_SAS,ethanol,shipped,year,year,1,GWa
R12_AFR,eth_shipped_exp_weu,broadcast,broadcast,M1,R12_WEU,ethanol,shipped,year,year,1,GWa
R12_RCPA,eth_shipped_exp_afr,broadcast,broadcast,M1,R12_AFR,ethanol,shipped,year,year,1,GWa
R12_RCPA,eth_shipped_exp_chn,broadcast,broadcast,M1,R12_CHN,ethanol,shipped,year,year,1,GWa
R12_RCPA,eth_shipped_exp_eeu,broadcast,broadcast,M1,R12_EEU,ethanol,shipped,year,year,1,GWa
R12_RCPA,eth_shipped_exp_fsu,broadcast,broadcast,M1,R12_FSU,ethanol,shipped,year,year,1,GWa
R12_RCPA,eth_shipped_exp_lam,broadcast,broadcast,M1,R12_LAM,ethanol,shipped,year,year,1,GWa
