node,commodity,level,year,time,value,unit
R12_AFR,i_therm,useful,2020,year,18.1019,GWa
R12_AFR,i_therm,useful,2025,year,19.8358,GWa
R12_AFR,i_therm,useful,2030,year,21.73,GWa
R12_AFR,i_therm,useful,2035,year,23.9266,GWa
R12_AFR,i_therm,useful,2040,year,26.4686,GWa
R12_AFR,i_therm,useful,2045,year,29.4334,GWa
R12_AFR,i_therm,useful,2050,year,32.913,GWa
R12_AFR,i_therm,useful,2055,year,37.0047,GWa
R12_AFR,i_therm,useful,2060,year,41.8614,GWa
R12_AFR,i_therm,useful,2065,year,47.6446,GWa
R12_AFR,i_therm,useful,2070,year,54.5106,GWa
R12_AFR,i_therm,useful,2075,year,62.6833,GWa
R12_AFR,i_therm,useful,2080,year,72.3971,GWa
R12_AFR,i_therm,useful,2085,year,83.979,GWa
R12_AFR,i_therm,useful,2090,year,97.8559,GWa
R12_AFR,i_therm,useful,2095,year,114.5481,GWa
R12_AFR,i_therm,useful,2100,year,134.7125,GWa
R12_AFR,i_therm,useful,2110,year,195.5654,GWa
R12_CHN,i_therm,useful,2020,year,247.9225,GWa
R12_CHN,i_therm,useful,2025,year,257.252,GWa
R12_CHN,i_therm,useful,2030,year,259.6579,GWa
R12_CHN,i_therm,useful,2035,year,257.539,GWa
R12_CHN,i_therm,useful,2040,year,250.5549,GWa
R12_CHN,i_therm,useful,2045,year,242.5773,GWa
R12_CHN,i_therm,useful,2050,year,233.5371,GWa
R12_CHN,i_therm,useful,2055,year,223.1249,GWa
R12_CHN,i_therm,useful,2060,year,212.892,GWa
R12_CHN,i_therm,useful,2065,year,203.0246,GWa
R12_CHN,i_therm,useful,2070,year,192.7717,GWa
R12_CHN,i_therm,useful,2075,year,182.2306,GWa
R12_CHN,i_therm,useful,2080,year,171.7198,GWa
R12_CHN,i_therm,useful,2085,year,161.5389,GWa
R12_CHN,i_therm,useful,2090,year,152.0616,GWa
R12_CHN,i_therm,useful,2095,year,143.3134,GWa
R12_CHN,i_therm,useful,2100,year,134.9327,GWa
R12_CHN,i_therm,useful,2110,year,121.0565,GWa
R12_EEU,i_therm,useful,2020,year,15.7399,GWa
R12_EEU,i_therm,useful,2025,year,14.3447,GWa
R12_EEU,i_therm,useful,2030,year,13.1403,GWa
R12_EEU,i_therm,useful,2035,year,12.2535,GWa
R12_EEU,i_therm,useful,2040,year,11.5837,GWa
R12_EEU,i_therm,useful,2045,year,11.0639,GWa
R12_EEU,i_therm,useful,2050,year,10.6603,GWa
R12_EEU,i_therm,useful,2055,year,10.3383,GWa
R12_EEU,i_therm,useful,2060,year,10.0824,GWa
R12_EEU,i_therm,useful,2065,year,9.8839,GWa
R12_EEU,i_therm,useful,2070,year,9.7317,GWa
R12_EEU,i_therm,useful,2075,year,9.6238,GWa
R12_EEU,i_therm,useful,2080,year,9.5637,GWa
R12_EEU,i_therm,useful,2085,year,9.558,GWa
R12_EEU,i_therm,useful,2090,year,9.6129,GWa
R12_EEU,i_therm,useful,2095,year,9.7283,GWa
R12_EEU,i_therm,useful,2100,year,9.8911,GWa
R12_EEU,i_therm,useful,2110,year,10.3861,GWa
R12_FSU,i_therm,useful,2020,year,58.5149,GWa
R12_FSU,i_therm,useful,2025,year,48.4771,GWa
R12_FSU,i_therm,useful,2030,year,41.5099,GWa
R12_FSU,i_therm,useful,2035,year,35.6295,GWa
R12_FSU,i_therm,useful,2040,year,31.1989,GWa
R12_FSU,i_therm,useful,2045,year,27.8531,GWa
R12_FSU,i_therm,useful,2050,year,25.2485,GWa
R12_FSU,i_therm,useful,2055,year,23.1184,GWa
R12_FSU,i_therm,useful,2060,year,21.428,GWa
R12_FSU,i_therm,useful,2065,year,20.1739,GWa
R12_FSU,i_therm,useful,2070,year,19.3501,GWa
R12_FSU,i_therm,useful,2075,year,18.9169,GWa
R12_FSU,i_therm,useful,2080,year,18.8434,GWa
R12_FSU,i_therm,useful,2085,year,19.1377,GWa
R12_FSU,i_therm,useful,2090,year,19.8236,GWa
R12_FSU,i_therm,useful,2095,year,20.9106,GWa
R12_FSU,i_therm,useful,2100,year,22.3763,GWa
R12_FSU,i_therm,useful,2110,year,27.0883,GWa
R12_LAM,i_therm,useful,2020,year,64.4266,GWa
